create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.all,parameters.calc,parameters.chromInfo,parameters.dbkey,parameters.distance,parameters.groups,parameters.label,parameters.otu.values,parameters.output,parameters.subsample.__current_case__,parameters.subsample.use,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-16 05:52:51.588746,slurm_normal,1508133180.0,0,1.0,main_w3_handler1,3288291,17107992,False,,11165162.roundup,slurm,,132112168.0,corral-repl,311677,mothur.shared,,"""false""","[""jabund"", ""jclass"", ""jest"", ""sharedace"", ""sharedsobs"", ""sharedchao"", ""sorabund"", ""sorclass"", ""sorest"", ""thetan"", ""thetayc""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[""SAMPLE-1"", ""SAMPLE-2"", ""SAMPLE-3"", ""SAMPLE-4"", ""SAMPLE-5"", ""SAMPLE-6"", ""SAMPLE-7"", ""SAMPLE-8"", ""SAMPLE-9""]","[""0.03""]","[{'src': 'hda', 'id': 31698366}]","""lt""",1,no,32.0,,41306609,1508133173.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_shared/mothur_summary_shared/1.36.1.0,1.36.1.0,,2017-10-16 05:53:02.050931,,7.0
