chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,geneMap,geneMap_filetype,handler,history_id,id,imported,info,input_mate1,input_mate1_filetype,input_mate2,input_mate2_filetype,input_singles,input_singles_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.allowOrphans,parameters.biasCorrect,parameters.chromInfo,parameters.dbkey,parameters.fldMean,parameters.fldSD,parameters.geneMap,parameters.geneMap.values,parameters.input_mate1|__identifier__,parameters.input_mate2|__identifier__,parameters.input_singles|__identifier__,parameters.maxFragLen,parameters.maxReadOcc,parameters.noEffectiveLengthCorrection,parameters.refTranscriptSource.TranscriptSource,parameters.refTranscriptSource.__current_case__,parameters.refTranscriptSource.kmerSize,parameters.refTranscriptSource.ownFile,parameters.refTranscriptSource.ownFile.values,parameters.single_or_paired.__current_case__,parameters.single_or_paired.input_mate1,parameters.single_or_paired.input_mate1.values,parameters.single_or_paired.input_mate2,parameters.single_or_paired.input_mate2.values,parameters.single_or_paired.input_singles,parameters.single_or_paired.input_singles.values,parameters.single_or_paired.orientation,parameters.single_or_paired.single_or_paired_opts,parameters.single_or_paired.strandedness,parameters.txpAggregationKey,parameters.unsmoothedFLD,parameters.useVBOpt,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-07 18:53:46.360143,slurm_normal,1491592617.0,0,,1.0,,,main_w3_handler0,3060914,15525339,False,,,,,,3884844428.0,fastq,9651935.roundup,slurm,,132112168.0,corral-repl,72911062,fasta,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 29116992}]",0,,,,,,"[{'src': 'hda', 'id': 29119178}]",,single,U,"""gene_id""","""false""","""false""",32.0,,36666396.0,1491591247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-04-07 19:17:01.968373,32201.0,1370.0
,,2016-06-16 22:37:33.050933,slurm_normal,1466117617.0,0,,1.0,,,main_w1_handler1,2741363,13188364,False,,,,,,5526610763.0,fastq,7373276.roundup,slurm,,132112168.0,corral-repl,134087983,fasta,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3afece1741aec62'}]",0,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e5a8ce06da5b57b9'}]",,single,U,"""gene_id""","""false""","""false""",32.0,,30893004.0,1466117058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-16 22:53:46.640420,83033.0,559.0
,,2016-06-16 22:37:18.474370,slurm_normal,1466117520.0,0,,1.0,,,main_w1_handler0,2741363,13188363,False,,,,,,4472291361.0,fastq,7373275.roundup,slurm,,132112168.0,corral-repl,134087983,fasta,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3afece1741aec62'}]",0,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f67e3ecb589cb209'}]",,single,U,"""gene_id""","""false""","""false""",32.0,,30893004.0,1466117058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-16 22:52:03.678036,83033.0,462.0
,,2016-01-28 11:36:34.921759,slurm_normal,1453981010.0,0,,1.0,,,main_w1_handler2,2508098,11621578,False,,,,,,1036.0,fasta,5885953.roundup,slurm,,132112168.0,corral-repl,1036,fasta,,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,,,"""1000""","""200""","""False""",history,1,21,23066569.0,,0,,,,,23066569.0,,,single,U,"""gene_id""","""False""","""False""",32.0,,26296060.0,1453981003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-01-28 11:36:52.615669,73542.0,7.0
,,2017-04-26 10:21:31.704821,slurm_normal,1493202110.0,0,,1.0,,,main_w4_handler0,3087594,15679930,False,,,,,,9661598.0,fastq,9794583.roundup,slurm,,132112168.0,corral-repl,498316,fasta,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 29364298}]",0,,,,,,"[{'src': 'hda', 'id': 29364295}]",,single,U,"""gene_id""","""false""","""false""",32.0,,37571109.0,1493202104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-04-26 10:21:53.227959,,6.0
,,2017-04-26 10:20:24.448618,slurm_normal,1493202044.0,0,,1.0,,,main_w3_handler0,3087594,15679928,False,,,,,,9710286.0,fastq,9794581.roundup,slurm,,132112168.0,corral-repl,498316,fasta,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 29364298}]",0,,,,,,"[{'src': 'hda', 'id': 29364289}]",,single,U,"""gene_id""","""false""","""false""",32.0,,37571109.0,1493202037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-04-26 10:20:45.954709,,7.0
,,2017-04-26 10:21:11.101289,slurm_normal,1493202087.0,0,,1.0,,,main_w3_handler0,3087594,15679929,False,,,,,,9710022.0,fastq,9794582.roundup,slurm,,132112168.0,corral-repl,498316,fasta,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 29364298}]",0,,,,,,"[{'src': 'hda', 'id': 29364293}]",,single,U,"""gene_id""","""false""","""false""",32.0,,37571109.0,1493202081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-04-26 10:21:29.011896,,6.0
,,2016-09-07 18:37:34.323770,slurm_normal,1473273491.0,0,,1.0,,,main_w4_handler0,2807774,13800501,False,,,,,,14361413.0,fastqsanger,8020923.roundup,slurm,,132112168.0,corral-repl,194966,fasta,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""200""","""80""",,,,,,"""1000""","""200""","""false""",history,1,11,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532c2ac2b35085106'}]",0,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f278688217b8c7f'}]",,single,U,"""""","""false""","""false""",32.0,,32695281.0,1473273475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-09-07 18:38:14.984878,81983.0,16.0
65045.0,len,2016-09-07 19:07:41.733990,slurm_normal,1473275375.0,0,,1.0,,,main_w4_handler0,2765452,13800755,False,,209978460.0,fastqsanger,209037622.0,fastqsanger,,,8021118.roundup,slurm,,132112168.0,corral-repl,6264416,fasta,,,"""false""","""true""","""/galaxy-repl/main/files/017/101/dataset_17101397.dat""","""?""","""200""","""80""",,,"""GenomeSpace importer on LIB022106_TRA00059728_S1_L004_R1.fastq""","""GenomeSpace importer on LIB022106_TRA00059728_S1_L004_R1.fastq""",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8fc55c1a6d6fb50'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b557589ce393b442b4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51fbf16204d78d0c5'}]",,,I,paired,SF,"""gene_id""","""false""","""false""",32.0,,32812767.0,1473275299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-09-07 19:09:40.388925,87011.0,76.0
,,2016-10-11 19:57:04.571746,slurm_normal,1476217386.0,0,,1.0,,,main_w3_handler0,2849866,14057518,False,,7199864684.0,fastq,6406764764.0,fastq,,,8274844.roundup,slurm,,132112168.0,corral-repl,103289287,fasta,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",,,,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521c53be96fb9b5f6'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5543e057e98129ccc'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ffb0bc6d5225efb8'}]",,,I,paired,SF,"""gene_id""","""false""","""true""",32.0,,33229021.0,1476215833.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-10-11 20:23:09.487527,81129.0,1553.0
