create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.cfile1,parameters.cfile2,parameters.chromInfo,parameters.dbkey,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-09-30 11:54:45.085672,slurm_normal,1443614101.0,0.0,1.0,main_w1_handler2,2456378,10469158,False,,4745607.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,25443953,1443614097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2015-09-30 11:55:04.343736,,4.0
2015-10-30 08:24:10.137900,slurm_normal,1446193479.0,0.0,1.0,main_w1_handler2,2490194,10770037,False,,5028679.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,25992246,1446193471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2015-10-30 08:24:43.937829,,8.0
2015-10-30 08:39:03.384740,slurm_normal,1446194366.0,0.0,1.0,main_w2_handler0,2490237,10770274,False,,5028876.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,25992337,1446194362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2015-10-30 08:39:31.243929,,4.0
2016-02-07 23:53:02.743904,slurm_normal,1454889239.0,0.0,1.0,main_w1_handler2,2591146,11740031,False,,5996563.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,28116439,1454889195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2016-02-07 23:54:01.372515,76802.0,44.0
2016-01-21 23:34:44.778323,slurm_normal,1453419319.0,0.0,1.0,main_w1_handler1,2572896,11575619,False,Job output deleted by user before job completed.,5841390.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,27637931,1453419297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2016-01-21 23:35:22.037576,77210.0,22.0
2016-02-12 02:51:16.389560,slurm_normal,1455245507.0,0.0,1.0,main_w2_handler1,2597281,11797435,False,,6052156.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,27450281,1455245500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2016-02-12 02:51:49.558432,76809.0,7.0
2016-02-12 03:07:40.360391,slurm_normal,1455246487.0,0.0,1.0,main_w1_handler1,2591146,11797544,False,,6052263.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,28116439,1455246483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2016-02-12 03:08:08.993710,76802.0,4.0
2016-03-15 01:01:05.193435,slurm_normal,1458003752.0,0.0,1.0,main_w1_handler0,2633631,12135831,False,,6353052.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,27453530,1458003743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2016-03-15 01:02:34.200123,76800.0,9.0
2016-05-05 20:35:26.324252,slurm_normal,1462480552.0,0.0,1.0,main_w1_handler2,2696243,12798701,False,,6998339.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,30061038,1462480549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2016-05-05 20:35:55.511155,,3.0
2016-10-17 17:54:30.743581,slurm_normal,1476726908.0,0.0,1.0,main_w3_handler0,2857214,14100963,False,,8315961.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,33580835,1476726895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2016-10-17 17:55:09.554075,91816.0,13.0
2016-06-16 11:18:21.108596,slurm_normal,1466075920.0,0.0,1.0,main_w1_handler0,2740801,13182041,False,,7366566.roundup,slurm,,132112168.0,corral-repl,,"""Emouse.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,30902804,1466075916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2016-06-16 11:18:42.630543,,4.0
2017-03-21 19:18:00.476663,slurm_normal,1490123888.0,0.0,1.0,main_w3_handler0,3040343,15358277,False,,9496701.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36758112,1490123884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2017-03-21 19:18:11.981812,,4.0
2015-01-07 19:31:31.056363,rodeo_normal,1420659107.0,0.0,1.0,main_w1_handler0,2167120,8511519,False,,711922.rodeo,slurm,,16332532.0,corral-repl,,"""Efish.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",2.0,,20378706,1420659103.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2015-01-07 19:31:52.143339,,4.0
2015-02-15 05:21:48.205125,rodeo_normal,1423977730.0,0.0,1.0,main_w2_handler0,2206813,8728421,False,Job output deleted by user before job completed.,2763926.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,21265268,1423977727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2015-02-15 05:22:12.156623,,3.0
2017-04-07 00:59:24.878529,slurm_normal,1491526778.0,0.0,1.0,main_w3_handler1,3035068,15514101,False,,9640902.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,37174431,1491526771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2017-04-07 00:59:43.061102,93395.0,7.0
2017-07-03 19:35:42.047052,slurm_normal,1499110564.0,0.0,1.0,main_w3_handler0,3180664,16251853,False,,10325781.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,39077412,1499110560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2017-07-03 19:36:12.472009,,4.0
2017-09-26 09:22:40.025815,slurm_normal,1506417778.0,0.0,1.0,main_w3_handler1,3266668,16932845,False,,11002396.roundup,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,40870477,1506417774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2017-09-26 09:23:07.547468,54347.0,4.0
2017-11-14 18:24:39.664873,slurm_normal,1510683923.0,0.0,1.0,main_w4_handler0,3324994,17457121,False,,11514941,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ebovsp.cut""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,41990404,1510683919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2017-11-14 18:25:49.705995,,4.0
2018-01-20 02:20:48.499216,slurm_normal,1516414860.0,0.0,1.0,main_w3_handler0,3388793,18090734,False,,12170020,slurm,,132112168.0,corral-repl,,"""Ehum.cut""","""Ehum.cut""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,42978371,1516414856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: codcmp12/5.0.0,5.0.0,,2018-01-20 02:21:01.138420,99855.0,4.0
