create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.is_bisulfite_sequenced,parameters.minimum_genome_fraction,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-18 11:53:21.026109,slurm_normal_16gb,1455796668.0,0,1.0,main_w1_handler1,2573293,11866680,False,,738252897,bam,6107542.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",22990346,,,"""True""","""5e-05""",1,23370188,,history,"""LENIENT""","""100""",32.0,12361109.0,fasta,,28469181,1455796620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-02-18 11:57:52.517693,10211,48.0
2016-03-15 00:36:12.004658,slurm_normal_16gb,1458002861.0,0,1.0,main_w2_handler0,2633621,12134914,False,,6765176,bam,6352947.roundup,slurm,,132112168.0,corral-repl,,"""e53f5b90ea4511e5b5f1005056a52a46""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23838943,,,"""True""","""5e-05""",1,23836155,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,28993250,1458002837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-15 00:47:46.203616,9209,24.0
2016-03-15 01:13:26.381872,slurm_normal_16gb,1458007937.0,0,1.0,main_w1_handler2,2633626,12135903,False,,7048288,bam,6353559.roundup,slurm,,132112168.0,corral-repl,,"""1a57c358ea4b11e5b0fe005056a52a46""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23839992,,,"""True""","""5e-05""",1,23836184,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,28993250,1458007907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-15 02:12:22.645566,9209,30.0
2016-02-26 20:48:28.230484,slurm_normal_16gb,1456520882.0,0,1.0,main_w1_handler0,2614101,11954525,False,,4881697296,sam,6187872.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23533422,,,"""True""","""5e-05""",0,Araly1,,cached,"""LENIENT""","""100""",32.0,,,,27269953,1456520591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-02-26 21:08:07.160416,76351,291.0
2016-03-15 09:39:48.443681,slurm_normal_16gb,1458035702.0,0,1.0,main_w1_handler1,2633761,12138950,False,,6383587,bam,6356709.roundup,slurm,,132112168.0,corral-repl,,"""d482ccfaea9111e58fbc005056a51846""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23843742,,,"""True""","""5e-05""",1,23840045,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,28993250,1458035695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-15 09:55:06.776486,9209,7.0
2016-03-15 09:41:07.426067,slurm_normal_16gb,1458035772.0,0,1.0,main_w2_handler1,2633760,12138967,False,,6938399,bam,6356727.roundup,slurm,,132112168.0,corral-repl,,"""017186d4ea9211e59210005056a51846""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23843763,,,"""True""","""5e-05""",1,23840030,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,28993250,1458035766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-15 09:56:14.939470,9209,6.0
2016-03-01 22:25:01.902449,slurm_normal_16gb,1456871201.0,0,1.0,main_w2_handler0,2605700,11982737,False,,205472968,bam,6214481.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23431071,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27393077,1456871153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-01 22:26:45.408271,9209,48.0
2016-03-01 22:54:14.502001,slurm_normal_16gb,1456872883.0,0,1.0,main_w1_handler2,2605700,11982875,False,,120624078,bam,6214774.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23574298,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27393077,1456872872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-01 22:54:45.595627,9209,11.0
2016-03-02 02:40:33.727602,slurm_normal_16gb,1456886908.0,0,1.0,main_w2_handler0,2605700,11985874,False,,450762581,bam,6217056.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23432553,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27519316,1456886791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 02:48:30.271246,9209,117.0
2016-03-02 02:10:34.255428,slurm_normal_16gb,1456884670.0,0,1.0,main_w2_handler1,2605700,11985653,False,,126932063,bam,6216663.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23577703,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27519316,1456884653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 02:11:14.232889,9209,17.0
2016-03-02 02:09:53.596501,slurm_normal_16gb,1456884624.0,0,1.0,main_w2_handler0,2605700,11985651,False,,58594271,bam,6216651.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23577682,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27519316,1456884614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 02:10:26.839735,9209,10.0
2016-03-02 02:31:40.545788,slurm_normal_16gb,1456885938.0,0,1.0,main_w1_handler2,2605700,11985807,False,,79796128,bam,6216935.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23577982,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27519316,1456885920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 02:32:21.326449,9209,18.0
2016-03-02 02:28:57.772794,slurm_normal_16gb,1456885777.0,0,1.0,main_w1_handler1,2605700,11985799,False,,189108136,bam,6216904.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23431079,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27519316,1456885760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 02:29:40.220176,9209,17.0
2016-03-02 02:32:05.104986,slurm_normal_16gb,1456885977.0,0,1.0,main_w2_handler0,2605700,11985808,False,,107448890,bam,6216947.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23577984,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27519316,1456885966.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 02:32:59.197727,9209,11.0
2016-03-02 02:40:59.658882,slurm_normal_16gb,1456887018.0,0,1.0,main_w1_handler1,2605700,11985875,False,,959782221,bam,6217085.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23430257,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27519316,1456886923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 02:50:21.780371,9209,95.0
2016-03-02 02:39:56.884049,slurm_normal_16gb,1456886464.0,0,1.0,main_w1_handler1,2605700,11985869,False,,451669681,bam,6217040.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23431097,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27519316,1456886414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 02:46:22.192951,9209,50.0
2016-03-02 03:10:01.006045,slurm_normal_16gb,1456888259.0,0,1.0,main_w1_handler1,2605700,11986058,False,,107732801,bam,6217344.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23578349,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27519316,1456888228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 03:11:03.702360,9209,31.0
2016-03-02 03:10:27.612529,slurm_normal_16gb,1456888281.0,0,1.0,main_w1_handler2,2605700,11986060,False,,9435123,bam,6217361.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23578351,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27519316,1456888271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 03:11:26.414178,9209,10.0
2016-03-02 16:54:46.258937,slurm_normal_16gb,1456938463.0,0,1.0,main_w1_handler2,2605700,11997041,False,,10309706966,bam,6224854.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23470245,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27522347,1456937795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 17:07:54.439196,9209,668.0
2016-03-02 16:54:15.829692,slurm_normal_16gb,1456937757.0,0,1.0,main_w1_handler1,2605700,11997032,False,,516587772,bam,6224838.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23463871,,,"""True""","""5e-05""",1,23424537,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27522347,1456937680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 16:56:08.672127,9209,77.0
2016-03-02 18:41:26.585777,slurm_normal_16gb,1456944223.0,0,1.0,main_w1_handler0,2614337,11998588,False,,9286376,bam,6225955.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23535871,,,"""True""","""5e-05""",1,23534194,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27522347,1456944207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 18:44:14.121402,9209,16.0
2016-03-02 18:41:46.574282,slurm_normal_16gb,1456944170.0,0,1.0,main_w1_handler1,2614337,11998597,False,,8872222,bam,6225939.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23537815,,,"""True""","""5e-05""",1,23534194,,history,"""LENIENT""","""100""",32.0,5469.0,fasta,,27522347,1456944147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-02 18:43:06.714198,9209,23.0
2016-09-10 20:36:05.987085,slurm_normal_16gb,1473539902.0,0,1.0,main_w4_handler0,2815830,13821657,False,,11942463,bam,8043313.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c25555b82fb1d91'}]",,"""true""","""5e-05""",0,hg38,,cached,"""LENIENT""","""100""",32.0,,,,32870256,1473539777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-09-10 20:38:25.771554,68143,125.0
2016-03-03 01:56:46.245827,slurm_normal_16gb,1456970270.0,0,1.0,main_w1_handler2,2619015,12001804,False,,261709049,bam,6230809.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23627617,,,"""True""","""5e-05""",1,23627609,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,27519316,1456970245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-03 01:57:53.301412,9209,25.0
2016-03-03 03:15:44.997531,slurm_normal_16gb,1456975085.0,0,1.0,main_w1_handler2,2619015,12002337,False,,258154187,bam,6231382.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23627614,,,"""True""","""5e-05""",1,23627609,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,27519316,1456975032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-03 03:18:07.748055,9209,53.0
2016-03-03 03:25:20.001156,slurm_normal_16gb,1456975666.0,0,1.0,main_w1_handler0,2619015,12002417,False,,44403654,sam,6231466.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23630084,,,"""True""","""5e-05""",1,23627609,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,27519316,1456975653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-03 03:28:04.503710,9209,13.0
2016-03-03 03:25:59.769012,slurm_normal_16gb,1456975607.0,0,1.0,main_w1_handler1,2619015,12002419,False,,6955058,bam,6231455.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23630087,,,"""True""","""5e-05""",1,23627609,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,27519316,1456975593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-03 03:26:56.305996,9209,14.0
2016-03-17 13:04:49.600926,slurm_normal_16gb,1458220337.0,0,1.0,main_w1_handler1,2427090,12165671,False,,3594715305,bam,6382933.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23874830,,,"""True""","""5e-05""",0,hg38,,cached,"""LENIENT""","""100""",32.0,,,,28029926,1458219930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-17 13:12:21.188367,64160,407.0
2016-03-17 13:29:00.431163,slurm_normal_16gb,1458221739.0,0,1.0,main_w1_handler1,2427090,12165843,False,,3308048486,bam,6383110.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23866584,,,"""True""","""5e-05""",0,hg38,,cached,"""LENIENT""","""100""",32.0,,,,28029926,1458221392.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-17 13:35:44.918939,64160,347.0
2016-03-04 23:23:03.125286,slurm_normal_16gb,1457133818.0,0,1.0,main_w1_handler2,2619124,12024900,False,,8775821,bam,6254126.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23676617,,,"""True""","""5e-05""",1,23632026,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,27519316,1457133810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-04 23:23:42.435795,9209,8.0
2016-03-05 00:27:01.241980,slurm_normal_16gb,1457138956.0,0,1.0,main_w1_handler0,2619124,12026702,False,,13390692979,bam,6254438.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23632030,,,"""True""","""5e-05""",1,23632026,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,27519316,1457138241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-05 00:49:19.674657,9209,715.0
2016-03-05 02:32:38.352495,slurm_normal_16gb,1457145227.0,0,1.0,main_w2_handler0,2621884,12027143,False,,5985575,bam,6255067.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23679182,,,"""True""","""5e-05""",1,23678736,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,27519316,1457145221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-05 02:33:50.959658,9209,6.0
2016-03-05 02:33:36.044044,slurm_normal_16gb,1457145261.0,0,1.0,main_w1_handler1,2621881,12027150,False,,4391569,bam,6255071.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23679164,,,"""True""","""5e-05""",1,23678714,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,27519316,1457145255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-05 02:34:24.782756,9209,6.0
2016-03-05 02:34:37.452762,slurm_normal_16gb,1457145307.0,0,1.0,main_w1_handler2,2621882,12027162,False,,5251388,bam,6255079.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23679206,,,"""True""","""5e-05""",1,23678726,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,27519316,1457145302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-05 02:35:12.188114,9209,5.0
2016-03-05 14:34:29.291635,slurm_normal_16gb,1457189130.0,0,1.0,main_w2_handler1,2622201,12030370,False,,11561536,bam,6258616.roundup,slurm,,132112168.0,corral-repl,,"""56ac58d2e2df11e592ac005056a51846""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23683384,,,"""True""","""5e-05""",1,23683082,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,27519316,1457189122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-05 14:45:34.079717,9209,8.0
2016-03-05 14:45:36.873461,slurm_normal_16gb,1457189633.0,0,1.0,main_w1_handler2,2622202,12030424,False,,11230777,bam,6258657.roundup,slurm,,132112168.0,corral-repl,,"""e2f731dae2e011e5aa4a005056a51846""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23683461,,,"""True""","""5e-05""",1,23683094,,history,"""LENIENT""","""100""",32.0,5393.0,fasta,,27519316,1457189627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/1.136.0,1.136.0,,2016-03-05 14:53:57.006206,9209,6.0
