chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.analysis_type,parameters.chromInfo,parameters.dbkey,parameters.vcf_input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input,vcf_input_filetype,runtime
,,2017-10-28 21:03:42.028068,slurm_normal,1509224640.0,0,,1.0,main_w3_handler1,3126828,17251367,False,,11311453,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31939279}]",32.0,,41440524,1509224633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-28 21:04:02.858802,47785.0,376210,vcf,7.0
,,2017-10-28 21:09:32.030218,slurm_normal,1509224988.0,0,,1.0,main_w4_handler0,3286705,17251395,False,,11311484,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31938722}]",32.0,,41440524,1509224982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-28 21:09:49.605546,47785.0,923602,vcf,6.0
,,2017-10-28 21:03:42.358311,slurm_normal,1509224638.0,0,,1.0,main_w3_handler1,3126828,17251368,False,,11311454,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31939280}]",32.0,,41440524,1509224633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-28 21:04:00.565726,47785.0,476693,vcf,5.0
,,2017-10-28 21:56:57.181731,slurm_normal,1509227834.0,0,,1.0,main_w4_handler0,3126828,17251586,False,,11311712,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31939276}]",32.0,,41440524,1509227829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-28 21:57:16.257430,47785.0,77613,vcf,5.0
,,2017-10-28 21:56:58.301618,slurm_normal,1509227842.0,0,,1.0,main_w3_handler1,3126828,17251590,False,,11311715,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31939280}]",32.0,,41440524,1509227837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-28 21:57:23.791141,47785.0,476693,vcf,5.0
,,2017-10-28 22:05:02.466730,slurm_normal,1509228326.0,0,,1.0,main_w4_handler0,3286705,17251646,False,,11311762,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31938723}]",32.0,,41440524,1509228319.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-28 22:05:27.474968,47785.0,1042575,vcf,7.0
,,2017-10-28 22:05:01.874705,slurm_normal,1509228316.0,0,,1.0,main_w4_handler0,3286705,17251643,False,,11311759,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31938720}]",32.0,,41440524,1509228311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-28 22:05:19.457716,47785.0,316999,vcf,5.0
,,2017-10-28 22:05:02.132371,slurm_normal,1509228317.0,0,,1.0,main_w3_handler1,3286705,17251644,False,,11311760,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31938721}]",32.0,,41440524,1509228311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-28 22:05:23.043386,47785.0,954224,vcf,6.0
,,2017-10-30 11:35:41.234984,slurm_normal,1509363396.0,0,,1.0,main_w4_handler1,3304239,17263542,False,,11322580,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31963280}]",32.0,,41616640,1509363387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-30 11:36:45.015418,109071.0,41388327,vcf,9.0
,,2017-10-31 11:25:37.326939,slurm_normal,1509449170.0,0,,1.0,main_w3_handler0,3285799,17274646,False,,11335253,slurm,,132112168.0,corral-repl,,"""allele_count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31982402}]",32.0,,41633854,1509449158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-31 11:26:17.707823,97958.0,20391762,vcf,12.0
,,2017-11-01 20:38:13.359228,slurm_normal,1509568721.0,0,,1.0,main_w4_handler0,3307473,17290159,False,,11352123,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32009955}]",32.0,,41681063,1509568717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-01 20:38:44.621491,,1107,vcf,4.0
,,2017-11-02 05:30:42.792114,slurm_normal,1509600663.0,0,,1.0,main_w4_handler1,3307473,17294787,False,,11357055,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32012965}]",32.0,,41683903,1509600656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-02 05:31:08.292179,114925.0,22685433,vcf,7.0
,,2017-11-02 05:30:51.463980,slurm_normal,1509600673.0,0,,1.0,main_w4_handler1,3307473,17294788,False,,11357056,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32012795}]",32.0,,41683903,1509600665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-02 05:31:16.596767,114925.0,22817845,vcf,8.0
,,2017-11-02 19:52:43.073502,slurm_normal,1509652417.0,0,,1.0,main_w3_handler0,2916175,17307996,False,,11367252,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31924532}]",32.0,,40474016,1509652412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-02 19:53:44.508853,96205.0,1249889,vcf,5.0
,,2017-11-08 01:03:39.764429,slurm_normal,1510103046.0,0,,1.0,main_w3_handler0,2793435,17375423,False,,11435796,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/felCat8.len""","""felCat8""","[{'src': 'hda', 'id': 32132323}]",32.0,,41829403,1510103040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-08 01:04:09.726681,54104.0,8630596,vcf,6.0
,,2017-11-14 08:36:55.755496,slurm_normal,1510648637.0,0,,1.0,main_w3_handler0,3324178,17450068,False,,11507452,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32302543}]",32.0,,41976525,1510648626.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-14 08:37:21.380655,,76084308,vcf,11.0
,,2017-11-21 20:36:12.895246,slurm_normal,1511296614.0,0,,1.0,main_w3_handler1,3323287,17541585,False,,11601007,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32457501}]",32.0,,42101177,1511296579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 20:36:56.094742,116161.0,300383182,vcf,35.0
,,2017-11-21 14:42:20.590616,slurm_normal,1511275384.0,0,,1.0,main_w4_handler0,3319396,17536317,False,,11595573,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32429930}]",32.0,,41917445,1511275345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 14:43:07.479416,107146.0,243784514,vcf,39.0
,,2017-11-21 21:20:57.069511,slurm_normal,1511299310.0,0,,1.0,main_w3_handler1,3323287,17542151,False,,11601634,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32457502}]",32.0,,42101177,1511299272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 21:21:53.399521,116161.0,309630860,vcf,38.0
,,2017-11-19 14:01:25.843815,slurm_normal,1511100094.0,0,,1.0,main_w3_handler1,3330777,17507821,False,,11568209,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32395411}]",32.0,,42097364,1511100090.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-19 14:01:35.594929,116608.0,478126,vcf,4.0
,,2017-11-19 15:30:10.906444,slurm_normal,1511105417.0,0,,1.0,main_w3_handler1,3330811,17508337,False,,11568761,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32397431}]",32.0,,41280788,1511105413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-19 15:30:19.037107,113640.0,179187,vcf,4.0
,,2017-11-19 15:27:30.726143,slurm_normal,1511105257.0,0,,1.0,main_w4_handler1,3330811,17508315,False,,11568744,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32397431}]",32.0,,41280788,1511105253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-19 15:27:38.681961,113640.0,179187,vcf,4.0
,,2017-11-20 12:20:55.018533,slurm_normal,1511180462.0,0,,1.0,main_w4_handler0,3332166,17517709,False,,11577574,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32416773}]",32.0,,42114906,1511180458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-20 12:21:04.815183,,23261,vcf,4.0
,,2017-11-20 20:21:41.746422,slurm_normal,1511209347.0,0,,1.0,main_w4_handler0,3319396,17524577,False,,11583979,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32429929}]",32.0,,41917445,1511209306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-20 20:22:29.088720,107146.0,250829951,vcf,41.0
,,2017-11-21 13:15:57.021691,slurm_normal,1511270189.0,0,,1.0,main_w3_handler0,3333131,17534817,False,,11593953,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/.len""","""""","[{'src': 'hda', 'id': 32448998}]",32.0,,42136665,1511270162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 13:16:32.218374,116759.0,14851284,vcf,27.0
,,2017-11-21 13:16:34.221320,slurm_normal,1511270230.0,0,,1.0,main_w3_handler1,3333131,17534826,False,,11593961,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/.len""","""""","[{'src': 'hda', 'id': 32449031}]",32.0,,42136665,1511270201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 13:17:12.409165,116759.0,14851284,vcf,29.0
,,2017-11-21 21:20:57.712050,slurm_normal,1511299365.0,0,,1.0,main_w4_handler1,3323287,17542153,False,,11601651,slurm,,132112168.0,corral-repl,,"""ratio""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32457504}]",32.0,,42101177,1511299315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 21:22:46.385494,116161.0,309203797,vcf,50.0
,,2017-11-21 21:20:34.663104,slurm_normal,1511299270.0,0,,1.0,main_w4_handler1,3323287,17542145,False,,11601616,slurm,,132112168.0,corral-repl,,"""allele_count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32457504}]",32.0,,42101177,1511299239.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 21:21:11.617405,116161.0,309203797,vcf,31.0
,,2017-11-20 20:17:58.614533,slurm_normal,1511209115.0,0,,1.0,main_w3_handler0,3319396,17524276,False,,11583898,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32429929}]",32.0,,41917445,1511209080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-20 20:18:36.942002,107146.0,250829951,vcf,35.0
,,2017-11-20 20:21:47.983146,slurm_normal,1511209345.0,0,,1.0,main_w4_handler1,3319396,17524583,False,,11583985,slurm,,132112168.0,corral-repl,,"""allele_count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32429929}]",32.0,,41917445,1511209313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-20 20:22:27.319202,107146.0,250829951,vcf,32.0
,,2017-11-21 03:05:11.644468,slurm_normal,1511233530.0,0,,1.0,main_w3_handler0,3333131,17529734,False,,11588870,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32439487}]",32.0,,42136665,1511233523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 03:05:38.528101,116759.0,5827,vcf,7.0
,,2017-11-21 13:16:16.319807,slurm_normal,1511270187.0,0,,1.0,main_w4_handler1,3333131,17534819,False,,11593957,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/.len""","""""","[{'src': 'hda', 'id': 32449010}]",32.0,,42136665,1511270182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 13:16:31.184735,116759.0,14851284,vcf,5.0
,,2017-11-21 13:16:28.695041,slurm_normal,1511270207.0,0,,1.0,main_w4_handler0,3333131,17534821,False,,11593962,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/.len""","""""","[{'src': 'hda', 'id': 32449013}]",32.0,,42136665,1511270200.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 13:16:56.143536,116759.0,14851284,vcf,7.0
,,2017-11-21 13:16:39.357865,slurm_normal,1511270209.0,0,,1.0,main_w3_handler0,3333131,17534829,False,,11593965,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/.len""","""""","[{'src': 'hda', 'id': 32449042}]",32.0,,42136665,1511270203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 13:16:51.058564,116759.0,14851284,vcf,6.0
,,2017-11-21 13:15:29.882709,slurm_normal,1511270150.0,0,,1.0,main_w3_handler0,3333131,17534812,False,,11593947,slurm,,132112168.0,corral-repl,,"""count""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/.len""","""""","[{'src': 'hda', 'id': 32448980}]",32.0,,42136665,1511270132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfhethom/vcfhethom/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-21 13:15:52.977956,116759.0,14851284,vcf,18.0
