create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.align,parameters.best,parameters.chromInfo,parameters.dbkey,parameters.gappenalty,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.intronpenalty,parameters.match,parameters.minscore,parameters.mismatch,parameters.mode,parameters.reverse,parameters.seed,parameters.shuffle,parameters.splice,parameters.splicepenalty,parameters.width,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-08 20:21:16.866781,slurm_normal,1473366097.0,0.0,,1.0,main_w4_handler0,2808238,13810815,False,,714,fasta,82874,txt,8031820.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a64b10a953ec4554'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3343447621acab1'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717696,1473366088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-08 20:21:41.994565,89349.0,9.0
2016-09-19 02:58:06.302473,slurm_normal,1474253901.0,0.0,,1.0,main_w3_handler1,2808137,13878232,False,,652,fasta,1735,fasta,8101534.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f1718120c4be66a6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a749288f4bffe64b'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,33021056,1474253896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-19 02:58:22.886992,89361.0,5.0
2016-09-19 15:05:17.002877,slurm_normal,1474297535.0,0.0,,1.0,main_w3_handler1,2808243,13884450,False,,1735,fasta,1625,fasta,8108050.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510b86a7090bcf0b1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520a9e02b11bd57c4'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717774,1474297530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-19 15:05:37.586819,89353.0,5.0
2016-09-19 18:42:34.491772,slurm_normal,1474310573.0,0.0,,1.0,main_w3_handler0,2808233,13885919,False,,652,fasta,1735,fasta,8109618.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d3744c89c2109ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5448deb0fa26e8fd8'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717677,1474310567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-19 18:42:55.367360,89347.0,6.0
2016-09-20 13:47:31.758432,slurm_normal,1474382720.0,0.0,,1.0,main_w3_handler1,2808211,13893048,False,,211584,fasta,211584,fasta,8116606.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57128f7815420679b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57128f7815420679b'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32717552,1474379274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-20 14:45:24.727079,89343.0,3446.0
2016-04-20 18:55:17.808465,slurm_normal,1461236195.0,0.0,,1.0,main_w2_handler0,2654601,12541268,False,,126464965,fasta,22083,txt,6726651.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d034f822fb22d8e0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5912fb62e39403c0b'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,29665300,1461178551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-04-21 10:56:39.671769,14925.0,57644.0
2016-08-19 02:16:42.748262,slurm_normal,1471629492.0,0.0,,1.0,main_w3_handler1,2795702,13684951,False,,109182492,fasta,80,fasta,7902151.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b552a934b630d9b7b6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb0db7a0f1ea78e6'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32355438,1471628972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-08-19 17:58:33.166232,88685.0,520.0
2016-09-06 19:43:07.362688,slurm_normal,1473191154.0,0.0,,1.0,main_w4_handler0,2812386,13791305,False,,652,fasta,3114696248,fasta,8011738.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50eb5477afd9b2468'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee048c54115105e0'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32584984,1473191088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-06 19:45:57.492697,10897.0,66.0
2016-09-06 19:58:46.547537,slurm_normal,1473191987.0,0.0,,1.0,main_w4_handler1,2812386,13791705,False,,652,fasta,137451416,fasta,8012141.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50eb5477afd9b2468'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55452c32538604582'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32584984,1473191954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-06 19:59:55.691044,10897.0,33.0
2016-09-06 20:16:53.734646,slurm_normal,1473193042.0,0.0,,1.0,main_w3_handler0,2812386,13792106,False,,652,fasta,211584,fasta,8012587.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50eb5477afd9b2468'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f2bc7b52c215f776'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,32584984,1473193031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-09-06 20:17:25.485169,10897.0,11.0
2016-11-14 23:31:27.977465,slurm_normal,1479167206.0,0.0,,1.0,main_w4_handler0,2892229,14339734,False,,38019245,fasta,276545954,fasta,8546081.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e62dde4c3aacd056'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57fcd873215773429'}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,33536107,1479166295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2016-11-14 23:46:48.028064,91348.0,911.0
2017-01-31 08:30:41.472163,slurm_normal,1485854587.0,0.0,,1.0,main_w4_handler1,2107480,14912843,False,,1190261,fasta,36437451,fasta,9068746.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/Tb927_V8.1.len""","""Tb927_V8.1""","""2""",,"[{'src': 'hda', 'id': 18899643}]",,"[{'src': 'hda', 'id': 17919810}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,35691338,1485851443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2017-01-31 09:23:08.337519,55442.0,3144.0
2014-10-29 09:11:31.873781,rodeo_normal,1414573907.0,0.0,,1.0,main_w1_handler0,2100969,8061341,False,,52854,fasta,52854,fasta,91549.rodeo,slurm,,16332532.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",17365038,,17365038,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",2.0,,17995665,1414573904.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2014-10-29 09:11:50.688982,55098.0,3.0
2015-02-08 23:49:43.522585,rodeo_normal,1423440044.0,0.0,,1.0,main_w1_handler1,2199538,8684465,False,,337149,fasta,50653,fasta,2682842.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18446750,,18446746,,"""40""","""1""","""500""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,21059589,1423439410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-09 00:00:45.629012,20891.0,634.0
2015-02-08 23:48:11.139296,rodeo_normal,1423444164.0,0.0,,1.0,main_w1_handler0,2199538,8684456,False,,337149,fasta,376566,fasta,2682826.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18446750,,18446744,,"""40""","""1""","""500""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,21059589,1423439311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-09 01:09:25.421217,20891.0,4853.0
2015-02-08 23:51:29.193506,rodeo_normal,1423442427.0,0.0,,1.0,main_w2_handler1,2199538,8684473,False,,337149,fasta,158152,fasta,2682966.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18446750,,18446749,,"""40""","""1""","""500""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,21059589,1423440404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-09 00:40:28.611278,20891.0,2023.0
2015-02-08 23:50:51.097444,rodeo_normal,1423442430.0,0.0,,1.0,main_w2_handler1,2199538,8684471,False,,337149,fasta,195679,fasta,2682931.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18446750,,18446748,,"""40""","""1""","""500""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,21059589,1423440052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-09 00:40:32.343952,20891.0,2378.0
2015-02-09 01:38:08.523815,rodeo_normal,1423445931.0,0.0,,1.0,main_w1_handler1,2199589,8684681,False,,3902,fasta,155446,fasta,2683305.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18447081,,18447080,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,21059589,1423445905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-09 01:38:53.230839,20891.0,26.0
2015-02-09 01:39:29.709107,rodeo_normal,1423446020.0,0.0,,1.0,main_w1_handler1,2199589,8684685,False,,3902,fasta,155446,fasta,2683315.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18447081,,18447080,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,21059589,1423445993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-09 01:40:21.404761,20891.0,27.0
2015-02-09 01:39:02.262412,rodeo_normal,1423445998.0,0.0,,1.0,main_w2_handler1,2199589,8684682,False,,4221,fasta,155446,fasta,2683309.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18447082,,18447080,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,21059589,1423445962.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-09 01:39:59.649169,20891.0,36.0
2015-01-11 06:10:02.169251,rodeo_normal,1420956742.0,0.0,,1.0,main_w2_handler0,2164147,8527482,False,,2171604,fasta,19196018803,fasta,737605.rodeo,slurm,,16332532.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""",18157349,,18157431,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",2.0,,20280033,1420956726.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-01-11 06:12:24.995969,57799.0,16.0
2014-10-10 11:52:06.204074,rodeo_normal,1412941939.0,0.0,,1.0,main_w2_handler1,1945918,7960942,False,,29,fasta,30719,fasta,4470.rodeo,slurm,,16332532.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",17193168,,17193165,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",2.0,,17486084,1412941936.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2014-10-10 11:52:23.112698,50267.0,3.0
2014-10-10 17:02:04.330421,rodeo_normal,1412968022.0,0.0,,1.0,main_w2_handler0,2028904,7962808,False,,65937307,fasta,40852526,fasta,5919.rodeo,slurm,,16332532.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",17195565,,17195545,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",2.0,,16477808,1412960533.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2014-10-10 19:07:07.298455,,7489.0
2014-10-10 20:06:49.654179,rodeo_normal,1412978139.0,0.0,,1.0,main_w2_handler1,2028904,7963872,False,,65937307,fasta,40852526,fasta,6546.rodeo,slurm,,16332532.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",17195565,,17195545,,"""20""","""1""","""10""","""3""","""both""","""no""","""20825""","""0""","""yes""","""10""","""50""",2.0,,16477808,1412971621.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2014-10-10 21:55:44.307433,,6518.0
2015-01-14 19:34:27.699564,rodeo_normal,1421264794.0,0.0,,1.0,main_w2_handler0,2005597,8547400,False,,13723722,fasta,16090744,fasta,769249.rodeo,slurm,,16332532.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18210680,,18210684,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",2.0,,20340449,1421264083.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-01-14 19:46:38.237172,47121.0,711.0
2014-11-18 03:34:20.494315,rodeo_normal,1416281679.0,0.0,,1.0,main_w2_handler1,2121548,8190187,False,,1627,fasta,4040328,fasta,2039997.roundup,slurm,,132112068.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",17585505,,17585422,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,19569371,1416281667.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2014-11-18 03:34:42.068910,,12.0
2015-02-05 21:55:50.430530,rodeo_normal,1423173918.0,0.0,,1.0,main_w2_handler0,2196852,8672913,False,,37792,fasta,1419476,fasta,2660412.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18424983,,18424993,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,21040054,1423173375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-05 22:05:21.683049,20891.0,543.0
2015-02-05 22:19:30.616630,rodeo_normal,1423175335.0,0.0,,1.0,main_w1_handler0,2196852,8673041,False,,37792,fasta,1419476,fasta,2660640.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18424983,,18424993,,"""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,21040054,1423174792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-05 22:28:57.496819,20891.0,543.0
2015-02-08 23:50:11.762999,rodeo_normal,1423440392.0,0.0,,1.0,main_w2_handler0,2199538,8684468,False,,337149,fasta,69190,fasta,2682850.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18446750,,18446747,,"""40""","""1""","""500""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,21059589,1423439430.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-09 00:06:34.217275,20891.0,962.0
2015-02-08 23:48:52.431688,rodeo_normal,1423446317.0,0.0,,1.0,main_w2_handler1,2199538,8684458,False,,337149,fasta,569236,fasta,2682830.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",18446750,,18446745,,"""40""","""1""","""500""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,21059589,1423439345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2015-02-09 01:45:20.999969,20891.0,6972.0
2017-04-18 15:23:24.598343,slurm_normal,1492553833.0,0.0,,1.0,main_w4_handler1,3076478,15615133,False,,8323417,fasta,8090298,fasta,9733414.roundup,slurm,,132112168.0,corral-repl,,"""no""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 29248848}]",,"[{'src': 'hda', 'id': 29260973}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,37397553,1492529764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2017-04-18 22:17:16.305226,53146.0,24069.0
2017-07-14 12:20:50.536550,slurm_normal,1500036099.0,0.0,,1.0,main_w3_handler1,2789917,16344709,False,,41824,fasta,352860098,fasta,10410221.roundup,slurm,,132112168.0,corral-repl,,"""yes""","""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 30492094}]",,"[{'src': 'hda', 'id': 30471821}]","""40""","""1""","""30""","""1""","""both""","""no""","""20825""","""0""","""yes""","""20""","""50""",32.0,,38547021,1500034865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: est2genome32/5.0.0,5.0.0,,2017-07-14 12:41:43.127688,87650.0,1234.0
