create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.count,parameters.dbkey,parameters.fraction,parameters.header,parameters.inputA.values,parameters.invert,parameters.once,parameters.overlap_mode,parameters.reciprocal,parameters.reduce_or_iterate.__current_case__,parameters.reduce_or_iterate.inputB.values,parameters.reduce_or_iterate.reduce_or_iterate_selector,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-23 00:15:26.230849,slurm_normal,1519344957.0,0,7680.0,1.0,main_w3_handler1,3439452,18490941,False,,139769,bed,26518038,,,,,,,bed,12586217,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""false""","""mm10""","""""","""false""","[{'src': 'hda', 'id': 34024720}]","""false""","""false""","[""-wo""]","""false""",0,"[{'src': 'hda', 'id': 34023263}]",iterate,"""false""","""""",32.0,,44102208.0,1519344947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.27.0.1,2.27.0.1,,2018-02-23 00:15:59.387532,,10.0
2018-02-22 00:59:32.974426,slurm_normal,1519261206.0,0,7680.0,1.0,main_w4_handler1,3427139,18476205,False,,44260671,gff,19795011,,,,,,,bed,12570643,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 33824692}]","""false""","""false""","[""-wb""]","""false""",0,"[{'src': 'hda', 'id': 33975149}]",iterate,"""false""","""""",32.0,,43996066.0,1519261179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.27.0.1,2.27.0.1,,2018-02-22 01:00:09.241485,111505.0,27.0
2018-02-22 01:07:19.615112,slurm_normal,1519261673.0,0,7680.0,1.0,main_w3_handler0,3438235,18476233,False,,34,bed,321806,,,,,,,bed,12570699,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 34002663}]","""false""","""false""","[""-wa""]","""false""",0,"[{'src': 'hda', 'id': 34002664}]",iterate,"""false""","""""",32.0,,44080565.0,1519261670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.27.0.1,2.27.0.1,,2018-02-22 01:07:55.260529,,3.0
2018-02-22 00:57:28.732858,slurm_normal,1519261084.0,0,7680.0,1.0,main_w3_handler1,3427139,18476197,False,,19795011,bed,44260671,,,,,,,gff,12570628,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 33975149}]","""false""","""false""","[""-wb""]","""false""",0,"[{'src': 'hda', 'id': 33824692}]",iterate,"""false""","""""",32.0,,43996066.0,1519261060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.27.0.1,2.27.0.1,,2018-02-22 00:58:05.835462,111505.0,24.0
2018-02-22 01:40:49.452266,slurm_normal,1519263689.0,0,7680.0,1.0,main_w4_handler1,3427139,18476368,False,,19795011,bed,44260671,,,,,,,gff,12570888,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 34002863}]","""false""","""false""","[""-wb""]","""false""",0,"[{'src': 'hda', 'id': 33824692}]",iterate,"""false""","""""",32.0,,43996066.0,1519263655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.27.0.1,2.27.0.1,,2018-02-22 01:41:31.465455,111505.0,34.0
2018-02-22 01:41:13.915658,slurm_normal,1519263693.0,0,7680.0,1.0,main_w3_handler0,3427139,18476372,False,,2940710,bed,44260671,,,,,,,gff,12570895,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 34002867}]","""false""","""false""","[""-wb""]","""false""",0,"[{'src': 'hda', 'id': 33824692}]",iterate,"""false""","""""",32.0,,43996066.0,1519263682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.27.0.1,2.27.0.1,,2018-02-22 01:41:35.538497,111505.0,11.0
2018-02-22 01:51:38.387733,slurm_normal,1519264328.0,0,7680.0,1.0,main_w3_handler0,3427139,18476427,False,,11624931,bed,44260671,,,,,,,gff,12571013,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 34002939}]","""false""","""false""","[""-wb""]","""false""",0,"[{'src': 'hda', 'id': 33824692}]",iterate,"""false""","""""",32.0,,43996066.0,1519264309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.27.0.1,2.27.0.1,,2018-02-22 01:52:10.429098,111505.0,19.0
2018-02-22 02:22:31.146701,slurm_normal,1519266184.0,0,7680.0,1.0,main_w4_handler0,3427139,18476681,False,,19795011,bed,44260671,,,,,,,gff,12571262,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 34003196}]","""false""","""false""","[""-wb""]","""false""",0,"[{'src': 'hda', 'id': 33824692}]",iterate,"""false""","""""",32.0,,43996066.0,1519266156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.27.0.1,2.27.0.1,,2018-02-22 02:23:05.964421,111505.0,28.0
2018-02-22 13:17:41.592796,slurm_normal,1519305478.0,0,7680.0,1.0,main_w4_handler1,3438823,18482312,False,,280,bed,280,,,,,,,bed,12577335,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 34011649}]","""false""","""false""","[""-wa""]","""false""",0,"[{'src': 'hda', 'id': 34011649}]",iterate,"""false""","""""",32.0,,44090449.0,1519305474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.27.0.1,2.27.0.1,,2018-02-22 13:18:00.676785,,4.0
2018-02-22 12:16:22.414438,slurm_normal,1519301797.0,0,7680.0,1.0,main_w3_handler1,3438643,18481776,False,,146302,bed,146302,,,,,,,bed,12576794,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 34010942}]","""false""","""false""","[""-wa""]","""false""",0,"[{'src': 'hda', 'id': 34010942}]",iterate,"""false""","""""",32.0,,44087298.0,1519301794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.27.0.1,2.27.0.1,,2018-02-22 12:16:40.136829,,3.0
