create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-15 10:17:01.955970,slurm_normal_single_16gb,1426414640.0,0,1.0,main_w1_handler0,2236372,8950953,False,,1030743,bed,3171442.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18861239,0,hg19,cached,32.0,,,,21806477,1426414634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-03-15 10:17:22.133753,60463.0,6.0
2015-03-24 16:19:39.885191,slurm_normal_single_16gb,1427214026.0,0,1.0,main_w2_handler0,2199829,9025182,False,,101532572,bed,3310121.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18976829,0,hg19,cached,32.0,,,,21131868,1427213996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-03-24 16:20:31.346547,,30.0
2015-04-09 14:56:05.295830,slurm_normal_64gb,1428637184.0,0,1.0,main_w2_handler0,2182138,9180733,False,,15831,bed,3459982,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19207707,0,Zea_mays_B73_RefGen_v2,cached,32.0,,,,20611792,1428637180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-04-10 03:39:47.455236,,4.0
2015-04-27 09:40:53.042800,slurm_normal_16gb,1430151811.0,0,1.0,main_w2_handler1,2279887,9335457,False,,2352,bed,3674957.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19439489,0,hg38,cached,32.0,,,,22491374,1430151674.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-04-27 16:23:56.010003,62362.0,137.0
2015-05-01 00:52:27.671923,slurm_normal_16gb,1430441568.0,0,1.0,main_w2_handler1,2286729,9372504,False,,365020,bed,3708300.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19528805,0,mm9,cached,32.0,,,,22768971,1430441562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-05-01 00:52:52.196662,62916.0,6.0
2015-05-01 17:30:08.143269,slurm_normal_16gb,1430501448.0,0,1.0,main_w2_handler0,2290193,9375956,False,,38729641,bed,3711763.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19536926,0,hg19,cached,32.0,,,,22817605,1430501435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-05-01 17:30:51.315083,62992.0,13.0
2015-05-01 17:22:35.080983,slurm_normal_16gb,1430501011.0,0,1.0,main_w2_handler1,2290193,9375903,False,,25216715,bed,3711709.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19536827,0,hg19,cached,32.0,,,,22817605,1430500978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-05-01 17:23:39.606781,62992.0,33.0
2015-09-16 12:54:03.069051,slurm_normal_16gb,1442408095.0,0,1.0,main_w2_handler0,2440526,10333182,False,,310144,bed,4616802.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/petMar2.len""","""petMar2""",21128560,1,21131479,history,32.0,903524324.0,fasta,,25199661,1442408055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-09-16 12:54:56.903754,69377.0,40.0
2015-06-15 02:25:49.270374,slurm_normal_16gb,1434335188.0,0,1.0,main_w1_handler0,2327497,9652121,False,,3524911,bed,3963081.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19984429,0,mm10,cached,32.0,,,,23540761,1434335181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-06-15 02:26:31.731573,64361.0,7.0
2015-07-06 05:10:03.478989,slurm_normal_16gb,1436159489.0,0,1.0,main_w2_handler1,2365615,9794110,False,,711812,bed,4096117.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",20234766,0,galGal4,cached,32.0,,,,23919116,1436159472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-07-06 05:11:32.109037,47654.0,17.0
2015-10-24 18:37:33.197679,slurm_normal_16gb,1445711876.0,0,1.0,main_w2_handler0,2483441,10716007,False,,150284,bed,4978518.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21721839,0,hg19,cached,32.0,,,,25869397,1445711872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-10-24 18:38:00.217088,59445.0,4.0
2015-10-24 18:32:08.235353,slurm_normal_16gb,1445711618.0,0,1.0,main_w2_handler1,2483441,10715985,False,,193492882,bed,4978498.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21721819,0,hg19,cached,32.0,,,,25869397,1445711582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/1.126.0,1.126.0,,2015-10-24 18:33:41.061773,59445.0,36.0
