create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.predictor_cols,parameters.response_col,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-05 09:17:38.714007,slurm_normal,1509873489.0,0,,1.0,main_w3_handler1,3299510,17333791,False,,18901266,tabular,11396146,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 32074206}]",,"[""2""]","""5""",32.0,,41717281.0,1509873474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2017-11-05 09:18:11.216180,89476.0,15.0
2017-11-10 01:25:16.045576,slurm_normal,1510277131.0,0,,1.0,main_w4_handler1,3315781,17405504,False,,679639,tabular,11467076,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32205465}]",,"[""5""]","""2""",32.0,,41824608.0,1510277126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2017-11-10 01:25:33.137872,111280.0,5.0
2018-01-12 12:19:23.417399,slurm_normal,1515759574.0,0,,1.0,main_w4_handler1,3388641,18014626,False,,40332,tabular,12091960,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33281849}]",,"[""5""]","""4""",32.0,,42328143.0,1515759566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2018-01-12 12:19:35.832629,82098.0,8.0
2018-01-12 12:21:01.504858,slurm_normal,1515759673.0,0,,1.0,main_w3_handler1,3388641,18014631,False,,27288,tabular,12091972,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33261069}]",,"[""5""]","""4""",32.0,,42328143.0,1515759666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2018-01-12 12:21:15.554168,82098.0,7.0
2017-12-08 13:32:35.223756,slurm_normal,1512739974.0,0,,1.0,main_w4_handler1,2739523,17746544,False,,2388736,tabular,11813246,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 32816352}]",,"[""6""]","""7""",32.0,,40955948.0,1512739968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2017-12-08 13:32:56.675305,36650.0,6.0
2018-02-09 02:40:36.476309,slurm_normal,1518144050.0,0,7680.0,1.0,main_w3_handler1,3383331,18323336,False,,32212,tabular,12407457,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33765713}]",,"[""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24""]","""1""",32.0,,43010959.0,1518144046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2018-02-09 02:40:52.889074,,4.0
2018-02-20 19:22:22.209134,slurm_normal,1519154556.0,0,7680.0,1.0,main_w4_handler0,3435390,18451400,False,,2059,bed,12546411,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sulfIsla_M_16_4.len""","""sulfIsla_M_16_4""",,"[{'src': 'hda', 'id': 33952668}]",,"[""2""]","""2""",32.0,,43795635.0,1519154552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2018-02-20 19:22:40.357355,121221.0,4.0
2015-03-16 19:09:33.442137,rodeo_normal,1426533003.0,0,,1.0,main_w1_handler1,2220989,8959981,False,,1819811,bed,3187316.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",18873687,,,"[""2""]","""2""",32.0,,21483393.0,1426532987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2015-03-16 19:10:06.712396,,16.0
2015-06-19 13:45:25.493069,slurm_normal,1434721576.0,0,,1.0,main_w1_handler0,2349056,9692242,False,,12058080,bed,4001165.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20069321,,,"[""8""]","""7""",32.0,,23722744.0,1434721559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2015-06-19 13:46:18.646845,65079.0,17.0
2015-05-05 13:32:57.071991,slurm_normal,1430832822.0,0,,1.0,main_w2_handler1,2180330,9399371,False,,2104357,bed,3730372.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19578056,,,"[""2""]","""2""",32.0,,22618366.0,1430832807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2015-05-05 13:33:54.051636,58303.0,15.0
2015-05-05 13:33:01.381909,slurm_normal,1430832825.0,0,,1.0,main_w2_handler1,2180330,9399374,False,,504760,bed,3730373.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19585460,,,"[""2""]","""2""",32.0,,22618366.0,1430832817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2015-05-05 13:33:57.384339,58303.0,8.0
2015-05-05 13:32:58.400034,slurm_normal,1430832817.0,0,,1.0,main_w1_handler1,2180330,9399372,False,,260725,bed,3730370.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19578058,,,"[""2""]","""2""",32.0,,22618366.0,1430832802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2015-05-05 13:33:38.642658,58303.0,15.0
2015-05-05 13:32:59.990858,slurm_normal,1430832816.0,0,,1.0,main_w2_handler1,2180330,9399373,False,,504760,bed,3730371.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19578059,,,"[""2""]","""2""",32.0,,22618366.0,1430832807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2015-05-05 13:33:42.128298,58303.0,9.0
2015-05-03 12:36:50.442090,slurm_normal,1430656642.0,0,,1.0,main_w1_handler0,2291900,9382496,False,,1252380,bed,3717053.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19548013,,,"[""2"", ""3"", ""5""]","""2""",32.0,,22841391.0,1430656628.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2015-05-03 12:37:27.750027,63021.0,14.0
2016-01-29 05:56:33.789518,slurm_normal,1454047009.0,0,,1.0,main_w2_handler0,2581919,11628673,False,,8752,tabular,5892769.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23076642,,,"[""13""]","""10""",32.0,,27895863.0,1454047004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2016-01-29 05:56:53.766599,,5.0
2016-01-29 05:54:13.414879,slurm_normal,1454046871.0,0,,1.0,main_w1_handler0,2581919,11628669,False,,83259,tabular,5892765.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23076625,,,"[""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19""]","""10""",32.0,,27895863.0,1454046866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2016-01-29 05:54:34.529524,,5.0
2015-10-05 13:48:09.063357,slurm_normal,1444052924.0,0,,1.0,main_w1_handler2,2460981,10502949,False,,131185,tabular,4778653.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21399893,,,"[""3""]","""3""",32.0,,25509059.0,1444052914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2015-10-05 13:48:47.524168,70475.0,10.0
2015-10-18 02:31:58.239201,slurm_normal,1445135542.0,0,,1.0,main_w1_handler2,2474765,10616219,False,,54004,vcf,4885830.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21585526,,,"[""1"", ""2""]","""1""",32.0,,25752346.0,1445135528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2015-10-18 02:32:25.834260,63574.0,14.0
2015-10-22 06:47:36.461366,slurm_normal,1445496477.0,0,,1.0,main_w2_handler0,2450795,10681833,False,,43822,tabular,4945921.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21648367,,,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""14"", ""15"", ""16"", ""17"", ""18""]","""1""",32.0,,25363876.0,1445496468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2015-10-22 06:47:59.183158,,9.0
2016-02-02 08:15:47.437531,slurm_normal,1454401004.0,0,,1.0,main_w1_handler0,2585706,11669141,False,,23083616,bed,5929236.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23129531,,,"[""3""]","""2""",32.0,,28023210.0,1454400968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2016-02-02 08:16:47.840365,,36.0
2016-04-27 05:53:28.982391,slurm_normal,1461736446.0,0,,1.0,main_w1_handler2,2656819,12638478,False,,12590,tabular,6842072.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53cb55e424ff1d272'}]",,"[""2"", ""3"", ""4""]","""1""",32.0,,29405067.0,1461736433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/linear_regression/LinearRegression1/1.0.1,1.0.1,,2016-04-27 05:54:11.038451,,13.0
