create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.query.values,parameters.source.__current_case__,parameters.source.ref_source,parameters.source.target.values,processor_count,query,query_filetype,runner_name,session_id,start_epoch,state,swaptotal,target,target_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-09 22:49:44.197192,slurm_normal,1520635794.0,0,7680.0,1.0,main_w3_handler0,3458695,18678009,False,,12774287,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34332916}]",1,history,"[{'src': 'hda', 'id': 34332918}]",32.0,1793,fasta,,44515340,1520635790.0,ok,1023996.0,811,fasta,toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_d_wrapper/1.3,1.3,,2018-03-09 22:49:56.887164,123753,4.0
