chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.keep_geno,parameters.keep_info,parameters.m_option,parameters.max_length,parameters.t_option,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-22 11:43:34.596372,slurm_normal,1487763827.0,0,,1.0,main_w4_handler0,3003910,15105894,False,,2106635,vcf,9260928.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28457474}]",,"""true""","""true""","""false""","""200""","""Split primitives""",32.0,,36192041.0,1487763819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-22 11:43:50.040054,72803.0,8.0
,,2017-04-04 18:57:57.152727,slurm_normal,1491332346.0,0,,1.0,main_w4_handler1,3059433,15487254,False,,25395,vcf,9614475.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29069314}]",,"""true""","""true""","""false""","""200""","""Split primitives""",32.0,,36911440.0,1491332286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-04 18:59:08.608035,102674.0,60.0
,,2017-04-05 14:32:13.152292,slurm_normal,1491402767.0,0,,1.0,main_w3_handler1,3049243,15495148,False,,37674961,vcf,9622810.roundup,slurm,,132112168.0,corral-repl,,"""a827a8281a0c11e7ba5b005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29083290}]",,"""false""","""false""","""false""","""200""","""Split primitives""",32.0,,,1491402736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-05 14:32:52.178686,102674.0,31.0
,,2017-04-24 18:09:14.699013,slurm_normal,1493057382.0,0,,1.0,main_w4_handler0,3076875,15665097,False,,9330810,vcf,9780887.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29268751}]",,"""false""","""false""","""false""","""200""","""Split primitives""",32.0,,37377729.0,1493057368.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-24 18:09:46.042315,55372.0,14.0
,,2017-03-10 20:11:10.874996,slurm_normal,1489176742.0,0,,1.0,main_w4_handler1,3019323,15266488,False,,6160563,vcf,9412398.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28622532}]",,"""false""","""false""","""false""","""200""","""Split primitives""",32.0,,36436426.0,1489176730.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-10 20:12:32.916435,50564.0,12.0
,,2017-03-10 20:11:12.595660,slurm_normal,1489176763.0,0,,1.0,main_w3_handler0,3019323,15266493,False,,6419061,vcf,9412393.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28622567}]",,"""false""","""false""","""false""","""200""","""Split primitives""",32.0,,36436426.0,1489176721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-10 20:12:46.468897,50564.0,42.0
,,2017-03-10 20:11:10.542431,slurm_normal,1489176740.0,0,,1.0,main_w3_handler1,3019323,15266487,False,,6685517,vcf,9412396.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28622522}]",,"""false""","""false""","""false""","""200""","""Split primitives""",32.0,,36436426.0,1489176727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-10 20:12:24.496780,50564.0,13.0
,,2017-03-10 20:11:12.286978,slurm_normal,1489176709.0,0,,1.0,main_w3_handler0,3019323,15266492,False,,17803355,vcf,9412388.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28622561}]",,"""false""","""false""","""false""","""200""","""Split primitives""",32.0,,36436426.0,1489176692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-10 20:11:53.954792,50564.0,17.0
,,2017-03-10 20:16:37.010606,slurm_normal,1489177041.0,0,,1.0,main_w4_handler0,3027028,15266527,False,,7070241,vcf,9412438.roundup,slurm,,132112168.0,corral-repl,,"""761bdbe405ce11e7811b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28712522}]",,"""false""","""false""","""false""","""200""","""Split primitives""",32.0,,,1489177032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-10 20:17:25.736229,50564.0,9.0
,,2017-03-10 20:18:38.807973,slurm_normal,1489177136.0,0,,1.0,main_w4_handler1,3027028,15266563,False,,6144702,vcf,9412460.roundup,slurm,,132112168.0,corral-repl,,"""be3b617405ce11e7b69e005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28712521}]",,"""false""","""false""","""false""","""200""","""Split primitives""",32.0,,,1489177126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-10 20:18:59.404804,50564.0,10.0
