chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.clipping_action,parameters.clipping_attribute,parameters.dbkey,parameters.include_non_pf_reads,parameters.include_non_primary_alignments,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.interleave,parameters.output_per_rg,parameters.re_reverse,parameters.read1_max_bases_to_write,parameters.read1_trim,parameters.read2_max_bases_to_write,parameters.read2_trim,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-25 01:14:14.073875,slurm_normal,1485306865.0,0,1.0,main_w3_handler0,2964038,14862084,False,,7338990,bam,9021736.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 28070463}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35517124.0,1485306858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-25 01:14:32.144713,98509.0,7.0
,,2017-01-25 04:42:41.030000,slurm_normal,1485319574.0,0,1.0,main_w3_handler1,2967084,14862919,False,,5502424964,bam,9022492.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""null""","""null""","""ce10""","""false""","""false""",,"[{'src': 'hda', 'id': 28070147}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35578066.0,1485319366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-25 04:46:37.370081,98682.0,208.0
,,2017-01-25 01:11:33.491796,slurm_normal,1485306714.0,0,1.0,main_w4_handler0,2964038,14862074,False,,7026993,bam,9021713.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 28070436}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35517124.0,1485306699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-25 01:11:59.737031,98509.0,15.0
,,2017-01-25 04:42:40.473318,slurm_normal,1485319611.0,0,1.0,main_w4_handler0,2967084,14862918,False,,6301441802,bam,9022490.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""null""","""null""","""ce10""","""false""","""false""",,"[{'src': 'hda', 'id': 28070146}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35578066.0,1485319363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-25 04:47:15.706188,98682.0,248.0
,,2017-01-25 01:18:54.776928,slurm_normal,1485307145.0,0,1.0,main_w3_handler0,2964038,14862115,False,,7338990,bam,9021770.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 28070463}]",,"""false""","""false""","""false""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35517124.0,1485307138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-25 01:19:11.253667,98509.0,7.0
,,2017-01-25 04:42:41.574362,slurm_normal,1485319626.0,0,1.0,main_w3_handler0,2967084,14862920,False,,7024825428,bam,9022493.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""null""","""null""","""ce10""","""false""","""false""",,"[{'src': 'hda', 'id': 28070148}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35578066.0,1485319366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-25 04:47:37.057686,98682.0,260.0
,,2017-01-25 04:41:16.835078,slurm_normal,1485319510.0,0,1.0,main_w4_handler0,2967084,14862913,False,,6015434313,bam,9022485.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""null""","""null""","""ce10""","""false""","""false""",,"[{'src': 'hda', 'id': 28070149}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35578066.0,1485319281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-25 04:45:43.606241,98682.0,229.0
,,2017-01-03 08:04:05.698540,slurm_normal,1483430653.0,0,1.0,main_w3_handler0,2944800,14679130,False,,305,bam,8849467.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27797016}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35163510.0,1483430649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-03 08:04:16.997564,45184.0,4.0
,,2017-01-03 08:05:19.246713,slurm_normal,1483430729.0,0,1.0,main_w4_handler0,2944800,14679134,False,,7620544,bam,8849473.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27796973}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35163510.0,1483430722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-03 08:05:32.697581,45184.0,7.0
,,2017-01-03 08:35:23.855616,slurm_normal,1483432534.0,0,1.0,main_w3_handler0,2944800,14679225,False,,420,bam,8849555.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""null""","""null""","""ce10""","""false""","""false""",,"[{'src': 'hda', 'id': 27797148}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35163510.0,1483432528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-03 08:35:37.187011,45184.0,6.0
,,2017-01-03 09:36:37.694559,slurm_normal,1483436208.0,0,1.0,main_w3_handler1,2944800,14679464,False,,390044,bam,8849773.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27797445}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35163510.0,1483436200.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-03 09:36:51.808824,45184.0,8.0
,,2017-01-03 13:44:46.805779,slurm_normal,1483452339.0,0,1.0,main_w4_handler1,2945163,14681038,False,,10583986,bam,8851383.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27799566}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35168218.0,1483452332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-03 14:05:42.738868,97594.0,7.0
,,2017-01-03 18:12:55.756200,slurm_normal,1483467188.0,0,1.0,main_w4_handler1,2945379,14682502,False,,2699,bam,8852605.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27801175}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35171223.0,1483467182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-03 18:13:14.429514,,6.0
,,2017-01-04 07:26:45.445136,slurm_normal,1483514816.0,0,1.0,main_w3_handler1,2944800,14686585,False,,61198,bam,8856679.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""true""","""true""",,"[{'src': 'hda', 'id': 27807386}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35163510.0,1483514811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-04 07:27:05.898543,45184.0,5.0
,,2017-01-04 09:20:11.453106,slurm_normal,1483521630.0,0,1.0,main_w4_handler1,2946056,14687343,False,,11172034,bam,8857435.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""true""","""true""",,"[{'src': 'hda', 'id': 27808234}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35163510.0,1483521615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-04 09:20:41.689277,45184.0,15.0
,,2017-01-04 16:34:48.610437,slurm_normal,1483547703.0,0,1.0,main_w3_handler1,2923209,14690581,False,,12091698,bam,8860429.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""null""","""null""","""Homo_sapiens_nuHg19_mtrCRS""","""false""","""false""",,"[{'src': 'hda', 'id': 27796911}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35192291.0,1483547696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-04 16:35:19.183843,29483.0,7.0
,,2017-01-04 19:19:04.509765,slurm_normal,1483557577.0,0,1.0,main_w3_handler0,2923209,14691636,False,,72925681,sam,8861527.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""null""","""null""","""Homo_sapiens_nuHg19_mtrCRS""","""false""","""false""",,"[{'src': 'hda', 'id': 27793067}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35111823.0,1483557550.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-04 19:19:49.747383,29483.0,27.0
,,2017-01-04 19:26:04.795058,slurm_normal,1483557998.0,0,1.0,main_w3_handler1,2923209,14691664,False,,12175484,bam,8861554.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27788589}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35111823.0,1483557970.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-04 19:26:53.866266,29483.0,28.0
,,2017-01-04 19:23:35.459048,slurm_normal,1483557828.0,0,1.0,main_w4_handler0,2923209,14691658,False,,12091698,bam,8861544.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""null""","""null""","""Homo_sapiens_nuHg19_mtrCRS""","""false""","""false""",,"[{'src': 'hda', 'id': 27796911}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35111823.0,1483557820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-04 19:23:59.774174,29483.0,8.0
,,2017-04-10 16:18:47.899143,slurm_normal,1491841171.0,0,1.0,main_w4_handler0,3064930,15542372,False,,71925632,bam,9667389.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""null""","""null""","""hg38""","""false""","""false""",,"[{'src': 'hda', 'id': 29145273}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,37253494.0,1491841134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-04-10 16:19:47.285426,79386.0,37.0
,,2017-02-26 03:36:08.879422,slurm_normal,1488080668.0,0,1.0,main_w3_handler1,3010529,15145093,False,,5438364071,bam,9297737.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""null""","""null""","""mm10""","""false""","""false""",,"[{'src': 'hda', 'id': 28519793}]",,"""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,36250985.0,1488080172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-02-26 03:45:04.938757,100453.0,496.0
,,2017-02-26 03:37:41.451278,slurm_normal,1488080747.0,0,1.0,main_w3_handler0,3010541,15145096,False,,5431906869,bam,9297739.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""null""","""null""","""mm10""","""false""","""false""",,"[{'src': 'hda', 'id': 28519796}]",,"""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,36250985.0,1488080264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-02-26 03:46:20.139451,100453.0,483.0
,,2017-02-26 03:39:49.594636,slurm_normal,1488081328.0,0,1.0,main_w4_handler1,3010545,15145105,False,,5252258677,bam,9297750.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""null""","""null""","""mm10""","""false""","""false""",,"[{'src': 'hda', 'id': 28519798}]",,"""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,36250985.0,1488080784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-02-26 03:56:12.957164,100453.0,544.0
,,2017-01-07 00:36:08.423908,slurm_normal,1483749545.0,0,1.0,main_w4_handler0,2948953,14706905,False,,343463,sam,8876597.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27838698}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,33665107.0,1483749537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-07 00:39:12.501534,38914.0,8.0
,,2017-01-07 03:16:03.116019,slurm_normal,1483759570.0,0,1.0,main_w4_handler0,2948953,14707261,False,,108626,sam,8876921.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27839187}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,33665107.0,1483759560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-07 03:26:19.034974,38914.0,10.0
,,2017-01-07 04:13:07.200107,slurm_normal,1483762883.0,0,1.0,main_w4_handler0,2948953,14707363,False,,97919,sam,8877011.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27839313}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,33665107.0,1483762879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-07 04:21:33.015731,38914.0,4.0
,,2017-01-07 05:20:59.433597,slurm_normal,1483767054.0,0,1.0,main_w3_handler0,2948953,14707426,False,,152107,sam,8877074.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27839387}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,33665107.0,1483767047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-07 05:31:01.956033,38914.0,7.0
