chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.clipping_action,parameters.clipping_attribute,parameters.dbkey,parameters.include_non_pf_reads,parameters.include_non_primary_alignments,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.interleave,parameters.output_per_rg,parameters.re_reverse,parameters.read1_max_bases_to_write,parameters.read1_trim,parameters.read2_max_bases_to_write,parameters.read2_trim,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-07 12:50:17.293776,slurm_normal,1483793554.0,0,1.0,main_w4_handler0,2846300,14708637,False,,512751716,bam,8878129.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27841297}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35247057.0,1483793424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-07 12:55:13.913617,78198.0,130.0
,,2017-01-07 11:58:42.812613,slurm_normal,1483790511.0,0,1.0,main_w3_handler0,2846300,14708532,False,,571315454,bam,8878045.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27841095}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35247057.0,1483790327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-07 12:05:47.303792,78198.0,184.0
,,2017-01-07 11:28:39.822543,slurm_normal,1483788530.0,0,1.0,main_w3_handler1,1183771,14708447,False,,19497794,sam,8877967.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27840891}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35249349.0,1483788524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-07 11:29:00.417765,26840.0,6.0
,,2017-01-07 13:44:04.875335,slurm_normal,1483796657.0,0,1.0,main_w4_handler1,2846300,14708743,False,,6698,bam,8878221.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27841465}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35247057.0,1483796650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-07 13:44:24.344230,78198.0,7.0
,,2017-01-07 13:44:04.403951,slurm_normal,1483796818.0,0,1.0,main_w4_handler0,2846300,14708742,False,"Picked up _JAVA_OPTIONS: -Djava.io.tmpdir=/galaxy-repl/main/scratch -Xmx7680m -Xms256m
Ignoring SAM validation error: ERROR: Read name HISEQ:354:HVLKHBCXX:2:2103:12459:14792, Read CIGAR M operator maps off end of reference
Ignoring SAM validation error: E",710416032,bam,8878222.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27841459}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35247057.0,1483796650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-07 13:51:20.641001,78198.0,168.0
,,2017-01-08 13:59:32.359248,slurm_normal,1483884209.0,0,1.0,main_w3_handler1,2947532,14712713,False,,1268170171,bam,8881716.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""null""","""null""","""hg38""","""false""","""false""",,"[{'src': 'hda', 'id': 27846843}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35234428.0,1483884000.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-08 14:10:13.114132,79386.0,209.0
,,2017-01-08 14:00:30.413869,slurm_normal,1483884286.0,0,1.0,main_w4_handler1,2947532,14712717,False,,1268170171,bam,8881719.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""null""","""null""","""hg38""","""false""","""false""",,"[{'src': 'hda', 'id': 27846843}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35234428.0,1483884036.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-08 14:10:53.044503,79386.0,250.0
,,2017-01-08 15:38:31.501377,slurm_normal,1483889926.0,0,1.0,main_w4_handler0,2846300,14713126,False,,993158,bam,8882121.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27847927}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35260553.0,1483889921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-08 15:38:55.566167,78198.0,5.0
,,2017-01-08 15:38:31.086661,slurm_normal,1483890101.0,0,1.0,main_w4_handler0,2846300,14713125,False,"Picked up _JAVA_OPTIONS: -Djava.io.tmpdir=/galaxy-repl/main/scratch -Xmx7680m -Xms256m
",571315454,bam,8882120.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27847925}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35260553.0,1483889918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-08 15:45:06.500470,78198.0,183.0
,,2017-01-08 15:44:45.669984,slurm_normal,1483890300.0,0,1.0,main_w4_handler0,2846300,14713144,False,,993158,bam,8882139.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27847927}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35260553.0,1483890291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-08 15:45:11.132157,78198.0,9.0
,,2017-01-08 16:01:14.773775,slurm_normal,1483891298.0,0,1.0,main_w4_handler0,2846300,14713215,False,,993158,bam,8882207.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27847927}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35260553.0,1483891279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-08 16:01:46.737340,78198.0,19.0
,,2017-01-08 15:47:09.683075,slurm_normal,1483890606.0,0,1.0,main_w3_handler0,2846300,14713156,False,,571315454,bam,8882148.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27847925}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35260553.0,1483890434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-08 15:53:35.961665,78198.0,172.0
,,2017-01-08 15:55:21.511472,slurm_normal,1483890931.0,0,1.0,main_w4_handler1,2846300,14713192,False,,993158,bam,8882183.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 27847927}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,35260553.0,1483890926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-08 15:55:39.993825,78198.0,5.0
,,2017-01-09 08:31:56.012528,slurm_normal,1483950727.0,0,1.0,main_w3_handler0,2783377,14715481,False,,371224,sam,8884245.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""null""","""null""","""dm3""","""false""","""false""",,"[{'src': 'hda', 'id': 27851653}]",,"""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,34628983.0,1483950720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-09 08:32:13.651902,88074.0,7.0
,,2017-01-09 08:34:13.940558,slurm_normal,1483950864.0,0,1.0,main_w4_handler0,2783377,14715496,False,,40296,bam,8884251.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""null""","""null""","""dm3""","""true""","""false""",,"[{'src': 'hda', 'id': 27851622}]",,"""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",32.0,,34628983.0,1483950858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-01-09 08:34:27.619386,88074.0,6.0
