create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.window,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-10-23 19:20:38.634654,slurm_normal,1445628061.0,0.0,1.0,main_w2_handler0,2380224,10706118,False,,671,fasta,4968393.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21706463,,"""5""",32.0,,25839540,1445628055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2015-10-23 19:21:04.862920,66081.0,6.0
2016-02-02 07:06:21.482265,slurm_normal,1454396801.0,0.0,1.0,main_w1_handler1,2585614,11668992,False,,1195,fasta,5928805.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23129299,,"""5""",32.0,,27424416,1454396798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2016-02-02 07:06:43.898805,76301.0,3.0
2015-12-07 15:34:48.562325,slurm_normal,1449502865.0,0.0,1.0,main_w1_handler0,2529630,11110973,False,,257696842,fasta,5376542.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/salmTyph.len""","""salmTyph""",22326195,,"""5""",32.0,,26630418,1449502519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2015-12-07 15:41:06.604752,73445.0,346.0
2015-12-07 15:29:14.465899,slurm_normal,1449502514.0,0.0,1.0,main_w1_handler2,2529630,11110952,False,,257696842,fasta,5376515.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/salmTyph.len""","""salmTyph""",22326195,,"""5""",32.0,,26630418,1449502181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2015-12-07 15:35:16.887550,73445.0,333.0
2016-02-07 20:34:00.361774,slurm_normal,1454877265.0,0.0,1.0,main_w2_handler0,2557463,11739403,False,,1195,fasta,5995975.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23226851,,"""5""",32.0,,27566300,1454877260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2016-02-07 20:34:29.392672,76288.0,5.0
2016-01-12 14:13:26.257696,slurm_normal,1452608047.0,0.0,1.0,main_w1_handler1,2539154,11476264,False,,1197203,fasta,5739794.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22863289,,"""5""",32.0,,26821035,1452608041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2016-01-12 14:14:08.901384,,6.0
2016-03-14 23:50:55.824340,slurm_normal,1457999506.0,0.0,1.0,main_w2_handler0,2633624,12133141,False,,743,fasta,6352326.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23836938,,"""5""",32.0,,27603594,1457999501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2016-03-14 23:51:49.511051,76285.0,5.0
2016-03-14 23:50:56.283411,slurm_normal,1457999522.0,0.0,1.0,main_w1_handler2,2633624,12133142,False,,744,fasta,6352328.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23836949,,"""5""",32.0,,27603594,1457999507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2016-03-14 23:52:04.659335,76285.0,15.0
2016-03-15 00:14:29.394121,slurm_normal,1458000923.0,0.0,1.0,main_w1_handler0,2633702,12133510,False,,744,fasta,6352651.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23837390,,"""5""",32.0,,27250304,1458000916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2016-03-15 00:15:24.005743,76286.0,7.0
2016-03-15 00:24:02.454104,slurm_normal,1458001499.0,0.0,1.0,main_w1_handler0,2631788,12133617,False,,744,fasta,6352769.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23837571,,"""5""",32.0,,28464696,1458001494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2016-03-15 00:25:01.973208,76300.0,5.0
2016-03-15 00:23:56.415944,slurm_normal,1458001495.0,0.0,1.0,main_w1_handler0,2631788,12133615,False,,743,fasta,6352768.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23837579,,"""5""",32.0,,28464696,1458001492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2016-03-15 00:24:57.304386,76300.0,3.0
2016-03-15 00:50:09.467432,slurm_normal,1458003059.0,0.0,1.0,main_w1_handler0,2589527,12135624,False,,743,fasta,6352972.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23839425,,"""5""",32.0,,27566301,1458003056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2016-03-15 00:51:00.714532,76796.0,3.0
2016-03-15 00:50:16.151020,slurm_normal,1458003055.0,0.0,1.0,main_w2_handler1,2589527,12135635,False,,744,fasta,6352971.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23839423,,"""5""",32.0,,27566301,1458003050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: charge8/5.0.0,5.0.0,,2016-03-15 00:50:56.894476,76796.0,5.0
