chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fastq,fastq2,fastq2_filetype,fastq_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allow_and_ignore_empty_lines,parameters.chromInfo,parameters.comment,parameters.dbkey,parameters.description,parameters.input_type.__current_case__,parameters.input_type.fastq,parameters.input_type.fastq.values,parameters.input_type.fastq2,parameters.input_type.fastq2.values,parameters.input_type.input_type_selector,parameters.library_name,parameters.max_q,parameters.min_q,parameters.platform,parameters.platform_unit,parameters.predicted_insert_size,parameters.quality_format,parameters.read_group_name,parameters.run_date,parameters.sample_name,parameters.sequencing_center,parameters.strip_unpairied_mate_number,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-07-21 21:28:08.313408,slurm_normal,1469136532.0,0,80150,,,fastqsanger,1.0,main_w2_handler0,2772453,13465412,False,,7680005.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ae5b568be4a511f'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:28:55.608236,73057.0,9.0
,,2016-07-21 21:28:19.726539,slurm_normal,1469136570.0,0,2542,,,fastqsanger,1.0,main_w1_handler1,2772453,13465429,False,,7680016.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe6855cb5298579b'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:29:34.435986,73057.0,4.0
,,2016-07-21 21:28:15.726127,slurm_normal,1469136585.0,0,396024,,,fastqsanger,1.0,main_w1_handler0,2772453,13465422,False,,7680017.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bbe8d0bd0d25eda8'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:29:50.780360,73057.0,14.0
,,2016-07-21 21:28:17.416822,slurm_normal,1469136545.0,0,271664,,,fastqsanger,1.0,main_w2_handler1,2772453,13465424,False,,7680007.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ca201eced9be300e'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:29:06.650903,73057.0,5.0
,,2016-07-21 21:28:18.794037,slurm_normal,1469136606.0,0,347,,,fastqsanger,1.0,main_w1_handler0,2772453,13465426,False,,7680025.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f85aa99509c3e798'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:30:11.172476,73057.0,10.0
,,2016-07-21 21:28:08.804288,slurm_normal,1469136525.0,0,113126,,,fastqsanger,1.0,main_w1_handler1,2772453,13465413,False,,7680002.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de4a715fc50483ca'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:28:49.304361,73057.0,5.0
,,2016-07-21 21:28:07.711916,slurm_normal,1469136529.0,0,108920,,,fastqsanger,1.0,main_w1_handler0,2772453,13465411,False,,7680004.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b93e419a8ceb6675'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:28:52.377387,73057.0,7.0
,,2016-07-21 21:28:10.792319,slurm_normal,1469136522.0,0,112438,,,fastqsanger,1.0,main_w2_handler1,2772453,13465416,False,,7680000.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56cca65df1e18fe45'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:28:45.756583,73057.0,5.0
,,2016-07-21 21:28:09.280843,slurm_normal,1469136529.0,0,211535,,,fastqsanger,1.0,main_w1_handler1,2772453,13465414,False,,7680003.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f529c92f74898be7'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:28:53.345168,73057.0,7.0
,,2016-07-21 21:28:07.185039,slurm_normal,1469136530.0,0,112996,,,fastqsanger,1.0,main_w2_handler1,2772453,13465410,False,,7680001.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53980f44effe33bb8'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:28:54.455310,73057.0,9.0
,,2016-07-21 21:28:20.422021,slurm_normal,1469136550.0,0,1269,,,fastqsanger,1.0,main_w2_handler1,2772453,13465431,False,,7680009.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e61748683deb85a'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:29:13.173635,73057.0,7.0
,,2016-07-21 21:28:14.844790,slurm_normal,1469136549.0,0,139712,,,fastqsanger,1.0,main_w1_handler1,2772453,13465421,False,,7680011.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e36314891f64bb3d'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:29:13.364101,73057.0,6.0
,,2016-07-21 21:28:19.315914,slurm_normal,1469136555.0,0,45912,,,fastqsanger,1.0,main_w2_handler1,2772453,13465428,False,,7680008.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eceeaf18e79c738e'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:29:18.081236,73057.0,15.0
,,2016-07-21 21:28:13.342936,slurm_normal,1469136571.0,0,221605,,,fastqsanger,1.0,main_w1_handler1,2772453,13465418,False,,7680010.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52add9b88b5afbadf'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:29:34.421482,73057.0,28.0
,,2016-07-21 21:28:12.669108,slurm_normal,1469136570.0,0,199998,,,fastqsanger,1.0,main_w1_handler0,2772453,13465417,False,,7680012.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f60506aa3f0d0396'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:29:34.490720,73057.0,25.0
,,2016-07-21 21:28:09.960267,slurm_normal,1469136585.0,0,78972,,,fastqsanger,1.0,main_w2_handler0,2772453,13465415,False,,7680019.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53904636ddde52593'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:29:49.724712,73057.0,11.0
,,2016-07-21 21:28:14.019362,slurm_normal,1469136606.0,0,191968,,,fastqsanger,1.0,main_w2_handler0,2772453,13465419,False,,7680024.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bc489011b31ca2d5'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:30:08.960178,73057.0,10.0
,,2016-07-21 21:28:16.756618,slurm_normal,1469136606.0,0,131796,,,fastqsanger,1.0,main_w1_handler0,2772453,13465423,False,,7680020.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba17f0987dc98820'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:30:10.991356,73057.0,32.0
,,2016-07-21 21:28:19.050290,slurm_normal,1469136641.0,0,351,,,fastqsanger,1.0,main_w2_handler0,2772453,13465427,False,,7680026.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53efc8893b2f8ebf7'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136626.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:30:43.807966,73057.0,15.0
,,2016-07-21 21:28:22.569006,slurm_normal,1469136674.0,0,914,,,fastqsanger,1.0,main_w2_handler0,2772453,13465433,False,,7680030.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510826b19846e4537'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:31:16.933812,73057.0,24.0
,,2016-07-21 21:28:20.036201,slurm_normal,1469136651.0,0,387,,,fastqsanger,1.0,main_w2_handler0,2772453,13465430,False,,7680027.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd86d0e9749dd34f'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:30:53.430839,73057.0,22.0
,,2016-07-21 21:28:23.218814,slurm_normal,1469136660.0,0,75860,,,fastqsanger,1.0,main_w2_handler0,2772453,13465434,False,,7680031.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51e1eae2be671144a'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:31:02.559164,73057.0,9.0
,,2016-07-21 21:28:21.200663,slurm_normal,1469136649.0,0,409,,,fastqsanger,1.0,main_w2_handler0,2772453,13465432,False,,7680028.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/falciparum.len""","""""","""falciparum""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e402f9b9edd90bda'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30428573,1469136630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-21 21:30:53.280802,73057.0,19.0
,,2016-07-24 19:35:56.676584,slurm_normal,1469388976.0,0,24143463,24144275.0,fastq,fastq,1.0,main_w2_handler0,2774595,13480805,False,,7696624.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba955f7b43816c37'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50d2a42d719d7fe31'}]",pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,31311735,1469388969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-24 19:36:18.094513,87056.0,7.0
,,2016-07-24 19:36:48.262406,slurm_normal,1469389033.0,0,25389640,25390880.0,fastq,fastq,1.0,main_w2_handler0,2774595,13480806,False,,7696628.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54905bd4b2eeea49c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5451a889c3bc0bf2b'}]",pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,31311735,1469389020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-24 19:37:14.978845,87056.0,13.0
,,2016-07-24 19:37:02.446759,slurm_normal,1469389040.0,0,32247479,32246969.0,fastq,fastq,1.0,main_w2_handler1,2774595,13480807,False,,7696629.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b116c7cb9935f7a8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58886f8b2650db893'}]",pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,31311735,1469389032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-07-24 19:37:22.753566,87056.0,8.0
,,2016-06-09 21:09:51.082591,slurm_normal,1465506626.0,0,8402187,,,fastq,1.0,main_w1_handler0,2734229,13126854,False,,7311303.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""""","""Homo_sapiens_nuHg19_mtrCRS""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3d08d975db3047b'}]",,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""false""","""LENIENT""",32.0,,30757165,1465506621.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.136.0,1.136.0,,2016-06-09 21:10:28.441113,85864.0,5.0
