chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adapters,parameters.assume_sorted,parameters.bisulphite,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.maxinsert,parameters.metric_accumulation_level,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-20 10:34:00.021689,slurm_normal,1487587057.0,0,,1.0,main_w4_handler1,2988570,15084998,False,,678111534,bam,9240167.roundup,slurm,,132112168.0,corral-repl,,,[],"""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28366606}]",,"""100000""","[""ALL_READS""]",1,,,,"[{'src': 'hda', 'id': 28281221}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,36165940.0,1487586843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/1.136.1,1.136.1,,2017-02-20 10:37:40.956976,82468.0,214.0
,,2017-02-20 13:34:44.705853,slurm_normal,1487598203.0,0,,1.0,main_w4_handler1,2988570,15086312,False,,682104355,bam,9241487.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28429183}]",,"""100000""","[""ALL_READS""]",1,,,,"[{'src': 'hda', 'id': 28281221}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,36172786.0,1487598064.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/1.136.1,1.136.1,,2017-02-20 13:43:28.445209,82468.0,139.0
,,2017-04-03 19:33:43.297393,slurm_normal,1491248051.0,0,,1.0,main_w3_handler1,2940540,15475336,False,,9066532,bam,9604272.roundup,slurm,,132112168.0,corral-repl,,,[],"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28688189}]",,"""100000""","[""ALL_READS""]",1,,,,"[{'src': 'hda', 'id': 28688165}]",history,"""LENIENT""",32.0,841878399.0,fasta,,37070174.0,1491248026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/1.136.1,1.136.1,,2017-04-03 19:34:12.152969,97287.0,25.0
,,2017-02-22 18:52:10.817301,slurm_normal,1487791288.0,0,,1.0,main_w3_handler0,2959958,15110816,False,,5021542414,bam,9265733.roundup,slurm,,132112168.0,corral-repl,,"""02299a3cf93011e69667005056a52a46""",[],"""true""","""false""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28467714}]",,"""100000""","[""ALL_READS""]",0,hg38,,,,cached,"""LENIENT""",32.0,,,,,1487790820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/1.136.1,1.136.1,,2017-02-22 19:21:31.096733,87958.0,468.0
,,2017-02-23 02:08:49.231567,slurm_normal,1487815767.0,0,,1.0,main_w3_handler0,3006800,15114214,False,,851974,bam,9268833.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28472969}]",,"""100000""","[""ALL_READS""]",0,hg38,,,,cached,"""LENIENT""",32.0,,,,36235575.0,1487815731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/1.136.1,1.136.1,,2017-02-23 02:09:29.545052,,36.0
,,2017-02-23 11:38:14.480451,slurm_normal,1487849905.0,0,,1.0,main_w4_handler1,2957975,15117287,False,,2170842,bam,9271648.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28477837}]",,"""100000""","[""ALL_READS""]",1,,,,"[{'src': 'hda', 'id': 28245794}]",history,"""LENIENT""",32.0,36438354.0,fasta,,35864073.0,1487849897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/1.136.1,1.136.1,,2017-02-23 11:38:28.840635,93822.0,8.0
,,2017-02-23 18:05:44.193307,slurm_normal,1487876927.0,0,,1.0,main_w4_handler0,2959958,15121125,False,,11093359278,bam,9275710.roundup,slurm,,132112168.0,corral-repl,,"""b01ef9e4f9f211e6b535005056a52a46""",[],"""true""","""false""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28483520}]",,"""100000""","[""ALL_READS""]",0,hg38,,,,cached,"""LENIENT""",32.0,,,,,1487875990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/1.136.1,1.136.1,,2017-02-23 19:08:53.139167,87958.0,937.0
,,2017-02-23 19:25:32.434567,slurm_normal,1487877941.0,0,,1.0,main_w3_handler0,3000286,15122111,False,,0,bam,9276086.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/anoGam1.len""","""anoGam1""",,"[{'src': 'hda', 'id': 28446958}]",,"""100000""","[""ALL_READS""]",0,Araly1,,,,cached,"""LENIENT""",32.0,,,,36126858.0,1487877937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/1.136.1,1.136.1,,2017-02-23 19:25:45.268986,100419.0,4.0
,,2017-02-23 21:24:32.837526,slurm_normal,1487885090.0,0,,1.0,main_w3_handler0,3007469,15123327,False,,31873535,bam,9277179.roundup,slurm,,132112168.0,corral-repl,,,[],"""false""","""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 28484333}]",,"""100000""","[""ALL_READS""]",0,mm10,,,,cached,"""LENIENT""",32.0,,,,36248283.0,1487885077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/1.136.1,1.136.1,,2017-02-23 21:24:52.418163,100772.0,13.0
,,2017-02-27 15:07:32.746632,slurm_normal,1488208519.0,0,,1.0,main_w3_handler0,2975871,15155100,False,,3045422489,bam,9306954.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",,"[{'src': 'hda', 'id': 28530533}]",,"""100000""","[""ALL_READS""]",0,rn6,,,,cached,"""LENIENT""",32.0,,,,35676356.0,1488208056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/1.136.1,1.136.1,,2017-02-27 15:15:21.869175,55600.0,463.0
