create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-30 07:42:18.920255,slurm_normal,1512027752.0,0,,1.0,main_w3_handler0,3334967,17646466,False,,10870734,bcf,11705652,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32636664}]",32.0,,42171765,1512027748.0,ok,1023996.0,CONVERTER_bcf_to_bcf_uncompressed,0.0.1,,2017-11-30 07:42:33.525982,102540,4.0
2018-03-07 02:50:15.556962,slurm_normal,1520391031.0,0,7680.0,1.0,main_w4_handler0,3449629,18633632,False,,1968147,bcf,12730155,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34255710}]",32.0,,43617958,1520391028.0,ok,1023996.0,CONVERTER_bcf_to_bcf_uncompressed,0.0.1,,2018-03-07 02:50:33.835974,120758,3.0
