create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced.chunkmbs,parameters.chromInfo,parameters.dbkey,parameters.dist,parameters.input.values,parameters.mapq,parameters.phone,parameters.pos,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-02 11:40:59.350166,slurm_normal,1519992330.0,0,7680.0,1.0,main_w3_handler0,3449272,18579161,False,,7651189846,tabular,12673884,slurm,,132112168.0,corral-repl,,"""9169e14e1e0e11e8911d005056ba2773""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 34167478}]","""20""","""true""","""2""",32.0,,,1519991408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-02 12:05:31.941337,84316,922.0
2018-01-19 21:15:51.658410,slurm_normal,1516397556.0,0,,1.0,main_w4_handler1,3398635,18088583,False,,3980066390,tabular,12168033,slurm,,132112168.0,corral-repl,,"""e8499c38fd5d11e7bb66005056ba2773""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 33398976}]","""20""","""false""","""2""",32.0,,,1516396848.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-01-19 21:32:39.626549,73233,708.0
2018-03-05 10:52:07.061008,slurm_normal,1520249402.0,0,7680.0,1.0,main_w3_handler1,3451974,18608276,False,,7658698986,tabular,12703851,slurm,,132112168.0,corral-repl,,"""3a9b97de206311e89711005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""3""","[{'src': 'hda', 'id': 34213159}]","""20""","""true""","""2""",32.0,,,1520247686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-05 11:30:04.493927,84316,1716.0
2018-01-19 21:18:08.044350,slurm_normal,1516398240.0,0,,1.0,main_w3_handler0,3398637,18088689,False,,4768361584,tabular,12168093,slurm,,132112168.0,corral-repl,,"""3c2ba0d0fd5e11e7ac5a005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 33399108}]","""20""","""false""","""2""",32.0,,,1516397268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-01-19 21:44:02.742342,73233,972.0
2018-01-19 21:19:09.765861,slurm_normal,1516397840.0,0,,1.0,main_w3_handler0,3398638,18088739,False,,4102111330,tabular,12168071,slurm,,132112168.0,corral-repl,,"""5f884b0afd5e11e7ac5a005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 33399177}]","""20""","""false""","""2""",32.0,,,1516397102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-01-19 21:37:21.471360,73233,738.0
2018-01-19 21:17:08.190000,slurm_normal,1516398105.0,0,,1.0,main_w3_handler1,3398636,18088642,False,,4962982102,tabular,12168070,slurm,,132112168.0,corral-repl,,"""120c18defd5e11e795eb005056ba2773""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""10""","[{'src': 'hda', 'id': 33399053}]","""20""","""false""","""2""",32.0,,,1516397099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-01-19 21:41:46.065841,73233,1006.0
2018-03-05 22:27:44.548357,slurm_normal,1520288879.0,0,7680.0,1.0,main_w3_handler1,3306490,18616249,False,,215840,tabular,12712082,slurm,,132112168.0,corral-repl,,,512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""3""","[{'src': 'hda', 'id': 34226479}]","""20""","""false""","""2""",32.0,,43764681.0,1520288871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-05 22:28:01.639839,114850,8.0
2018-03-06 00:21:45.094297,slurm_normal,1520295744.0,0,7680.0,1.0,main_w3_handler1,3306490,18616829,False,,14974838,tabular,12712893,slurm,,132112168.0,corral-repl,,,512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""3""","[{'src': 'hda', 'id': 34227719}]","""20""","""false""","""2""",32.0,,43764681.0,1520295711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-06 00:22:26.711702,114850,33.0
2018-03-06 13:42:47.029599,slurm_normal,1520346229.0,0,7680.0,1.0,main_w3_handler1,3453781,18623774,False,,8389708768,tabular,12720198,slurm,,132112168.0,corral-repl,,"""3e1810c2214411e8857c005056ba2773""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 34238668}]","""20""","""true""","""2""",32.0,,,1520344397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-06 14:23:52.255223,84316,1832.0
2018-03-07 12:11:48.242097,slurm_normal,1520426207.0,0,7680.0,1.0,main_w4_handler1,3453831,18638409,False,,7651189846,tabular,12734661,slurm,,132112168.0,corral-repl,,"""b45a1142220011e8ac8c005056ba2773""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""3""","[{'src': 'hda', 'id': 34263364}]","""20""","""true""","""2""",32.0,,,1520425266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-07 12:36:48.587012,84316,941.0
2018-01-19 18:47:59.287436,slurm_normal,1516387769.0,0,,1.0,main_w4_handler1,3014095,18087055,False,,2158,tabular,12166357,slurm,,132112168.0,corral-repl,,,512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""3""","[{'src': 'hda', 'id': 33396465}]","""20""","""false""","""2""",32.0,,43058929.0,1516387685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-01-19 18:49:32.518919,24894,84.0
2018-01-19 19:32:22.056593,slurm_normal,1516391716.0,0,,1.0,main_w3_handler0,3014095,18087401,False,,3451698814,tabular,12166754,slurm,,132112168.0,corral-repl,,,512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""3""","[{'src': 'hda', 'id': 33396441}]","""20""","""false""","""2""",32.0,,43058929.0,1516390349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-01-19 19:55:17.263308,24894,1367.0
2018-03-07 14:11:53.706356,slurm_normal,1520434469.0,0,7680.0,1.0,main_w3_handler0,3455204,18639878,False,,8389708768,tabular,12736025,slurm,,132112168.0,corral-repl,,"""7805b122221111e89962005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 34266261}]","""20""","""true""","""2""",32.0,,,1520432560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-07 14:54:31.881438,84316,1909.0
2018-01-22 11:19:26.411890,slurm_normal,1516621878.0,0,,1.0,main_w3_handler1,3400461,18117503,False,,7325604192,tabular,12197246,slurm,,132112168.0,corral-repl,,"""18e5b85eff6611e782cb005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""3""","[{'src': 'hda', 'id': 33438993}]","""20""","""true""","""2""",32.0,,,1516620501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-01-22 11:51:19.555819,84316,1377.0
