create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced.chunkmbs,parameters.chromInfo,parameters.dbkey,parameters.dist,parameters.input.values,parameters.mapq,parameters.phone,parameters.pos,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-25 09:37:47.740124,slurm_normal,1516874998.0,0,,1.0,main_w4_handler1,3404805,18152624,False,,7325604192,tabular,12233719,slurm,,132112168.0,corral-repl,,"""5857a55201b311e88af4005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 33493606}]","""20""","""true""","""2""",32.0,,,1516873617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-01-25 10:10:04.310839,84316,1381.0
2018-03-08 09:01:52.111555,slurm_normal,1520502340.0,0,7680.0,1.0,main_w3_handler1,3456467,18653750,False,,8389708768,tabular,12749737,slurm,,132112168.0,corral-repl,,"""567e0ad822af11e89197005056ba2773""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 34288454}]","""20""","""true""","""2""",32.0,,,1520500386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-08 09:45:46.017138,84316,1954.0
2018-03-09 10:16:28.062506,slurm_normal,1520593046.0,0,7680.0,1.0,main_w4_handler0,3458154,18670122,False,,8389708768,tabular,12766715,slurm,,132112168.0,corral-repl,,"""e75b6db0238211e884db005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""3""","[{'src': 'hda', 'id': 34320624}]","""20""","""true""","""2""",32.0,,,1520591179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-09 10:57:28.377147,84316,1867.0
2018-02-08 12:22:29.378583,slurm_normal,1518094726.0,0,7680.0,1.0,main_w4_handler0,3422008,18313266,False,,7325604192,tabular,12396859,slurm,,132112168.0,corral-repl,,"""b6a712ba0cca11e8b731005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""3""","[{'src': 'hda', 'id': 33750580}]","""20""","""true""","""2""",32.0,,,1518093149.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-02-08 12:58:47.313569,84316,1577.0
2018-02-09 08:47:13.712718,slurm_normal,1518167915.0,0,7680.0,1.0,main_w4_handler0,3423289,18326082,False,,7325604192,tabular,12410439,slurm,,132112168.0,corral-repl,,"""d0a13c260d7511e880c0005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33769587}]","""20""","""true""","""2""",32.0,,,1518166534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-02-09 09:18:37.174938,84316,1381.0
2018-02-14 17:12:19.361967,slurm_normal,1518630736.0,0,7680.0,1.0,main_w4_handler1,3429161,18384801,False,,5073666652,tabular,12469983,slurm,,132112168.0,corral-repl,,"""2d2c079011aa11e89ba2005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""7""","[{'src': 'hda', 'id': 33857273}]","""20""","""true""","""2""",32.0,,,1518628899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-02-14 17:52:20.286828,84316,1837.0
2018-02-14 17:22:56.898380,slurm_normal,1518630263.0,0,7680.0,1.0,main_w3_handler0,3429238,18384945,False,,4452274296,tabular,12470073,slurm,,132112168.0,corral-repl,,"""af541ef011ab11e8a610005056ba2773""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""7""","[{'src': 'hda', 'id': 33857472}]","""20""","""true""","""2""",32.0,,,1518629367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-02-14 17:44:30.505731,84316,896.0
2018-02-14 20:08:14.782703,slurm_normal,1518641857.0,0,7680.0,1.0,main_w3_handler0,3429235,18386888,False,,5162529394,tabular,12471953,slurm,,132112168.0,corral-repl,,"""c6e9d4e411c211e8ab53005056ba2773""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""7""","[{'src': 'hda', 'id': 33861103}]","""20""","""true""","""2""",32.0,,,1518639282.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-02-14 20:57:42.027564,84316,2575.0
2018-02-15 13:09:46.139243,slurm_normal,1518702009.0,0,7680.0,1.0,main_w4_handler0,3430306,18396047,False,,10263332060,tabular,12481688,slurm,,132112168.0,corral-repl,,"""7bf97310125111e8ab53005056ba2773""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""7""","[{'src': 'hda', 'id': 33875205}]","""20""","""true""","""2""",32.0,,,1518700949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-02-15 13:40:14.569833,84316,1060.0
2018-02-15 13:26:30.641972,slurm_normal,1518702961.0,0,7680.0,1.0,main_w4_handler1,3430318,18396183,False,,10911880664,tabular,12481839,slurm,,132112168.0,corral-repl,,"""d35ad8ea125311e89239005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""7""","[{'src': 'hda', 'id': 33875413}]","""20""","""true""","""2""",32.0,,,1518701976.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-02-15 13:56:06.481269,84316,985.0
2018-02-15 14:41:30.962179,slurm_normal,1518707705.0,0,7680.0,1.0,main_w4_handler1,3430327,18397424,False,,10376083932,tabular,12482967,slurm,,132112168.0,corral-repl,,"""4ab12e94125e11e89d3a005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""7""","[{'src': 'hda', 'id': 33877248}]","""20""","""true""","""2""",32.0,,,1518706476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-02-15 15:15:12.138296,84316,1229.0
2018-02-15 14:54:29.942919,slurm_normal,1518708291.0,0,7680.0,1.0,main_w4_handler0,3430427,18397541,False,,4284960332,tabular,12483068,slurm,,132112168.0,corral-repl,,"""1d08c3e2126011e88743005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""7""","[{'src': 'hda', 'id': 33877389}]","""20""","""true""","""2""",32.0,,,1518706883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-02-15 15:25:00.039904,84316,1408.0
2018-03-01 09:38:44.122902,slurm_normal,1519898651.0,0,7680.0,1.0,main_w4_handler1,3447502,18561172,False,,4284960332,tabular,12658093,slurm,,132112168.0,corral-repl,,"""511d322e1d3411e8ae86005056ba2773""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""3""","[{'src': 'hda', 'id': 34138240}]","""20""","""true""","""2""",32.0,,,1519897462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-01 10:04:17.170309,84316,1189.0
2018-03-01 10:30:32.681527,slurm_normal,1519901828.0,0,7680.0,1.0,main_w3_handler0,3447593,18561750,False,,4284960332,tabular,12658687,slurm,,132112168.0,corral-repl,,"""88e1af581d3b11e883b2005056ba2773""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""3""","[{'src': 'hda', 'id': 34139097}]","""20""","""true""","""2""",32.0,,,1519900553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-01 10:57:14.821311,84316,1275.0
2018-03-01 13:24:42.771876,slurm_normal,1519926907.0,0,7680.0,1.0,main_w4_handler1,3447825,18564853,False,,7651189846,tabular,12661504,slurm,,132112168.0,corral-repl,,"""e49d67341d5311e8960f005056ba55fb""",512,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 34143766}]","""20""","""true""","""2""",32.0,,,1519925938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/2.0.12,2.0.12,,2018-03-01 17:55:09.120154,84316,969.0
