conditions_0|samples_0|sample,conditions_0|samples_0|sample_filetype,conditions_0|samples_10|sample,conditions_0|samples_10|sample_filetype,conditions_0|samples_11|sample,conditions_0|samples_11|sample_filetype,conditions_0|samples_12|sample,conditions_0|samples_12|sample_filetype,conditions_0|samples_13|sample,conditions_0|samples_13|sample_filetype,conditions_0|samples_14|sample,conditions_0|samples_14|sample_filetype,conditions_0|samples_15|sample,conditions_0|samples_15|sample_filetype,conditions_0|samples_16|sample,conditions_0|samples_16|sample_filetype,conditions_0|samples_17|sample,conditions_0|samples_17|sample_filetype,conditions_0|samples_1|sample,conditions_0|samples_1|sample_filetype,conditions_0|samples_2|sample,conditions_0|samples_2|sample_filetype,conditions_0|samples_3|sample,conditions_0|samples_3|sample_filetype,conditions_0|samples_4|sample,conditions_0|samples_4|sample_filetype,conditions_0|samples_5|sample,conditions_0|samples_5|sample_filetype,conditions_0|samples_6|sample,conditions_0|samples_6|sample_filetype,conditions_0|samples_7|sample,conditions_0|samples_7|sample_filetype,conditions_0|samples_8|sample,conditions_0|samples_8|sample_filetype,conditions_0|samples_9|sample,conditions_0|samples_9|sample_filetype,conditions_10|samples_0|sample,conditions_10|samples_0|sample_filetype,conditions_10|samples_1|sample,conditions_10|samples_1|sample_filetype,conditions_10|samples_2|sample,conditions_10|samples_2|sample_filetype,conditions_10|samples_3|sample,conditions_10|samples_3|sample_filetype,conditions_10|samples_4|sample,conditions_10|samples_4|sample_filetype,conditions_10|samples_5|sample,conditions_10|samples_5|sample_filetype,conditions_11|samples_0|sample,conditions_11|samples_0|sample_filetype,conditions_11|samples_1|sample,conditions_11|samples_1|sample_filetype,conditions_11|samples_2|sample,conditions_11|samples_2|sample_filetype,conditions_12|samples_0|sample,conditions_12|samples_0|sample_filetype,conditions_12|samples_1|sample,conditions_12|samples_1|sample_filetype,conditions_12|samples_2|sample,conditions_12|samples_2|sample_filetype,conditions_13|samples_0|sample,conditions_13|samples_0|sample_filetype,conditions_13|samples_1|sample,conditions_13|samples_1|sample_filetype,conditions_13|samples_2|sample,conditions_13|samples_2|sample_filetype,conditions_14|samples_0|sample,conditions_14|samples_0|sample_filetype,conditions_14|samples_1|sample,conditions_14|samples_1|sample_filetype,conditions_14|samples_2|sample,conditions_14|samples_2|sample_filetype,conditions_15|samples_0|sample,conditions_15|samples_0|sample_filetype,conditions_15|samples_1|sample,conditions_15|samples_1|sample_filetype,conditions_16|samples_0|sample,conditions_16|samples_0|sample_filetype,conditions_16|samples_1|sample,conditions_16|samples_1|sample_filetype,conditions_16|samples_2|sample,conditions_16|samples_2|sample_filetype,conditions_17|samples_0|sample,conditions_17|samples_0|sample_filetype,conditions_18|samples_0|sample,conditions_18|samples_0|sample_filetype,conditions_19|samples_0|sample,conditions_19|samples_0|sample_filetype,conditions_1|samples_0|sample,conditions_1|samples_0|sample_filetype,conditions_1|samples_10|sample,conditions_1|samples_10|sample_filetype,conditions_1|samples_11|sample,conditions_1|samples_11|sample_filetype,conditions_1|samples_12|sample,conditions_1|samples_12|sample_filetype,conditions_1|samples_13|sample,conditions_1|samples_13|sample_filetype,conditions_1|samples_14|sample,conditions_1|samples_14|sample_filetype,conditions_1|samples_15|sample,conditions_1|samples_15|sample_filetype,conditions_1|samples_16|sample,conditions_1|samples_16|sample_filetype,conditions_1|samples_17|sample,conditions_1|samples_17|sample_filetype,conditions_1|samples_18|sample,conditions_1|samples_18|sample_filetype,conditions_1|samples_19|sample,conditions_1|samples_19|sample_filetype,conditions_1|samples_1|sample,conditions_1|samples_1|sample_filetype,conditions_1|samples_20|sample,conditions_1|samples_20|sample_filetype,conditions_1|samples_21|sample,conditions_1|samples_21|sample_filetype,conditions_1|samples_22|sample,conditions_1|samples_22|sample_filetype,conditions_1|samples_23|sample,conditions_1|samples_23|sample_filetype,conditions_1|samples_24|sample,conditions_1|samples_24|sample_filetype,conditions_1|samples_25|sample,conditions_1|samples_25|sample_filetype,conditions_1|samples_2|sample,conditions_1|samples_2|sample_filetype,conditions_1|samples_3|sample,conditions_1|samples_3|sample_filetype,conditions_1|samples_4|sample,conditions_1|samples_4|sample_filetype,conditions_1|samples_5|sample,conditions_1|samples_5|sample_filetype,conditions_1|samples_6|sample,conditions_1|samples_6|sample_filetype,conditions_1|samples_7|sample,conditions_1|samples_7|sample_filetype,conditions_1|samples_8|sample,conditions_1|samples_8|sample_filetype,conditions_1|samples_9|sample,conditions_1|samples_9|sample_filetype,conditions_20|samples_0|sample,conditions_20|samples_0|sample_filetype,conditions_21|samples_0|sample,conditions_21|samples_0|sample_filetype,conditions_22|samples_0|sample,conditions_22|samples_0|sample_filetype,conditions_23|samples_0|sample,conditions_23|samples_0|sample_filetype,conditions_24|samples_0|sample,conditions_24|samples_0|sample_filetype,conditions_25|samples_0|sample,conditions_25|samples_0|sample_filetype,conditions_2|samples_0|sample,conditions_2|samples_0|sample_filetype,conditions_2|samples_1|sample,conditions_2|samples_1|sample_filetype,conditions_2|samples_2|sample,conditions_2|samples_2|sample_filetype,conditions_2|samples_3|sample,conditions_2|samples_3|sample_filetype,conditions_2|samples_4|sample,conditions_2|samples_4|sample_filetype,conditions_2|samples_5|sample,conditions_2|samples_5|sample_filetype,conditions_2|samples_6|sample,conditions_2|samples_6|sample_filetype,conditions_2|samples_7|sample,conditions_2|samples_7|sample_filetype,conditions_3|samples_0|sample,conditions_3|samples_0|sample_filetype,conditions_3|samples_1|sample,conditions_3|samples_1|sample_filetype,conditions_3|samples_2|sample,conditions_3|samples_2|sample_filetype,conditions_3|samples_3|sample,conditions_3|samples_3|sample_filetype,conditions_3|samples_4|sample,conditions_3|samples_4|sample_filetype,conditions_3|samples_5|sample,conditions_3|samples_5|sample_filetype,conditions_3|samples_6|sample,conditions_3|samples_6|sample_filetype,conditions_3|samples_7|sample,conditions_3|samples_7|sample_filetype,conditions_4|samples_0|sample,conditions_4|samples_0|sample_filetype,conditions_4|samples_1|sample,conditions_4|samples_1|sample_filetype,conditions_4|samples_2|sample,conditions_4|samples_2|sample_filetype,conditions_4|samples_3|sample,conditions_4|samples_3|sample_filetype,conditions_5|samples_0|sample,conditions_5|samples_0|sample_filetype,conditions_5|samples_1|sample,conditions_5|samples_1|sample_filetype,conditions_5|samples_2|sample,conditions_5|samples_2|sample_filetype,conditions_5|samples_3|sample,conditions_5|samples_3|sample_filetype,conditions_6|samples_0|sample,conditions_6|samples_0|sample_filetype,conditions_6|samples_1|sample,conditions_6|samples_1|sample_filetype,conditions_6|samples_2|sample,conditions_6|samples_2|sample_filetype,conditions_7|samples_0|sample,conditions_7|samples_0|sample_filetype,conditions_7|samples_1|sample,conditions_7|samples_1|sample_filetype,conditions_7|samples_2|sample,conditions_7|samples_2|sample_filetype,conditions_8|samples_0|sample,conditions_8|samples_0|sample_filetype,conditions_8|samples_1|sample,conditions_8|samples_1|sample_filetype,conditions_8|samples_2|sample,conditions_8|samples_2|sample_filetype,conditions_9|samples_0|sample,conditions_9|samples_0|sample_filetype,conditions_9|samples_1|sample,conditions_9|samples_1|sample_filetype,conditions_9|samples_2|sample,conditions_9|samples_2|sample_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,gtf_input,gtf_input_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.conditions,parameters.dbkey,parameters.dispersion_method,parameters.do_normalization,parameters.fdr,parameters.group_analysis.__current_case__,parameters.group_analysis.aligned_reads1,parameters.group_analysis.aligned_reads2,parameters.group_analysis.do_groups,parameters.group_analysis.groups,parameters.gtf_input,parameters.gtf_input.values,parameters.include_read_group_files,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,parameters.singlePaired.__current_case__,parameters.singlePaired.sPaired,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2818652.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298574.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-15 11:48:14.578586,slurm_multi_dynamic_walltime,1455537075.0,0.0,6.0,48499.0,gtf,main_w2_handler2,2599933,11829564,False,,6076182,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,0,Yes,0.0,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""r1"", ""samples"": [{""sample"": 23348402, ""__index__"": 0}]}, {""__index__"": 1, ""name"": ""r2"", ""samples"": [{""sample"": 23348406, ""__index__"": 0}]}]","""hg19""","""pooled""",,"""0.05""",,,,,,23348463,,"""No""","""geometric""","""10""","""No""",,,32.0,,,,27292110.0,1455536974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-02-15 11:51:24.972199,13758.0,101.0
11071100.0,bam,,,,,,,,,,,,,,,,,14462782.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41378467.0,bam,,,,,,,,,,,,,,,,,,,,,47383660.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-13 00:49:58.933320,slurm_multi_dynamic_walltime,1457830459.0,0.0,6.0,5178265.0,gtf,main_w2_handler2,2631538,12117054,False,,6339788,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""CD20"", ""samples"": [{""sample"": 23812400, ""__index__"": 0}, {""sample"": 23812463, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""H1hesc"", ""samples"": [{""sample"": 23812535, ""__index__"": 0}, {""sample"": 23812566, ""__index__"": 1}]}]","""hg19""","""pooled""",,"""0.05""",,,,,,23812687,,"""No""","""geometric""","""10""","""No""",,,32.0,,,,28962029.0,1457830236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-03-13 00:54:25.161297,79489.0,223.0
11071100.0,bam,,,,,,,,,,,,,,,,,14462782.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41378467.0,bam,,,,,,,,,,,,,,,,,,,,,47383660.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-21 12:57:05.613055,slurm_multi_dynamic_walltime,1456059695.0,0.0,6.0,5184427.0,gtf,main_w2_handler2,2607179,11888640,False,,6127923,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""CD20"", ""samples"": [{""sample"": 23441315, ""__index__"": 0}, {""sample"": 23441321, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""H1hesc"", ""samples"": [{""sample"": 23441326, ""__index__"": 0}, {""sample"": 23441331, ""__index__"": 1}]}]","""hg19""","""pooled""",,"""0.05""",,,,,,23441411,,"""No""","""geometric""","""10""","""No""",,,32.0,,,,28521828.0,1456059480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-02-21 13:01:48.179430,78813.0,215.0
11071100.0,bam,,,,,,,,,,,,,,,,,14462782.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47383660.0,bam,,,,,,,,,,,,,,,,,,,,,41378467.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-02 11:17:48.492573,slurm_multi_dynamic_walltime,1456917720.0,0.0,6.0,4858847.0,gtf,main_w2_handler2,2618113,11990674,False,,6220611,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""Cd20"", ""samples"": [{""sample"": 23595070, ""__index__"": 0}, {""sample"": 23595099, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""H1"", ""samples"": [{""sample"": 23595110, ""__index__"": 0}, {""sample"": 23595105, ""__index__"": 1}]}]","""hg19""","""pooled""",,"""0.05""",,,,,,23596751,,"""No""","""geometric""","""10""","""No""",,,32.0,,,,28493634.0,1456917492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-03-02 11:22:11.250047,51212.0,228.0
1429060799.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429060799.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-16 16:27:46.034866,slurm_multi_dynamic_walltime,1458146419.0,0.0,6.0,1511413943.0,gff3,main_w2_handler2,2635939,12156770,False,,6373862,slurm,,132112168.0,corral-repl,,0.0,no,"""01d5009eeb9411e591f7005056a51846""",0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/?.len""","[{""__index__"": 0, ""name"": """", ""samples"": [{""sample"": 23853081, ""__index__"": 0}]}, {""__index__"": 1, ""name"": """", ""samples"": [{""sample"": 23853081, ""__index__"": 0}]}]","""?""","""pooled""","""No""","""0.05""",,,,,,23859936,,"""No""","""geometric""","""1000""","""No""",0.0,No,32.0,,,,28094630.0,1458145808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-03-16 16:40:27.552691,48587.0,611.0
11071100.0,bam,,,,,,,,,,,,,,,,,14462782.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41378467.0,bam,,,,,,,,,,,,,,,,,,,,,47383660.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-05 16:53:35.665113,slurm_multi_dynamic_walltime,1457197069.0,0.0,6.0,5277893.0,gtf,main_w2_handler2,2622048,12032023,False,,6259388,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""Cd20"", ""samples"": [{""sample"": 23680254, ""__index__"": 0}, {""sample"": 23680265, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""H1hesc"", ""samples"": [{""sample"": 23683313, ""__index__"": 0}, {""sample"": 23683357, ""__index__"": 1}]}]","""hg19""","""pooled""",,"""0.05""",,,,,,23683637,,"""No""","""geometric""","""10""","""No""",,,32.0,,,,28525258.0,1457196844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-03-05 16:58:00.148010,79049.0,225.0
4184286.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184286.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-17 22:23:42.276041,slurm_multi_dynamic_walltime,1458259221.0,0.0,6.0,9145930.0,gtf,main_w2_handler2,2637761,12173645,False,,6388551,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""tumor"", ""samples"": [{""sample"": 23896073, ""__index__"": 0}]}, {""__index__"": 1, ""name"": ""normal"", ""samples"": [{""sample"": 23896073, ""__index__"": 0}]}]","""hg19""","""pooled""",,"""0.05""",,,,,,23896429,,"""No""","""geometric""","""10""","""No""",,,32.0,,,,29043705.0,1458259103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-03-18 00:00:29.711020,57240.0,118.0
11071100.0,bam,,,,,,,,,,,,,,,,,14462782.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41378467.0,bam,,,,,,,,,,,,,,,,,,,,,47383660.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-06 04:01:51.977517,slurm_multi_dynamic_walltime,1457237223.0,0.0,6.0,5184428.0,gtf,main_w2_handler2,2622200,12037340,False,,6264325,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""CD20"", ""samples"": [{""sample"": 23683327, ""__index__"": 0}, {""sample"": 23683336, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""H1hesc"", ""samples"": [{""sample"": 23683341, ""__index__"": 0}, {""sample"": 23683346, ""__index__"": 1}]}]","""hg19""","""pooled""",,"""0.05""",,,,,,23692803,,"""No""","""geometric""","""10""","""No""",,,32.0,,,,28661394.0,1457236945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-03-06 04:07:12.542138,79025.0,278.0
17431317.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184286.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-18 15:34:29.663326,slurm_multi_dynamic_walltime,1458316679.0,0.0,6.0,9145930.0,gtf,main_w2_handler2,2638723,12181803,False,,6396739,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""tumor"", ""samples"": [{""sample"": 23909337, ""__index__"": 0}]}, {""__index__"": 1, ""name"": ""normal"", ""samples"": [{""sample"": 23909348, ""__index__"": 0}]}]","""hg19""","""pooled""",,"""0.05""",,,,,,23909388,,"""No""","""geometric""","""10""","""No""",,,32.0,,,,29043705.0,1458316549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-03-18 15:58:22.549829,57240.0,130.0
17431317.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4185139.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-20 16:28:09.210172,slurm_multi_dynamic_walltime,1458491830.0,0.0,6.0,12693894.0,gtf,main_w2_handler2,2640227,12204101,False,,6416053,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""tumor"", ""samples"": [{""sample"": 23939871, ""__index__"": 0}]}, {""__index__"": 1, ""name"": ""normal"", ""samples"": [{""sample"": 23940766, ""__index__"": 0}]}]","""hg19""","""pooled""",,"""0.05""",,,,,,23940202,,"""No""","""geometric""","""10""","""No""",,,32.0,,,,29016630.0,1458491719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-03-20 16:37:17.198099,57227.0,111.0
11284653.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11509078.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-21 08:59:43.536954,slurm_multi_dynamic_walltime,1458551187.0,0.0,6.0,271455.0,gtf,main_w2_handler2,2640812,12208336,False,,6422683,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""Normal"", ""samples"": [{""sample"": 23946857, ""__index__"": 0}]}, {""__index__"": 1, ""name"": ""Tumor"", ""samples"": [{""sample"": 23946842, ""__index__"": 0}]}]","""hg19""","""pooled""",,"""0.05""",,,,,,23946933,,"""No""","""geometric""","""10""","""No""",,,32.0,,,,29043705.0,1458551096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-03-21 09:06:40.342370,57240.0,91.0
17428604.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184149.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-19 09:02:49.271278,slurm_multi_dynamic_walltime,1458562291.0,0.0,6.0,6119497.0,gtf,main_w2_handler2,2639365,12189160,False,,6424400,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""TUMOR"", ""samples"": [{""sample"": 23920907, ""__index__"": 0}]}, {""__index__"": 1, ""name"": ""NORMAL"", ""samples"": [{""sample"": 23920914, ""__index__"": 0}]}]","""hg19""","""pooled""",,"""0.05""",,,,,,23920939,,"""No""","""geometric""","""10""","""No""",,,32.0,,,,29072881.0,1458562167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-03-21 12:11:41.188743,81003.0,124.0
9062731.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74310805.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77033113.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-16 02:02:08.028278,slurm_multi_dynamic_walltime,1473991849.0,0.0,6.0,485120.0,gtf,main_w4_handler2,1736210,13862478,False,,8085633,slurm,,132112168.0,corral-repl,,0.0,no,,0,,,No,1,No,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{""__index__"": 0, ""name"": ""NAIVE"", ""samples"": [{""sample"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5813ab9e9271d7347""}]}, ""__index__"": 0}]}, {""__index__"": 1, ""name"": ""MOG"", ""samples"": [{""sample"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b500c16a5383331b69""}]}, ""__index__"": 0}]}, {""__index__"": 2, ""name"": ""CBD"", ""samples"": [{""sample"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b52f8b5ba44b9370ad""}]}, ""__index__"": 0}]}]","""mm9""","""pooled""",,"""0.05""",,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5472be30613f15bf7'}]","""No""","""geometric""","""1""","""No""",,,32.0,,,,32978892.0,1473991670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.6,0.0.6,,2016-09-16 02:10:55.269547,38249.0,179.0
