create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.removeIfOverlap,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-14 18:09:46.911259,slurm_normal,1492193416.0,0,,1.0,main_w4_handler1,2788464,15588669,False,,1173042,bed,3171444,bed,9710565.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29221687}]","[{'src': 'hda', 'id': 29154946}]","""0.01""","""-A""","""""",32.0,,36330861.0,1492193405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-14 18:10:18.293571,66832.0,11.0
2017-04-14 18:09:47.245571,slurm_normal,1492193409.0,0,,1.0,main_w3_handler0,2788464,15588671,False,,1009986,bed,3171444,bed,9710564.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29221688}]","[{'src': 'hda', 'id': 29154946}]","""0.01""","""-A""","""""",32.0,,36330861.0,1492193400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-14 18:10:12.392842,66832.0,9.0
2017-04-14 18:38:34.712438,slurm_normal,1492195138.0,0,,1.0,main_w4_handler0,2788464,15588911,False,,703377,bed,3171444,bed,9710730.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29222076}]","[{'src': 'hda', 'id': 29154946}]","""0.01""","""-A""","""""",32.0,,37283654.0,1492195133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-14 18:39:01.077807,66832.0,5.0
2017-04-14 18:34:41.436551,slurm_normal,1492194909.0,0,,1.0,main_w3_handler0,2788464,15588891,False,,1152920,bed,3045040,bed,9710684.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29221926}]","[{'src': 'hda', 'id': 28954857}]","""0.01""","""-A""","""""",32.0,,37283654.0,1492194904.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-14 18:35:11.771020,66832.0,5.0
2017-04-14 18:14:36.801397,slurm_normal,1492193695.0,0,,1.0,main_w4_handler0,2788464,15588692,False,,1224205,bed,3171444,bed,9710580.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29189808}]","[{'src': 'hda', 'id': 29154946}]","""0.01""","""-A""","""""",32.0,,36330861.0,1492193690.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-14 18:14:58.333054,66832.0,5.0
2017-04-14 18:34:40.836267,slurm_normal,1492194909.0,0,,1.0,main_w4_handler0,2788464,15588890,False,,1152920,bed,1871574,bed,9710683.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29221926}]","[{'src': 'hda', 'id': 28954496}]","""0.01""","""-A""","""""",32.0,,37283654.0,1492194904.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-14 18:35:10.729889,66832.0,5.0
2017-04-18 16:20:37.341431,slurm_normal,1492532703.0,0,,1.0,main_w4_handler0,2788464,15615663,False,,1590960,bed,2479037,bed,9733834.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28484282}]","[{'src': 'hda', 'id': 28591416}]","""0.01""","""-A""","""""",32.0,,37283654.0,1492532695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-18 16:31:03.785760,66832.0,8.0
2017-04-18 16:49:20.290235,slurm_normal,1492534227.0,0,,1.0,main_w3_handler0,2788464,15615895,False,,707145,bed,884148,bed,9734064.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29262294}]","[{'src': 'hda', 'id': 29262014}]","""0.01""","""-A""","""""",32.0,,37283654.0,1492534215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-18 16:50:52.667160,66832.0,12.0
2017-04-19 10:48:11.489620,slurm_normal,1492598907.0,0,,1.0,main_w4_handler1,2980958,15623482,False,,114763,gff3,58300,gff3,9742402.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28624046}]","[{'src': 'hda', 'id': 28611630}]","""1e-09""","""""","""""",32.0,,36434504.0,1492598903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-19 10:48:29.636117,97042.0,4.0
2017-04-20 04:26:33.655939,slurm_normal,1492662435.0,0,,1.0,main_w4_handler1,3079930,15631694,False,,929996,bed,23005000,bed,9749891.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287439}]","[{'src': 'hda', 'id': 29287440}]","""1e-09""","""""","""""",32.0,,37446699.0,1492662406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:27:16.538041,,29.0
2017-04-20 03:58:24.184871,slurm_normal,1492660726.0,0,,1.0,main_w4_handler1,3079797,15631436,False,,929996,bed,23005000,bed,9749623.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287186}]","[{'src': 'hda', 'id': 29287189}]","""1e-09""","""""","""""",32.0,,37445707.0,1492660718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 03:58:49.675100,104400.0,8.0
2017-04-20 04:08:16.995580,slurm_normal,1492661317.0,0,,1.0,main_w3_handler1,3079815,15631505,False,,929996,bed,23005000,bed,9749702.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287251}]","[{'src': 'hda', 'id': 29287254}]","""1e-09""","""""","""""",32.0,,37446873.0,1492661309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:08:39.701142,104395.0,8.0
2017-04-20 04:32:10.947297,slurm_normal,1492662746.0,0,,1.0,main_w3_handler1,3079783,15631764,False,,909071,bed,921494,bed,9749962.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287625}]","[{'src': 'hda', 'id': 29287332}]","""1e-09""","""""","""""",32.0,,37445626.0,1492662741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:32:28.658803,104386.0,5.0
2017-04-20 04:10:31.863067,slurm_normal,1492661456.0,0,,1.0,main_w3_handler1,3079906,15631520,False,,929996,bed,23005000,bed,9749717.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287171}]","[{'src': 'hda', 'id': 29287172}]","""1e-09""","""-A""","""""",32.0,,37445605.0,1492661443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:10:58.639896,104382.0,13.0
2017-04-20 03:58:22.894776,slurm_normal,1492660721.0,0,,1.0,main_w3_handler0,3079906,15631435,False,,1225870,bed,23005000,bed,9749622.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287173}]","[{'src': 'hda', 'id': 29287172}]","""1e-09""","""-A""","""""",32.0,,37445605.0,1492660714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 03:58:42.832104,104382.0,7.0
2017-04-20 04:32:55.708025,slurm_normal,1492662790.0,0,,1.0,main_w4_handler0,3079941,15631770,False,,929996,bed,23005000,bed,9749966.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287517}]","[{'src': 'hda', 'id': 29287519}]","""1e-09""","""""","""""",32.0,,37445690.0,1492662782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:33:24.105811,104397.0,8.0
2017-04-20 04:38:24.116830,slurm_normal,1492663125.0,0,,1.0,main_w4_handler1,3079786,15631819,False,,929996,bed,23005000,bed,9750018.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29287526}]","[{'src': 'hda', 'id': 29287538}]","""1e-09""","""""","""""",32.0,,37449272.0,1492663116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:38:47.192057,104389.0,9.0
2017-04-20 04:42:38.534663,slurm_normal,1492663371.0,0,,1.0,main_w4_handler1,3010689,15631870,False,,929996,bed,23005000,bed,9750040.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287515}]","[{'src': 'hda', 'id': 29287523}]","""1e-09""","""""","""""",32.0,,36287657.0,1492663364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:42:55.258954,100903.0,7.0
2017-04-20 04:30:51.050517,slurm_normal,1492662667.0,0,,1.0,main_w4_handler1,3079931,15631748,False,,929996,bed,23005000,bed,9749946.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287457}]","[{'src': 'hda', 'id': 29287455}]","""1e-09""","""""","""""",32.0,,37445693.0,1492662660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:31:09.459264,104398.0,7.0
2017-04-20 04:30:58.117595,slurm_normal,1492662676.0,0,,1.0,main_w4_handler1,3079907,15631751,False,,929996,bed,23005000,bed,9749948.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287516}]","[{'src': 'hda', 'id': 29287511}]","""1e-09""","""""","""""",32.0,,37449228.0,1492662667.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:31:18.713870,104390.0,9.0
2017-04-20 04:20:41.972673,slurm_normal,1492662085.0,0,,1.0,main_w3_handler0,3079789,15631624,False,,23005000,bed,929996,bed,9749822.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287415}]","[{'src': 'hda', 'id': 29287414}]","""1e-09""","""""","""""",32.0,,37445653.0,1492662076.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:21:54.164726,104392.0,9.0
2017-04-20 04:40:00.262253,slurm_normal,1492663217.0,0,,1.0,main_w4_handler0,3079778,15631825,False,,929996,bed,23005000,bed,9750025.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287428}]","[{'src': 'hda', 'id': 29287430}]","""1e-09""","""""","""""",32.0,,37445613.0,1492663210.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:40:20.302788,104383.0,7.0
2017-04-20 04:21:13.517959,slurm_normal,1492662113.0,0,,1.0,main_w3_handler0,3079843,15631631,False,,929996,bed,23005000,bed,9749826.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287392}]","[{'src': 'hda', 'id': 29287393}]","""1e-09""","""""","""""",32.0,,37445624.0,1492662107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:22:18.785135,104385.0,6.0
2017-04-20 04:49:52.976770,slurm_normal,1492663810.0,0,,1.0,main_w3_handler1,3079935,15631901,False,,929996,bed,23005000,bed,9750098.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287456}]","[{'src': 'hda', 'id': 29287459}]","""1e-09""","""""","""""",32.0,,37447518.0,1492663804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:50:13.882552,104393.0,6.0
2017-04-20 04:32:23.378020,slurm_normal,1492662762.0,0,,1.0,main_w3_handler1,3079783,15631767,False,,905773,bed,1225870,bed,9749963.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287627}]","[{'src': 'hda', 'id': 29287356}]","""1e-09""","""""","""""",32.0,,37445626.0,1492662757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:32:44.288701,104386.0,5.0
2017-04-20 04:25:44.027731,slurm_normal,1492662364.0,0,,1.0,main_w3_handler1,3079936,15631680,False,,929996,bed,23005000,bed,9749880.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287474}]","[{'src': 'hda', 'id': 29287471}]","""1e-09""","""""","""""",32.0,,37445662.0,1492662358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:26:07.377938,104394.0,6.0
2017-04-20 04:38:20.000712,slurm_normal,1492663119.0,0,,1.0,main_w3_handler0,3079929,15631818,False,,929996,bed,23005000,bed,9750017.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287421}]","[{'src': 'hda', 'id': 29287427}]","""1e-09""","""""","""""",32.0,,37445469.0,1492663108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:38:42.253702,104379.0,11.0
2017-04-20 04:31:41.952385,slurm_normal,1492662718.0,0,,1.0,main_w4_handler1,3079783,15631762,False,,929996,bed,23005000,bed,9749958.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287354}]","[{'src': 'hda', 'id': 29287355}]","""1e-09""","""""","""""",32.0,,37445626.0,1492662712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:31:59.907879,104386.0,6.0
2017-04-20 04:36:12.738809,slurm_normal,1492662988.0,0,,1.0,main_w3_handler0,3079796,15631804,False,,929996,bed,23005000,bed,9750002.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287480}]","[{'src': 'hda', 'id': 29287481}]","""1e-09""","""""","""""",32.0,,37445696.0,1492662982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:36:29.876230,104399.0,6.0
2017-04-20 04:40:50.365028,slurm_normal,1492663270.0,0,,1.0,main_w4_handler0,3079935,15631829,False,,23005000,bed,929996,bed,9750029.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29287459}]","[{'src': 'hda', 'id': 29287456}]","""1e-09""","""""","""""",32.0,,37447518.0,1492663261.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:41:12.666913,104393.0,9.0
2017-04-20 04:42:59.698396,slurm_normal,1492663399.0,0,,1.0,main_w3_handler0,3079789,15631872,False,,929996,bed,23005000,bed,9750046.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287414}]","[{'src': 'hda', 'id': 29287415}]","""1e-09""","""""","""""",32.0,,37445653.0,1492663392.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:43:21.672277,104392.0,7.0
2017-04-20 05:03:59.793495,slurm_normal,1492664654.0,0,,1.0,main_w4_handler1,3079778,15631958,False,,929996,bed,921494,bed,9750153.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287428}]","[{'src': 'hda', 'id': 29287443}]","""1e-09""","""""","""""",32.0,,37445613.0,1492664649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 05:04:15.750025,104383.0,5.0
2017-04-20 04:47:18.521871,slurm_normal,1492663655.0,0,,1.0,main_w3_handler1,3079938,15631897,False,,929996,bed,23005000,bed,9750088.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287570}]","[{'src': 'hda', 'id': 29287571}]","""1e-09""","""""","""""",32.0,,37446558.0,1492663650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 04:47:37.041136,104401.0,5.0
2017-04-20 05:09:37.330936,slurm_normal,1492664991.0,0,,1.0,main_w4_handler0,3079793,15631989,False,,929996,bed,23005000,bed,9750184.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29287744}]","[{'src': 'hda', 'id': 29287745}]","""1e-09""","""""","""""",32.0,,37446563.0,1492664985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 05:09:55.112959,104396.0,6.0
2017-04-20 16:27:30.962563,slurm_normal,1492705821.0,0,,1.0,main_w3_handler1,3040230,15637367,False,,2719754665,bed,901,bed,9755314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29296282}]","[{'src': 'hda', 'id': 29296179}]","""1e-09""","""""","""""",32.0,,37374289.0,1492705663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 16:31:02.723439,102500.0,158.0
2017-04-20 19:07:14.073160,slurm_normal,1492715252.0,0,,1.0,main_w4_handler1,2788464,15638607,False,,46225,bed,18786,bed,9756551.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29297010}]","[{'src': 'hda', 'id': 28618355}]","""0.01""","""-A""","""""",32.0,,37283654.0,1492715247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 19:07:36.744257,66832.0,5.0
2017-04-20 20:33:29.649187,slurm_normal,1492720495.0,0,,1.0,main_w3_handler0,3079932,15639292,False,,3162822,bed,901,bed,9757209.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29299327}]","[{'src': 'hda', 'id': 29299408}]","""1e-09""","""-A""","""""",32.0,,36493338.0,1492720489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 20:36:18.437556,33658.0,6.0
2017-04-20 21:02:38.809674,slurm_normal,1492722186.0,0,,1.0,main_w3_handler1,3079932,15639634,False,,3162819,bed,901,bed,9757444.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29299318}]","[{'src': 'hda', 'id': 29299408}]","""1e-09""","""-A""","""""",32.0,,36493338.0,1492722171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 21:03:18.846686,33658.0,15.0
2017-04-20 22:49:39.353480,slurm_normal,1492728596.0,0,,1.0,main_w3_handler1,3079932,15640503,False,,30920918,bed,901,bed,9758228.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29301322}]","[{'src': 'hda', 'id': 29299408}]","""1e-09""","""-A""","""""",32.0,,36493338.0,1492728587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 22:50:00.458825,33658.0,9.0
2017-04-21 02:17:13.211558,slurm_normal,1492741052.0,0,,1.0,main_w4_handler0,2788464,15641181,False,,4907531,bed,2486604,bed,9758910.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29017081}]","[{'src': 'hda', 'id': 29154984}]","""0.01""","""-A""","""""",32.0,,37283654.0,1492741046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-21 02:17:35.149027,66832.0,6.0
2017-04-20 23:19:47.794535,slurm_normal,1492730404.0,0,,1.0,main_w3_handler1,3079932,15640622,False,,2181556,bed,901,bed,9758372.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29301607}]","[{'src': 'hda', 'id': 29299408}]","""1e-09""","""-A""","""""",32.0,,36493338.0,1492730399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-20 23:20:06.559390,33658.0,5.0
2017-04-21 16:26:51.110624,slurm_normal,1492792036.0,0,,1.0,main_w4_handler0,3040230,15645617,False,,18786,bed,3488723,bed,9763003.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29310150}]","[{'src': 'hda', 'id': 29308993}]","""1e-09""","""""","""""",32.0,,37374289.0,1492792021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-21 16:27:20.742132,102500.0,15.0
2017-04-21 13:26:56.614711,slurm_normal,1492781240.0,0,,1.0,main_w3_handler1,3079932,15644256,False,,115510585,bed,901,bed,9761570.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29302803}]","[{'src': 'hda', 'id': 29299408}]","""1e-09""","""-A""","""""",32.0,,36493338.0,1492781223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-21 13:27:22.621591,33658.0,17.0
2017-04-21 14:56:39.861875,slurm_normal,1492786615.0,0,,1.0,main_w4_handler0,3081966,15644943,False,,202006,bed,999695,bed,9762284.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""dm6""","[{'src': 'hda', 'id': 29309038}]","[{'src': 'hda', 'id': 29308887}]","""1e-09""","""-A""","""""",32.0,,37316021.0,1492786610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-21 14:56:59.524109,59928.0,5.0
2017-04-21 16:22:05.418451,slurm_normal,1492791744.0,0,,1.0,main_w4_handler1,3040230,15645571,False,,3488723,bed,18786,bed,9762960.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29308993}]","[{'src': 'hda', 'id': 29310150}]","""1e-09""","""""","""""",32.0,,37374289.0,1492791737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-21 16:22:27.253965,102500.0,7.0
2017-04-21 16:41:32.013916,slurm_normal,1492792910.0,0,,1.0,main_w3_handler0,3040230,15645721,False,,3488723,bed,18786,bed,9763107.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29308993}]","[{'src': 'hda', 'id': 29310150}]","""1e-09""","""""","""""",32.0,,37374289.0,1492792903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.26.0.0,2.26.0.0,,2017-04-21 16:41:53.585324,102500.0,7.0
