create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.cols,parameters.dbkey,parameters.group,parameters.inputA.values,parameters.operation,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-28 02:47:18.594352,slurm_normal,1519786090.0,0,7680.0,1.0,main_w3_handler0,3445620,18543088,False,,275744489,bed,12639659,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""4""","""mm9""","""1,2,3""","[{'src': 'hda', 'id': 34108532}]","""sum""",32.0,,44214555,1519786047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.27.0.0,2.27.0.0,,2018-02-28 02:48:11.935656,,43.0
