create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.input2,parameters.input2.values,parameters.out_format1,parameters.out_format2,parameters.out_format3,parameters.wordsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-06 17:48:49.308899,slurm_normal,1467827376.0,0.0,,1.0,main_w1_handler0,2748255,13345994,False,,2002,fasta,8849,fasta,7555047.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50b527c0b36a06881'}]","""Mock48.txt""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8dd9b3a08dfdaa2'}]","""match""","""gff""","""gff""","""6""",32.0,,31047820,1467827373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2016-07-06 17:49:40.306395,86540.0,3.0
2016-04-23 13:47:01.442744,slurm_normal,1461419240.0,0.0,,1.0,main_w2_handler1,2666496,12581787,False,,2709,fasta,17483,fasta,6783893.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509e316dcae057699'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f68c4c3729340a0d'}]","""match""","""gff""","""gff""","""40""",32.0,,29780860,1461419236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2016-04-23 13:47:23.046520,83201.0,4.0
2016-11-03 17:46:19.818946,slurm_normal,1478195241.0,0.0,,1.0,main_w4_handler0,2879838,14243860,False,,616,fasta,663,fasta,8452756.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5025f8184e9aff540'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b426e2221b24580a'}]","""match""","""gff""","""gff""","""2""",32.0,,33226258,1478195184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2016-11-03 17:47:28.335946,90974.0,57.0
2016-11-20 12:55:52.513367,slurm_normal,1479646560.0,0.0,,1.0,main_w3_handler1,2902089,14389860,False,,32,fasta,211542380,fasta,8595510.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b508049a49da29470f'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d8f21edb30d717c'}]","""match""","""gff""","""gff""","""12""",32.0,,34361469,1479646556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2016-11-20 12:56:02.614550,,4.0
2017-05-30 17:56:13.605473,slurm_normal,1496166993.0,0.0,,1.0,main_w4_handler0,3108274,15971261,False,,398,fasta,170,fasta,10067837.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29820949}]",,,"[{'src': 'hda', 'id': 29820951}]","""match""","""gff""","""gff""","""4""",32.0,,37925489,1496166990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2017-05-30 17:56:40.686974,,3.0
2017-01-05 18:25:23.894998,slurm_normal,1483640738.0,0.0,,1.0,main_w4_handler1,2947532,14697979,False,,1644286529,fasta,36,fasta,8868385.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27824535}]",,,"[{'src': 'hda', 'id': 27824777}]","""match""","""gff""","""gff""","""12""",32.0,,35211338,1483640732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2017-01-05 18:25:41.306288,79386.0,6.0
2017-01-06 16:03:07.333119,slurm_normal,1483718599.0,0.0,,1.0,main_w4_handler1,2947532,14703848,False,,34,fasta,1644286529,fasta,8873834.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27834213}]",,,"[{'src': 'hda', 'id': 27824535}]","""match""","""embl""","""embl""","""12""",32.0,,35234428,1483718594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2017-01-06 16:03:22.800603,79386.0,5.0
2014-11-05 09:01:48.859863,rodeo_normal,1415178127.0,0.0,,1.0,main_w2_handler0,2107876,8106833,False,,54436444,fasta,30724650,fasta,128456.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",17434183,,,17434184,,"""match""","""gff""","""gff""","""4""",2.0,,18049065,1415178123.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-11-05 09:02:10.672186,17910.0,4.0
2014-10-03 19:44:05.636505,roundup_single,1412365462.0,0.0,,1.0,main_w2_handler0,2072769,7926786,False,,1246864,fasta,1246864,fasta,1905290,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17117431,,,17117431,,"""match""","""gff""","""gff""","""4""",32.0,,17340442,1412365459.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-10-03 19:44:24.808680,3189.0,3.0
2014-10-10 12:17:44.145791,rodeo_normal,1412943476.0,0.0,,1.0,main_w1_handler1,1945918,7961049,False,,29,fasta,30719,fasta,4545.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17193168,,,17193165,,"""match""","""gff""","""gff""","""4""",2.0,,17486084,1412943473.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-10-10 12:18:00.118354,50267.0,3.0
2014-11-13 15:39:45.275332,rodeo_normal,1415893199.0,0.0,,1.0,main_w1_handler0,2117315,8159632,False,,1882,fasta,1890,fasta,199879.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17527149,,,17527179,,"""match""","""gff""","""gff""","""10""",1.0,,18060956,1415893194.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-11-13 15:40:01.864013,13758.0,5.0
2014-10-26 02:44:29.747222,rodeo_normal,1414291481.0,0.0,,1.0,main_w1_handler1,2097285,8044326,False,,107396268,fasta,1209,fasta,76837.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17336910,,,17336897,,"""match""","""gff""","""gff""","""90""",2.0,,17930253,1414291477.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-10-26 02:44:45.682728,46414.0,4.0
2014-11-21 14:58:32.621101,rodeo_normal,1416581929.0,0.0,,1.0,main_w1_handler0,2102365,8219765,False,,9330544,fasta,134892003,fasta,283027.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/braFlo1.len""","""braFlo1""",17634257,,,17634276,,"""match""","""swiss""","""swiss""","""4""",1.0,,18032166,1416581921.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-11-21 14:58:55.156210,55144.0,8.0
2014-12-06 20:04:16.257020,rodeo_normal,1417896266.0,0.0,,1.0,main_w2_handler0,2139961,8361541,False,,567,fasta,567,fasta,483911.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17850019,,,17850019,,"""match""","""gff""","""gff""","""5""",2.0,,19930915,1417896263.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-12-06 20:04:30.176158,,3.0
2014-12-06 20:41:17.919015,rodeo_normal,1417898488.0,0.0,,1.0,main_w1_handler1,2139961,8361648,False,,509,fasta,509,fasta,2250561.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17850235,,,17850235,,"""match""","""gff""","""gff""","""8""",32.0,,19930915,1417898484.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-12-06 20:41:29.505341,,4.0
2014-12-06 20:36:06.383716,rodeo_normal,1417898179.0,0.0,,1.0,main_w2_handler1,2139961,8361628,False,,463,fasta,463,fasta,484028.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17850183,,,17850183,,"""match""","""gff""","""gff""","""7""",1.0,,19930915,1417898176.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-12-06 20:36:21.818432,,3.0
2014-12-06 20:44:38.227690,rodeo_normal,1417898687.0,0.0,,1.0,main_w1_handler1,2139961,8361654,False,,509,fasta,509,fasta,484066.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17850235,,,17850235,,"""fasta""","""gff""","""gff""","""4""",1.0,,19930915,1417898684.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-12-06 20:44:49.466099,,3.0
2014-12-07 22:18:08.157336,rodeo_normal,1417990696.0,0.0,,1.0,main_w2_handler0,2139961,8367178,False,,314,fasta,314,fasta,493037.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17858044,,,17858044,,"""match""","""gff""","""gff""","""6""",2.0,,19930915,1417990693.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-12-07 22:18:19.262368,,3.0
2014-12-07 22:36:52.950789,rodeo_normal,1417991826.0,0.0,,1.0,main_w2_handler0,2139961,8367259,False,,118,fasta,100,fasta,2257787.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17858140,,,17858117,,"""match""","""gff""","""gff""","""6""",32.0,,19930915,1417991822.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2014-12-07 22:37:09.449258,,4.0
2015-02-19 17:27:29.813049,rodeo_normal,1424366863.0,0.0,,1.0,main_w1_handler1,2105923,8769197,False,,29,fasta,12361395,fasta,2836115.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18576587,,,18576461,,"""match""","""gff""","""gff""","""20""",32.0,,19981454,1424366860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2015-02-19 17:27:47.151255,52391.0,3.0
2017-07-07 03:32:24.236899,slurm_normal,1499398357.0,0.0,,1.0,main_w4_handler0,3180861,16278808,False,,31899,fasta,23575,fasta,10349566.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30341977}]",,,"[{'src': 'hda', 'id': 30341976}]","""match""","""gff""","""gff""","""40""",32.0,,39080839,1499398352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2017-07-07 03:32:41.615803,108491.0,5.0
2017-09-19 02:22:02.016722,slurm_normal,1505787736.0,0.0,,1.0,main_w3_handler1,3252640,16860803,False,,733618121,fasta,244047177,fasta,10927861.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31300300}]",,,"[{'src': 'hda', 'id': 31300299}]","""match""","""gff""","""gff""","""4""",32.0,,40423254,1505787732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2017-09-19 02:22:19.689570,96446.0,4.0
2017-10-30 17:13:22.405099,slurm_normal,1509383622.0,0.0,,1.0,main_w3_handler0,3303847,17267046,False,,8589,fasta,760,fasta,11326233,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31963840}]",,,"[{'src': 'hda', 'id': 31963841}]","""match""","""gff""","""gff""","""16""",32.0,,41459965,1509383618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2017-10-30 17:13:44.382406,114191.0,4.0
2017-10-30 17:11:14.075995,slurm_normal,1509383506.0,0.0,,1.0,main_w3_handler1,3303847,17267022,False,,4778960604,fasta,760,fasta,11326216,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31963825}]",,,"[{'src': 'hda', 'id': 31963841}]","""match""","""gff""","""gff""","""24""",32.0,,41459965,1509383502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2017-10-30 17:11:53.166540,114191.0,4.0
2018-01-26 16:51:52.703233,slurm_normal,1516985533.0,0.0,,1.0,main_w4_handler1,3406069,18167875,False,,1071707669,fasta,1071707669,fasta,12249425,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33512728}]",,,"[{'src': 'hda', 'id': 33512728}]","""fasta""","""gff""","""gff""","""23""",32.0,,43450699,1516985528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2018-01-26 16:52:15.917079,109870.0,5.0
2018-03-08 21:57:35.700457,slurm_normal,1520546271.0,0.0,7680.0,1.0,main_w3_handler0,3457454,18664207,False,,263336,fasta,385347398,fasta,12760199,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 34306972}]",,,"[{'src': 'hda', 'id': 34307259}]","""match""","""gff""","""gff""","""4""",32.0,,42670319,1520546268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: wordmatch110/5.0.0,5.0.0,,2018-03-08 21:57:53.815071,86263.0,3.0
