create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-01-18 16:35:24.506050,slurm_normal,1484757333.0,0,1.0,main_w3_handler0,2788464,14802113,False,,5818096,bed,5818096,bed,8965151.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978940}]","[{'src': 'hda', 'id': 27978940}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484757328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:35:35.506257,66832.0,5.0
2017-01-18 16:35:41.488470,slurm_normal,1484757355.0,0,1.0,main_w3_handler1,2788464,14802118,False,,5818096,bed,4076024,bed,8965159.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978940}]","[{'src': 'hda', 'id': 27978941}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484757351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:35:56.469634,66832.0,4.0
2017-01-18 16:36:04.095536,slurm_normal,1484757372.0,0,1.0,main_w3_handler0,2788464,14802124,False,,5818096,bed,4606529,bed,8965165.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978940}]","[{'src': 'hda', 'id': 27979036}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484757367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:36:15.292274,66832.0,5.0
2016-12-03 17:19:11.085448,slurm_normal,1480785805.0,0,1.0,main_w3_handler0,2758181,14481599,False,,41244,bed,724043,bed,8672848.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481344}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480785786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:27:12.866099,86683.0,19.0
2016-12-03 17:19:04.382992,slurm_normal,1480785931.0,0,1.0,main_w3_handler1,2758181,14481591,False,,41244,bed,4699249,bed,8672858.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481336}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480785927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:31:41.406715,86683.0,4.0
2017-01-18 16:37:08.785312,slurm_normal,1484757446.0,0,1.0,main_w4_handler0,2788464,14802136,False,,5818096,bed,2730119,bed,8965183.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978940}]","[{'src': 'hda', 'id': 27979271}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484757435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:37:30.516269,66832.0,11.0
2017-01-18 16:37:28.015390,slurm_normal,1484757458.0,0,1.0,main_w3_handler0,2788464,14802138,False,,5818096,bed,729408,bed,8965192.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978940}]","[{'src': 'hda', 'id': 27979277}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484757454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:37:59.525577,66832.0,4.0
2017-01-18 16:38:15.176832,slurm_normal,1484757505.0,0,1.0,main_w4_handler1,2788464,14802158,False,,5818096,bed,7509891,bed,8965197.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978940}]","[{'src': 'hda', 'id': 26153575}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484757500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:38:27.554438,66832.0,5.0
2017-01-18 16:39:06.383183,slurm_normal,1484757573.0,0,1.0,main_w3_handler1,2788464,14802166,False,,5818096,bed,5768723,bed,8965206.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978940}]","[{'src': 'hda', 'id': 26904221}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484757550.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:39:37.558959,66832.0,23.0
2016-12-03 17:19:03.035018,slurm_normal,1480785630.0,0,1.0,main_w4_handler0,2758181,14481589,False,,41244,bed,26299942,bed,8672837.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27477860}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480785625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:20:46.745545,86683.0,5.0
2016-12-03 17:19:12.867852,slurm_normal,1480785634.0,0,1.0,main_w4_handler1,2758181,14481602,False,,41244,bed,1381510,bed,8672839.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481347}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480785629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:20:46.434569,86683.0,5.0
2016-12-03 17:19:06.391535,slurm_normal,1480785640.0,0,1.0,main_w4_handler0,2758181,14481595,False,,41244,bed,37438992,bed,8672841.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481340}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480785633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:20:49.087538,86683.0,7.0
2016-12-03 17:19:09.171997,slurm_normal,1480785641.0,0,1.0,main_w4_handler0,2758181,14481596,False,,41244,bed,36816258,bed,8672842.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481341}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480785636.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:20:49.326246,86683.0,5.0
2016-12-03 17:19:03.850788,slurm_normal,1480785653.0,0,1.0,main_w4_handler0,2758181,14481590,False,,41244,bed,6621599,bed,8672838.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481335}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480785648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:20:59.798243,86683.0,5.0
2016-12-03 17:19:04.880720,slurm_normal,1480785630.0,0,1.0,main_w4_handler1,2758181,14481592,False,,41244,bed,693189,bed,8672836.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481337}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480785623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:20:46.004719,86683.0,7.0
2016-12-03 17:19:10.473282,slurm_normal,1480786217.0,0,1.0,main_w3_handler0,2758181,14481598,False,,41244,bed,14281382,bed,8672873.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481343}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480786198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:33:48.896309,86683.0,19.0
2016-12-03 17:19:05.957686,slurm_normal,1480785836.0,0,1.0,main_w3_handler0,2758181,14481594,False,,41244,bed,35621355,bed,8672851.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481339}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480785819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:27:49.049114,86683.0,17.0
2016-12-03 17:19:11.727070,slurm_normal,1480785803.0,0,1.0,main_w3_handler0,2758181,14481600,False,,41244,bed,710195,bed,8672849.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481345}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480785794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:27:38.125970,86683.0,9.0
2016-12-03 17:19:09.872875,slurm_normal,1480786174.0,0,1.0,main_w3_handler0,2758181,14481597,False,,41244,bed,6055810,bed,8672869.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481342}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480786159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:33:33.993447,86683.0,15.0
2016-12-03 17:19:12.303027,slurm_normal,1480785839.0,0,1.0,main_w3_handler1,2758181,14481601,False,,41244,bed,378166,bed,8672852.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481346}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480785827.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:29:54.416664,86683.0,12.0
2016-12-03 17:19:05.490638,slurm_normal,1480786018.0,0,1.0,main_w3_handler1,2758181,14481593,False,,41244,bed,54770878,bed,8672861.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481338}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480786009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 17:32:23.280820,86683.0,9.0
2016-12-03 18:35:01.822428,slurm_normal,1480790291.0,0,1.0,main_w3_handler1,2758181,14481812,False,,41244,bed,29323247,bed,8673057.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27478083}]","[{'src': 'hda', 'id': 27481334}]","""1e-09""","""false""","""false""","""""",32.0,,33688736,1480790286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-03 18:42:17.892118,86683.0,5.0
2017-01-18 16:39:37.682150,slurm_normal,1484757585.0,0,1.0,main_w3_handler1,2788464,14802188,False,,5818096,bed,5777139,bed,8965217.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978940}]","[{'src': 'hda', 'id': 26904220}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484757580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:39:49.318039,66832.0,5.0
2017-01-18 16:52:02.260525,slurm_normal,1484758333.0,0,1.0,main_w3_handler0,2788464,14802319,False,,792607,bed,5777139,bed,8965561.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978939}]","[{'src': 'hda', 'id': 26904220}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:52:15.787883,66832.0,4.0
2017-01-18 16:46:54.640039,slurm_normal,1484758025.0,0,1.0,main_w4_handler1,2788464,14802274,False,,4606529,bed,4076024,bed,8965335.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27979036}]","[{'src': 'hda', 'id': 27978941}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:47:07.976794,66832.0,6.0
2017-01-18 16:52:03.561902,slurm_normal,1484758333.0,0,1.0,main_w3_handler1,2788464,14802321,False,,792607,bed,792607,bed,8965562.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978939}]","[{'src': 'hda', 'id': 27978939}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:52:14.327535,66832.0,4.0
2017-01-18 16:52:06.343347,slurm_normal,1484758335.0,0,1.0,main_w4_handler1,2788464,14802324,False,,792607,bed,729408,bed,8965565.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978939}]","[{'src': 'hda', 'id': 27979277}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:52:18.861955,66832.0,3.0
2017-01-18 16:52:04.975994,slurm_normal,1484758335.0,0,1.0,main_w3_handler0,2788464,14802322,False,,792607,bed,4076024,bed,8965563.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978939}]","[{'src': 'hda', 'id': 27978941}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:52:19.378411,66832.0,6.0
2017-01-18 16:52:03.003988,slurm_normal,1484758330.0,0,1.0,main_w4_handler1,2788464,14802320,False,,792607,bed,5768723,bed,8965560.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978939}]","[{'src': 'hda', 'id': 26904221}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:52:12.416297,66832.0,4.0
2017-01-18 16:52:05.700083,slurm_normal,1484758334.0,0,1.0,main_w4_handler1,2788464,14802323,False,,792607,bed,2730119,bed,8965564.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978939}]","[{'src': 'hda', 'id': 27979271}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:52:15.620037,66832.0,5.0
2017-01-18 16:46:05.295935,slurm_normal,1484757979.0,0,1.0,main_w3_handler0,2788464,14802259,False,,4606529,bed,8294574,bed,8965321.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27979036}]","[{'src': 'hda', 'id': 27979682}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484757971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:46:23.046725,66832.0,8.0
2017-01-18 16:46:53.685021,slurm_normal,1484758025.0,0,1.0,main_w3_handler1,2788464,14802273,False,,4606529,bed,792607,bed,8965336.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27979036}]","[{'src': 'hda', 'id': 27978939}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:47:09.550972,66832.0,6.0
2017-01-18 16:56:13.120320,slurm_normal,1484758583.0,0,1.0,main_w4_handler0,2788464,14802375,False,,2730119,bed,2730119,bed,8965604.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27979271}]","[{'src': 'hda', 'id': 27979271}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:56:27.573778,66832.0,5.0
2017-01-18 16:56:12.748581,slurm_normal,1484758616.0,0,1.0,main_w4_handler0,2788464,14802373,False,,2730119,bed,4076024,bed,8965603.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27979271}]","[{'src': 'hda', 'id': 27978941}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:56:58.914031,66832.0,36.0
2017-01-18 16:59:36.276187,slurm_normal,1484758821.0,0,1.0,main_w4_handler0,2788464,14802390,False,,729408,bed,4076024,bed,8965618.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27979277}]","[{'src': 'hda', 'id': 27978941}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 17:00:24.554766,66832.0,11.0
2017-01-18 16:56:12.269387,slurm_normal,1484758583.0,0,1.0,main_w4_handler1,2788464,14802371,False,,2730119,bed,5777139,bed,8965602.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27979271}]","[{'src': 'hda', 'id': 26904220}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 16:56:26.165205,66832.0,8.0
2017-01-18 17:02:29.763119,slurm_normal,1484758958.0,0,1.0,main_w4_handler1,2788464,14802403,False,,4076024,bed,4076024,bed,8965628.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27978941}]","[{'src': 'hda', 'id': 27978941}]","""1e-09""","""false""","""false""","""""",32.0,,34687145,1484758953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-18 17:02:40.983015,66832.0,5.0
2016-12-12 18:47:00.467741,slurm_normal,1481568427.0,0,1.0,main_w4_handler0,2927541,14555165,False,,11824,bed,62480,bed,8735087.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27600752}]","[{'src': 'hda', 'id': 27599874}]","""1e-09""","""false""","""false""","""""",32.0,,34806877,1481568423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-12 18:47:09.190993,,4.0
2016-12-13 12:37:20.088668,slurm_normal,1481632651.0,0,1.0,main_w4_handler0,2926644,14564170,False,,19536,bed,8805,bed,8743389.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27588266}]","[{'src': 'hda', 'id': 27588264}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481632646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-13 12:37:35.221602,96726.0,5.0
2016-12-08 23:55:25.286625,slurm_normal,1481241335.0,0,1.0,main_w4_handler0,2731876,14524376,False,,71446,bed,71910,bed,8706513.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27549910}]","[{'src': 'hda', 'id': 26929953}]","""1e-09""","""false""","""false""","""""",32.0,,34736055,1481241331.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-08 23:55:37.792047,85668.0,4.0
2016-12-12 17:39:42.899891,slurm_normal,1481564388.0,0,1.0,main_w4_handler1,2927541,14554436,False,,62480,bed,64724,bed,8734441.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27599874}]","[{'src': 'hda', 'id': 27599698}]","""1e-09""","""false""","""false""","""""",32.0,,34806877,1481564384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-12 17:39:49.678701,,4.0
2016-12-14 14:51:18.665139,slurm_normal,1481727096.0,0,1.0,main_w3_handler1,2926644,14575322,False,,8644,bed,11680,bed,8754627.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27632938}]","[{'src': 'hda', 'id': 27588256}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481727092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 14:51:38.133607,96726.0,4.0
2016-12-14 14:51:19.127882,slurm_normal,1481727096.0,0,1.0,main_w3_handler1,2926644,14575323,False,,8644,bed,13572,bed,8754628.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27632938}]","[{'src': 'hda', 'id': 27588260}]","""1e-09""","""false""","""false""","""""",32.0,,34797685,1481727092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-14 14:51:39.531586,96726.0,4.0
2016-12-10 19:57:56.247148,slurm_normal,1481399883.0,0,1.0,main_w4_handler1,2925695,14539887,False,,4470565,bed,1949978,bed,8722867.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27577539}]","[{'src': 'hda', 'id': 27577710}]","""1e-09""","""false""","""false""","""""",32.0,,34767301,1481399877.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-10 19:58:04.131496,93636.0,6.0
2016-12-10 21:14:06.215923,slurm_normal,1481404454.0,0,1.0,main_w3_handler1,2925695,14540241,False,,1597381,bed,1135062,bed,8723173.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27578867}]","[{'src': 'hda', 'id': 27578811}]","""1e-09""","""false""","""false""","""""",32.0,,34767301,1481404449.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2016-12-10 21:14:15.837537,93636.0,5.0
2017-01-19 18:29:29.180610,slurm_normal,1484850575.0,0,1.0,main_w4_handler1,2788464,14822442,False,,114267,bed,114267,bed,8983795.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28007107}]","[{'src': 'hda', 'id': 28007104}]","""1e-09""","""false""","""false""","""""",32.0,,35483211,1484850572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-19 18:29:36.800565,66832.0,3.0
2017-01-19 18:29:31.389627,slurm_normal,1484850579.0,0,1.0,main_w3_handler1,2788464,14822445,False,,114267,bed,114267,bed,8983798.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28007107}]","[{'src': 'hda', 'id': 28007107}]","""1e-09""","""false""","""false""","""""",32.0,,35483211,1484850576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.24.0,2.24.0,,2017-01-19 18:29:42.405810,66832.0,3.0
