chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.columns,parameters.dbkey,parameters.input,parameters.input.values,parameters.module,parameters.settings,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-04 19:00:23.835616,slurm_normal,1430766051.0,0,,1.0,main_w1_handler1,2264922,9390106,False,,1569,tabular,3722884.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""x_1:1""","""mm9""",19564656,,"""histogramdiscrete""","""x_axis_label:Breaks, x_axis_type:auto, x_axis_precision:1, y_axis_label:Density, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:false, x_axis_grid:false, y_axis_grid:true""",32.0,,22676591.0,1430766046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-05-04 19:00:52.958053,30313,5.0
,,2015-05-04 21:28:05.630891,slurm_normal,1430774910.0,0,,1.0,main_w2_handler0,2249934,9390890,False,Job output deleted by user before job completed.,86471,interval,3723584.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""y_1:8""","""hg18""",19563597,,"""boxplot""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:false, use_panels:false, x_axis_grid:false, y_axis_grid:true""",32.0,,22760714.0,1430774906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-05-04 21:28:37.614531,61506,4.0
,,2016-01-28 01:21:53.463086,slurm_normal,1453944139.0,0,,1.0,main_w2_handler1,2428024,11619323,False,,5177882,tabular,5883756.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""y_1:10""","""mm10""",21018867,,"""histogram""","""x_axis_label:Values, x_axis_type:auto, x_axis_precision:1, y_axis_label:Density, y_axis_type:f, y_axis_precision:5, show_legend:true, use_panels:false""",32.0,,26229815.0,1453944126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2016-01-28 01:22:22.840868,68538,13.0
,,2015-06-19 04:45:09.939676,slurm_normal,1434689156.0,0,,1.0,main_w2_handler1,2347950,9689530,False,,332703,vcf,3998691.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""x_1:4, y_1:5, z_1:2""","""?""",20064310,,"""heatmap""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:true, color_set:jet, url_template:""",32.0,,23703611.0,1434689142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-06-19 04:45:57.955972,65048,14.0
,,2015-05-05 06:24:17.329644,slurm_normal,1430807099.0,0,,1.0,main_w1_handler1,2251071,9394892,False,,390450,tabular,3726953.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""x_1:10, y_1:14, z_1:13""","""hg19""",19576497,,"""heatmap""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:true, color_set:jet, url_template:""",32.0,,22860419.0,1430807083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-05-05 06:25:04.960533,61579,16.0
,,2016-10-11 19:46:40.487355,slurm_normal,1476215767.0,0,,1.0,main_w4_handler0,2838922,14057489,False,,350030,sam,8274704.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""y_1:2""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53329c95a59071175'}]","""histogram""","""x_axis_label:Values, x_axis_type:auto, x_axis_precision:1, y_axis_label:Density, y_axis_type:f, y_axis_precision:5, show_legend:true, use_panels:false""",32.0,,33335753.0,1476215758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2016-10-11 19:56:22.755143,86000,9.0
,,2015-05-05 12:16:33.719302,slurm_normal,1430828213.0,0,,1.0,main_w1_handler1,2180330,9398829,False,,6141,tabular,3729883.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""y_1:1""","""?""",19577448,,"""boxplot""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:false, use_panels:false, x_axis_grid:false, y_axis_grid:true""",32.0,,22618366.0,1430828208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-05-05 12:16:57.641306,58303,5.0
,,2015-05-05 12:22:57.346035,slurm_normal,1430828656.0,0,,1.0,main_w1_handler1,2180330,9398861,False,,7016,tabular,3729913.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""y_1:8""","""?""",19577418,,"""boxplot""","""x_axis_label:X-axis, x_axis_type:d, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:p, y_axis_precision:1, show_legend:false, use_panels:false, x_axis_grid:false, y_axis_grid:true""",32.0,,22618366.0,1430828651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-05-05 12:24:19.177351,58303,5.0
,,2015-04-03 00:46:27.342204,slurm_normal,1428022007.0,0,,1.0,main_w2_handler1,1392633,9129330,False,,12736461,tabular,3413679.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""y_1:2""","""Homo_sapiens_nuHg19_mtrCRS""",19101445,,"""boxplot""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:false, use_panels:false, x_axis_grid:false, y_axis_grid:true""",32.0,,22191758.0,1428021999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-04-03 00:46:50.920857,33299,8.0
,,2015-04-03 14:41:42.686437,slurm_normal,1428072125.0,0,,1.0,main_w1_handler1,2254509,9134484,False,,7226476,tabular,3417701.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""y_1:10""","""mm10""",19129711,,"""boxplot""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:false, use_panels:false, x_axis_grid:false, y_axis_grid:true""",32.0,,22187613.0,1428072118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-04-03 14:42:07.142791,61737,7.0
