bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveRawCounts,parameters.output.showOutputSettings,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2566607036,2566607036,,,,,,,,,,,,,,,,,,,,,bam,2887101358.0,,,bam,2792362366.0,bam,,,,,,,,,,,,,bam,,,2016-12-01 11:50:22.359419,slurm_multi,1480593586.0,0,6.0,main_w4_handler2,2829536,14460875,False,,8655099,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27194617}, {'src': 'hda', 'id': 27194943}, {'src': 'hda', 'id': 27453404}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,34389533,1480593156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-12-01 11:59:48.086875,90821,430.0
2566607036,2566607036,,,,,,,,,,,,,,,,,,,,,bam,2887101358.0,,,bam,2792362366.0,bam,,,,,,,,,,,,,bam,,,2016-12-02 06:45:47.806401,slurm_multi,1480661764.0,0,6.0,main_w4_handler2,2829536,14469800,False,,8663364,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27194617}, {'src': 'hda', 'id': 27194943}, {'src': 'hda', 'id': 27453404}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,34383598,1480661287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-12-02 06:56:09.828939,90821,477.0
11863853180,11863853180,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,,,2016-12-04 20:04:41.439441,slurm_multi,1480956087.0,0,6.0,main_w4_handler2,2196193,14486470,False,,8681438,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27042777}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,,,no,"""""",32.0,,34593277,1480955475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-12-05 16:46:34.638216,37892,612.0
1323686550,1323686550,,,,,,,,,,,,,,,,,,,,,bam,1599786435.0,,,bam,1647359062.0,bam,,,,,,,,,,,,,bam,,,2017-01-19 02:09:26.548513,slurm_multi,1484792646.0,0,6.0,main_w4_handler2,2925695,14806440,False,,8969654,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27987428}, {'src': 'hda', 'id': 27987429}, {'src': 'hda', 'id': 27987807}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,no,"""""",32.0,,35201334,1484792475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-19 02:24:08.537980,93636,171.0
1309518898,1309518898,,,,,,,,,,,,,,,,,,,,,bam,1320250705.0,,,bam,1647359062.0,bam,,,,,,,,,,,,,bam,,,2017-01-19 03:08:43.713712,slurm_multi,1484795802.0,0,6.0,main_w3_handler2,2925858,14806649,False,,8969827,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27988013}, {'src': 'hda', 'id': 27988016}, {'src': 'hda', 'id': 27988017}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,no,"""""",32.0,,35201334,1484795604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-19 03:16:43.984256,93636,198.0
682512376,682512376,,,,,,,,,,,,,,,,,,,,,bam,851271301.0,,,bam,224337533.0,bam,216627530.0,bam,265437466.0,bam,209768722.0,bam,,,,,,,bam,,,2017-01-19 10:40:25.138443,slurm_multi,1484822844.0,0,6.0,main_w3_handler2,2714637,14813121,False,,8973574,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27990550}, {'src': 'hda', 'id': 27990552}, {'src': 'hda', 'id': 27990554}, {'src': 'hda', 'id': 27990557}, {'src': 'hda', 'id': 27990567}, {'src': 'hda', 'id': 27990569}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,pdf,false,yes,"""""",32.0,,35475609,1484822708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-19 10:47:25.682339,78873,136.0
696690407,696690407,,,,,,,,,,,,,,,,,,,,,bam,840704178.0,,,bam,236293596.0,bam,202505966.0,bam,203659452.0,bam,236837762.0,bam,,,,,,,bam,,,2017-01-19 10:53:27.132076,slurm_multi,1484823643.0,0,6.0,main_w4_handler2,2714637,14813169,False,,8974053,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27990551}, {'src': 'hda', 'id': 27990553}, {'src': 'hda', 'id': 27990555}, {'src': 'hda', 'id': 27990558}, {'src': 'hda', 'id': 27990568}, {'src': 'hda', 'id': 27990570}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,pdf,false,yes,"""""",32.0,,35475609,1484823507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-19 11:00:45.165188,78873,136.0
682512376,682512376,,,,,,,,,,,,,,,,,,,,,bam,851271301.0,,,bam,65341457.0,bam,98998359.0,bam,,,,,,,,,,,bam,,,2017-01-19 11:06:17.181617,slurm_multi,1484824358.0,0,6.0,main_w4_handler2,2714637,14813298,False,,8974532,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27990550}, {'src': 'hda', 'id': 27990552}, {'src': 'hda', 'id': 27990559}, {'src': 'hda', 'id': 27990561}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,pdf,false,yes,"""""",32.0,,35475609,1484824256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-19 11:12:40.514182,78873,102.0
682512376,682512376,108793791.0,bam,98998359.0,bam,129842454.0,bam,43531144.0,bam,25084329.0,bam,48527457.0,bam,61279788.0,bam,265437466.0,bam,203659452.0,bam,209768722.0,bam,bam,696690407.0,236837762.0,bam,bam,851271301.0,bam,840704178.0,bam,224337533.0,bam,236293596.0,bam,216627530.0,bam,202505966.0,bam,65341457.0,bam,bam,,,2017-01-19 09:40:48.636225,slurm_multi,1484819452.0,0,6.0,main_w3_handler2,2714637,14808578,False,,8971567,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27990550}, {'src': 'hda', 'id': 27990551}, {'src': 'hda', 'id': 27990552}, {'src': 'hda', 'id': 27990553}, {'src': 'hda', 'id': 27990554}, {'src': 'hda', 'id': 27990555}, {'src': 'hda', 'id': 27990557}, {'src': 'hda', 'id': 27990558}, {'src': 'hda', 'id': 27990559}, {'src': 'hda', 'id': 27990560}, {'src': 'hda', 'id': 27990561}, {'src': 'hda', 'id': 27990562}, {'src': 'hda', 'id': 27990563}, {'src': 'hda', 'id': 27990564}, {'src': 'hda', 'id': 27990565}, {'src': 'hda', 'id': 27990566}, {'src': 'hda', 'id': 27990567}, {'src': 'hda', 'id': 27990568}, {'src': 'hda', 'id': 27990569}, {'src': 'hda', 'id': 27990570}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,,,no,"""""",32.0,,35475609,1484819104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-19 09:50:53.383949,78873,348.0
682512376,682512376,,,,,,,,,,,,,,,,,,,,,bam,851271301.0,,,bam,224337533.0,bam,216627530.0,bam,265437466.0,bam,209768722.0,bam,,,,,,,bam,,,2017-01-19 10:11:17.130266,slurm_multi,1484821079.0,0,6.0,main_w3_handler2,2714637,14812202,False,,8972350,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27990550}, {'src': 'hda', 'id': 27990552}, {'src': 'hda', 'id': 27990554}, {'src': 'hda', 'id': 27990557}, {'src': 'hda', 'id': 27990567}, {'src': 'hda', 'id': 27990569}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,pdf,false,yes,"""""",32.0,,35475609,1484820937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-19 10:18:00.733896,78873,142.0
397059424,397059424,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,bam,,,2016-12-11 22:30:13.208665,slurm_multi,1481495558.0,0,6.0,main_w4_handler2,2886715,14544407,False,,8726729,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27585819}]","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0,,,no,"""""",32.0,,34149776,1481495511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-12-11 22:32:40.169442,94301,47.0
474865465,474865465,,,,,,,,,,,,,,,,,,,,,bam,397059424.0,,,bam,,,,,,,,,,,,,,,bam,,,2016-12-11 22:35:35.202155,slurm_multi,1481495904.0,0,6.0,main_w4_handler2,2886715,14544414,False,,8726748,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27585678}, {'src': 'hda', 'id': 27585819}]","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0,,,no,"""""",32.0,,34149776,1481495822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-12-11 22:38:25.940958,94301,82.0
474865465,474865465,,,,,,,,,,,,,,,,,,,,,bam,397059424.0,,,bam,381425464.0,bam,,,,,,,,,,,,,bam,,,2016-12-11 23:07:06.302311,slurm_multi,1481497808.0,0,6.0,main_w4_handler2,2886715,14544506,False,,8726850,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27585678}, {'src': 'hda', 'id': 27585819}, {'src': 'hda', 'id': 27586030}]","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0,,,no,"""""",32.0,,34149776,1481497712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-12-11 23:10:10.122322,94301,96.0
696690407,696690407,,,,,,,,,,,,,,,,,,,,,bam,840704178.0,,,bam,108793791.0,bam,129842454.0,bam,,,,,,,,,,,bam,,,2017-01-19 12:56:34.335907,slurm_multi,1484831019.0,0,6.0,main_w3_handler2,2714637,14818231,False,,8978340,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27990551}, {'src': 'hda', 'id': 27990553}, {'src': 'hda', 'id': 27990560}, {'src': 'hda', 'id': 27990562}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,pdf,false,yes,"""""",32.0,,35475609,1484830897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-19 13:03:41.581658,78873,122.0
682512376,682512376,,,,,,,,,,,,,,,,,,,,,bam,696690407.0,,,bam,43531144.0,bam,25084329.0,bam,48527457.0,bam,61279788.0,bam,,,,,,,bam,,,2017-01-19 13:26:12.252153,slurm_multi,1484832789.0,0,6.0,main_w4_handler2,2714637,14818393,False,,8979393,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27990550}, {'src': 'hda', 'id': 27990551}, {'src': 'hda', 'id': 27990563}, {'src': 'hda', 'id': 27990564}, {'src': 'hda', 'id': 27990565}, {'src': 'hda', 'id': 27990566}]","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,pdf,false,yes,"""""",32.0,,35475609,1484832677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-19 13:33:10.861043,78873,112.0
1718413041,1718413041,,,,,,,,,,,,,,,,,,,,,bam,1753778201.0,,,bam,1812893545.0,bam,2013653010.0,bam,2028209856.0,bam,1921636630.0,bam,906760565.0,bam,710822043.0,bam,,,bam,,,2017-01-20 16:35:08.693719,slurm_multi,1484931109.0,0,6.0,main_w4_handler2,2948021,14830345,False,,8990667,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27831963}, {'src': 'hda', 'id': 27831966}, {'src': 'hda', 'id': 27831977}, {'src': 'hda', 'id': 27831980}, {'src': 'hda', 'id': 27831981}, {'src': 'hda', 'id': 27832002}, {'src': 'hda', 'id': 27832014}, {'src': 'hda', 'id': 27832017}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,png,false,yes,"""""",32.0,,35204014,1484930421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-20 16:51:52.179286,71689,688.0
2856481844,2856481844,,,,,,,,,,,,,,,,,,,,,bam,2851560791.0,,,bam,2509090951.0,bam,2040557028.0,bam,899385838.0,bam,1213951825.0,bam,,,,,,,bam,,,2017-01-20 16:38:26.998797,slurm_multi,1484933467.0,0,6.0,main_w3_handler2,2950831,14830360,False,,8990867,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27859774}, {'src': 'hda', 'id': 27859780}, {'src': 'hda', 'id': 27859785}, {'src': 'hda', 'id': 27859788}, {'src': 'hda', 'id': 27859792}, {'src': 'hda', 'id': 27859817}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,35204014,1484932523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-20 17:31:09.643008,71689,944.0
2366418162,2366418162,1912331438.0,bam,1831316661.0,bam,2079327255.0,bam,1588118618.0,bam,2173569619.0,bam,2143036962.0,bam,2409559404.0,bam,,,,,,,bam,2725733773.0,,,bam,1870020694.0,bam,1302464421.0,bam,1683074448.0,bam,1582314956.0,bam,2103288255.0,bam,2253171650.0,bam,2403484421.0,bam,bam,,,2016-12-14 01:43:25.774349,slurm_multi,1481680313.0,0,6.0,main_w3_handler2,2928996,14570788,False,,8749831,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27624348}, {'src': 'hda', 'id': 27624349}, {'src': 'hda', 'id': 27624350}, {'src': 'hda', 'id': 27624351}, {'src': 'hda', 'id': 27624352}, {'src': 'hda', 'id': 27624353}, {'src': 'hda', 'id': 27624354}, {'src': 'hda', 'id': 27624355}, {'src': 'hda', 'id': 27624357}, {'src': 'hda', 'id': 27624358}, {'src': 'hda', 'id': 27624359}, {'src': 'hda', 'id': 27624360}, {'src': 'hda', 'id': 27624361}, {'src': 'hda', 'id': 27624362}, {'src': 'hda', 'id': 27624363}, {'src': 'hda', 'id': 27624364}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,pdf,false,yes,"""""",32.0,,34228129,1481679982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-12-14 01:51:56.275845,84384,331.0
2856481844,2856481844,,,,,,,,,,,,,,,,,,,,,bam,2851560791.0,,,bam,2509090951.0,bam,2040557028.0,bam,899385838.0,bam,1213951825.0,bam,,,,,,,bam,,,2017-01-20 17:59:41.588640,slurm_multi,1484938971.0,0,6.0,main_w3_handler2,2950831,14830900,False,,8991585,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27859774}, {'src': 'hda', 'id': 27859780}, {'src': 'hda', 'id': 27859785}, {'src': 'hda', 'id': 27859788}, {'src': 'hda', 'id': 27859792}, {'src': 'hda', 'id': 27859817}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,no,"""""",32.0,,35204014,1484938054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-20 19:02:53.689817,71689,917.0
2476856463,2476856463,,,,,,,,,,,,,,,,,,,,,bam,3350194253.0,,,bam,,,,,,,,,,,,,,,bam,,,2016-12-16 08:33:53.026873,slurm_multi,1481877495.0,0,6.0,main_w4_handler2,2930898,14590752,False,,8769432,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27657218}, {'src': 'hda', 'id': 27657219}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,no,"""""",32.0,,34885350,1481877334.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-12-16 08:38:18.332633,10211,161.0
2476856463,2476856463,,,,,,,,,,,,,,,,,,,,,bam,3350194253.0,,,bam,,,,,,,,,,,,,,,bam,,,2016-12-16 08:49:39.865334,slurm_multi,1481880006.0,0,6.0,main_w4_handler2,2930898,14590885,False,,8769813,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27657218}, {'src': 'hda', 'id': 27657219}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,no,"""""",32.0,,34885350,1481879968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-12-16 09:20:08.331511,10211,38.0
2476856463,2476856463,,,,,,,,,,,,,,,,,,,,,bam,3350194253.0,,,bam,,,,,,,,,,,,,,,bam,,,2016-12-16 10:13:42.538965,slurm_multi,1481883439.0,0,6.0,main_w3_handler2,2930898,14591338,False,,8769999,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27657218}, {'src': 'hda', 'id': 27657219}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,no,"""""",32.0,,34885350,1481883328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-12-16 10:17:21.031892,10211,111.0
3423001145,3423001145,3592907190.0,bam,2949023545.0,bam,2790876601.0,bam,3199219583.0,bam,3648856122.0,bam,3876278293.0,bam,3994796291.0,bam,,,,,,,bam,3364857654.0,,,bam,3115509907.0,bam,3006515373.0,bam,2917390154.0,bam,3179900716.0,bam,2760786850.0,bam,4174534090.0,bam,3330739739.0,bam,bam,,,2016-12-14 16:06:33.143392,slurm_multi,1481732155.0,0,6.0,main_w3_handler2,2388324,14576086,False,,8755496,slurm,,132112168.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 27536614}, {'src': 'hda', 'id': 27539074}, {'src': 'hda', 'id': 27539596}, {'src': 'hda', 'id': 27595308}, {'src': 'hda', 'id': 27595401}, {'src': 'hda', 'id': 27595462}, {'src': 'hda', 'id': 27596732}, {'src': 'hda', 'id': 27596733}, {'src': 'hda', 'id': 27597290}, {'src': 'hda', 'id': 27597291}, {'src': 'hda', 'id': 27597772}, {'src': 'hda', 'id': 27597897}, {'src': 'hda', 'id': 27630179}, {'src': 'hda', 'id': 27630491}, {'src': 'hda', 'id': 27634074}, {'src': 'hda', 'id': 27634075}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,svg,false,yes,"""""",32.0,,34695148,1481731718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2016-12-14 16:15:58.330458,64160,437.0
4318968190,4318968190,,,,,,,,,,,,,,,,,,,,,bam,4672050887.0,,,bam,4024081180.0,bam,4906848100.0,bam,,,,,,,,,,,bam,,,2017-01-21 13:44:04.511482,slurm_multi,1485006935.0,0,6.0,main_w4_handler2,2955340,14835293,False,,8995590,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27926559}, {'src': 'hda', 'id': 27926560}, {'src': 'hda', 'id': 27926562}, {'src': 'hda', 'id': 27926563}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,png,false,yes,"""""",32.0,,35421683,1485006551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-21 13:55:37.399928,73725,384.0
2063324745,2063324745,,,,,,,,,,,,,,,,,,,,,bam,5996710046.0,,,bam,5526060522.0,bam,3841202757.0,bam,2726973092.0,bam,1614869774.0,bam,3031771501.0,bam,3371151966.0,bam,3713942785.0,bam,bam,,,2017-03-23 14:12:28.989075,slurm_multi,1490281214.0,0,6.0,main_w3_handler2,3040492,15376050,False,,9514396,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28880115}, {'src': 'hda', 'id': 28880337}, {'src': 'hda', 'id': 28880399}, {'src': 'hda', 'id': 28881046}, {'src': 'hda', 'id': 28882444}, {'src': 'hda', 'id': 28882968}, {'src': 'hda', 'id': 28884255}, {'src': 'hda', 'id': 28884263}, {'src': 'hda', 'id': 28886305}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,pdf,false,yes,"""""",32.0,,35868784,1490280631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-03-23 15:00:16.355045,91117,583.0
283558704,283558704,,,,,,,,,,,,,,,,,,,,,bam,224092462.0,,,bam,35982769.0,bam,,,,,,,,,,,,,bam,,,2017-03-23 14:53:56.087284,slurm_multi,1490282027.0,0,6.0,main_w3_handler2,3042817,15376468,False,,9514657,slurm,,132111800.0,corral-repl,,0,no,,,,"[{'src': 'hda', 'id': 28894582}, {'src': 'hda', 'id': 28894583}, {'src': 'hda', 'id': 28894585}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,no,"""chr9""",32.0,,36750139,1490281892.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-03-23 15:13:48.578283,66345,135.0
650675318,650675318,,,,,,,,,,,,,,,,,,,,,bam,667405325.0,,,bam,,,,,,,,,,,,,,,bam,,,2017-01-22 14:15:19.262662,slurm_multi,1485097244.0,0,6.0,main_w4_handler2,2960882,14839551,False,,8999952,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28029265}, {'src': 'hda', 'id': 28029305}]","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""",0,,,no,"""""",32.0,,35485871,1485095088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-01-22 15:00:46.233665,98393,2156.0
1760323194,1760323194,,,,,,,,,,,,,,,,,,,,,bam,1658221682.0,,,bam,1567938569.0,bam,,,,,,,,,,,,,bam,,,2017-03-23 14:36:21.739921,slurm_multi,1490282785.0,0,6.0,main_w4_handler2,3038581,15376251,False,,9514756,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28885390}, {'src': 'hda', 'id': 28885410}, {'src': 'hda', 'id': 28885415}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,no,"""""",32.0,,36811693,1490282603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-03-23 15:26:31.618316,78191,182.0
1030357977,1030357977,,,,,,,,,,,,,,,,,,,,,bam,1066886549.0,,,bam,1115241895.0,bam,415134102.0,bam,1196482043.0,bam,900875648.0,bam,,,,,,,bam,,,2017-03-23 15:59:07.585710,slurm_multi,1490294652.0,0,6.0,main_w4_handler2,2926599,15377232,False,,9516514,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27587902}, {'src': 'hda', 'id': 27587903}, {'src': 'hda', 'id': 27587905}, {'src': 'hda', 'id': 27713606}, {'src': 'hda', 'id': 27713944}, {'src': 'hda', 'id': 27713945}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,no,"""""",32.0,,36791073,1490293679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/2.3.6.0,2.3.6.0,,2017-03-23 19:09:36.584090,93636,973.0
