create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,memtotal,object_store_id,param_filename,parameters.advancedOpt.__current_case__,parameters.advancedOpt.alpha,parameters.advancedOpt.averageTypeSummaryPlot,parameters.advancedOpt.colorList,parameters.advancedOpt.colorMap,parameters.advancedOpt.endLabel,parameters.advancedOpt.heatmapHeight,parameters.advancedOpt.heatmapWidth,parameters.advancedOpt.missingDataColor,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotTitle,parameters.advancedOpt.referencePointLabel,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.startLabel,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.whatToShow,parameters.advancedOpt.xAxisLabel,parameters.advancedOpt.yAxisLabel,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.advancedOpt.zMax,parameters.advancedOpt.zMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.dpi,parameters.output.outFileFormat,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-18 03:50:05.061027,slurm_normal,1476762965.0,0,1.0,main_w4_handler0,2845126,14104439,False,,8319388.roundup,slurm,,223381,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],,25.0,7.5,black,false,,,,,yes,descend,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef2af6189569b081'}]",1,600,png,true,true,yes,32.0,,33775096,1476762916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 03:56:09.996486,24624,49.0
2016-10-18 10:06:18.018859,slurm_normal,1476786220.0,0,1.0,main_w3_handler0,2408954,14106430,False,,8321375.roundup,slurm,,806424,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['Blues'],TES,25.0,7.5,black,false,H3K27ac 48hpf,0,,,yes,no,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from peak center,average,,,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f2a44c37857a0fb6'}]",0,,,,,no,32.0,,33225411,1476786184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 10:23:44.688239,65481,36.0
2016-10-18 10:01:36.420560,slurm_normal,1476785891.0,0,1.0,main_w4_handler0,2408954,14106399,False,,8321241.roundup,slurm,,809952,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['Blues'],TES,25.0,7.5,black,false,H3K27ac 24hpf,0,,,yes,no,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from peak center,average,,,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5076be9e8f3a31486'}]",0,,,,,no,32.0,,33225411,1476785706.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 10:18:13.333026,65481,185.0
2016-10-18 15:03:25.281113,slurm_normal,1476807888.0,0,1.0,main_w4_handler1,2859384,14109361,False,,8324476.roundup,slurm,,5111,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],end,25.0,7.5,black,true,,TSS,,215.2 215.3 20.1 20.2,yes,descend,mean,start,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from start (bp),regions,,,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4322e967d6cc4c8'}]",0,,,,,no,32.0,,33519497,1476807557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 16:24:56.232150,77683,331.0
2016-10-18 15:03:24.047172,slurm_normal,1476807067.0,0,1.0,main_w4_handler0,2859384,14109360,False,,8324348.roundup,slurm,,4806,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],end,25.0,7.5,black,true,,TSS,,215.2 215.3 20.1 20.2,yes,descend,mean,start,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from start (bp),regions,,,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b551094107cdcbdb69'}]",0,,,,,no,32.0,,33519497,1476806994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 16:11:52.542663,77683,73.0
2016-10-18 15:03:27.554864,slurm_normal,1476808091.0,0,1.0,main_w4_handler0,2859384,14109363,False,,8324527.roundup,slurm,,23632,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],end,25.0,7.5,black,true,,TSS,,215.2 215.3 20.1 20.2,yes,descend,mean,start,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from start (bp),regions,,,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed809ee25518c0e2'}]",0,,,,,no,32.0,,33519497,1476807887.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 16:28:51.267703,77683,204.0
2016-10-18 15:03:18.296777,slurm_normal,1476805333.0,0,1.0,main_w4_handler1,2859384,14109357,False,,8323951.roundup,slurm,,7512,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],end,25.0,7.5,black,true,,TSS,,215.2 215.3 20.1 20.2,yes,descend,mean,start,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from start (bp),regions,,,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ceef5436f35636f'}]",0,,,,,no,32.0,,33519497,1476804853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 15:42:40.966794,77683,480.0
2016-10-18 15:03:16.799407,slurm_normal,1476805820.0,0,1.0,main_w3_handler1,2859384,14109356,False,,8324051.roundup,slurm,,3283410,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],end,25.0,7.5,black,true,,TSS,,215.2 215.3 20.1 20.2,yes,descend,mean,start,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from start (bp),regions,,,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b597e7c81da6017058'}]",0,,,,,no,32.0,,33519497,1476805638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 15:51:02.833772,77683,182.0
2016-10-18 15:03:22.248362,slurm_normal,1476806096.0,0,1.0,main_w3_handler1,2859384,14109359,False,,8324161.roundup,slurm,,25690,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],end,25.0,7.5,black,true,,TSS,,215.2 215.3 20.1 20.2,yes,descend,mean,start,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from start (bp),regions,,,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb03625d20913ae4'}]",0,,,,,no,32.0,,33519497,1476805995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 15:57:43.720214,77683,101.0
2016-10-18 15:03:20.626168,slurm_normal,1476807037.0,0,1.0,main_w3_handler1,2859384,14109358,False,,8324341.roundup,slurm,,60591,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],end,25.0,7.5,black,true,,TSS,,215.2 215.3 20.1 20.2,yes,descend,mean,start,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from start (bp),regions,,,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f00d7f38083b85ec'}]",0,,,,,no,32.0,,33519497,1476806991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 16:11:08.382290,77683,46.0
2016-10-18 21:30:33.560907,slurm_normal,1476826557.0,0,1.0,main_w4_handler0,2672771,14112342,False,,8327082.roundup,slurm,,2024700,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['Purples'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b531a8fcff245e76c8'}]",1,200,pdf,false,false,yes,32.0,,33196844,1476826483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 21:36:07.952848,54046,74.0
2016-10-18 21:31:27.947115,slurm_normal,1476826874.0,0,1.0,main_w3_handler0,2835343,14112364,False,,8327125.roundup,slurm,,276253,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55a42712a0ed2a24f'}]",0,,,,,no,32.0,,33659886,1476826808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 21:42:50.882644,61250,66.0
2016-10-18 21:31:04.916022,slurm_normal,1476826807.0,0,1.0,main_w3_handler0,2672771,14112346,False,,8327108.roundup,slurm,,2599400,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['Purples'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac142a9f53843751'}]",1,200,pdf,false,false,yes,32.0,,33196844,1476826752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 21:41:01.098925,54046,55.0
2016-10-18 19:57:19.664678,slurm_normal,1476821768.0,0,1.0,main_w4_handler1,2859384,14111774,False,,8326398.roundup,slurm,,1699299,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],end,25.0,7.5,black,true,,TSS,,,yes,descend,mean,start,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from start (bp),regions,,,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59942c44a3afd2a9d'}]",0,,,,,no,32.0,,33519497,1476821731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 20:16:12.776750,77683,37.0
2016-10-18 19:57:20.582596,slurm_normal,1476822567.0,0,1.0,main_w3_handler0,2859384,14111776,False,,8326458.roundup,slurm,,1725278,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],end,25.0,7.5,black,true,,TSS,,,yes,descend,mean,start,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from start (bp),regions,,,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b543e47f108749ff26'}]",0,,,,,no,32.0,,33519497,1476822508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 20:29:57.207990,77683,59.0
2016-10-18 19:57:20.217601,slurm_normal,1476823003.0,0,1.0,main_w4_handler0,2859384,14111775,False,,8326480.roundup,slurm,,1721282,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],end,25.0,7.5,black,true,,TSS,,,yes,descend,mean,start,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from start (bp),regions,,,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e0d27675ef851a7'}]",0,,,,,no,32.0,,33519497,1476822892.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 20:36:49.311203,77683,111.0
2016-10-18 19:57:20.953233,slurm_normal,1476823613.0,0,1.0,main_w4_handler1,2859384,14111777,False,,8326617.roundup,slurm,,1697744,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],end,25.0,7.5,black,true,,TSS,,,yes,descend,mean,start,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from start (bp),regions,,,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9c4a1f0843eb616'}]",0,,,,,no,32.0,,33519497,1476823572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 20:47:07.866427,77683,41.0
2016-10-18 17:18:08.668148,slurm_normal,1476811890.0,0,1.0,main_w4_handler0,2845126,14110813,False,,8325169.roundup,slurm,,24579,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],,25.0,7.5,black,false,,,,,yes,descend,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",,,,,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3a4a54ef0628e65'}]",1,300,png,true,true,yes,32.0,,33786220,1476811787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 17:32:09.035552,24624,103.0
2016-10-18 17:24:34.334070,slurm_normal,1476812505.0,0,1.0,main_w3_handler0,2845126,14110861,False,,8325285.roundup,slurm,,24625,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],,25.0,7.5,black,false,,,,,yes,descend,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",,,,,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569a285c64f3a04e6'}]",1,300,png,true,true,yes,32.0,,33786220,1476812468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-18 17:42:08.173887,24624,37.0
2016-10-19 14:26:52.038051,slurm_normal,1476887588.0,0,1.0,main_w4_handler0,2758228,14119057,False,,8333700.roundup,slurm,,7136646,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],+1 kb,25.0,7.5,black,false,,Center of Peak,,,yes,descend,mean,-1 kb,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa7d865c5fec10e0'}]",1,200,png,false,false,yes,32.0,,33646174,1476887400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 14:33:11.629833,76865,188.0
2016-10-19 16:37:38.803937,slurm_normal,1476895585.0,0,1.0,main_w3_handler1,2113047,14120118,False,,8334705.roundup,slurm,,1359760,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,2,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5260c31bccbaec1f0'}]",0,,,,,no,32.0,,32969399,1476895456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 16:46:30.808513,55663,129.0
2016-10-19 17:12:56.582526,slurm_normal,1476897485.0,0,1.0,main_w3_handler0,2113047,14120391,False,,8334978.roundup,slurm,,846485,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c40176b91bc7041f'}]",0,,,,,no,32.0,,32969399,1476897468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 17:18:07.512897,55663,17.0
2016-10-19 16:47:14.465508,slurm_normal,1476896187.0,0,1.0,main_w4_handler0,2113047,14120187,False,,8334780.roundup,slurm,,1359760,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,3,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5260c31bccbaec1f0'}]",0,,,,,no,32.0,,32969399,1476896060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 16:56:29.411541,55663,127.0
2016-10-19 16:11:27.710439,slurm_normal,1476894220.0,0,1.0,main_w4_handler1,2739523,14119803,False,,8334518.roundup,slurm,,31210,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,0,,H3K4me3WT H3K4me3KO,yes,descend,mean,TSS,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from center (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5283da3fc75fb91b7'}]",1,200,png,false,true,yes,32.0,,32940287,1476894187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 16:23:44.453430,36650,33.0
2016-10-19 16:32:10.126745,slurm_normal,1476894978.0,0,1.0,main_w3_handler1,2739523,14120045,False,,8334650.roundup,slurm,,31210,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,true,,center,,H3K4me3WT H3K4meKO,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from center (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5283da3fc75fb91b7'}]",1,200,png,false,true,yes,32.0,,32940287,1476894963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 16:36:22.155587,36650,15.0
2016-10-19 19:34:26.329392,slurm_normal,1476906064.0,0,1.0,main_w3_handler1,2672771,14121683,False,,8336340.roundup,slurm,,2599400,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['Oranges'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac142a9f53843751'}]",1,200,pdf,false,false,yes,32.0,,33806284,1476906046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 19:41:05.566668,54046,18.0
2016-10-19 19:59:27.531761,slurm_normal,1476907662.0,0,1.0,main_w4_handler0,2113047,14121997,False,,8336644.roundup,slurm,,303116,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8c6645b04f98185'}]",0,,,,,no,32.0,,32969399,1476907632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 20:07:45.992802,55663,30.0
2016-10-19 20:10:22.453019,slurm_normal,1476908303.0,0,1.0,main_w4_handler0,2113047,14122133,False,,8336794.roundup,slurm,,303116,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,3,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8c6645b04f98185'}]",0,,,,,no,32.0,,32969399,1476908170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 20:18:27.987474,55663,133.0
2016-10-19 20:10:45.881611,slurm_normal,1476908686.0,0,1.0,main_w3_handler0,2113047,14122140,False,,8336829.roundup,slurm,,303116,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,2,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8c6645b04f98185'}]",0,,,,,no,32.0,,32969399,1476908311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 20:24:48.898432,55663,375.0
2016-10-19 20:10:06.768822,slurm_normal,1476908297.0,0,1.0,main_w3_handler0,2113047,14122132,False,,8336819.roundup,slurm,,303116,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8c6645b04f98185'}]",0,,,,,no,32.0,,32969399,1476908255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 20:18:19.050375,55663,42.0
2016-10-19 20:36:14.733544,slurm_normal,1476910454.0,0,1.0,main_w3_handler0,2113047,14122730,False,,8337344.roundup,slurm,,335182,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,1.0,hclust,,2,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59789b05058499999'}]",0,,,,,no,32.0,,32969399,1476910284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 20:54:16.340255,55663,170.0
2016-10-19 20:35:59.229332,slurm_normal,1476910488.0,0,1.0,main_w4_handler1,2113047,14122727,False,,8337242.roundup,slurm,,335182,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59789b05058499999'}]",0,,,,,no,32.0,,32969399,1476909937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 20:54:55.070806,55663,551.0
2016-10-19 21:21:14.801767,slurm_normal,1476912598.0,0,1.0,main_w4_handler0,2113047,14123105,False,,8337697.roundup,slurm,,296785,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55092b988bf92d7c5'}]",0,,,,,no,32.0,,33615554,1476912433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.5.0,2.3.5.0,,2016-10-19 21:30:04.405655,55663,165.0
