chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_bam.values,parameters.lower_limit,parameters.upper_limit,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-03 16:55:45.404764,slurm_normal,1509728349.0,0,,1.0,main_w4_handler0,3215281,17320031,False,,2244721820,bam,11380104,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32013263}]","""""","""""",32.0,,41735235.0,1509728196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-03 16:59:28.868811,107752.0,153.0
,,2017-11-03 16:55:52.897890,slurm_normal,1509728745.0,0,,1.0,main_w3_handler1,3215281,17320043,False,,2735390636,bam,11380207,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32013274}]","""""","""""",32.0,,41735235.0,1509728572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-03 17:05:57.424553,107752.0,173.0
,,2017-11-03 16:55:50.790089,slurm_normal,1509728676.0,0,,1.0,main_w4_handler0,3215281,17320040,False,,1917905452,bam,11380196,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32013271}]","""""","""""",32.0,,41735235.0,1509728541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-03 17:04:47.241088,107752.0,135.0
,,2017-11-03 16:55:52.286010,slurm_normal,1509728725.0,0,,1.0,main_w4_handler0,3215281,17320042,False,,2233749809,bam,11380204,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32013273}]","""""","""""",32.0,,41735235.0,1509728567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-03 17:05:34.176466,107752.0,158.0
,,2017-11-03 16:55:44.840140,slurm_normal,1509728357.0,0,,1.0,main_w3_handler1,3215281,17320030,False,,2090703130,bam,11380100,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32013262}]","""""","""""",32.0,,41735235.0,1509728190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-03 16:59:32.231482,107752.0,167.0
,,2017-11-03 16:55:47.998657,slurm_normal,1509728340.0,0,,1.0,main_w4_handler1,3215281,17320035,False,,2225097656,bam,11380094,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32013267}]","""""","""""",32.0,,41735235.0,1509728184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-03 16:59:06.967995,107752.0,156.0
,,2017-11-03 16:55:46.873783,slurm_normal,1509728572.0,0,,1.0,main_w4_handler0,3215281,17320033,False,,2513278284,bam,11380163,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32013265}]","""""","""""",32.0,,41735235.0,1509728402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-03 17:03:19.653367,107752.0,170.0
,,2017-11-03 16:55:51.314256,slurm_normal,1509728536.0,0,,1.0,main_w3_handler1,3215281,17320041,False,,2186629100,bam,11380164,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32013272}]","""""","""""",32.0,,41735235.0,1509728404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-03 17:02:26.610672,107752.0,132.0
,,2017-11-04 16:35:09.316810,slurm_normal,1509813461.0,0,,1.0,main_w3_handler1,3215281,17328055,False,,2057586181,bam,11389638,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32065352}]","""""","""""",32.0,,41753409.0,1509813327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-04 16:37:45.083574,107752.0,134.0
,,2018-01-09 16:38:17.318343,slurm_normal,1515516494.0,0,,1.0,main_w4_handler1,2922150,17983865,False,,2635078340,bam,12060049,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29223390}]","""0""","""1000""",32.0,,41648724.0,1515516399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2018-01-09 16:48:17.223170,46988.0,95.0
,,2017-11-09 08:35:01.368707,slurm_normal,1510216537.0,0,,1.0,main_w4_handler0,3300893,17393014,False,,20896802,bam,11454816,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32153619}]","""""","""""",32.0,,41838004.0,1510216520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-09 08:35:43.761359,114568.0,17.0
,,2017-11-09 08:35:02.423475,slurm_normal,1510216587.0,0,,1.0,main_w3_handler0,3300893,17393016,False,,216999716,bam,11454822,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32153621}]","""""","""""",32.0,,41838004.0,1510216559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-09 08:36:34.885316,114568.0,28.0
,,2017-11-09 08:35:01.860002,slurm_normal,1510216534.0,0,,1.0,main_w4_handler0,3300893,17393015,False,,66375887,bam,11454819,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32153620}]","""""","""""",32.0,,41838004.0,1510216523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-09 08:35:38.776441,114568.0,11.0
,,2017-11-09 08:34:59.435379,slurm_normal,1510216531.0,0,,1.0,main_w4_handler1,3300893,17393010,False,,8432318,bam,11454820,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32153616}]","""""","""""",32.0,,41838004.0,1510216523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-09 08:35:38.366493,114568.0,8.0
,,2017-11-09 08:35:00.625050,slurm_normal,1510216537.0,0,,1.0,main_w3_handler1,3300893,17393013,False,,82684553,bam,11454817,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32153618}]","""""","""""",32.0,,41838004.0,1510216520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-09 08:35:43.544544,114568.0,17.0
,,2017-11-09 08:34:59.962981,slurm_normal,1510216562.0,0,,1.0,main_w4_handler1,3300893,17393012,False,,25874680,bam,11454821,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32153617}]","""""","""""",32.0,,41838004.0,1510216555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-09 08:36:08.944466,114568.0,7.0
,,2018-01-30 12:04:34.260075,slurm_normal,1517314217.0,0,,1.0,main_w4_handler1,3387452,18199720,False,,8750742163,bam,12280492,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33344910}]","""30""","""300""",32.0,,43543943.0,1517313888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2018-01-30 12:10:22.049370,119628.0,329.0
,,2017-11-13 21:30:52.105560,slurm_normal,1510613945.0,0,,1.0,main_w3_handler1,3323573,17443201,False,,227154535,bam,11502755,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32291787}]","""""","""""",32.0,,41322734.0,1510613909.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-13 22:59:07.920583,100013.0,36.0
,,2017-11-16 00:15:30.361814,slurm_normal,1510791431.0,0,,1.0,main_w4_handler1,3324146,17476337,False,,2090220185,bam,11533504,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 32333244}]","""""","""""",32.0,,40238625.0,1510791349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-16 00:17:19.149884,39888.0,82.0
,,2018-01-11 21:33:22.985029,slurm_normal,1515706514.0,0,,1.0,main_w3_handler0,2922150,18007618,False,,2246667034,bam,12084835,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 33271075}]","""0""","""1000""",32.0,,41648724.0,1515706406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2018-01-11 21:35:15.648085,46988.0,108.0
,,2017-11-17 18:33:59.614488,slurm_normal,1510943935.0,0,,1.0,main_w4_handler0,3307877,17496245,False,,2179772284,bam,11555367,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32375040}]","""""","""""",32.0,,41501377.0,1510943823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-17 18:38:59.126715,105071.0,112.0
,,2017-11-17 18:33:59.192945,slurm_normal,1510943984.0,0,,1.0,main_w3_handler1,3307877,17496244,False,,2248090769,bam,11555375,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32367746}]","""""","""""",32.0,,41501377.0,1510943878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-17 18:39:48.352507,105071.0,106.0
,,2017-11-17 18:34:00.614586,slurm_normal,1510943942.0,0,,1.0,main_w4_handler1,3307877,17496247,False,,2288069974,bam,11555371,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32375044}]","""""","""""",32.0,,41501377.0,1510943835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-17 18:39:07.106654,105071.0,107.0
,,2017-11-20 04:02:47.623651,slurm_normal,1511150787.0,0,,1.0,main_w4_handler1,3073861,17512719,False,,4932652163,bam,11572573,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32393975}]","""""","""""",32.0,,41631024.0,1511150571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-20 04:06:29.282087,104129.0,216.0
,,2017-11-20 04:03:12.486769,slurm_normal,1511150845.0,0,,1.0,main_w4_handler1,3073861,17512722,False,,4603880145,bam,11572577,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32393977}]","""""","""""",32.0,,41631024.0,1511150595.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-20 04:07:26.683040,104129.0,250.0
,,2017-11-20 07:48:05.011361,slurm_normal,1511164264.0,0,,1.0,main_w3_handler0,3073861,17514232,False,,3816007907,bam,11574019,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32409572}]","""""","""""",32.0,,41631024.0,1511164088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-20 07:51:06.639535,104129.0,176.0
,,2017-11-20 07:47:54.830322,slurm_normal,1511164298.0,0,,1.0,main_w4_handler0,3073861,17514230,False,,4086724617,bam,11574017,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32409521}]","""""","""""",32.0,,41631024.0,1511164079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-20 07:51:40.268302,104129.0,219.0
,,2017-11-21 15:13:55.442037,slurm_normal,1511277648.0,0,,1.0,main_w3_handler1,3296573,17537534,False,,6137527215,bam,11596497,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 31899666}]","""""","""""",32.0,,42148836.0,1511277318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-21 15:20:51.225641,43522.0,330.0
,,2018-01-12 18:17:44.928209,slurm_normal,1515781128.0,0,,1.0,main_w3_handler1,2922150,18019610,False,,1741200266,bam,12096972,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 33290092}]","""0""","""1000""",32.0,,41648724.0,1515781070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2018-01-12 18:18:50.679367,46988.0,58.0
,,2018-01-12 18:33:19.187675,slurm_normal,1515782125.0,0,,1.0,main_w4_handler1,2922150,18019763,False,,2314157490,bam,12097156,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29226043}]","""0""","""1000""",32.0,,41648724.0,1515782005.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2018-01-12 18:35:27.413954,46988.0,120.0
,,2017-11-23 12:16:46.963283,slurm_normal,1511439448.0,0,,1.0,main_w3_handler0,2482246,17561144,False,,290960447,bam,11622121,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32491742}]","""""","""""",32.0,,42209352.0,1511439417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-23 12:17:30.635134,27328.0,31.0
,,2017-11-23 12:19:43.032380,slurm_normal,1511439610.0,0,,1.0,main_w3_handler0,2482246,17561165,False,,290960447,bam,11622144,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32491742}]","""0""","""1100""",32.0,,42209352.0,1511439588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-23 12:20:12.142450,27328.0,22.0
,,2017-11-24 08:56:45.563259,slurm_normal,1511513832.0,0,,1.0,main_w4_handler1,2482246,17569854,False,,205833280,bam,11632117,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32494301}]","""""","""""",32.0,,42209352.0,1511513810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-24 08:57:14.265461,27328.0,22.0
,,2017-11-24 14:48:55.827400,slurm_normal,1511534988.0,0,,1.0,main_w3_handler0,2482246,17573229,False,,1438003421,bam,11635597,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32512333}]","""0""","""1000""",32.0,,42209352.0,1511534947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-24 14:49:52.769807,27328.0,41.0
,,2017-11-24 14:49:17.013840,slurm_normal,1511535021.0,0,,1.0,main_w3_handler0,2482246,17573230,False,,1216738903,bam,11635608,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32512530}]","""0""","""1000""",32.0,,42209352.0,1511534964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-24 14:50:25.924195,27328.0,57.0
,,2017-11-25 10:18:58.553051,slurm_normal,1511606271.0,0,,1.0,main_w4_handler1,3336481,17577555,False,,1362569468,bam,11640118,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32523853}]","""""","""""",32.0,,42229584.0,1511606217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-25 10:37:52.920398,117144.0,54.0
,,2017-11-27 18:57:58.612870,slurm_normal,1511809149.0,0,,1.0,main_w3_handler0,3339767,17608360,False,,1018178194,bam,11668313,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32566140}]","""""","""""",32.0,,42256525.0,1511809085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-27 18:59:12.495425,117234.0,64.0
,,2018-01-13 22:01:41.527385,slurm_normal,1515880961.0,0,,1.0,main_w3_handler1,2934619,18027779,False,,850931354,bam,12105055,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 27720667}]","""0""","""1000""",32.0,,41751955.0,1515880906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2018-01-13 22:02:43.502786,46988.0,55.0
,,2017-11-28 12:29:16.150005,slurm_normal,1511872388.0,0,,1.0,main_w3_handler1,3300864,17618266,False,,2922542538,bam,11679225,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 31899919}]","""""","""""",32.0,,42148836.0,1511872162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2017-11-28 12:33:08.958589,43522.0,226.0
,,2018-01-14 19:02:48.237220,slurm_normal,1515956687.0,0,,1.0,main_w3_handler0,2927529,18031750,False,,3787775417,bam,12108848,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 33308088}]","""0""","""1000""",32.0,,41751955.0,1515956571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2018-01-14 19:04:50.579430,46988.0,116.0
,,2018-01-14 19:24:45.829968,slurm_normal,1515958429.0,0,,1.0,main_w3_handler1,2927529,18031797,False,,3790085065,bam,12109022,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 33308265}]","""0""","""1000""",32.0,,41751955.0,1515958301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram/1.0.1,1.0.1,,2018-01-14 19:33:53.682901,46988.0,128.0
