create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.option,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-28 10:41:01.653211,slurm_normal,1488278469.0,0,1.0,main_w4_handler0,2980523,15164672,False,,1492,bed,9315660.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28548329}]","""""",32.0,,36325285.0,1488278465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-28 10:41:10.832116,99360.0,4.0
2017-02-19 17:27:25.646523,slurm_normal,1487525254.0,0,1.0,main_w4_handler1,2991243,15079800,False,,115047,bed,9235227.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28408342}]","""""",32.0,,35976026.0,1487525249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-19 17:27:37.186860,88612.0,5.0
2017-02-20 11:08:31.629661,slurm_normal,1487588925.0,0,1.0,main_w4_handler0,2998828,15085179,False,,12385,bed,9240357.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28427053}]","""""",32.0,,36094200.0,1487588915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-20 11:08:46.216672,100330.0,10.0
2017-02-20 11:08:32.065771,slurm_normal,1487588921.0,0,1.0,main_w3_handler1,2998828,15085180,False,,10726,bed,9240356.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 28427072}]","""""",32.0,,36094200.0,1487588914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-20 11:08:42.346216,100330.0,7.0
2017-02-20 17:43:21.388839,slurm_normal,1487612611.0,0,1.0,main_w4_handler1,2998828,15088316,False,,12385,bed,9243420.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28431193}]","""""",32.0,,36094200.0,1487612605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-20 17:43:33.991230,100330.0,6.0
2017-02-20 17:43:56.121923,slurm_normal,1487612644.0,0,1.0,main_w4_handler0,2998828,15088322,False,,23113,bed,9243425.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28431670}]","""""",32.0,,36094200.0,1487612640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-20 17:44:06.027007,100330.0,4.0
2017-02-20 17:43:21.772074,slurm_normal,1487612612.0,0,1.0,main_w4_handler0,2998828,15088317,False,,10726,bed,9243421.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28431195}]","""""",32.0,,36094200.0,1487612605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-20 17:43:33.677218,100330.0,7.0
2017-02-20 18:12:21.262852,slurm_normal,1487614361.0,0,1.0,main_w4_handler1,2998828,15088522,False,,15633,bed,9243609.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28431665}]","""""",32.0,,36094200.0,1487614345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-20 18:12:44.712091,100330.0,16.0
2017-02-20 19:13:14.006499,slurm_normal,1487618195.0,0,1.0,main_w4_handler1,2998828,15088993,False,,23113,bed,9244037.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28431670}]","""""",32.0,,36094200.0,1487618090.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-20 19:16:37.662660,100330.0,105.0
2017-02-20 21:08:59.950067,slurm_normal,1487625199.0,0,1.0,main_w3_handler1,2788464,15089906,False,,14583342,bed,9244887.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28435313}]","""""",32.0,,35483211.0,1487624951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-20 21:13:22.516373,66832.0,248.0
2017-03-09 12:18:54.034809,slurm_normal,1489061948.0,0,1.0,main_w4_handler1,2806818,15252640,False,,546914,bed,9398830.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28693922}]","""""",32.0,,36528480.0,1489061944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-03-09 12:19:11.105394,89286.0,4.0
2017-02-21 18:42:50.743131,slurm_normal,1487702639.0,0,1.0,main_w4_handler0,2788464,15097932,False,,8306465,bed,9252737.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28448547}]","""""",32.0,,35483211.0,1487702627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-21 18:44:03.676530,66832.0,12.0
2017-02-22 13:25:08.213473,slurm_normal,1487769926.0,0,1.0,main_w4_handler0,2999814,15106595,False,,25733,bed,9261585.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28461267}]","""""",32.0,,36112723.0,1487769916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-22 13:25:43.459757,49881.0,10.0
2017-02-22 13:25:07.816163,slurm_normal,1487769922.0,0,1.0,main_w4_handler1,2999814,15106594,False,,183169,bed,9261584.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28461266}]","""""",32.0,,36112723.0,1487769912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-22 13:25:40.244910,49881.0,10.0
2017-02-22 14:40:07.553702,slurm_normal,1487774454.0,0,1.0,main_w4_handler0,2999814,15107736,False,,272308,bed,9262678.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28462411}]","""""",32.0,,36112723.0,1487774413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-22 14:40:57.889294,49881.0,41.0
2017-02-22 14:40:07.125231,slurm_normal,1487774417.0,0,1.0,main_w4_handler0,2999814,15107735,False,,53276,bed,9262676.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28462407}]","""""",32.0,,36112723.0,1487774410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-22 14:40:19.308204,49881.0,7.0
2017-02-22 19:59:25.766309,slurm_normal,1487793581.0,0,1.0,main_w3_handler1,3006446,15111454,False,,466315,bed,9266162.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28468544}]","""""",32.0,,35848317.0,1487793570.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0,2.22.0,,2017-02-22 19:59:43.893577,63217.0,11.0
