bfile,bfile_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,options_type|alphabet_type|plib,options_type|alphabet_type|plib_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2017-02-20 03:11:49.767965,slurm_normal,1487561350.0,0,,1.0,main_w3_handler0,3002104,15082350,False,,132420,fasta,9237572.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28422054}]","""true""",0.0,basic,32.0,,36161923.0,1487560323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-20 03:29:31.496986,,1027.0
,,,,2017-02-20 05:22:25.635775,slurm_normal,1487568162.0,0,,1.0,main_w3_handler1,2958113,15082886,False,,10521,fasta,9238087.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 28422734}]","""true""",0.0,basic,32.0,,35421116.0,1487568150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-20 05:22:44.027103,,12.0
,,,,2017-02-20 05:55:48.435019,slurm_normal,1487575488.0,0,,1.0,main_w3_handler0,3002225,15083028,False,,472801,fasta,9238212.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 28422995}]","""true""",0.0,basic,32.0,,35421116.0,1487570152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-20 07:24:50.787215,,5336.0
,,,,2017-06-02 19:12:10.442502,slurm_normal,1496438957.0,0,,1.0,main_w3_handler1,3115775,16001911,False,,143001,fasta,10096074.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29869840}]","""true""",0.0,basic,32.0,,38400023.0,1496430745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-06-02 21:29:23.089476,69045.0,8212.0
,,,,2017-02-21 18:54:03.574209,slurm_normal,1487703555.0,0,,1.0,main_w3_handler0,3003195,15098049,False,,65638,fasta,9252992.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 28448920}]","""true""",0.0,basic,32.0,,36181470.0,1487703255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-21 18:59:21.908751,100540.0,300.0
,,,,2017-02-21 19:13:34.807212,slurm_normal,1487704645.0,0,,1.0,main_w3_handler1,3003195,15098224,False,,65638,fasta,9253298.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 28448920}]","""true""",,,32.0,,36181470.0,1487704418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-21 19:17:28.488580,100540.0,227.0
,,,,2017-02-21 22:21:04.776191,slurm_normal,1487784715.0,0,,1.0,main_w3_handler1,2980082,15100093,False,,968787,fasta,9255356.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/main/files/018/656/dataset_18656930.dat""","""nc12_fixed""","[{'src': 'hda', 'id': 28451741}]","""true""",,,32.0,,35471686.0,1487715830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-22 17:31:59.452585,98384.0,68885.0
,,,,2017-02-24 15:51:54.560446,slurm_normal,1487951534.0,0,,1.0,main_w3_handler0,2220811,15131562,False,,20537,fasta,9285137.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28499645}]","""true""",0.0,basic,32.0,,36192907.0,1487951518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-24 15:52:18.681339,60247.0,16.0
,,,,2017-06-03 06:31:13.227964,slurm_normal,1496474781.0,0,,1.0,main_w3_handler0,3137050,16004132,False,,268123,fasta,10098123.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/sacCer2.len""","""sacCer2""","[{'src': 'hda', 'id': 29873549}]","""true""",,,32.0,,38046387.0,1496471487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-06-03 07:26:23.833005,106132.0,3294.0
,,,,2017-04-04 08:44:24.346604,slurm_normal,1491297801.0,0,,1.0,main_w3_handler0,3054893,15480200,False,,195503,fasta,9608832.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29058296}]","""true""",,,32.0,,37049683.0,1491295468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-04-04 09:23:24.015336,103385.0,2333.0
,,,,2017-04-04 08:43:54.321173,slurm_normal,1491297836.0,0,,1.0,main_w3_handler1,3054893,15480197,False,,195503,fasta,9608828.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29058296}]","""true""",0.0,basic,32.0,,37049683.0,1491295438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-04-04 09:24:06.530413,103385.0,2398.0
,,,,2017-02-27 16:11:11.931493,slurm_normal,1488222970.0,0,,1.0,main_w3_handler1,3009298,15155688,False,,836718,fasta,9307529.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28534660}]","""true""",0.0,basic,32.0,,35721368.0,1488211876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-27 19:16:13.390145,73645.0,11094.0
,,,,2017-02-27 19:51:52.345525,slurm_normal,1488225373.0,0,,1.0,main_w3_handler1,2250212,15158407,False,,92038,fasta,9310128.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28538895}]","""true""",,,32.0,,36311228.0,1488225115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-27 19:56:18.314805,61522.0,258.0
,,,,2017-02-28 15:14:21.194211,slurm_normal,1488296048.0,0,,1.0,main_w4_handler1,3010290,15167435,False,,126216,fasta,9318541.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28540117}]","""true""",0.0,basic,32.0,,36331012.0,1488294866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-28 15:34:13.276113,92109.0,1182.0
,,,,2017-03-01 02:55:16.114704,slurm_normal,1488336941.0,0,,1.0,main_w3_handler0,3010057,15174209,False,,15246,fasta,9324930.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28513235}]","""true""",0.0,basic,32.0,,36279642.0,1488336921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-03-01 02:55:43.256794,,20.0
