create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_database,input_database_filetype,input_motifs,input_motifs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,options_type|bgfile,options_type|bgfile_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta_type.__current_case__,parameters.fasta_type.fasta_type_selector,parameters.fasta_type.input_database,parameters.fasta_type.input_database.values,parameters.input_motifs.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.alpha,parameters.options_type.bgfile_type.__current_case__,parameters.options_type.bgfile_type.bgfile.values,parameters.options_type.bgfile_type.bgfile_type_selector,parameters.options_type.max_stored_scores,parameters.options_type.max_strand,parameters.options_type.motif_pseudo,parameters.options_type.motifs_cond.__current_case__,parameters.options_type.motifs_cond.motifs_selector,parameters.options_type.no_qvalue,parameters.options_type.norc,parameters.options_type.options_type_selector,parameters.options_type.output_separate_motifs,parameters.options_type.parse_genomic_coord_cond.__current_case__,parameters.options_type.parse_genomic_coord_cond.parse_genomic_coord,parameters.options_type.parse_genomic_coord_cond.remove_duplicate_coords,parameters.options_type.prior_dist_cond.__current_case__,parameters.options_type.prior_dist_cond.prior_dist_selector,parameters.options_type.psp_cond.__current_case__,parameters.options_type.psp_cond.psp_selector,parameters.options_type.qv_thresh,parameters.options_type.thresh,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-01-12 13:25:22.784679,slurm_normal,1484227543.0,0,1.0,main_w3_handler0,2935220,14748827,False,,8724003.0,fasta,260742,memexml,8913494.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,history,,"[{'src': 'hda', 'id': 27904645}]","[{'src': 'hda', 'id': 27889872}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,35313228,1484227527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-01-12 13:26:12.283389,97185.0,16.0
2016-11-03 21:59:50.484356,slurm_normal,1478210677.0,0,1.0,main_w3_handler1,2877012,14246391,False,,353.0,fasta,102767,memexml,8455417.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbaf3dde0dddf579'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b57d9dbc4f5a41e2fa'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34023480,1478210671.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-03 22:04:57.789487,,6.0
2017-03-20 22:09:52.679785,slurm_normal,1490048111.0,0,1.0,main_w3_handler1,3036216,15348188,False,,4415.0,fasta,88061,memexml,9487679.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,history,,"[{'src': 'hda', 'id': 28849344}]","[{'src': 'hda', 'id': 28849348}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,35369360,1490048107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-03-20 22:15:13.772699,98128.0,4.0
2016-10-07 13:07:42.418041,slurm_normal,1475845758.0,0,1.0,main_w3_handler0,2846549,14028657,False,,3932.0,fasta,140390,memexml,8246403.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50fdeeac025d9b5fe'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c8e60575d2b7b176'}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.0001,32.0,,33523884,1475845717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-10-07 13:09:20.718664,91790.0,41.0
2016-10-07 15:17:16.502925,slurm_normal,1475853606.0,0,1.0,main_w4_handler1,2846549,14030495,False,,3746.0,fasta,140390,memexml,8248056.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50121ca6ef26f90e3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c8e60575d2b7b176'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,33523884,1475853499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-10-07 15:20:18.978488,91790.0,107.0
2016-11-04 11:06:36.736936,slurm_normal,1478257619.0,0,1.0,main_w3_handler1,2869712,14250850,False,,3550423.0,fasta,1673325,memexml,8459975.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51675b0d560c4fdf5'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc183795238cc5b0'}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,true,false,advanced,yes,1.0,no,,0.0,no,0.0,no,false,0.0001,32.0,,33914104,1478257603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-04 11:07:02.853593,,16.0
2016-10-08 02:33:08.953393,slurm_normal,1475894963.0,0,1.0,main_w4_handler1,2802425,14034107,False,,,,120808,memexml,8251566.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,cached,mm10,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dad023173fa45dc1'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,33299648,1475894054.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-10-08 02:49:27.014724,88920.0,909.0
2017-03-21 12:19:10.403479,slurm_normal,1490098758.0,0,1.0,main_w3_handler0,2947393,15353048,False,,199512.0,fasta,1483,memexml,9492509.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28856894}]","[{'src': 'hda', 'id': 28857173}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,35214389,1490098754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-03-21 12:19:29.801885,76755.0,4.0
2016-10-11 09:04:32.675125,slurm_normal,1476176715.0,0,1.0,main_w3_handler0,2829536,14051935,False,,2680.0,fasta,100562,memexml,8269642.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f99a7c49b0d7b44'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5438c1cf4009d450b'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,33166196,1476176710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-10-11 09:05:18.509866,90821.0,5.0
2016-10-11 09:31:35.627179,slurm_normal,1476178377.0,0,1.0,main_w4_handler0,2850381,14052172,False,,2385.0,fasta,101318,memexml,8269850.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50239ebac15503133'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5df3281dc546d79d5'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,33595040,1476178373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-10-11 09:33:00.548103,,4.0
2017-03-21 12:11:24.361447,slurm_normal,1490098326.0,0,1.0,main_w4_handler1,2947393,15352997,False,,199512.0,fasta,1483,memexml,9492455.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28856894}]","[{'src': 'hda', 'id': 28857173}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,35214389,1490098320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-03-21 12:12:10.742430,76755.0,6.0
2017-03-21 11:03:34.218301,slurm_normal,1490094222.0,0,1.0,main_w3_handler0,2947393,15352319,False,,1703.0,fasta,810,memexml,9491786.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28856244}]","[{'src': 'hda', 'id': 28856243}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,35214389,1490094218.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-03-21 11:03:46.239687,76755.0,4.0
2017-03-21 11:13:58.175306,slurm_normal,1490094847.0,0,1.0,main_w4_handler1,2947393,15352521,False,,1703.0,fasta,810,memexml,9491951.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28856244}]","[{'src': 'hda', 'id': 28856243}]","""true""",1,1.0,0.0,,motif_file,100000,false,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,35214389,1490094843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-03-21 11:14:10.078237,76755.0,4.0
2017-03-21 11:44:46.588196,slurm_normal,1490096706.0,0,1.0,main_w4_handler1,2947393,15352777,False,,199512.0,fasta,810,memexml,9492230.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28856894}]","[{'src': 'hda', 'id': 28856243}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.01,32.0,,35214389,1490096701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-03-21 11:45:16.775680,76755.0,5.0
2017-03-21 11:59:39.494262,slurm_normal,1490097588.0,0,1.0,main_w3_handler0,2947393,15352876,False,,199512.0,fasta,1352,memexml,9492317.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28856894}]","[{'src': 'hda', 'id': 28857025}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,35214389,1490097585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-03-21 11:59:54.101409,76755.0,3.0
2016-11-09 16:07:26.032945,slurm_normal,1478725842.0,0,1.0,main_w4_handler1,2407533,14296701,False,,53015779.0,fasta,644163,memexml,8504721.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c87df884f554e25e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b562ce250129f0a815'}]","""true""",1,1.0,1.0,,default,1000000,false,0.1,0.0,yes,false,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,1e-05,32.0,,33213440,1478707652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-09 21:15:16.291376,51408.0,18190.0
2016-11-14 08:39:55.696775,slurm_normal,1479112810.0,0,1.0,main_w4_handler1,2877948,14333253,False,,195952.0,fasta,4467351,memexml,8539612.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f5c585e404fb7088'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5192c45e2bfdca603'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34183223,1479112802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-14 08:40:14.171077,92799.0,8.0
2016-11-14 13:34:47.664402,slurm_normal,1479130497.0,0,1.0,main_w4_handler1,2877948,14334237,False,,27936.0,fasta,884533,memexml,8540463.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a01f0724b48c7ebc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52101938fb6d3f3c8'}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.0001,32.0,,34183223,1479130492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-14 13:35:01.471912,92799.0,5.0
2016-11-14 14:21:47.348857,slurm_normal,1479133316.0,0,1.0,main_w4_handler1,2877948,14334518,False,,27923.0,fasta,548833,memexml,8540650.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eac95ba02aa90e8d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50578c49150b9bc89'}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.0001,32.0,,34183223,1479133312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-14 14:22:02.815990,92799.0,4.0
2016-11-15 01:20:32.463415,slurm_normal,1479172894.0,0,1.0,main_w3_handler0,2877948,14340434,False,,195952.0,fasta,4098629,memexml,8546760.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f5c585e404fb7088'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58dbd997fea319267'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34183223,1479172841.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-15 01:21:38.637380,92799.0,53.0
2016-11-16 07:15:24.620716,slurm_normal,1479280546.0,0,1.0,main_w4_handler1,2877948,14351326,False,,27936.0,fasta,570697,memexml,8557320.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5498bf4199889f9ab'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c77cf41c0b814157'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34183223,1479280537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-16 07:15:51.135000,92799.0,9.0
2016-11-15 18:46:26.778879,slurm_normal,1479235749.0,0,1.0,main_w3_handler0,2779488,14347441,False,,65027.0,fasta,17598,memexml,8553560.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b2875c98d5aa677a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e601c34972af50cb'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34267422,1479235622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-15 18:49:16.816365,50916.0,127.0
2016-11-18 13:40:47.872944,slurm_normal,1479476471.0,0,1.0,main_w4_handler0,2853208,14377239,False,,90050.0,fasta,125408,memexml,8582636.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59f91c157f819070b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b561a2ecf013811aef'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,33649963,1479476455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-18 13:41:16.398483,,16.0
2016-11-18 14:59:36.494232,slurm_normal,1479481216.0,0,1.0,main_w4_handler1,2853208,14377991,False,,112137.0,fasta,111979,memexml,8583404.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c1143d33d3c7bbc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1507427a676d77e'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,33649963,1479481187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-18 15:00:23.222968,,29.0
2016-11-19 07:44:09.633965,slurm_normal,1479541459.0,0,1.0,main_w4_handler1,2901196,14383199,False,,26515.0,fasta,74158,memexml,8588966.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c464b2d9502e2e1c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b57ffd537f02628e9c'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34344134,1479541453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-19 07:44:25.014602,,6.0
2016-11-20 03:40:09.888055,slurm_normal,1479613219.0,0,1.0,main_w3_handler0,2901370,14388176,False,,30875.0,fasta,145502,memexml,8593989.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586c0d8ce4f1b6916'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59175d4d00359babf'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34358991,1479613214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-20 03:40:22.735030,95322.0,5.0
2016-11-24 16:31:11.024407,slurm_normal,1480005092.0,0,1.0,main_w4_handler0,2867594,14426131,False,,679482.0,fasta,1090155,memexml,8628623.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,history,,"[{'src': 'hda', 'id': 27395283}]","[{'src': 'hda', 'id': 27395297}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34413361,1480005075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-24 16:31:34.420045,70028.0,17.0
2016-11-29 01:29:38.091328,slurm_normal,1480383099.0,0,1.0,main_w4_handler0,2907700,14440301,False,,50267.0,fasta,136563,memexml,8638233.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,history,,"[{'src': 'hda', 'id': 27425470}]","[{'src': 'hda', 'id': 27425486}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34456095,1480383089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-11-29 01:31:42.265017,,10.0
2016-12-13 14:51:53.103052,slurm_normal,1481640724.0,0,1.0,main_w3_handler0,2877948,14565400,False,,8715.0,fasta,596899,memexml,8744509.roundup,slurm,,132111800.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 27499793}]","[{'src': 'hda', 'id': 27616280}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.0001,32.0,,34183223,1481640719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-12-13 14:52:07.215531,92799.0,5.0
2017-01-20 18:29:39.542051,slurm_normal,1484936994.0,0,1.0,main_w3_handler0,2961816,14831193,False,,55487.0,fasta,964585,memexml,8991458.roundup,slurm,,132111800.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28018756}]","[{'src': 'hda', 'id': 28018768}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,35217326,1484936984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-01-20 18:29:56.695394,97697.0,10.0
2017-01-20 18:29:07.563260,slurm_normal,1484936966.0,0,1.0,main_w4_handler1,2961816,14831182,False,,110988.0,fasta,1737866,memexml,8991454.roundup,slurm,,132111800.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28018757}]","[{'src': 'hda', 'id': 28018771}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,35217326,1484936951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-01-20 18:29:29.626244,97697.0,15.0
2016-12-13 23:37:55.411657,slurm_normal,1481672294.0,0,1.0,main_w4_handler0,2929084,14570014,False,,296273.0,fasta,272091,memexml,8749145.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,history,,"[{'src': 'hda', 'id': 27622827}]","[{'src': 'hda', 'id': 27622831}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34611272,1481672280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-12-13 23:38:17.652240,92954.0,14.0
2017-01-20 01:35:00.698684,slurm_normal,1484876111.0,0,1.0,main_w3_handler1,2507126,14825932,False,,370111.0,fasta,202261,memexml,8986919.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,history,,"[{'src': 'hda', 'id': 28012555}]","[{'src': 'hda', 'id': 28008736}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,35373542,1484876105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-01-20 01:35:13.244450,22469.0,6.0
2016-12-14 11:55:18.120931,slurm_normal,1481761824.0,0,1.0,main_w3_handler0,2909980,14574079,False,,,,632383,memexml,8758910.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,cached,hg38,,"[{'src': 'hda', 'id': 27630732}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34539226,1481760829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-12-15 00:30:27.374032,47705.0,995.0
2017-03-23 16:10:37.412340,slurm_normal,1490285453.0,0,1.0,main_w4_handler1,3041577,15377362,False,,3379288.0,fasta,918601,memexml,9515267.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28896154}]","[{'src': 'hda', 'id': 28884391}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,36781921,1490285447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-03-23 16:11:05.125187,102594.0,6.0
2016-12-16 10:10:39.598763,slurm_normal,1481902699.0,0,1.0,main_w4_handler0,2909980,14591319,False,,,,461113,memexml,8772044.roundup,slurm,,132111800.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,cached,hg19,,"[{'src': 'hda', 'id': 27658129}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34848165,1481901900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-12-16 15:38:21.872563,47705.0,799.0
2016-12-18 02:42:15.523699,slurm_normal,1482028950.0,0,1.0,main_w3_handler0,2877948,14600899,False,,195952.0,fasta,4720228,memexml,8778944.roundup,slurm,,132111800.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 27611516}]","[{'src': 'hda', 'id': 27646964}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34183223,1482028939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-12-18 02:42:34.074033,92799.0,11.0
2017-01-22 20:15:05.211614,slurm_normal,1485117172.0,0,1.0,main_w4_handler1,2762924,14841265,False,,,,105394,memexml,9001470.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,cached,hg38,,"[{'src': 'hda', 'id': 28038910}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34276193,1485116110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-01-22 20:32:56.106948,87213.0,1062.0
2017-03-23 15:44:42.300211,slurm_normal,1490283891.0,0,1.0,main_w4_handler0,3041577,15377049,False,,143865.0,fasta,918601,memexml,9514990.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28884262}]","[{'src': 'hda', 'id': 28884391}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,36781921,1490283887.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-03-23 15:44:55.762016,102594.0,4.0
