chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.genome_version,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-09-29 10:42:10.331084,slurm_normal,1506681772.0,0,,1.0,main_w3_handler1,3264079,16971555,False,,11039157.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,40787391.0,1506681736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-09-29 10:43:00.497608,112157.0,36.0
,,2017-12-15 06:44:18.369277,slurm_normal,1513320303.0,0,,1.0,main_w3_handler1,3318634,17814766,False,,11883347,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg38""",32.0,,41907406.0,1513320266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-12-15 06:45:13.293828,19592.0,37.0
,,2018-03-02 02:09:59.955759,slurm_normal,1519956625.0,0,7680.0,1.0,main_w3_handler1,3428073,18575155,False,,12669111,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""GRCh38.86""",32.0,,44265111.0,1519956611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2018-03-02 02:10:27.103529,54638.0,14.0
,,2017-09-30 07:09:02.875259,slurm_normal,1506755382.0,0,,1.0,main_w3_handler1,3270766,16976754,False,,11044419.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,40917940.0,1506755345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-09-30 07:09:49.349918,90948.0,37.0
,,2017-10-01 20:40:24.462556,slurm_normal,1506890444.0,0,,1.0,main_w3_handler1,2241549,16981407,False,,11048637.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""BROADS1.86""",32.0,,40989144.0,1506890426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-10-01 20:40:47.314951,51510.0,18.0
,,2017-10-01 20:46:57.389890,slurm_normal,1506890840.0,0,,1.0,main_w4_handler1,2241549,16981424,False,,11048656.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""BROADS1.75""",32.0,,40989144.0,1506890821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-10-01 20:47:22.847594,51510.0,19.0
,,2018-03-02 04:36:07.575861,slurm_normal,1519965390.0,0,7680.0,1.0,main_w3_handler1,3447173,18576246,False,,12670514,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,44272142.0,1519965378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2018-03-02 04:36:31.892834,121207.0,12.0
,,2017-12-15 13:30:39.180010,slurm_normal,1513344685.0,0,,1.0,main_w3_handler1,3366170,17818443,False,,11887193,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,42552938.0,1513344647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-12-15 13:31:35.049133,116810.0,38.0
,,2017-12-15 14:26:07.389752,slurm_normal,1513348203.0,0,,1.0,main_w4_handler0,3367108,17819114,False,,11887935,slurm,,132112168.0,corral-repl,,"""e20478aae1a311e786b9005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,,1513348161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-12-15 14:30:35.616936,77382.0,42.0
,,2017-12-15 14:26:38.122390,slurm_normal,1513348405.0,0,,1.0,main_w4_handler0,3367111,17819137,False,,11887978,slurm,,132112168.0,corral-repl,,"""f3d7c62ce1a311e7861d005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,,1513348376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-12-15 14:33:57.002252,77382.0,29.0
,,2017-12-15 14:23:45.346926,slurm_normal,1513347890.0,0,,1.0,main_w4_handler0,3367100,17819029,False,,11887858,slurm,,132112168.0,corral-repl,,"""8c559f42e1a311e786b9005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,,1513347838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-12-15 14:25:02.009084,77382.0,52.0
,,2017-12-15 14:27:46.739291,slurm_normal,1513349291.0,0,,1.0,main_w4_handler0,3367113,17819172,False,,11888130,slurm,,132112168.0,corral-repl,,"""1b8a504ae1a411e7b2e1005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,,1513349260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-12-15 14:48:19.215946,77382.0,31.0
,,2017-12-15 14:10:44.090586,slurm_normal,1513347109.0,0,,1.0,main_w3_handler1,3366960,17818928,False,,11887706,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,42348706.0,1513347056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-12-15 14:11:57.554223,77382.0,53.0
,,2017-12-15 14:25:55.244316,slurm_normal,1513348115.0,0,,1.0,main_w4_handler0,3367105,17819107,False,,11887913,slurm,,132112168.0,corral-repl,,"""d1176b7ee1a311e7aa84005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,,1513348043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-12-15 14:29:12.533317,77382.0,72.0
,,2017-08-08 21:59:28.404903,slurm_normal,1502230031.0,0,,1.0,main_w4_handler0,3192385,16533659,False,,10603907.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Listeria_monocytogenes_egd_e""",32.0,,39297113.0,1502229994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-08-08 22:22:41.552765,103807.0,37.0
,,2017-08-09 01:12:51.252102,slurm_normal,1502241236.0,0,,1.0,main_w3_handler1,3192385,16534679,False,,10605314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Listeria_monocytogenes_egd_e""",32.0,,39297113.0,1502241180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-08-09 01:14:00.770041,103807.0,56.0
,,2017-12-15 17:35:51.497128,slurm_normal,1513359389.0,0,,1.0,main_w3_handler1,3367253,17820653,False,,11889402,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,42683893.0,1513359361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-12-15 17:36:36.726664,96433.0,28.0
,,2017-08-09 13:58:18.142111,slurm_normal,1502287129.0,0,,1.0,main_w4_handler1,3215226,16540384,False,,10610975.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""hg19""",32.0,,39752308.0,1502287105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-08-09 13:58:52.170203,109883.0,24.0
,,2017-08-09 14:06:43.538890,slurm_normal,1502287627.0,0,,1.0,main_w3_handler0,3215226,16540543,False,,10611081.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""GRCh37.75""",32.0,,39752308.0,1502287612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-08-09 14:07:12.145952,109883.0,15.0
,,2018-03-02 09:51:22.210429,slurm_normal,1519984301.0,0,7680.0,1.0,main_w3_handler0,3449131,18578278,False,,12672733,slurm,,132112168.0,corral-repl,,"""41bdfe461dff11e8a274005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""hg19""",32.0,,,1519984293.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2018-03-02 09:51:43.482347,78727.0,8.0
,,2017-08-09 16:46:31.518557,slurm_normal,1502297313.0,0,,1.0,main_w3_handler1,3215226,16542509,False,,10612967.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""hg19""",32.0,,39752308.0,1502297271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download/4.3k.0,4.3k.0,,2017-08-09 16:49:03.716322,109883.0,42.0
