create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.b,parameters.addition.l,parameters.addition.r,parameters.chromInfo,parameters.dbkey,parameters.genome,parameters.genome.values,parameters.input,parameters.input.values,parameters.pct,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-27 21:48:42.826288,slurm_normal,1461793759.0,0,1.0,934413,bed,main_w2_handler1,2425574,12658617,False,,934413,bed,6858506.roundup,slurm,,132112168.0,corral-repl,,1,lr,,500,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b556122b007da209ca'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b556122b007da209ca'}]","""false""","""true""",32.0,,29883408,1461793754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-27 21:49:24.223481,3301.0,5.0
2016-02-08 22:52:33.008713,slurm_normal,1454971986.0,0,1.0,592449,bed,main_w1_handler2,2572916,11753882,False,,4819,bed,6009930.roundup,slurm,,132112168.0,corral-repl,,0,b,1000,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23245504,,23126321,,"""False""","""True""",32.0,,27748978,1454971980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-02-08 22:53:08.615660,77435.0,6.0
2016-01-15 19:27:53.218878,slurm_normal,1452886104.0,0,1.0,365,gg,main_w1_handler0,2567383,11520349,False,,1794588,bed,5785842.roundup,slurm,,132112168.0,corral-repl,,0,b,1500,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22922127,,22921407,,"""False""","""False""",32.0,,27239902,1452886098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-01-15 19:28:35.694790,64737.0,6.0
2016-01-15 19:33:39.895820,slurm_normal,1452886444.0,0,1.0,365,gg,main_w2_handler0,2567383,11520743,False,,1794588,bed,5785975.roundup,slurm,,132112168.0,corral-repl,,1,lr,,1500,1500,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22922127,,22921407,,"""False""","""False""",32.0,,27239902,1452886435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-01-15 19:34:09.315527,64737.0,9.0
2016-04-29 19:45:17.091273,slurm_normal,1461959220.0,0,1.0,856848,bed,main_w1_handler0,2425574,12691731,False,,856848,bed,6893677.roundup,slurm,,132112168.0,corral-repl,,1,lr,,500,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b885c7c59f097624'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b885c7c59f097624'}]","""false""","""true""",32.0,,29883408,1461959216.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-29 19:47:01.607736,3301.0,4.0
2016-04-29 20:07:00.190545,slurm_normal,1461960460.0,0,1.0,1971,gg,main_w1_handler1,2502735,12691903,False,,3084384,bed,6894430.roundup,slurm,,132112168.0,corral-repl,,1,lr,,1999,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5511613a50910cba3'}]","""false""","""false""",32.0,,29577483,1461960453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-29 20:07:41.974654,55649.0,7.0
2016-04-29 20:08:27.252134,slurm_normal,1461960548.0,0,1.0,1971,gg,main_w1_handler1,2502735,12691910,False,,3084384,bed,6894449.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,1999,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5511613a50910cba3'}]","""false""","""false""",32.0,,29577483,1461960542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-29 20:09:12.036905,55649.0,6.0
2016-04-29 20:04:26.625029,slurm_normal,1461960329.0,0,1.0,998578,bed,main_w2_handler0,2425574,12691887,False,,998578,bed,6894385.roundup,slurm,,132112168.0,corral-repl,,1,lr,,500,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3b990b5440c9bd5'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3b990b5440c9bd5'}]","""false""","""true""",32.0,,29883408,1461960323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-29 20:05:31.415447,3301.0,6.0
2016-05-09 00:00:42.487399,slurm_normal,1462752080.0,0,1.0,366,tabular,main_w1_handler1,2697982,12826066,False,,1788582,bed,7026736.roundup,slurm,,132112168.0,corral-repl,,1,lr,,500,0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538b8099ea8314099'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b584e1bb64593a326a'}]","""false""","""true""",32.0,,29753408,1462752075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-09 00:01:22.671427,3301.0,5.0
2016-05-07 23:17:31.272320,slurm_normal,1462663083.0,0,1.0,366,tabular,main_w2_handler0,2697982,12819079,False,,31469,bed,7020147.roundup,slurm,,132112168.0,corral-repl,,1,lr,,500,0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538b8099ea8314099'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d9489c1ff11dba8'}]","""false""","""true""",32.0,,29753408,1462663079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-07 23:18:05.760688,3301.0,4.0
2016-05-07 23:20:17.721497,slurm_normal,1462663258.0,0,1.0,366,tabular,main_w2_handler0,2697982,12819087,False,,26645,bed,7020164.roundup,slurm,,132112168.0,corral-repl,,1,lr,,500,0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538b8099ea8314099'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59321622e17d6a812'}]","""false""","""true""",32.0,,29753408,1462663253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-07 23:21:00.525979,3301.0,5.0
2016-05-09 21:41:15.769740,slurm_normal,1462830121.0,0,1.0,366,tabular,main_w1_handler0,2697982,12837604,False,,3356370,bed,7038420.roundup,slurm,,132112168.0,corral-repl,,1,lr,,500,0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538b8099ea8314099'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ac8e9215e220fc2'}]","""false""","""true""",32.0,,29883408,1462830114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-09 21:42:03.924314,3301.0,7.0
2016-05-19 01:57:38.542040,slurm_normal,1463623091.0,0,1.0,4603485,tabular,main_w2_handler1,2710811,12935407,False,,534,bed,7129604.roundup,slurm,,132112168.0,corral-repl,,0,b,100,,,"""/galaxy-repl/localdata/chrom/rhodSpha_2_4_1.len""","""rhodSpha_2_4_1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5778c774ae53e94b0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c383798a0ca730b'}]","""true""","""true""",32.0,,30315568,1463623088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-19 01:58:13.010334,,3.0
2016-05-19 01:53:02.550869,slurm_normal,1463622856.0,0,1.0,4603485,tabular,main_w2_handler1,2710811,12935297,False,,534,bed,7129553.roundup,slurm,,132112168.0,corral-repl,,0,b,1,,,"""/galaxy-repl/localdata/chrom/rhodSpha_2_4_1.len""","""rhodSpha_2_4_1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5778c774ae53e94b0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c383798a0ca730b'}]","""true""","""true""",32.0,,30315568,1463622853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-19 01:54:18.029973,,3.0
2016-05-19 01:55:19.545694,slurm_normal,1463622964.0,0,1.0,4603485,tabular,main_w2_handler1,2710811,12935315,False,,534,bed,7129574.roundup,slurm,,132112168.0,corral-repl,,0,b,1000,,,"""/galaxy-repl/localdata/chrom/rhodSpha_2_4_1.len""","""rhodSpha_2_4_1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5778c774ae53e94b0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c383798a0ca730b'}]","""true""","""true""",32.0,,30315568,1463622960.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-19 01:56:06.748498,,4.0
2016-05-20 04:50:07.266534,slurm_normal,1463719835.0,0,1.0,2290242,bed,main_w2_handler1,2709324,12945102,False,,386457,bed,7139246.roundup,slurm,,132112168.0,corral-repl,,0,b,1,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9ccdc54b4d8995b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53b49c99f0262bfac'}]","""false""","""false""",32.0,,30291466,1463719830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-20 04:50:37.663767,65184.0,5.0
2016-05-20 04:47:52.867849,slurm_normal,1463719700.0,0,1.0,2046551,bed,main_w1_handler0,2709324,12945084,False,,146599,bed,7139201.roundup,slurm,,132112168.0,corral-repl,,0,b,200,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59243739a5b50e47d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b034a1a0063d844b'}]","""false""","""false""",32.0,,30291466,1463719697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-20 04:48:22.890904,65184.0,3.0
2016-05-20 04:49:48.431632,slurm_normal,1463719814.0,0,1.0,2046551,bed,main_w2_handler1,2709324,12945101,False,,146599,bed,7139244.roundup,slurm,,132112168.0,corral-repl,,0,b,1000,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59243739a5b50e47d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b034a1a0063d844b'}]","""false""","""false""",32.0,,30291466,1463719810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-20 04:50:15.863856,65184.0,4.0
2016-05-20 04:48:35.524717,slurm_normal,1463719748.0,0,1.0,2046551,bed,main_w1_handler1,2709324,12945093,False,,146599,bed,7139238.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59243739a5b50e47d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b034a1a0063d844b'}]","""false""","""false""",32.0,,30291466,1463719745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-20 04:49:10.233061,65184.0,3.0
2016-05-20 04:49:09.037011,slurm_normal,1463719991.0,0,1.0,2290242,bed,main_w2_handler0,2709324,12945097,False,,386457,bed,7139261.roundup,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9ccdc54b4d8995b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53b49c99f0262bfac'}]","""false""","""false""",32.0,,30291466,1463719987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-20 05:01:50.835294,65184.0,4.0
2016-05-20 04:41:38.784869,slurm_normal,1463719328.0,0,1.0,2046551,bed,main_w1_handler0,2709324,12945039,False,,146599,bed,7139173.roundup,slurm,,132112168.0,corral-repl,,0,b,100,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59243739a5b50e47d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b034a1a0063d844b'}]","""false""","""false""",32.0,,30291466,1463719323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-20 04:42:11.178433,65184.0,5.0
2016-05-20 04:42:14.269400,slurm_normal,1463719378.0,0,1.0,2290242,bed,main_w1_handler1,2709324,12945042,False,,386457,bed,7139176.roundup,slurm,,132112168.0,corral-repl,,0,b,100,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9ccdc54b4d8995b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53b49c99f0262bfac'}]","""false""","""false""",32.0,,30291466,1463719373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-20 04:42:59.694125,65184.0,5.0
2016-05-20 04:48:13.249392,slurm_normal,1463719724.0,0,1.0,2290242,bed,main_w1_handler0,2709324,12945089,False,,386457,bed,7139231.roundup,slurm,,132112168.0,corral-repl,,0,b,200,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9ccdc54b4d8995b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53b49c99f0262bfac'}]","""false""","""false""",32.0,,30291466,1463719720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-05-20 04:48:45.608417,65184.0,4.0
2016-04-07 14:38:55.228349,slurm_normal,1460040046.0,0,1.0,1405,bed,main_w2_handler1,2661080,12365031,False,,5320849,bed,6568534.roundup,slurm,,132112168.0,corral-repl,,0,b,15000,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",24184275,,24183458,,"""False""","""False""",32.0,,29443495,1460040034.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-07 14:40:48.727609,82047.0,12.0
2016-04-13 15:23:43.707616,slurm_normal,1460561104.0,0,1.0,1971,gg,main_w2_handler1,2502735,12442425,False,,12058080,bed,6640900.roundup,slurm,,132112168.0,corral-repl,,0,b,2000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a16121696d7b938a'}]","""false""","""false""",32.0,,29577483,1460561050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-13 15:25:07.609175,55649.0,54.0
2016-04-13 16:10:04.339018,slurm_normal,1460563901.0,0,1.0,365,gg,main_w1_handler1,2665494,12443238,False,,22564,bed,6641384.roundup,slurm,,132112168.0,corral-repl,,0,b,29,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54fed76338acebd61'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b566f7ebf1ce22d837'}]","""false""","""false""",32.0,,29498931,1460563854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-13 16:11:44.871152,64737.0,47.0
2016-04-13 20:46:20.244887,slurm_normal,1460580683.0,0,1.0,365,gg,main_w1_handler0,2665494,12446079,False,,45128,bed,6643604.roundup,slurm,,132112168.0,corral-repl,,0,b,29,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54fed76338acebd61'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e60291abdf028e4'}]","""false""","""true""",32.0,,29498931,1460580678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-13 20:51:28.965458,64737.0,5.0
2016-04-22 22:39:03.270861,slurm_normal,1461364757.0,0,1.0,365,gg,main_w1_handler2,2425574,12578782,False,,3166,bed,6770945.roundup,slurm,,132112168.0,corral-repl,,1,lr,,1000,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5876e920ded8d5fe7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3e0473117b04c41'}]","""false""","""true""",32.0,,29753408,1461364753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-22 22:39:20.030311,3301.0,4.0
2016-04-22 23:42:34.353645,slurm_normal,1461368573.0,0,1.0,365,gg,main_w2_handler0,2425574,12579013,False,,55610,bed,6771572.roundup,slurm,,132112168.0,corral-repl,,1,lr,,1000,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5876e920ded8d5fe7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532f0f85f2726d0b1'}]","""false""","""true""",32.0,,29753408,1461368568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-22 23:42:56.472460,3301.0,5.0
2016-04-23 02:16:42.848761,slurm_normal,1461377818.0,0,1.0,365,gg,main_w1_handler1,2425574,12579377,False,,25165,bed,6774859.roundup,slurm,,132112168.0,corral-repl,,1,lr,,500,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5876e920ded8d5fe7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53bad92afe9a95ee3'}]","""false""","""true""",32.0,,29753408,1461377815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-23 02:16:59.372075,3301.0,3.0
2016-04-25 13:43:32.646367,slurm_normal,1461591828.0,0,1.0,1971,gg,main_w1_handler0,2502735,12606247,False,,4037,bed,6805918.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,2000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a5c0d1fc813883'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce6911193d07c61e'}]","""false""","""false""",32.0,,29577483,1461591825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.22.0,2.22.0,,2016-04-25 13:43:49.641630,55649.0,3.0
