chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv_options.__current_case__,parameters.adv_options.adv_options_input,parameters.adv_options.adv_options_selector,parameters.chromInfo,parameters.dbkey,parameters.invert,parameters.isect_union,parameters.loci,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.reference_source_selector,parameters.vcf_input1,parameters.vcf_input2,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input1,vcf_input1_filetype,vcf_input2,vcf_input2_filetype,runtime
,,2015-12-09 09:25:45.208226,slurm_normal,1449653191.0,0,1.0,main_w1_handler0,2527273,11124740,False,,5390365.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""-i""","""True""",0,hg19,,,cached,22308310,22306679,"""30""",32.0,,,,26620752,1449653186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/0.0.3,0.0.3,,2015-12-09 09:26:33.591820,68101.0,1109518,vcf,970917,vcf,5.0
,,2015-12-09 09:48:33.429943,slurm_normal,1449654551.0,0,1.0,main_w2_handler1,2527273,11124865,False,,5390478.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""-i""","""False""",0,hg19,,,cached,22308312,22308313,"""30""",32.0,,,,26620752,1449654547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/0.0.3,0.0.3,,2015-12-09 09:49:14.502344,68101.0,975635,vcf,726533,vcf,4.0
,,2015-12-09 09:47:42.147981,slurm_normal,1449654501.0,0,1.0,main_w2_handler1,2527273,11124860,False,,5390473.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""-i""","""False""",0,hg19,,,cached,22308312,22308313,"""30""",32.0,,,,26620752,1449654497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/0.0.3,0.0.3,,2015-12-09 09:48:23.310980,68101.0,975635,vcf,726533,vcf,4.0
,,2015-12-09 09:19:12.494736,slurm_normal,1449652797.0,0,1.0,main_w1_handler1,2527273,11124699,False,,5390336.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""-i""","""True""",0,hg19,,,cached,22361427,22361433,"""30""",32.0,,,,26620752,1449652792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/0.0.3,0.0.3,,2015-12-09 09:19:59.813941,68101.0,1266568,vcf,1132950,vcf,5.0
,,2015-12-09 09:16:58.499271,slurm_normal,1449652655.0,0,1.0,main_w2_handler1,2527273,11124687,False,,5390331.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""-i""","""True""",0,hg19,,,cached,22361427,22361433,"""30""",32.0,,,,26620752,1449652649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/0.0.3,0.0.3,,2015-12-09 09:17:38.360167,68101.0,1266568,vcf,1132950,vcf,6.0
,,2015-12-09 09:41:24.890657,slurm_normal,1449654112.0,0,1.0,main_w1_handler0,2527273,11124841,False,,5390456.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""-i""","""False""",0,hg19,,,cached,22308311,22308313,"""30""",32.0,,,,26620752,1449654107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/0.0.3,0.0.3,,2015-12-09 09:41:55.584590,68101.0,820158,vcf,726533,vcf,5.0
,,2015-12-09 09:32:15.563130,slurm_normal,1449653571.0,0,1.0,main_w2_handler1,2527273,11124787,False,,5390402.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""-i""","""False""",0,hg19,,,cached,22308310,22308312,"""30""",32.0,,,,26620752,1449653564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/0.0.3,0.0.3,,2015-12-09 09:32:53.829322,68101.0,1109518,vcf,975635,vcf,7.0
,,2015-12-09 09:42:01.986671,slurm_normal,1449654158.0,0,1.0,main_w2_handler1,2527273,11124842,False,,5390457.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""-i""","""False""",0,hg19,,,cached,22308311,22308313,"""30""",32.0,,,,26620752,1449654154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/0.0.3,0.0.3,,2015-12-09 09:42:41.072114,68101.0,820158,vcf,726533,vcf,4.0
,,2015-12-09 09:26:30.402505,slurm_normal,1449653229.0,0,1.0,main_w1_handler1,2527273,11124746,False,,5390369.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""-i""","""True""",0,hg19,,,cached,22308310,22306679,"""30""",32.0,,,,26620752,1449653225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/0.0.3,0.0.3,,2015-12-09 09:27:11.914623,68101.0,1109518,vcf,970917,vcf,4.0
,,2015-05-05 02:58:49.490462,slurm_normal,1430794868.0,0,1.0,main_w2_handler1,2290533,9393184,False,,3725589.roundup,slurm,,132112168.0,corral-repl,,,1,,False,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""False""","""-u""","""False""",0,Homo_sapiens_nuHg19_mtrCRS,,,cached,19573801,19573917,"""0""",32.0,,,,22834306,1430794743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/0.0.3,0.0.3,,2015-05-05 03:01:11.860543,37542.0,56162045,vcf,374854681,vcf,125.0
