create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.complement,parameters.dbkey,parameters.infile.values,parameters.infile|__identifier__,parameters.num_lines,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-04 20:53:33.762226,slurm_normal,1512420901.0,0,,1.0,main_w3_handler0,3166879,17695551,False,0,html,,11759695,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","[{'src': 'hda', 'id': 32724008}]","""JCime_12_S58_L003_001""","""1""",32.0,,40413967.0,1512420894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0,1.1.0,,2017-12-04 20:55:05.731708,108185.0,7.0
2017-12-15 07:06:48.305335,slurm_normal,1513321621.0,0,,1.0,main_w3_handler0,3346623,17814886,False,13160270,bed,,11883471,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","[{'src': 'hda', 'id': 32944161}]",,"""10""",32.0,,42605020.0,1513321616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0,1.1.0,,2017-12-15 07:07:03.368443,117634.0,5.0
2017-12-15 06:28:27.058915,slurm_normal,1513319322.0,0,,1.0,main_w4_handler0,3346623,17814709,False,9153752,tabular,,11883298,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","[{'src': 'hda', 'id': 32935182}]",,"""2""",32.0,,42605020.0,1513319317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0,1.1.0,,2017-12-15 06:28:44.461022,117634.0,5.0
2017-12-15 06:28:27.396038,slurm_normal,1513319322.0,0,,1.0,main_w4_handler1,3346623,17814710,False,14938229,tabular,,11883297,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","[{'src': 'hda', 'id': 32935190}]",,"""2""",32.0,,42605020.0,1513319317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0,1.1.0,,2017-12-15 06:28:44.612090,117634.0,5.0
2017-12-15 06:28:27.769795,slurm_normal,1513319322.0,0,,1.0,main_w3_handler0,3346623,17814711,False,4193,tabular,,11883296,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","[{'src': 'hda', 'id': 32935195}]",,"""2""",32.0,,42605020.0,1513319317.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0,1.1.0,,2017-12-15 06:28:44.057721,117634.0,5.0
2017-12-15 06:28:28.686759,slurm_normal,1513319331.0,0,,1.0,main_w4_handler1,3346623,17814713,False,849196,tabular,,11883299,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","[{'src': 'hda', 'id': 32935205}]",,"""2""",32.0,,42605020.0,1513319327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0,1.1.0,,2017-12-15 06:28:53.181843,117634.0,4.0
2017-12-15 06:28:28.165371,slurm_normal,1513319334.0,0,,1.0,main_w4_handler0,3346623,17814712,False,13960546,tabular,,11883302,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","[{'src': 'hda', 'id': 32935200}]",,"""2""",32.0,,42605020.0,1513319330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0,1.1.0,,2017-12-15 06:28:56.688573,117634.0,4.0
2017-12-15 06:28:29.179481,slurm_normal,1513319334.0,0,,1.0,main_w3_handler1,3346623,17814714,False,8400322,tabular,,11883301,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""""","""hg19""","[{'src': 'hda', 'id': 32935211}]",,"""2""",32.0,,42605020.0,1513319330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0,1.1.0,,2017-12-15 06:28:57.003718,117634.0,4.0
2018-03-02 02:36:13.535134,reserved_normal,1519958194.0,0,7680.0,1.0,main_w4_handler1,3448798,18575403,False,1920708649,fastqsanger,,12669381.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","[{'src': 'hda', 'id': 34161190}]",,"""100""",32.0,,44240854.0,1519958189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0,1.1.0,,2018-03-02 02:36:37.328386,5254.0,5.0
2018-03-02 04:59:42.554621,slurm_normal,1519966794.0,0,7680.0,1.0,main_w4_handler0,3431170,18576379,False,51086160,fastqsanger,,12670650,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""?""","[{'src': 'hda', 'id': 34144174}]",,"""200000""",32.0,,43949299.0,1519966790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0,1.1.0,,2018-03-02 04:59:56.076183,113115.0,4.0
