create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-15 19:57:52.718875,slurm_normal,1489607886.0,0,26025318,fasta,1.0,main_w3_handler0,3029962,15306402,False,,9448564.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28773217}]",32.0,,36628338,1489607879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_degap_seqs/1.21.0,1.21.0,,2017-03-15 19:58:07.646264,28561,7.0
2017-03-13 18:51:13.972252,slurm_normal,1489431105.0,0,747397400,fasta,1.0,main_w3_handler0,1609768,15284449,False,,9428347.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28740489}]",32.0,,35959694,1489431078.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_degap_seqs/1.21.0,1.21.0,,2017-03-13 18:51:50.258601,28561,27.0
2017-03-15 20:17:47.317474,slurm_normal,1489609083.0,0,25730790,fasta,1.0,main_w4_handler0,3029962,15306562,False,,9448707.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28773547}]",32.0,,36628338,1489609075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_degap_seqs/1.21.0,1.21.0,,2017-03-15 20:18:07.007685,28561,8.0
