create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fq2,parameters.input.values,parameters.input|__identifier__,parameters.tags,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-05 17:07:27.673743,slurm_normal,1520269682.0,0,7680.0,1.0,main_w4_handler0,3449629,18612875,False,,53362800,bam,12708621,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 34175182}]",,"""false""",32.0,,43617958,1520269660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.0.0,2.27.0.0,,2018-03-05 17:08:06.453512,120758.0,22.0
2018-03-07 09:34:13.939001,slurm_normal,1520415271.0,0,7680.0,1.0,main_w3_handler0,3437326,18636708,False,,6196953,bam,12732940,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[{'src': 'hda', 'id': 34143256}]",,"""false""",32.0,,43073052,1520415264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.0.0,2.27.0.0,,2018-03-07 09:34:32.812127,109973.0,7.0
2018-03-07 09:34:12.507318,slurm_normal,1520415272.0,0,7680.0,1.0,main_w3_handler1,3437326,18636706,False,,11048908,bam,12732939,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[{'src': 'hda', 'id': 34143254}]",,"""false""",32.0,,43073052,1520415262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.0.0,2.27.0.0,,2018-03-07 09:34:35.683581,109973.0,10.0
2018-03-07 09:22:44.273191,slurm_normal,1520414644.0,0,7680.0,1.0,main_w3_handler1,3437326,18636585,False,,65925887,bam,12732791,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[{'src': 'hda', 'id': 34143259}]",,"""false""",32.0,,43073052,1520414593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.0.0,2.27.0.0,,2018-03-07 09:24:07.037434,109973.0,51.0
2018-03-07 09:22:45.943235,slurm_normal,1520414653.0,0,7680.0,1.0,main_w3_handler0,3437326,18636589,False,,68590817,bam,12732792,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[{'src': 'hda', 'id': 34143261}]",,"""false""",32.0,,43073052,1520414595.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.0.0,2.27.0.0,,2018-03-07 09:24:16.551748,109973.0,58.0
2018-03-07 09:22:42.798539,slurm_normal,1520414578.0,0,7680.0,1.0,main_w4_handler1,3437326,18636579,False,,6050118,bam,12732783,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[{'src': 'hda', 'id': 34143257}]",,"""false""",32.0,,43073052,1520414571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.0.0,2.27.0.0,,2018-03-07 09:23:01.129157,109973.0,7.0
2018-03-07 09:22:40.198876,slurm_normal,1520414583.0,0,7680.0,1.0,main_w3_handler1,3437326,18636574,False,,11048908,bam,12732784,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[{'src': 'hda', 'id': 34143254}]",,"""false""",32.0,,43073052,1520414573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.0.0,2.27.0.0,,2018-03-07 09:23:07.809864,109973.0,10.0
2018-03-07 09:22:43.366065,slurm_normal,1520414618.0,0,7680.0,1.0,main_w4_handler0,3437326,18636582,False,,44795912,bam,12732788,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[{'src': 'hda', 'id': 34143258}]",,"""false""",32.0,,43073052,1520414582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.0.0,2.27.0.0,,2018-03-07 09:23:40.956776,109973.0,36.0
2018-03-07 09:22:41.342874,slurm_normal,1520414577.0,0,7680.0,1.0,main_w4_handler0,3437326,18636575,False,,3976822,bam,12732782,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[{'src': 'hda', 'id': 34143255}]",,"""false""",32.0,,43073052,1520414571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.0.0,2.27.0.0,,2018-03-07 09:22:58.905942,109973.0,6.0
2018-03-07 09:22:42.013170,slurm_normal,1520414583.0,0,7680.0,1.0,main_w3_handler0,3437326,18636577,False,,6196953,bam,12732786,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","[{'src': 'hda', 'id': 34143256}]",,"""false""",32.0,,43073052,1520414573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.0.0,2.27.0.0,,2018-03-07 09:23:05.269455,109973.0,10.0
