create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-27 11:57:47.934089,rodeo_normal,1427457488.0,0,1.0,main_w2_handler1,2215626,9058876,False,,2428799,maf,3344157.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19025088,,32.0,,21393186,1427457482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-03-27 11:58:13.139096,,6.0
2015-03-27 14:26:14.528832,rodeo_normal,1427466392.0,0,1.0,main_w1_handler0,2215626,9060693,False,,2428799,maf,3345882.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19027591,,32.0,,21393186,1427466385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-03-27 14:26:37.499228,,7.0
2015-03-27 14:26:20.941662,rodeo_normal,1427466417.0,0,1.0,main_w1_handler0,2215626,9060695,False,,31225273,maf,3345885.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19027589,,32.0,,21393186,1427466402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-03-27 14:27:05.226227,,15.0
2015-04-10 22:53:11.086673,slurm_normal,1428706434.0,0,1.0,main_w1_handler0,859055,9198827,False,,869,maf,3480590.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233858,,32.0,,22380499,1428706429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 22:53:55.165785,19937.0,5.0
2015-04-10 22:53:20.670844,slurm_normal,1428706489.0,0,1.0,main_w2_handler1,859055,9198845,False,,2003045,maf,3480606.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233912,,32.0,,22380499,1428706485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 22:54:54.504598,19937.0,4.0
2015-04-10 17:13:03.395644,slurm_normal,1428686017.0,0,1.0,main_w2_handler0,2215626,9196835,False,,2259043,maf,3478198.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231237,,32.0,,21393186,1428686012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:13:41.264547,,5.0
2015-04-10 17:48:15.993421,slurm_normal,1428688159.0,0,1.0,main_w1_handler0,859055,9197219,False,,900,maf,3478653.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231552,,32.0,,22378448,1428688155.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:21.359581,19937.0,4.0
2015-04-10 17:48:12.778241,slurm_normal,1428688117.0,0,1.0,main_w1_handler1,859055,9197214,False,,919718,maf,3478635.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231542,,32.0,,22378448,1428688112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:48:38.888711,19937.0,5.0
2015-04-10 17:48:09.630911,slurm_normal,1428688116.0,0,1.0,main_w2_handler0,859055,9197211,False,,49818,maf,3478634.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231535,,32.0,,22378448,1428688112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:48:40.824451,19937.0,4.0
2015-04-10 17:48:11.704203,slurm_normal,1428688116.0,0,1.0,main_w1_handler0,859055,9197213,False,,5516,maf,3478637.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231541,,32.0,,22378448,1428688112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:48:41.280738,19937.0,4.0
2015-04-10 17:48:15.209153,slurm_normal,1428688151.0,0,1.0,main_w2_handler1,859055,9197217,False,,3878,maf,3478644.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231550,,32.0,,22378448,1428688142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:14.981375,19937.0,9.0
2015-04-10 17:48:16.710366,slurm_normal,1428688148.0,0,1.0,main_w1_handler1,859055,9197220,False,,2444,maf,3478643.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231555,,32.0,,22378448,1428688142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:10.096297,19937.0,6.0
2015-04-10 17:48:19.245593,slurm_normal,1428688221.0,0,1.0,main_w2_handler0,859055,9197223,False,,1361396,maf,3478673.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231562,,32.0,,22378448,1428688215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:50:26.017710,19937.0,6.0
2015-04-10 17:48:29.165046,slurm_normal,1428688177.0,0,1.0,main_w2_handler1,859055,9197233,False,,2266839,maf,3478662.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231586,,32.0,,22378448,1428688172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:42.111345,19937.0,5.0
2015-04-10 17:48:10.710325,slurm_normal,1428688116.0,0,1.0,main_w2_handler0,859055,9197212,False,,12692,maf,3478640.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231539,,32.0,,22378448,1428688112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:48:41.598836,19937.0,4.0
2015-04-10 17:48:20.872200,slurm_normal,1428688148.0,0,1.0,main_w2_handler1,859055,9197225,False,,1033980,maf,3478648.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231568,,32.0,,22378448,1428688142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:10.809462,19937.0,6.0
2015-04-10 17:48:14.339168,slurm_normal,1428688151.0,0,1.0,main_w2_handler0,859055,9197216,False,,105436,maf,3478647.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231547,,32.0,,22378448,1428688142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:14.473713,19937.0,9.0
2015-04-10 17:48:30.291157,slurm_normal,1428688273.0,0,1.0,main_w2_handler0,859055,9197234,False,,2250444,maf,3478677.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231587,,32.0,,22378448,1428688263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:51:16.923746,19937.0,10.0
2015-04-10 17:48:33.256493,slurm_normal,1428688212.0,0,1.0,main_w2_handler1,859055,9197239,False,,2088154,maf,3478670.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231592,,32.0,,22378448,1428688205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:50:14.151930,19937.0,7.0
2015-04-10 17:48:13.666970,slurm_normal,1428688151.0,0,1.0,main_w1_handler0,859055,9197215,False,,597204,maf,3478641.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231544,,32.0,,22378448,1428688142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:15.025153,19937.0,9.0
2015-04-10 17:48:19.942900,slurm_normal,1428688159.0,0,1.0,main_w1_handler1,859055,9197224,False,,1010608,maf,3478652.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231564,,32.0,,22378448,1428688155.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:21.654514,19937.0,4.0
2015-04-10 17:48:24.839088,slurm_normal,1428688177.0,0,1.0,main_w1_handler1,859055,9197229,False,,1471930,maf,3478658.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231582,,32.0,,22378448,1428688172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:40.456440,19937.0,5.0
2015-04-10 17:48:28.151562,slurm_normal,1428688180.0,0,1.0,main_w2_handler1,859055,9197232,False,,2254441,maf,3478661.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231585,,32.0,,22378448,1428688172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:43.897017,19937.0,8.0
2015-04-10 17:48:21.727455,slurm_normal,1428688177.0,0,1.0,main_w1_handler0,859055,9197226,False,,2092586,maf,3478657.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231577,,32.0,,22378448,1428688172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:40.338745,19937.0,5.0
2015-04-10 17:48:17.766830,slurm_normal,1428688177.0,0,1.0,main_w2_handler0,859055,9197221,False,,207558,maf,3478660.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231557,,32.0,,22378448,1428688172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:41.247511,19937.0,5.0
2015-04-10 17:48:18.563351,slurm_normal,1428688209.0,0,1.0,main_w2_handler0,859055,9197222,False,,2227050,maf,3478668.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231560,,32.0,,22378448,1428688202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:50:13.102152,19937.0,7.0
2015-04-10 17:48:23.726732,slurm_normal,1428688180.0,0,1.0,main_w1_handler1,859055,9197228,False,,2255104,maf,3478656.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231581,,32.0,,22378448,1428688172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:49:42.663454,19937.0,8.0
2015-04-10 17:48:33.839582,slurm_normal,1428688208.0,0,1.0,main_w1_handler1,859055,9197240,False,,2112778,maf,3478667.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231593,,32.0,,22378448,1428688202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:50:09.937860,19937.0,6.0
2015-04-10 17:48:32.617832,slurm_normal,1428688208.0,0,1.0,main_w2_handler1,859055,9197238,False,,2010186,maf,3478669.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231591,,32.0,,22378448,1428688202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:50:11.083346,19937.0,6.0
2015-04-10 17:48:34.420942,slurm_normal,1428688236.0,0,1.0,main_w2_handler1,859055,9197241,False,,21806,maf,3478675.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231594,,32.0,,22378448,1428688232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:50:39.915633,19937.0,4.0
2015-04-10 17:48:27.233933,slurm_normal,1428688208.0,0,1.0,main_w1_handler1,859055,9197231,False,,317661,maf,3478666.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231584,,32.0,,22378448,1428688202.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:50:11.626652,19937.0,6.0
2015-04-10 17:48:22.640395,slurm_normal,1428688220.0,0,1.0,main_w2_handler0,859055,9197227,False,,11798,maf,3478674.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231580,,32.0,,22378448,1428688215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:50:25.888152,19937.0,5.0
2015-04-10 17:48:31.440694,slurm_normal,1428688271.0,0,1.0,main_w2_handler0,859055,9197236,False,,914006,maf,3478680.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231588,,32.0,,22378448,1428688262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:51:14.659868,19937.0,9.0
2015-04-10 17:48:26.148646,slurm_normal,1428688237.0,0,1.0,main_w2_handler0,859055,9197230,False,,2267177,maf,3478676.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19231583,,32.0,,22378448,1428688232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 17:50:39.162248,19937.0,5.0
2015-04-10 22:53:18.882511,slurm_normal,1428706461.0,0,1.0,main_w2_handler1,859055,9198841,False,,2168442,maf,3480602.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233899,,32.0,,22380499,1428706455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 22:54:26.184920,19937.0,6.0
2015-04-10 22:53:19.658017,slurm_normal,1428706471.0,0,1.0,main_w2_handler1,859055,9198843,False,,2217703,maf,3480604.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233905,,32.0,,22380499,1428706465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 22:54:36.394866,19937.0,6.0
2015-04-10 22:53:22.577727,slurm_normal,1428706495.0,0,1.0,main_w2_handler1,859055,9198848,False,,21237,maf,3480608.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233923,,32.0,,22380499,1428706491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 22:54:57.873710,19937.0,4.0
2015-04-10 22:53:21.747320,slurm_normal,1428706491.0,0,1.0,main_w2_handler1,859055,9198847,False,,2096377,maf,3480607.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233918,,32.0,,22380499,1428706487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 22:54:54.904917,19937.0,4.0
2015-04-10 22:53:10.686263,slurm_normal,1428706413.0,0,1.0,main_w2_handler1,859055,9198826,False,,3655,maf,3480583.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233855,,32.0,,22380499,1428706408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 22:53:35.896161,19937.0,5.0
2015-04-10 22:53:12.187561,slurm_normal,1428706437.0,0,1.0,main_w2_handler0,859055,9198829,False,,184013,maf,3480593.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233863,,32.0,,22380499,1428706433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 22:53:59.236844,19937.0,4.0
2015-04-10 22:53:09.552182,slurm_normal,1428706409.0,0,1.0,main_w1_handler1,859055,9198823,False,,899759,maf,3480581.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19233848,,32.0,,22380499,1428706405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitutions/substitutions1/1.0.0,1.0.0,,2015-04-10 22:53:32.149279,19937.0,4.0
