chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.input1|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-24 23:51:05.390628,slurm_normal,1508889077.0,0,,1.0,main_w3_handler1,3298528,17204061,False,,2524423,vcf,11263796,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31864599}]",,32.0,,41494782.0,1508889070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-24 23:51:18.768905,,7.0
,,2018-01-03 10:27:53.585524,slurm_normal,1514975285.0,0,,1.0,main_w4_handler0,3373766,17935403,False,,1956385,vcf,12011531,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33156504}]",,32.0,,42860508.0,1514975278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-03 10:28:06.746262,78150.0,7.0
,,2018-01-03 19:43:48.664167,slurm_normal,1515008638.0,0,,1.0,main_w3_handler0,3378720,17939207,False,,932029,vcf,12015247,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33120889}]",,32.0,,42919704.0,1515008632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-03 19:44:00.246065,,6.0
,,2018-01-04 02:28:25.661722,slurm_normal,1515033225.0,0,,1.0,main_w3_handler1,3248770,17940705,False,,916766902,vcf,12016838,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33101668}]",,32.0,,42883940.0,1515032907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-04 02:33:46.610606,55534.0,318.0
,,2018-01-05 08:05:24.354797,slurm_normal,1515139621.0,0,,1.0,main_w3_handler1,3381053,17951602,False,,300876692,vcf,12028090,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33166017}]",,32.0,,42467966.0,1515139527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-05 08:07:03.360985,108548.0,94.0
,,2018-01-22 14:04:14.686565,slurm_normal,1516629867.0,0,,1.0,main_w4_handler1,2896715,18118682,False,,4572,vcf,12198340,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 28617351}]",,32.0,,43347170.0,1516629863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-22 14:04:30.356473,41608.0,4.0
,,2017-10-31 10:17:07.663016,slurm_normal,1509445056.0,0,,1.0,main_w4_handler1,3285799,17274038,False,,20391762,vcf,11334596,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31982402}]",,32.0,,41633854.0,1509445041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-31 10:17:40.272467,97958.0,15.0
,,2017-10-31 10:51:17.713880,slurm_normal,1509447136.0,0,,1.0,main_w3_handler0,3285799,17274371,False,,112108894,vcf,11334959,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31982346}]",,32.0,,41633854.0,1509447094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-31 10:52:19.790719,97958.0,42.0
,,2017-10-31 20:58:22.064547,slurm_normal,1509483558.0,0,,1.0,main_w3_handler1,3306208,17280986,False,,114497458,vcf,11341900,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 31993963}]",,32.0,,41649025.0,1509483521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-31 20:59:24.188878,,37.0
,,2017-11-05 14:00:23.892416,slurm_normal,1509890446.0,0,,1.0,main_w3_handler1,3304049,17335198,False,,9650,vcf,11397529,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","[{'src': 'hda', 'id': 32075803}]",,32.0,,41031924.0,1509890440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcffixup/vcffixup/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-05 14:00:49.539829,55005.0,6.0
