create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.sum,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-03 02:38:59.520477,slurm_normal,1454467164.0,0.0,,1.0,main_w1_handler0,2580742,11690151,False,,2244,txt,5946400.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23155157,,"""yes""",32.0,,27450281,1454467161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-03 02:39:28.239343,76809.0,3.0
2016-02-05 02:15:09.195262,slurm_normal,1454638531.0,0.0,,1.0,main_w1_handler0,2585500,11714932,False,,3581,fasta,5972748.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23192482,,"""yes""",32.0,,28019794,1454638527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-05 02:15:33.994589,,4.0
2016-02-08 05:02:17.755074,slurm_normal,1454907755.0,0.0,,1.0,main_w1_handler2,2591963,11740980,False,,3539,fasta,5997528.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23228921,,"""no""",32.0,,28190102,1454907751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-08 05:02:36.521632,78216.0,4.0
2016-02-07 22:27:37.750142,slurm_normal,1454884080.0,0.0,,1.0,main_w1_handler0,2588244,11739827,False,,3539,fasta,5996371.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23227405,,"""yes""",32.0,,27450281,1454884072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-07 22:28:01.029261,76809.0,8.0
2016-02-07 20:24:45.260643,slurm_normal,1454876705.0,0.0,,1.0,main_w2_handler0,2591769,11739371,False,,3555,fasta,5995941.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23226772,,"""yes""",32.0,,27453510,1454876701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-07 20:25:08.549785,76798.0,4.0
2016-02-07 20:29:13.490736,slurm_normal,1454876971.0,0.0,,1.0,main_w1_handler0,2591769,11739394,False,,3539,fasta,5995966.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23226838,,"""yes""",32.0,,27453510,1454876968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-07 20:29:33.069477,76798.0,3.0
2016-02-08 02:17:31.309787,slurm_normal,1454897871.0,0.0,,1.0,main_w1_handler0,2591778,11740572,False,,3555,fasta,5997106.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23227778,,"""yes""",32.0,,27603594,1454897868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-08 02:17:52.716705,76285.0,3.0
2016-02-08 04:59:56.760824,slurm_normal,1454907619.0,0.0,,1.0,main_w1_handler1,2591963,11740977,False,,3539,fasta,5997524.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23228921,,"""yes""",32.0,,28190102,1454907615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-08 05:00:21.491067,78216.0,4.0
2016-02-08 07:50:32.151993,slurm_normal,1454917851.0,0.0,,1.0,main_w1_handler1,2592096,11741408,False,,800,fasta,5997924.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23229561,,"""yes""",32.0,,27250304,1454917848.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-08 07:50:59.626235,76286.0,3.0
2016-02-07 23:59:23.935228,slurm_normal,1454889587.0,0.0,,1.0,main_w2_handler1,2591146,11740038,False,,3540,fasta,5996571.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23227729,,"""yes""",32.0,,28116439,1454889583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-07 23:59:51.550712,76802.0,4.0
2016-02-10 22:48:32.822309,slurm_normal,1455144542.0,0.0,,1.0,main_w1_handler1,2585500,11783106,False,,1139,fasta,6037688.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/therKoda1.len""","""therKoda1""",23287875,,"""yes""",32.0,,28019794,1455144537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-10 22:49:06.954210,,5.0
2016-01-21 23:36:38.992743,slurm_normal,1453419443.0,0.0,,1.0,main_w2_handler1,2572896,11575620,False,,8909,fasta,5841391.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22998909,,"""yes""",32.0,,27637931,1453419413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-01-21 23:37:25.648074,77210.0,30.0
2016-01-22 01:46:50.704349,slurm_normal,1453427230.0,0.0,,1.0,main_w2_handler0,2574095,11576676,False,,26841,fasta,5842256.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23000203,,"""yes""",32.0,,27306001,1453427224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-01-22 01:47:15.233326,76536.0,6.0
2016-01-22 02:11:41.364254,slurm_normal,1453428717.0,0.0,,1.0,main_w2_handler1,2574095,11576798,False,,5278,fasta,5842469.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23000574,,"""yes""",32.0,,27306001,1453428712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-01-22 02:12:03.970804,76536.0,5.0
2016-01-22 02:16:15.551393,slurm_normal,1453428994.0,0.0,,1.0,main_w1_handler0,2565146,11576866,False,,3685,fasta,5842536.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22908361,,"""yes""",32.0,,27453530,1453428991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-01-22 02:16:37.006857,76800.0,3.0
2016-01-22 02:20:49.176752,slurm_normal,1453429268.0,0.0,,1.0,main_w1_handler1,2572834,11576913,False,,1478,fasta,5842606.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23000705,,"""yes""",32.0,,27603594,1453429263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-01-22 02:21:17.527335,76285.0,5.0
2016-01-26 22:16:03.326517,slurm_normal,1453846596.0,0.0,,1.0,main_w1_handler1,2565182,11610644,False,,5696,fasta,5875404.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23051380,,"""yes""",32.0,,27453535,1453846584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-01-26 22:16:38.877395,76807.0,12.0
2016-02-12 02:37:04.424484,slurm_normal,1455244663.0,0.0,,1.0,main_w2_handler0,2585500,11797319,False,,1498,fasta,6052038.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/pyrAer1.len""","""pyrAer1""",23306703,,"""yes""",32.0,,28019794,1455244659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-12 02:37:48.259134,,4.0
2016-02-12 03:06:43.773125,slurm_normal,1455246431.0,0.0,,1.0,main_w2_handler0,2597281,11797542,False,,563,fasta,6052259.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23306900,,"""yes""",32.0,,27450281,1455246427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-12 03:07:14.858672,76809.0,4.0
2016-02-12 03:08:59.264714,slurm_normal,1455246578.0,0.0,,1.0,main_w2_handler0,2591146,11797547,False,,649,fasta,6052267.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23306942,,"""yes""",32.0,,28116439,1455246574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-12 03:09:43.809552,76802.0,4.0
2016-02-11 00:27:07.451170,slurm_normal,1455150453.0,0.0,,1.0,main_w2_handler0,2595884,11783599,False,,1139,fasta,6038845.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23288449,,"""yes""",32.0,,27306001,1455150447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-11 00:27:40.984464,76536.0,6.0
2016-03-13 04:26:50.294811,slurm_normal,1457843232.0,0.0,,1.0,main_w2_handler0,2631697,12118001,False,,826,fasta,6340706.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23814274,,"""yes""",32.0,,27453530,1457843226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-13 04:27:14.520419,76800.0,6.0
2016-03-13 01:22:01.339741,slurm_normal,1457832141.0,0.0,,1.0,main_w1_handler2,2631623,12117302,False,,826,fasta,6340026.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23813363,,"""yes""",32.0,,27509465,1457832137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-13 01:22:23.296914,76357.0,4.0
2016-03-13 03:25:28.251595,slurm_normal,1457839556.0,0.0,,1.0,main_w2_handler0,2605105,12117782,False,,764,txt,6340490.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23813897,,"""yes""",32.0,,27603594,1457839551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-13 03:25:58.412599,76285.0,5.0
2016-03-13 03:26:39.078261,slurm_normal,1457839621.0,0.0,,1.0,main_w1_handler0,2605105,12117787,False,,396,txt,6340495.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23814024,,"""yes""",32.0,,27603594,1457839616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-13 03:27:04.650003,76285.0,5.0
2016-04-30 12:51:31.141950,slurm_normal,1462020734.0,0.0,,1.0,main_w2_handler1,2690379,12696240,False,,49619868,fastq,6903545.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf4f4474954cd11c'}]","""yes""",32.0,,29966212,1462020725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-04-30 12:52:17.347862,33546.0,9.0
2016-03-14 23:56:13.124941,slurm_normal,1457999832.0,0.0,,1.0,main_w2_handler1,2633627,12133208,False,,3492,fasta,6352405.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23836961,,"""yes""",32.0,,27450520,1457999828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-14 23:57:15.958742,76804.0,4.0
2016-03-15 00:04:00.936817,slurm_normal,1458000305.0,0.0,,1.0,main_w2_handler0,2633630,12133386,False,,8127,fasta,6352518.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23837139,,"""yes""",32.0,,27249518,1458000299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-15 00:05:07.760417,76282.0,6.0
2016-03-15 00:05:30.772257,slurm_normal,1458000384.0,0.0,,1.0,main_w1_handler2,2633672,12133410,False,,3492,fasta,6352545.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23836856,,"""yes""",32.0,,27453510,1458000380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-15 00:06:26.448822,76798.0,4.0
2016-03-15 00:14:04.147518,slurm_normal,1458000899.0,0.0,,1.0,main_w1_handler1,2633631,12133505,False,,3492,fasta,6352647.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23837480,,"""yes""",32.0,,27453530,1458000888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-15 00:15:01.852334,76800.0,11.0
2016-03-15 00:17:54.631339,slurm_normal,1458001129.0,0.0,,1.0,main_w1_handler1,2605098,12133552,False,,2124,txt,6352697.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23837529,,"""yes""",32.0,,27450281,1458001120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-15 00:18:50.765594,76809.0,9.0
2016-03-15 00:16:47.875371,slurm_normal,1458001064.0,0.0,,1.0,main_w1_handler1,2633702,12133538,False,,3481,fasta,6352680.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23837526,,"""yes""",32.0,,27250304,1458001060.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-15 00:17:47.813054,76286.0,4.0
2016-03-15 00:19:33.567139,slurm_normal,1458001221.0,0.0,,1.0,main_w1_handler1,2631511,12133579,False,,2130,txt,6352722.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23837563,,"""yes""",32.0,,27604537,1458001216.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-15 00:20:22.376765,77210.0,5.0
2016-03-15 00:27:17.500653,slurm_normal,1458001680.0,0.0,,1.0,main_w2_handler1,2585500,12133650,False,,8040,fasta,6352800.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23837647,,"""yes""",32.0,,28019794,1458001677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-15 00:28:04.016017,,3.0
2016-03-15 00:35:18.889377,slurm_normal,1458002193.0,0.0,,1.0,main_w1_handler0,2631973,12134700,False,,3278,fasta,6352873.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23838505,,"""yes""",32.0,,28994565,1458002189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-15 00:36:36.512274,76653.0,4.0
2016-03-15 00:35:55.484395,slurm_normal,1458002204.0,0.0,,1.0,main_w2_handler0,2631788,12134835,False,,3492,fasta,6352876.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23838453,,"""yes""",32.0,,28464696,1458002200.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-15 00:36:48.055570,76300.0,4.0
2016-02-29 19:39:57.703628,slurm_normal,1456775124.0,0.0,,1.0,main_w2_handler0,2616408,11974831,False,,5463795,fasta,6203122.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23558492,,"""yes""",32.0,,28704046,1456774820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-29 19:45:26.383008,,304.0
2016-02-29 20:05:58.463635,slurm_normal,1456776397.0,0.0,,1.0,main_w2_handler1,2616408,11975114,False,,42311,fasta,6203509.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23562701,,"""yes""",32.0,,28704046,1456776389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-29 20:06:42.196612,,8.0
2016-02-29 20:06:13.853669,slurm_normal,1456776423.0,0.0,,1.0,main_w2_handler1,2616408,11975125,False,,70954,fasta,6203518.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23562705,,"""yes""",32.0,,28704046,1456776415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-29 20:07:09.016640,,8.0
2016-02-29 22:55:36.655595,slurm_normal,1456786587.0,0.0,,1.0,main_w1_handler2,2616408,11976304,False,,1931,fasta,6205002.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23565079,,"""yes""",32.0,,28704046,1456786581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-02-29 22:56:29.199451,,6.0
2016-06-21 22:47:20.222604,slurm_normal,1466549253.0,0.0,,1.0,main_w2_handler1,2746260,13230017,False,,91978,fasta,7415116.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50367a09c319ccb93'}]","""no""",32.0,,31009202,1466549249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-06-21 22:47:36.048101,5186.0,4.0
2016-05-05 20:29:34.758478,slurm_normal,1462480214.0,0.0,,1.0,main_w1_handler1,2696243,12798621,False,,41181579,fasta,6998322.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f9f9153d23be14e1'}]","""yes""",32.0,,30061038,1462480208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-05-05 20:30:15.212823,,6.0
2016-05-05 20:43:28.316534,slurm_normal,1462481047.0,0.0,,1.0,main_w1_handler0,2696243,12798776,False,,6547,fasta,6998376.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b570c276c40597a35a'}]","""yes""",32.0,,30061038,1462481043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-05-05 20:44:09.634567,,4.0
2016-05-07 13:59:32.647456,slurm_normal,1462629618.0,0.0,,1.0,main_w2_handler1,2697701,12816005,False,,55882688,fasta,7017228.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d8df9388cbc042e'}]","""yes""",32.0,,30083578,1462629611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-05-07 14:00:20.299731,,7.0
2016-05-07 14:07:39.529150,slurm_normal,1462630107.0,0.0,,1.0,main_w2_handler1,2697701,12816081,False,,63462619,fasta,7017300.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59f1fc017f6317e14'}]","""yes""",32.0,,30083578,1462630099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-05-07 14:08:30.078819,,8.0
2016-03-09 07:51:32.337975,slurm_normal,1457509922.0,0.0,,1.0,main_w1_handler1,2626802,12080548,False,,980,fasta,6305666.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23753921,,"""yes""",32.0,,27453530,1457509915.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-03-09 07:52:06.151153,76800.0,7.0
2016-10-17 17:43:40.582956,slurm_normal,1476726265.0,0.0,,1.0,main_w3_handler1,2857214,14100906,False,,5696,fasta,8315882.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b568d11f53337c5a3d'}]","""yes""",32.0,,33580835,1476726258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-10-17 17:44:29.832074,91816.0,7.0
2016-10-19 03:51:09.725529,slurm_normal,1476849103.0,0.0,,1.0,main_w4_handler0,2860131,14113971,False,,17880,fasta,8328756.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5609be223155381ae'}]","""yes""",32.0,,33795571,1476849093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-10-19 03:51:46.129811,,10.0
2016-04-22 04:18:52.151258,slurm_normal,1461298746.0,0.0,,1.0,main_w1_handler0,2670827,12557048,False,,1692372,fasta,6746735.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7cd230e84422a0f'}]","""yes""",32.0,,29622241,1461298741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-04-22 04:19:08.505112,,5.0
2016-04-22 15:45:17.692391,slurm_normal,1461339934.0,0.0,,1.0,main_w1_handler1,1363409,12569529,False,,645081,tabular,6755004.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6cecdf83495b77b'}]","""yes""",32.0,,29725355,1461339926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-04-22 15:45:38.139099,32626.0,8.0
2016-10-19 22:47:58.127578,slurm_normal,1476917332.0,0.0,,1.0,main_w4_handler0,2861349,14123773,False,,5665,txt,8338312.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d4209b5c11350752'}]","""yes""",32.0,,33308389,1476917304.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-10-19 22:48:55.742553,91157.0,28.0
2016-09-23 13:02:17.737633,slurm_normal,1474635887.0,0.0,,1.0,main_w4_handler0,2822281,13925210,False,,1359,fasta,8147516.roundup,slurm,,132112168.0,corral-repl,,"""f3aaddd2818d11e6a781005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b56d63ea7920729d'}]","""yes""",32.0,,33121692,1474635875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-09-23 13:04:49.559075,90325.0,12.0
2016-06-14 03:16:06.278047,slurm_normal,1465874181.0,0.0,,1.0,main_w2_handler0,2737734,13154435,False,,91978,fasta,7338722.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee4bf5bfc393f24c'}]","""yes""",32.0,,30841022,1465874176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-06-14 03:16:23.301358,5186.0,5.0
2016-06-14 03:25:36.639727,slurm_normal,1465874751.0,0.0,,1.0,main_w2_handler0,2737741,13154516,False,,311251,fasta,7338797.roundup,slurm,,132112168.0,corral-repl,,"""a886509631df11e6a7f2005056a51846""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b565096fc3b6136024'}]","""no""",32.0,,30841022,1465874748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-06-14 03:25:54.726964,5186.0,3.0
2016-06-14 03:17:16.221991,slurm_normal,1465874256.0,0.0,,1.0,main_w2_handler0,2737734,13154494,False,,91978,fasta,7338728.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee4bf5bfc393f24c'}]","""no""",32.0,,30841022,1465874251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: chips10/5.0.0,5.0.0,,2016-06-14 03:17:39.044608,5186.0,5.0
