create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.complement,parameters.count,parameters.dbkey,parameters.infile.values,parameters.infile|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-15 00:42:29.624831,slurm_normal,1513298563.0,0,,1.0,main_w3_handler1,3366114,17813487,False,2127583,bed,,11882038,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""""","""5""","""hg38""","[{'src': 'hda', 'id': 32941324}]",,32.0,,42652406.0,1513298559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,1.1.0,,2017-12-15 00:42:46.248829,112923.0,4.0
2017-12-15 00:40:44.798740,slurm_normal,1513298460.0,0,,1.0,main_w4_handler1,3366114,17813477,False,2127583,bed,,11882025,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""""","""5""","""hg38""","[{'src': 'hda', 'id': 32941324}]",,32.0,,42652406.0,1513298455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,1.1.0,,2017-12-15 00:41:01.998333,112923.0,5.0
2017-12-15 03:17:51.084566,slurm_normal,1513307883.0,0,,1.0,main_w3_handler1,3317772,17814244,False,4023830,tabular,,11882844,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""""","""50""","""hg18""","[{'src': 'hda', 'id': 32942388}]",,32.0,,42561390.0,1513307878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,1.1.0,,2017-12-15 03:18:05.189704,115766.0,5.0
2018-03-02 00:29:49.712275,slurm_normal,1519950604.0,0,7680.0,1.0,main_w3_handler0,2838001,18574049,False,140721,tabular,,12668264,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""""","""10""","""hg38""","[{'src': 'hda', 'id': 34159194}]",,32.0,,44276786.0,1519950600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,1.1.0,,2018-03-02 00:30:05.601980,89403.0,4.0
2017-12-15 09:14:33.970620,slurm_normal,1513329312.0,0,,1.0,main_w4_handler1,3317772,17815462,False,4023830,tabular,,11884055,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""""","""200""","""hg18""","[{'src': 'hda', 'id': 32942388}]",,32.0,,42561390.0,1513329307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,1.1.0,,2017-12-15 09:15:14.139435,115766.0,5.0
2018-03-02 01:28:58.522808,slurm_normal,1519954196.0,0,7680.0,1.0,main_w4_handler1,2838001,18574453,False,22652,tabular,,12668734,slurm,,132112168.0,corral-repl,,"""11afc0041db911e8a41f005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""""","""10""","""hg38""","[{'src': 'hda', 'id': 34159684}]",,32.0,,,1519954192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,1.1.0,,2018-03-02 01:29:57.603147,89403.0,4.0
2018-01-21 21:38:11.053377,slurm_normal,1516570707.0,0,,1.0,main_w4_handler0,3399934,18105829,False,148755,tabular,,12186357,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""""","""5""","""hg38""","[{'src': 'hda', 'id': 33424102}]",,32.0,,43335822.0,1516570701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,1.1.0,,2018-01-21 21:38:29.094626,120329.0,6.0
2018-03-02 05:28:08.058277,slurm_normal,1519968501.0,0,7680.0,1.0,main_w3_handler0,3448886,18576532,False,148755,tabular,,12670792,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""""","""5""","""hg38""","[{'src': 'hda', 'id': 34163184}]",,32.0,,44282447.0,1519968497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,1.1.0,,2018-03-02 05:28:22.965972,123147.0,4.0
2017-12-15 11:59:35.665980,slurm_normal,1513339192.0,0,,1.0,main_w3_handler0,3365605,17817190,False,65145,tabular,,11885493,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""""","""200""","""hg18""","[{'src': 'hda', 'id': 32947809}]",,32.0,,42679575.0,1513339187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,1.1.0,,2017-12-15 11:59:55.100862,118641.0,5.0
2017-12-15 12:13:47.807626,slurm_normal,1513340132.0,0,,1.0,main_w4_handler0,3366254,17817532,False,20,tabular,,11885733,slurm,,132112168.0,corral-repl,,"""6295a498e19111e7b048005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""""","""2""","""hg38""","[{'src': 'hda', 'id': 32948584}]",,32.0,,,1513340128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0,1.1.0,,2017-12-15 12:15:37.855269,118677.0,4.0
