chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-07-10 01:13:20.653093,slurm_normal,1468113233.0,0,1.0,main_w2_handler0,2761486,13368612,False,42,tabular,,7578988.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5faaf7036b0447f87'}]",,32.0,,30733819.0,1468113229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-10 01:13:55.179807,85745.0,4.0
,,2016-09-19 08:42:29.414181,slurm_normal,1474274571.0,0,1.0,main_w4_handler1,2819267,13880882,False,250905,bed,,8103783.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537a991f9c5a71168'}]",,32.0,,33021032.0,1474274564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-09-19 08:42:53.940606,42102.0,7.0
,,2016-09-19 08:34:23.036365,slurm_normal,1474274081.0,0,1.0,main_w3_handler1,2819267,13880733,False,4422120,bed,,8103670.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f590f00c6b5f7106'}]",,32.0,,33021032.0,1474274078.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-09-19 08:34:42.138645,42102.0,3.0
,,2016-05-25 11:52:46.857049,slurm_normal,1464177207.0,0,1.0,main_w1_handler0,2624462,12983113,False,887416,tabular,,7169853.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c534db0bf045468'}]",,32.0,,28859831.0,1464177204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-05-25 11:53:33.363314,5255.0,3.0
,,2016-07-13 12:09:19.940429,slurm_normal,1468411811.0,0,1.0,main_w2_handler0,2764863,13394657,False,23888,bed,,7606544.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f419eb5caa90366a'}]",,32.0,,31440855.0,1468411807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-13 12:10:16.498728,,4.0
,,2016-07-14 07:08:35.893551,slurm_normal,1468480158.0,0,1.0,main_w1_handler1,2764859,13406888,False,195094,tabular,,7618892.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535f75fc9ba202127'}]",,32.0,,30362023.0,1468480154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-14 07:09:20.979099,35039.0,4.0
,,2016-07-14 22:15:32.301841,slurm_normal,1468534565.0,0,1.0,main_w1_handler1,2766547,13414985,False,338088,tabular,,7626985.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59b04711547c7f04c'}]",,32.0,,30362023.0,1468534560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-14 22:16:07.005370,35039.0,5.0
,,2016-07-14 22:15:34.242754,slurm_normal,1468534571.0,0,1.0,main_w2_handler1,2766547,13414987,False,19511,tabular,,7626986.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52c3ebd658e6f0115'}]",,32.0,,30362023.0,1468534568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-14 22:16:13.490866,35039.0,3.0
,,2016-07-14 22:22:32.328191,slurm_normal,1468535001.0,0,1.0,main_w2_handler0,2766547,13415005,False,338088,tabular,,7627007.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eda9f51ab4751586'}]",,32.0,,30362023.0,1468534997.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-14 22:23:23.680455,35039.0,4.0
,,2016-07-14 22:22:36.909358,slurm_normal,1468535027.0,0,1.0,main_w2_handler0,2766547,13415011,False,19511,tabular,,7627010.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52c3ebd658e6f0115'}]",,32.0,,30362023.0,1468535024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-14 22:23:50.381659,35039.0,3.0
,,2016-07-14 22:22:32.927387,slurm_normal,1468534981.0,0,1.0,main_w1_handler1,2766547,13415006,False,17691,tabular,,7626999.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52da4f2f6aa2dd448'}]",,32.0,,30362023.0,1468534979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-14 22:23:04.905737,35039.0,2.0
,,2016-07-14 22:22:37.426247,slurm_normal,1468535027.0,0,1.0,main_w2_handler0,2766547,13415012,False,19511,tabular,,7627011.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9501010a0134035'}]",,32.0,,30362023.0,1468535024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-14 22:23:50.349510,35039.0,3.0
,,2016-07-14 22:22:35.166674,slurm_normal,1468534991.0,0,1.0,main_w2_handler1,2766547,13415009,False,338088,tabular,,7627003.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59b04711547c7f04c'}]",,32.0,,30362023.0,1468534987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-14 22:23:12.859733,35039.0,4.0
,,2016-07-14 22:22:33.963499,slurm_normal,1468535000.0,0,1.0,main_w1_handler0,2766547,13415007,False,320397,tabular,,7627006.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b595656d747aa397b8'}]",,32.0,,30362023.0,1468534997.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-14 22:23:23.598187,35039.0,3.0
,,2016-07-14 22:22:36.317703,slurm_normal,1468535024.0,0,1.0,main_w2_handler0,2766547,13415010,False,338088,tabular,,7627009.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ff4a6640e4ba002f'}]",,32.0,,30362023.0,1468535021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-14 22:23:47.197294,35039.0,3.0
,,2016-07-15 05:06:50.880871,slurm_normal,1468559264.0,0,1.0,main_w1_handler0,2766856,13416936,False,768177,tabular,,7629200.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9c97ec02c31042c'}]",,32.0,,30362023.0,1468559258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:07:46.992574,35039.0,6.0
,,2016-07-15 05:03:11.335375,slurm_normal,1468559070.0,0,1.0,main_w2_handler1,2766856,13416920,False,9088201,tabular,,7629183.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f26191dd2f6c81c5'}]",,32.0,,30362023.0,1468559059.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:04:32.078451,35039.0,11.0
,,2016-07-15 05:06:51.890919,slurm_normal,1468559253.0,0,1.0,main_w2_handler1,2766856,13416938,False,6401023,tabular,,7629195.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d4e9d8733fc7a5b9'}]",,32.0,,30362023.0,1468559244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:07:36.705390,35039.0,9.0
,,2016-07-15 05:03:10.700931,slurm_normal,1468559040.0,0,1.0,main_w1_handler1,2766856,13416919,False,6346872,tabular,,7629175.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c17a41a039c01f34'}]",,32.0,,30362023.0,1468559032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:04:03.686017,35039.0,8.0
,,2016-07-15 05:03:13.937845,slurm_normal,1468559037.0,0,1.0,main_w1_handler0,2766856,13416926,False,11030294,tabular,,7629173.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da5ab0acf588e72c'}]",,32.0,,30362023.0,1468559023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:03:58.213553,35039.0,14.0
,,2016-07-15 05:09:21.584389,slurm_normal,1468559444.0,0,1.0,main_w1_handler0,2766856,13416968,False,5830782,tabular,,7629232.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e268290fa2408bfe'}]",,32.0,,30362023.0,1468559434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:10:46.381109,35039.0,10.0
,,2016-07-15 05:11:57.141177,slurm_normal,1468559639.0,0,1.0,main_w2_handler1,2766856,13417011,False,524,tabular,,7629274.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cebb515fc530c849'}]",,32.0,,30362023.0,1468559635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:14:01.264524,35039.0,4.0
,,2016-07-15 05:14:46.678998,slurm_normal,1468559848.0,0,1.0,main_w2_handler1,2766856,13417048,False,121810,tabular,,7629311.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b62878a4ee40b881'}]",,32.0,,30362023.0,1468559843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:17:31.224779,35039.0,5.0
,,2016-07-15 05:06:54.728707,slurm_normal,1468559278.0,0,1.0,main_w2_handler1,2766856,13416942,False,453194,tabular,,7629204.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d8a0d2caf950fd4b'}]",,32.0,,30362023.0,1468559268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:08:00.623415,35039.0,10.0
,,2016-07-15 05:11:52.687460,slurm_normal,1468559617.0,0,1.0,main_w2_handler1,2766856,13417005,False,6877,tabular,,7629271.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59528a9c77b70648d'}]",,32.0,,30362023.0,1468559612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:13:40.087152,35039.0,5.0
,,2016-07-15 05:03:11.842210,slurm_normal,1468559089.0,0,1.0,main_w2_handler0,2766856,13416921,False,1191753,tabular,,7629188.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bec15eedb5dbbf48'}]",,32.0,,30362023.0,1468559082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:04:52.302894,35039.0,7.0
,,2016-07-15 05:09:24.846468,slurm_normal,1468559408.0,0,1.0,main_w2_handler0,2766856,13416976,False,236387,tabular,,7629223.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50bccadb762236e44'}]",,32.0,,30362023.0,1468559404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:10:11.041543,35039.0,4.0
,,2016-07-15 05:03:13.458507,slurm_normal,1468559095.0,0,1.0,main_w2_handler0,2766856,13416925,False,12219979,tabular,,7629189.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56706af89010dd056'}]",,32.0,,30362023.0,1468559082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:04:57.927869,35039.0,13.0
,,2016-07-15 05:03:07.511327,slurm_normal,1468559133.0,0,1.0,main_w2_handler0,2766856,13416915,False,3299612,tabular,,7629177.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b559ce28ae9c5c1c6f'}]",,32.0,,30362023.0,1468559033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:05:36.716394,35039.0,100.0
,,2016-07-15 05:09:27.774254,slurm_normal,1468559432.0,0,1.0,main_w2_handler0,2766856,13416983,False,89635,tabular,,7629231.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55b710f71b262b086'}]",,32.0,,30362023.0,1468559427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:10:35.704496,35039.0,5.0
,,2016-07-15 05:11:46.560444,slurm_normal,1468559555.0,0,1.0,main_w2_handler0,2766856,13416994,False,30959,tabular,,7629250.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e579ac65a1a76e9'}]",,32.0,,30362023.0,1468559551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:12:36.461901,35039.0,4.0
,,2016-07-15 05:03:08.180678,slurm_normal,1468559064.0,0,1.0,main_w2_handler0,2766856,13416916,False,1461468,tabular,,7629184.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5917a4297282990d8'}]",,32.0,,30362023.0,1468559059.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:04:25.981713,35039.0,5.0
,,2016-07-15 05:06:51.404896,slurm_normal,1468559251.0,0,1.0,main_w2_handler1,2766856,13416937,False,2418189,tabular,,7629197.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e0a8a7f03202c10'}]",,32.0,,30362023.0,1468559244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:07:33.781922,35039.0,7.0
,,2016-07-15 05:14:30.617976,slurm_normal,1468559766.0,0,1.0,main_w2_handler1,2766856,13417028,False,81061,tabular,,7629296.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c84963e61515ead2'}]",,32.0,,30362023.0,1468559761.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:16:09.155073,35039.0,5.0
,,2016-07-15 05:11:49.921672,slurm_normal,1468559566.0,0,1.0,main_w2_handler1,2766856,13417000,False,178124,tabular,,7629255.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57bd7b7598e4d96f9'}]",,32.0,,30362023.0,1468559562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:12:50.109802,35039.0,4.0
,,2016-07-15 05:14:44.889648,slurm_normal,1468559818.0,0,1.0,main_w2_handler1,2766856,13417044,False,154217,tabular,,7629308.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aeefad1bc539ebf1'}]",,32.0,,30362023.0,1468559813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:17:01.709128,35039.0,5.0
,,2016-07-15 05:06:58.852458,slurm_normal,1468559272.0,0,1.0,main_w1_handler1,2766856,13416948,False,3403795,tabular,,7629203.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1574258ccc6d910'}]",,32.0,,30362023.0,1468559264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:07:53.661704,35039.0,8.0
,,2016-07-15 05:03:13.038304,slurm_normal,1468559074.0,0,1.0,main_w1_handler1,2766856,13416924,False,13637457,tabular,,7629181.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f48d3fa4763e8c26'}]",,32.0,,30362023.0,1468559059.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:04:35.403393,35039.0,15.0
,,2016-07-15 05:06:54.285121,slurm_normal,1468559254.0,0,1.0,main_w2_handler0,2766856,13416941,False,448875,tabular,,7629198.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529ea9d6cbb76375e'}]",,32.0,,30362023.0,1468559249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:07:36.391453,35039.0,5.0
,,2016-07-15 05:06:56.436327,slurm_normal,1468559278.0,0,1.0,main_w2_handler0,2766856,13416945,False,24083,tabular,,7629207.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50440935d3474c1bd'}]",,32.0,,30362023.0,1468559273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:07:59.444585,35039.0,5.0
,,2016-07-15 05:17:01.985310,slurm_normal,1468559953.0,0,1.0,main_w2_handler1,2766856,13417078,False,706,tabular,,7629343.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a1425f82d357220f'}]",,32.0,,30362023.0,1468559948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:19:14.459730,35039.0,5.0
,,2016-07-15 05:09:23.458329,slurm_normal,1468559399.0,0,1.0,main_w2_handler1,2766856,13416973,False,23870,tabular,,7629221.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee104ea5bc1f0d8c'}]",,32.0,,30362023.0,1468559395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:10:00.422745,35039.0,4.0
,,2016-07-15 05:09:23.906967,slurm_normal,1468559421.0,0,1.0,main_w2_handler1,2766856,13416975,False,905107,tabular,,7629229.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc279b201f79ddd9'}]",,32.0,,30362023.0,1468559417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:10:24.497858,35039.0,4.0
,,2016-07-15 05:03:08.711463,slurm_normal,1468559036.0,0,1.0,main_w2_handler1,2766856,13416917,False,749942,tabular,,7629178.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d2ca0f3fd8f1fd2'}]",,32.0,,30362023.0,1468559032.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:03:59.199044,35039.0,4.0
,,2016-07-15 05:06:59.412128,slurm_normal,1468559359.0,0,1.0,main_w2_handler0,2766856,13416949,False,852902,tabular,,7629215.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5058dcd6e6bff40fe'}]",,32.0,,30362023.0,1468559303.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:09:20.839328,35039.0,56.0
,,2016-07-15 05:14:47.059611,slurm_normal,1468559766.0,0,1.0,main_w2_handler0,2766856,13417049,False,45734,tabular,,7629299.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56aef3d4e091b9e19'}]",,32.0,,30362023.0,1468559761.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:16:07.839591,35039.0,5.0
,,2016-07-15 05:06:56.979133,slurm_normal,1468559278.0,0,1.0,main_w2_handler0,2766856,13416946,False,178465,tabular,,7629208.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e3a2b4f61a4141d'}]",,32.0,,30362023.0,1468559273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:08:00.711420,35039.0,5.0
,,2016-07-15 05:06:55.317044,slurm_normal,1468559252.0,0,1.0,main_w2_handler0,2766856,13416943,False,3448,tabular,,7629199.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c76eb15ef5b2771'}]",,32.0,,30362023.0,1468559249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:07:34.467863,35039.0,3.0
,,2016-07-15 05:09:22.543795,slurm_normal,1468559409.0,0,1.0,main_w2_handler0,2766856,13416970,False,2488892,tabular,,7629222.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5215a5089c3ae5209'}]",,32.0,,30362023.0,1468559401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:10:11.869515,35039.0,8.0
,,2016-07-15 05:11:40.736599,slurm_normal,1468559553.0,0,1.0,main_w2_handler0,2766856,13416986,False,2699,tabular,,7629249.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5abbdb5d24db5d006'}]",,32.0,,30362023.0,1468559548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:12:35.057166,35039.0,5.0
,,2016-07-15 05:11:48.050559,slurm_normal,1468559580.0,0,1.0,main_w2_handler0,2766856,13416997,False,195094,tabular,,7629258.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55282c676892904b0'}]",,32.0,,30362023.0,1468559576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_rows/1.0.0,1.0.0,,2016-07-15 05:13:03.069930,35039.0,4.0
