create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.column1,parameters.column2,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-13 03:33:48.190302,slurm_normal,1457840055.0,0,1.0,main_w2_handler0,2631640,12117821,False,,6878809,tabular,6340530.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""4""","""10""","""?""",23813930,,32.0,,28962659,1457840049.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatcompat/1.0.0,1.0.0,,2016-03-13 03:34:16.709231,,6.0
2016-02-20 22:42:54.464786,slurm_normal,1456008626.0,0,1.0,main_w1_handler1,2604127,11886031,False,,11093441,tabular,6125775.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""4""","""7""","""?""",23429773,,32.0,,28509907,1456008209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatcompat/1.0.0,1.0.0,,2016-02-20 22:50:29.926884,72547.0,417.0
2016-03-17 08:16:01.696472,slurm_normal,1458209029.0,0,1.0,main_w2_handler1,2636765,12163262,False,,69808,interval,6381372.roundup,slurm,,132112168.0,corral-repl,,"""796f6796ec1811e5b884005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""4""","""10""","""hg38""",23881767,,32.0,,29038353,1458209025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatcompat/1.0.0,1.0.0,,2016-03-17 10:03:51.681487,35017.0,4.0
2016-03-17 08:14:27.737109,slurm_normal,1458209310.0,0,1.0,main_w1_handler1,2636761,12163238,False,,69808,interval,6381415.roundup,slurm,,132112168.0,corral-repl,,"""41ab09c8ec1811e596fb005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""4""","""10""","""hg38""",23881731,,32.0,,29038353,1458209307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatcompat/1.0.0,1.0.0,,2016-03-17 10:08:35.219090,35017.0,3.0
2016-03-17 11:27:14.579455,slurm_normal,1458220827.0,0,1.0,main_w2_handler0,2636941,12164751,False,,308714,interval,6383030.roundup,slurm,,132112168.0,corral-repl,,"""2ee46dfaec3311e58177005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""4""","""10""","""hg38""",23884196,,32.0,,29038353,1458220823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatcompat/1.0.0,1.0.0,,2016-03-17 13:20:30.206583,35017.0,4.0
2016-03-18 08:39:52.800518,slurm_normal,1458295578.0,0,1.0,main_w2_handler0,2638255,12175879,False,,333732,interval,6393187.roundup,slurm,,132112168.0,corral-repl,,"""f8327844ece411e58e17005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""4""","""10""","""hg38""",23901328,,32.0,,29038353,1458295574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatcompat/1.0.0,1.0.0,,2016-03-18 10:06:24.174130,35017.0,4.0
2016-03-21 08:13:40.221989,slurm_normal,1458553212.0,0,1.0,main_w1_handler2,2640769,12207969,False,,2875766,interval,6422976.roundup,slurm,,132112168.0,corral-repl,,"""cdf7beeaef3c11e5863c005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""10""","""?""",23946317,,32.0,,29038353,1458553208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatcompat/1.0.0,1.0.0,,2016-03-21 09:40:13.384638,35017.0,4.0
2016-07-26 10:41:04.677132,slurm_normal,1469534216.0,0,1.0,main_w2_handler0,2776188,13496548,False,,119870,interval,7712366.roundup,slurm,,132112168.0,corral-repl,,"""6e706ce8531d11e68ee6005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""10""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55b43ac440d2b8077'}]",32.0,,31725824,1469534212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatcompat/1.0.0,1.0.0,,2016-07-26 11:57:02.288237,35017.0,4.0
2016-12-05 07:06:16.103115,slurm_normal,1480928448.0,0,1.0,main_w4_handler0,2914935,14488620,False,,122725,tabular,8678941.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""4""","""10""","""?""",,"[{'src': 'hda', 'id': 27501050}]",32.0,,34642075,1480928444.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatcompat/1.0.0,1.0.0,,2016-12-05 10:49:24.716447,96147.0,4.0
2017-01-06 08:27:09.436737,slurm_normal,1483691926.0,0,1.0,main_w3_handler1,2947861,14701595,False,,7319742,tabular,8871788.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""4""","""7""","""?""",,"[{'src': 'hda', 'id': 27830356}]",32.0,,35198509,1483691234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatcompat/1.0.0,1.0.0,,2017-01-06 08:38:49.021942,97658.0,692.0
