chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,input_type|genome,input_type|genome_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.dz,parameters.five,parameters.input_type.__current_case__,parameters.input_type.genome_file_opts.__current_case__,parameters.input_type.genome_file_opts.genome,parameters.input_type.genome_file_opts.genome.values,parameters.input_type.genome_file_opts.genome_file_opts_selector,parameters.input_type.input.values,parameters.input_type.input_type_select,parameters.input|__identifier__,parameters.report.__current_case__,parameters.report.max,parameters.report.report_select,parameters.report.scale,parameters.report.zero_regions,parameters.split,parameters.strand,parameters.three,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-02 01:40:46.572630,slurm_normal,1519954967.0,0,7680.0,1.0,main_w3_handler1,3431138,18574538,False,,303354319,bam,,,12668811,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/eschColi_K12.len""","""false""","""eschColi_K12""","""false""","""false""",1,,,,,"[{'src': 'hda', 'id': 33888460}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,44278332,1519954856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.27.0.0,2.27.0.0,,2018-03-02 01:42:49.915216,120916.0,111.0
,,2018-03-02 01:38:06.108786,slurm_normal,1519954848.0,0,7680.0,1.0,main_w4_handler0,3431138,18574515,False,,475783036,bam,,,12668785,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/eschColi_K12.len""","""false""","""eschColi_K12""","""false""","""false""",1,,,,,"[{'src': 'hda', 'id': 33888456}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,44278332,1519954693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.27.0.0,2.27.0.0,,2018-03-02 01:40:50.295985,120916.0,155.0
,,2018-03-02 02:03:35.816128,slurm_normal,1519956390.0,0,7680.0,1.0,main_w4_handler1,3415492,18574768,False,,475778700,bam,,,12669009,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/eschColi_K12.len""","""false""","""eschColi_K12""","""false""","""false""",1,,,,,"[{'src': 'hda', 'id': 33652093}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,44098783,1519956227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.27.0.0,2.27.0.0,,2018-03-02 02:06:31.886998,91816.0,163.0
,,2018-03-02 08:47:16.202860,slurm_normal,1519980459.0,0,7680.0,1.0,main_w4_handler0,3423346,18577647,False,,476146,bam,,,12672032,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""false""","""false""",1,,,,,"[{'src': 'hda', 'id': 34164669}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,43204573,1519980442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.27.0.0,2.27.0.0,,2018-03-02 08:47:40.563866,80775.0,17.0
,,2018-03-02 09:08:16.036796,slurm_normal,1519981770.0,0,7680.0,1.0,main_w4_handler0,3423346,18577875,False,,38503289,bam,,,12672300,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""false""","""false""",1,,,,,"[{'src': 'hda', 'id': 34165188}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,43204573,1519981743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.27.0.0,2.27.0.0,,2018-03-02 09:09:31.620922,80775.0,27.0
,,2018-03-02 18:05:38.070438,slurm_normal,1520014100.0,0,7680.0,1.0,main_w4_handler1,3449576,18584593,False,,206503287,bam,,,12679385,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","""false""","""false""",1,,,,,"[{'src': 'hda', 'id': 34173953}]",bam,"""GENPLEO2ABLACK_S2_L004_001""",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,44254323,1520013956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.27.0.0,2.27.0.0,,2018-03-02 18:08:28.261224,121976.0,144.0
,,2018-03-02 18:05:36.052119,slurm_normal,1520014114.0,0,7680.0,1.0,main_w4_handler1,3449576,18584590,False,,201377081,bam,,,12679384,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","""false""","""false""",1,,,,,"[{'src': 'hda', 'id': 34173949}]",bam,"""GENPLEO2ABLACK_S2_L001_001""",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,44254323,1520013956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.27.0.0,2.27.0.0,,2018-03-02 18:08:39.791233,121976.0,158.0
,,2018-03-02 18:06:05.101209,slurm_normal,1520014243.0,0,7680.0,1.0,main_w4_handler0,3449576,18584598,False,,196590769,bam,,,12679407,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","""false""","""false""",1,,,,,"[{'src': 'hda', 'id': 34173876}]",bam,"""GENPLEO2CRED_S1_L004_001""",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,44254323,1520014136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.27.0.0,2.27.0.0,,2018-03-02 18:10:53.811414,121976.0,107.0
,,2018-03-02 18:07:09.988642,slurm_normal,1520014476.0,0,7680.0,1.0,main_w4_handler0,3449576,18584601,False,,747064584,bam,,,12679414,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","""false""","""false""",1,,,,,"[{'src': 'hda', 'id': 34173959}]",bam,,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,44254323,1520014166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.27.0.0,2.27.0.0,,2018-03-02 18:14:42.415179,121976.0,310.0
,,2018-03-02 18:05:36.639426,slurm_normal,1520014124.0,0,7680.0,1.0,main_w3_handler0,3449576,18584591,False,,199385773,bam,,,12679382,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","""false""","""false""",1,,,,,"[{'src': 'hda', 'id': 34173950}]",bam,"""GENPLEO2ABLACK_S2_L002_001""",0,,bg,1.0,false,"""false""","""""","""false""",32.0,,44254323,1520013956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.27.0.0,2.27.0.0,,2018-03-02 18:08:48.062446,121976.0,168.0
