chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.grouping.__current_case__,parameters.grouping.count,parameters.grouping.group,parameters.grouping.grouping_select,parameters.grouping.repeated,parameters.grouping.uniqueonly,parameters.ignorecase,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,parameters.skipfields,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-06 14:43:42.288404,slurm_normal,1509980065.0,0,,1.0,main_w4_handler1,3313321,17345963,False,170209536,tabular,,11409404,slurm,,132112168.0,corral-repl,,"""cbb672f4c30011e78e76005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32092996}]",,"""0""",32.0,,,1509980053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-06 14:54:28.325124,84316.0,12.0
,,2017-11-06 14:43:46.602313,slurm_normal,1509981005.0,0,,1.0,main_w4_handler1,3313321,17345965,False,170209536,tabular,,11409700,slurm,,132112168.0,corral-repl,,"""cbb672f4c30011e78e76005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32092997}]",,"""0""",32.0,,,1509980998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-06 15:10:09.325628,84316.0,7.0
,,2018-01-10 11:09:31.719691,slurm_normal,1515583381.0,0,,1.0,main_w3_handler1,3387453,17991412,False,204100290,tabular,,12068126,slurm,,132112168.0,corral-repl,,"""b09cdf34f5f611e78bec005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 33244616}]",,"""0""",32.0,,,1515583372.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2018-01-10 11:23:03.028343,84316.0,9.0
,,2017-11-07 21:31:44.702347,slurm_normal,1510104404.0,0,,1.0,main_w3_handler0,3306166,17373729,False,6577776282,tabular,,11436128,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,true,"""true""",,"[{'src': 'hda', 'id': 32137831}]",,"""0""",32.0,,41819910.0,1510104365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-08 01:26:48.010870,81513.0,39.0
,,2017-11-07 21:31:44.859185,slurm_normal,1510104755.0,0,,1.0,main_w3_handler0,3306166,17373730,False,6577776282,tabular,,11436285,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,true,"""true""",,"[{'src': 'hda', 'id': 32137832}]",,"""0""",32.0,,41819910.0,1510104716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-08 01:32:41.585428,81513.0,39.0
,,2018-01-10 11:09:32.388706,slurm_normal,1515584317.0,0,,1.0,main_w4_handler1,3387453,17991413,False,204100290,tabular,,12068361,slurm,,132112168.0,corral-repl,,"""b09cdf34f5f611e78bec005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 33244617}]",,"""0""",32.0,,,1515584308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2018-01-10 11:38:40.608944,84316.0,9.0
,,2017-11-09 15:16:52.976160,slurm_normal,1510240647.0,0,,1.0,main_w4_handler1,3313915,17397783,False,550684,interval,,11459598,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,false,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32196008}]",,"""15""",32.0,,41793456.0,1510240643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-09 15:17:43.919027,,4.0
,,2017-11-10 14:44:32.571650,slurm_normal,1510325089.0,0,,1.0,main_w4_handler0,2989073,17410589,False,2138526,tabular,,11472552,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,false,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32231111}]",,"""0""",32.0,,41912365.0,1510325085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-10 14:44:51.336516,99784.0,4.0
,,2017-11-10 19:43:06.587155,slurm_normal,1510343030.0,0,,1.0,main_w4_handler0,3320685,17414394,False,174481,sam,,11476299,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",0,false,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32237598}]",,"""0""",32.0,,41919620.0,1510342994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-10 19:43:51.278096,115861.0,36.0
,,2018-01-11 09:03:16.355838,slurm_normal,1515662147.0,0,,1.0,main_w4_handler1,3388658,18001312,False,204100290,tabular,,12078338,slurm,,132112168.0,corral-repl,,"""3f0801ecf6ae11e78046005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 33261096}]",,"""0""",32.0,,,1515662138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2018-01-11 09:15:49.532474,84316.0,9.0
,,2018-01-11 09:03:17.035495,slurm_normal,1515663332.0,0,,1.0,main_w4_handler0,3388658,18001313,False,204100290,tabular,,12078466,slurm,,132112168.0,corral-repl,,"""3f0801ecf6ae11e78046005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 33261097}]",,"""0""",32.0,,,1515663321.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2018-01-11 09:35:34.834708,84316.0,11.0
,,2017-11-13 14:17:11.288360,slurm_normal,1510582637.0,0,,1.0,main_w4_handler1,3323033,17437850,False,855007,interval,,11496523,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,false,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32282202}]",,"""0""",32.0,,41807752.0,1510582633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-13 14:17:18.991554,109315.0,4.0
,,2017-11-13 14:18:46.648409,slurm_normal,1510582733.0,0,,1.0,main_w3_handler0,3323033,17437864,False,313835,interval,,11496536,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,false,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32282267}]",,"""0""",32.0,,41807752.0,1510582730.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-13 14:18:55.218262,109315.0,3.0
,,2017-11-13 15:41:35.119441,slurm_normal,1510587707.0,0,,1.0,main_w4_handler1,3323033,17438841,False,380294,interval,,11497520,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,false,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32282013}]",,"""0""",32.0,,41807752.0,1510587700.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-13 15:41:49.550645,109315.0,7.0
,,2017-11-13 15:41:34.248097,slurm_normal,1510587707.0,0,,1.0,main_w3_handler0,3323033,17438840,False,362820,interval,,11497519,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,false,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32282012}]",,"""0""",32.0,,41807752.0,1510587701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-13 15:41:49.706920,109315.0,6.0
,,2017-11-14 08:12:59.864357,slurm_normal,1510647185.0,0,,1.0,main_w4_handler0,3323033,17449796,False,111482,interval,,11507172,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32302461}]",,"""0""",32.0,,41807752.0,1510647181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-14 08:13:06.548210,109315.0,4.0
,,2017-11-14 08:13:00.359860,slurm_normal,1510647189.0,0,,1.0,main_w3_handler0,3323033,17449797,False,117986,interval,,11507173,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32302462}]",,"""0""",32.0,,41807752.0,1510647184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-14 08:13:10.745623,109315.0,5.0
,,2017-11-14 08:20:42.944016,slurm_normal,1510647650.0,0,,1.0,main_w3_handler0,3323033,17449852,False,117986,interval,,11507228,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32302507}]",,"""0""",32.0,,41807752.0,1510647646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-14 08:20:53.832020,109315.0,4.0
,,2017-11-14 08:20:42.496217,slurm_normal,1510647651.0,0,,1.0,main_w4_handler1,3323033,17449851,False,111482,interval,,11507227,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32302506}]",,"""0""",32.0,,41807752.0,1510647646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-14 08:20:51.718386,109315.0,5.0
,,2018-03-06 09:05:30.060986,slurm_normal,1520327900.0,0,7680.0,1.0,main_w4_handler1,3453422,18620325,False,204100290,tabular,,12716729,slurm,,132112168.0,corral-repl,,"""827dcdc8211d11e89baf005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 34233476}]",,"""0""",32.0,,,1520327888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2018-03-06 09:18:22.778819,84316.0,12.0
,,2017-11-17 09:05:12.028500,slurm_normal,1510909988.0,0,,1.0,main_w4_handler1,3328641,17490619,False,21868320,tabular,,11549015,slurm,,132112168.0,corral-repl,,"""64162512cb7611e7b891005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32369454}]",,"""0""",32.0,,,1510909981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-17 09:13:11.435819,84316.0,7.0
,,2017-11-17 08:56:22.842977,slurm_normal,1510909186.0,0,,1.0,main_w4_handler0,3328613,17490427,False,20410432,tabular,,11548725,slurm,,132112168.0,corral-repl,,"""2c7031bccb7511e7a964005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32369207}]",,"""0""",32.0,,,1510909168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-17 08:59:58.910767,84316.0,18.0
,,2017-11-17 08:56:23.191184,slurm_normal,1510909518.0,0,,1.0,main_w4_handler1,3328613,17490428,False,20410432,tabular,,11548832,slurm,,132112168.0,corral-repl,,"""2c7031bccb7511e7a964005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32369208}]",,"""0""",32.0,,,1510909513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-17 09:05:22.069519,84316.0,5.0
,,2017-11-17 09:05:10.930757,slurm_normal,1510909680.0,0,,1.0,main_w4_handler1,3328641,17490618,False,21868320,tabular,,11548885,slurm,,132112168.0,corral-repl,,"""64162512cb7611e7b891005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32369453}]",,"""0""",32.0,,,1510909673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-17 09:08:02.850195,84316.0,7.0
,,2017-11-17 16:48:03.130068,slurm_normal,1510937316.0,0,,1.0,main_w4_handler0,3310384,17495121,False,1200,tabular,,11553945,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",0,false,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32375947}]",,"""0""",32.0,,41734540.0,1510937312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-17 16:48:46.756341,115202.0,4.0
,,2018-03-06 13:42:50.747832,slurm_normal,1520346438.0,0,7680.0,1.0,main_w4_handler1,3453781,18623779,False,204100290,tabular,,12720612,slurm,,132112168.0,corral-repl,,"""3e1810c2214411e8857c005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 34238671}]",,"""0""",32.0,,,1520346423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2018-03-06 14:27:20.937449,84316.0,15.0
,,2017-11-21 09:41:57.523881,slurm_normal,1511257328.0,0,,1.0,main_w3_handler1,2634340,17532549,False,176206,tabular,,11591756,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,false,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32443813}]",,"""0""",32.0,,40474153.0,1511257324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-21 09:42:10.166834,33132.0,4.0
,,2017-11-21 09:37:32.940056,slurm_normal,1511257062.0,0,,1.0,main_w3_handler1,2634340,17532520,False,1379694,tabular,,11591735,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,false,,no,false,true,"""false""",,"[{'src': 'hda', 'id': 32443750}]",,"""0""",32.0,,40474153.0,1511257056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-21 09:37:45.078978,33132.0,6.0
,,2018-03-06 13:42:49.685150,slurm_normal,1520344481.0,0,7680.0,1.0,main_w3_handler1,3453781,18623778,False,204100290,tabular,,12720219,slurm,,132112168.0,corral-repl,,"""3e1810c2214411e8857c005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 34238670}]",,"""0""",32.0,,,1520344474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2018-03-06 13:54:43.081214,84316.0,7.0
,,2017-11-21 15:28:56.897551,slurm_normal,1511278301.0,0,,1.0,main_w3_handler1,3334030,17537787,False,18492720,tabular,,11596936,slurm,,132112168.0,corral-repl,,"""ab69a314ced011e7b891005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32453697}]",,"""0""",32.0,,,1511278292.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-21 15:31:45.845119,84316.0,9.0
,,2017-11-21 15:26:15.269831,slurm_normal,1511278203.0,0,,1.0,main_w3_handler0,3334023,17537696,False,30625680,tabular,,11596884,slurm,,132112168.0,corral-repl,,"""4a532d84ced011e7837d005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32453581}]",,"""0""",32.0,,,1511278195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-21 15:30:06.560659,84316.0,8.0
,,2017-11-21 15:26:16.017250,slurm_normal,1511278546.0,0,,1.0,main_w3_handler1,3334023,17537697,False,30625680,tabular,,11597062,slurm,,132112168.0,corral-repl,,"""4a532d84ced011e7837d005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32453583}]",,"""0""",32.0,,,1511278535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-21 15:35:51.850865,84316.0,11.0
,,2017-11-21 15:28:57.949286,slurm_normal,1511278631.0,0,,1.0,main_w4_handler0,3334030,17537788,False,18492720,tabular,,11597090,slurm,,132112168.0,corral-repl,,"""ab69a314ced011e7b891005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32453698}]",,"""0""",32.0,,,1511278624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-21 15:37:12.784197,84316.0,7.0
,,2017-11-23 10:20:30.210683,slurm_normal,1511432687.0,0,,1.0,main_w3_handler1,3336645,17559549,False,10885170,tabular,,11620528,slurm,,132112168.0,corral-repl,,"""d79d37c6d03711e7bde4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32487221}]",,"""0""",32.0,,,1511432680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-23 10:24:47.974103,84316.0,7.0
,,2017-11-22 14:39:48.362234,slurm_normal,1511361663.0,0,,1.0,main_w3_handler1,3335552,17550317,False,9311610,tabular,,11610434,slurm,,132112168.0,corral-repl,,"""f8754bf0cf9211e78ecd005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32473269}]",,"""0""",32.0,,,1511361657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-22 14:41:06.310564,84316.0,6.0
,,2017-11-22 14:38:01.015576,slurm_normal,1511361588.0,0,,1.0,main_w4_handler1,3335549,17550263,False,24474810,tabular,,11610421,slurm,,132112168.0,corral-repl,,"""b7d7df90cf9211e79288005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,true,,no,false,false,"""false""",,"[{'src': 'hda', 'id': 32473199}]",,"""0""",32.0,,,1511361581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_uniq_tool/1.0.0,1.0.0,,2017-11-22 14:39:50.020986,84316.0,7.0
