create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.c_and_o_argument_repeat,parameters.chromInfo,parameters.dbkey,parameters.genome.__current_case__,parameters.genome.genome_choose,parameters.header,parameters.inputA,parameters.inputA.values,parameters.inputB,parameters.inputB.values,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-05 11:37:59.434839,slurm_normal,1504611501.0,0,1.0,main_w4_handler1,2576932,16736347,False,,663427,bed,401766161,bed,10805600.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""mean"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""false""",,"[{'src': 'hda', 'id': 31109169}]",,"[{'src': 'hda', 'id': 31101168}]","""1e-09""","""false""","""false""","""-s""",32.0,,38919954,1504611489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2017-09-05 11:38:23.696416,77412.0,12.0
2017-09-05 13:21:03.095602,slurm_normal,1504617682.0,0,1.0,main_w4_handler0,2576932,16737088,False,,663427,bed,273724700,bed,10806265.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""mean"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,false,"""false""",,"[{'src': 'hda', 'id': 31109169}]",,"[{'src': 'hda', 'id': 31110235}]","""1e-09""","""false""","""false""","""-s""",32.0,,38919954,1504617673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2017-09-05 13:21:25.279222,77412.0,9.0
2016-04-26 13:51:21.166278,slurm_normal,1461678701.0,0,1.0,main_w2_handler0,2683898,12623367,False,,1903,bed,5456785,bed,6826762.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580d89f514fea3f4f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55da3bed1cca5f6a1'}]","""1e-09""","""false""","""false""","""-s""",32.0,,29811856,1461678697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-04-26 13:51:44.251014,,4.0
2016-04-26 13:53:39.916427,slurm_normal,1461678839.0,0,1.0,main_w1_handler2,2683898,12623392,False,,1903,bed,5456785,bed,6826794.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57534a7ff7fb8bc62'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55da3bed1cca5f6a1'}]","""1e-09""","""false""","""false""","""-s""",32.0,,29811856,1461678836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-04-26 13:54:08.194663,,3.0
2016-04-26 13:47:08.438953,slurm_normal,1461678444.0,0,1.0,main_w1_handler1,2683898,12623310,False,,27205,bed,5456785,bed,6826703.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9547eccdc9ae798'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55da3bed1cca5f6a1'}]","""1e-09""","""false""","""false""","""-s""",32.0,,29811856,1461678441.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-04-26 13:47:27.635459,,3.0
2016-04-26 13:51:40.613670,slurm_normal,1461678719.0,0,1.0,main_w1_handler1,2683898,12623369,False,,17124,bed,5456785,bed,6826766.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5750318411e5f8687'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55da3bed1cca5f6a1'}]","""1e-09""","""false""","""false""","""-s""",32.0,,29811856,1461678716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-04-26 13:52:01.503513,,3.0
2016-01-29 12:11:19.299152,slurm_normal,1454069507.0,0,1.0,main_w2_handler0,2497926,11630314,False,,669,bed,308189248,bed,5894338.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""mean"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,False,"""False""",23032408,,23078981,,"""1e-09""","""False""","""True""","""""",32.0,,26136859,1454069500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-01-29 12:12:00.815411,,7.0
2016-04-26 13:54:26.531700,slurm_normal,1461678887.0,0,1.0,main_w1_handler2,2683898,12623396,False,,17124,bed,5456785,bed,6826799.roundup,slurm,,132112168.0,corral-repl,,[],"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7d0f59d50549dfa'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55da3bed1cca5f6a1'}]","""1e-09""","""false""","""false""","""-s""",32.0,,29811856,1461678882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-04-26 13:54:48.869442,,5.0
2016-01-29 14:45:17.523759,slurm_normal,1454078769.0,0,1.0,main_w1_handler1,2497926,11631249,False,,308189248,bed,669,bed,5895232.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""mean"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,False,"""False""",23078981,,23032408,,"""1e-09""","""False""","""True""","""""",32.0,,26136859,1454078726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-01-29 14:46:11.642006,,43.0
2016-04-26 13:40:07.492339,slurm_normal,1461678027.0,0,1.0,main_w1_handler1,2683898,12623220,False,,1903,bed,5456785,bed,6826607.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""count"", ""col"": ""6""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59fb83631ba537395'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b20b754d4d06633'}]","""1e-09""","""false""","""false""","""-s""",32.0,,29811856,1461678024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-04-26 13:40:28.533943,,3.0
2016-04-26 13:46:29.255075,slurm_normal,1461678428.0,0,1.0,main_w1_handler1,2683898,12623298,False,,1903,bed,5456785,bed,6826696.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59fb83631ba537395'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55da3bed1cca5f6a1'}]","""1e-09""","""false""","""false""","""-s""",32.0,,29811856,1461678425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-04-26 13:47:11.339069,,3.0
2016-04-26 13:47:59.060584,slurm_normal,1461678497.0,0,1.0,main_w1_handler2,2683898,12623323,False,,17124,bed,5456785,bed,6826722.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51046f86744677eb9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55da3bed1cca5f6a1'}]","""1e-09""","""false""","""false""","""-s""",32.0,,29811856,1461678494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-04-26 13:48:18.973793,,3.0
2016-01-29 14:49:21.425785,slurm_normal,1454078995.0,0,1.0,main_w2_handler1,2497926,11631300,False,,669,bed,188056355,bed,5895269.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""4""}, {""__index__"": 1, ""operation"": ""sum"", ""col"": ""4""}, {""__index__"": 2, ""operation"": ""mean"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,False,"""False""",23032408,,23078791,,"""1e-09""","""False""","""True""","""""",32.0,,26136859,1454078987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-01-29 14:50:06.217134,,8.0
2016-04-26 13:52:03.169789,slurm_normal,1461678746.0,0,1.0,main_w2_handler0,2683898,12623380,False,,27205,bed,5456785,bed,6826774.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""5""}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b587dfabd0b0442db3'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55da3bed1cca5f6a1'}]","""1e-09""","""false""","""false""","""-s""",32.0,,29811856,1461678742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-04-26 13:52:29.250119,,4.0
2016-04-26 13:54:13.581446,slurm_normal,1461678870.0,0,1.0,main_w2_handler0,2683898,12623395,False,,27205,bed,5456785,bed,6826797.roundup,slurm,,132112168.0,corral-repl,,[],"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,false,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b566accbd0a58e1460'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55da3bed1cca5f6a1'}]","""1e-09""","""false""","""false""","""-s""",32.0,,29811856,1461678867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-04-26 13:54:32.662127,,3.0
2016-03-10 15:10:33.516885,slurm_normal,1457622666.0,0,1.0,main_w1_handler0,2594029,12096396,False,,10677887,bed,9283,bed,6320783.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""6""}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,False,"""False""",23780508,,23780506,,"""1e-09""","""False""","""False""","""-s""",32.0,,28238477,1457622656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-03-10 15:11:10.947348,,10.0
2016-03-10 15:11:05.901706,slurm_normal,1457622697.0,0,1.0,main_w2_handler0,2594029,12096401,False,,8177368,bed,9074,bed,6320789.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""6""}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,False,"""False""",23780507,,23780504,,"""1e-09""","""False""","""False""","""-s""",32.0,,28238477,1457622689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-03-10 15:11:39.983545,,8.0
2016-03-10 15:25:33.993996,slurm_normal,1457623563.0,0,1.0,main_w1_handler0,2629038,12096620,False,,10677887,bed,9283,bed,6320962.roundup,slurm,,132112168.0,corral-repl,,"[{""__index__"": 0, ""operation"": ""collapse"", ""col"": ""6""}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,False,"""False""",23780818,,23780831,,"""1e-09""","""False""","""False""","""-s""",32.0,,28238477,1457623554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.22.1,2.22.1,,2016-03-10 15:26:06.107417,,9.0
