create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,histdb,histdb_filetype,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.adv_opts.__current_case__,parameters.adv_opts.adv_opts_selector,parameters.chromInfo,parameters.db_opts.__current_case__,parameters.db_opts.database,parameters.db_opts.db_opts_selector,parameters.db_opts.histdb,parameters.db_opts.histdb.values,parameters.db_opts.subject,parameters.db_opts.subject.values,parameters.dbkey,parameters.evalue_cutoff,parameters.output.__current_case__,parameters.output.out_format,parameters.query.values,parameters.query_gencode,processor_count,query,query_filetype,runner_name,session_id,start_epoch,state,subject,subject_filetype,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-27 21:54:37.111321,slurm_normal,1519768488.0,0,7680.0,1.0,main_w4_handler0,,,3356062,18541060,False,,12637334,slurm,,132112168.0,corral-repl,,0,basic,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",2,,file,,,,"[{'src': 'hda', 'id': 34104817}]","""?""","""0.001""",1,ext,"[{'src': 'hda', 'id': 34100659}]","""1""",32.0,7695,fasta,,43755334,1519768484.0,ok,5447.0,fasta,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastx_wrapper/0.2.01,0.2.01,,2018-02-27 21:54:51.121309,118170,4.0
2018-02-28 17:48:10.563996,slurm_normal,1519840183.0,0,7680.0,1.0,main_w4_handler0,324.0,blastdbn,3440214,18552093,False,,12648408,slurm,,132111800.0,corral-repl,,0,basic,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Spur_v2.6.len""",1,,histdb,,"[{'src': 'hda', 'id': 34035692}]",,,"""Spur_v2.6""","""0.001""",1,ext,"[{'src': 'hda', 'id': 34122482}]","""1""",32.0,2189,fasta,,44172431,1519840102.0,ok,,,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastx_wrapper/0.2.01,0.2.01,,2018-02-28 17:49:46.233378,25860,81.0
