chromInfo,chromInfo_filetype,corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData,parameters.corData.values,parameters.corMethod,parameters.dbkey,parameters.outFileCorMatrix,parameters.outFileFormat,parameters.plotting_type.__current_case__,parameters.plotting_type.colorMap,parameters.plotting_type.plotNumbers,parameters.plotting_type.plotTitle,parameters.plotting_type.whatToPlot,parameters.plotting_type.zMax,parameters.plotting_type.zMin,parameters.removeOutliers,parameters.skipZeros,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,12459579,deeptools_coverage_matrix,2016-07-07 02:31:52.501206,slurm_normal,1467877796.0,0,1.0,main_w1_handler1,2759625,13349641,False,,7559305.roundup,slurm,,132112168.0,corral-repl,,"""f2f021f843ea11e6805c005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5282b6bdef0dbd321'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1467862515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 07:49:58.936581,29338,15281.0
,,342558,deeptools_coverage_matrix,2016-07-07 02:32:44.536206,slurm_normal,1467877286.0,0,1.0,main_w1_handler1,2759627,13349649,False,,7560039.roundup,slurm,,132112168.0,corral-repl,,"""146ec0b443eb11e69b20005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae59c2054766a2b0'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1467877268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 07:41:28.560961,29338,18.0
,,12720057,deeptools_coverage_matrix,2016-05-16 18:17:22.631276,slurm_normal,1463423165.0,0,1.0,main_w2_handler0,2701181,12910477,False,,7104530.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bfa0e88bfca09cab'}]","""spearman""","""hg19""","""true""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,30144590.0,1463422673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-05-16 18:26:32.383223,54951,492.0
,,342558,deeptools_coverage_matrix,2016-07-07 02:32:44.783907,slurm_normal,1467877287.0,0,1.0,main_w1_handler0,2759627,13349650,False,,7560040.roundup,slurm,,132112168.0,corral-repl,,"""146ec0b443eb11e69b20005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae59c2054766a2b0'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1467877271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 07:41:28.310647,29338,16.0
,,12459579,deeptools_coverage_matrix,2016-07-07 02:31:53.249624,slurm_normal,1467878022.0,0,1.0,main_w2_handler0,2759625,13349642,False,,7559306.roundup,slurm,,132112168.0,corral-repl,,"""f2f021f843ea11e6805c005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5282b6bdef0dbd321'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1467862523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 07:53:44.580635,29338,15499.0
,,1826797,deeptools_coverage_matrix,2016-07-16 14:55:22.679510,slurm_normal,1468800918.0,0,1.0,main_w1_handler1,2767713,13423429,False,,7638846.roundup,slurm,,132112168.0,corral-repl,,"""5099505a4b6511e6a3c0005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a73b662d15f9f784'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1468800902.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-18 00:15:20.086334,29338,16.0
,,9394,deeptools_coverage_matrix,2016-07-16 14:55:44.356107,slurm_normal,1468798113.0,0,1.0,main_w1_handler1,2767714,13423436,False,,7638596.roundup,slurm,,132112168.0,corral-repl,,"""5de229944b6511e6bce8005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d9582d980043c295'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1468798102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-17 23:28:35.785290,29338,11.0
,,27427868,deeptools_coverage_matrix,2016-07-05 08:30:07.333991,slurm_normal,1467883928.0,0,1.0,main_w2_handler1,2757761,13332551,False,,7559660.roundup,slurm,,132112168.0,corral-repl,,"""aba2904e428a11e68766005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a54ccac397912bd'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31200238.0,1467871553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 09:32:12.641573,29338,12375.0
,,27427868,deeptools_coverage_matrix,2016-07-05 08:30:07.916399,slurm_normal,1467884075.0,0,1.0,main_w2_handler0,2757761,13332552,False,,7559661.roundup,slurm,,132112168.0,corral-repl,,"""aba2904e428a11e68766005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a54ccac397912bd'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31200238.0,1467871558.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 09:34:39.130840,29338,12517.0
,,9659115,deeptools_coverage_matrix,2016-07-06 02:30:47.798826,slurm_normal,1467884349.0,0,1.0,main_w1_handler0,2758607,13340787,False,,7561061.roundup,slurm,,132112168.0,corral-repl,,"""a1d1bddc432111e68766005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b583308623fcb62ea6'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31200238.0,1467884249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 09:39:11.982947,29338,100.0
,,189722,deeptools_coverage_matrix,2016-07-07 02:44:12.774395,slurm_normal,1467895796.0,0,1.0,main_w2_handler0,2759640,13349717,False,,7562404.roundup,slurm,,132112168.0,corral-repl,,"""acdfe80443ec11e6a0e3005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b597d15a26144dc6db'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1467895780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 12:50:04.126514,29338,16.0
,,9659115,deeptools_coverage_matrix,2016-07-06 02:30:47.247650,slurm_normal,1467884942.0,0,1.0,main_w2_handler1,2758607,13340786,False,,7561112.roundup,slurm,,132112168.0,corral-repl,,"""a1d1bddc432111e68766005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b583308623fcb62ea6'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31200238.0,1467884839.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 09:49:04.194292,29338,103.0
,,9659115,deeptools_coverage_matrix,2016-07-07 02:34:37.256626,slurm_normal,1467895854.0,0,1.0,main_w1_handler1,2759629,13349666,False,,7562397.roundup,slurm,,132112168.0,corral-repl,,"""538f6b7243eb11e6903a005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef5d41fc4fc4edcd'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1467895751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 12:50:57.755308,29338,103.0
,,7102747,deeptools_coverage_matrix,2016-07-07 02:43:41.441988,slurm_normal,1467907397.0,0,1.0,main_w1_handler0,2759639,13349710,False,,7562181.roundup,slurm,,132112168.0,corral-repl,,"""9a1fddb443ec11e696c0005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c0af0772ca336cf'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1467894170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 16:03:24.117573,29338,13227.0
,,1215449,deeptools_coverage_matrix,2016-07-07 02:35:50.011085,slurm_normal,1467893543.0,0,1.0,main_w2_handler0,2759631,13349674,False,,7562103.roundup,slurm,,132112168.0,corral-repl,,"""813de22e43eb11e6b26b005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc6d2b9b1270bd0d'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1467893532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 12:12:25.234652,29338,11.0
,,527453,deeptools_coverage_matrix,2016-07-07 02:36:22.527048,slurm_normal,1467893677.0,0,1.0,main_w2_handler1,2759632,13349682,False,,7562109.roundup,slurm,,132112168.0,corral-repl,,"""9477cac643eb11e68835005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57f40cf41ed9395c0'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1467893556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 12:14:40.630374,29338,121.0
,,527453,deeptools_coverage_matrix,2016-07-07 02:36:21.766329,slurm_normal,1467893696.0,0,1.0,main_w1_handler0,2759632,13349681,False,,7562110.roundup,slurm,,132112168.0,corral-repl,,"""9477cac643eb11e68835005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57f40cf41ed9395c0'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1467893571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 12:14:59.264751,29338,125.0
,,7102747,deeptools_coverage_matrix,2016-07-07 02:43:40.833741,slurm_normal,1467907602.0,0,1.0,main_w2_handler0,2759639,13349709,False,,7562177.roundup,slurm,,132112168.0,corral-repl,,"""9a1fddb443ec11e696c0005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c0af0772ca336cf'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1467894144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 16:06:45.646303,29338,13458.0
,,1215449,deeptools_coverage_matrix,2016-07-07 02:35:50.908990,slurm_normal,1467893541.0,0,1.0,main_w2_handler0,2759631,13349675,False,,7562105.roundup,slurm,,132112168.0,corral-repl,,"""813de22e43eb11e6b26b005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc6d2b9b1270bd0d'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1467893532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 12:12:23.633528,29338,9.0
,,9612,deeptools_coverage_matrix,2016-07-17 02:52:25.696691,slurm_normal,1468864360.0,0,1.0,main_w1_handler1,2767928,13424544,False,,7645751.roundup,slurm,,132112168.0,corral-repl,,"""7d1027bc4bc911e691a2005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b590ea57eab121ccdc'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1468864327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-18 17:52:42.320145,29338,33.0
,,358786,deeptools_coverage_matrix,2016-07-17 02:48:07.834568,slurm_normal,1468854057.0,0,1.0,main_w1_handler1,2767920,13424499,False,,7643893.roundup,slurm,,132112168.0,corral-repl,,"""e2e749f44bc811e6b26b005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef99490f8325280b'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1468854048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-18 15:01:02.290870,29338,9.0
,,6838451,deeptools_coverage_matrix,2016-07-07 02:46:42.952996,slurm_normal,1467897291.0,0,1.0,main_w2_handler0,2759644,13349738,False,,7562582.roundup,slurm,,132112168.0,corral-repl,,"""07578d7843ed11e6ae96005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b508dc95993aff03e6'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1467897180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 13:14:56.281930,29338,111.0
,,6838451,deeptools_coverage_matrix,2016-07-07 02:46:43.548660,slurm_normal,1467897415.0,0,1.0,main_w2_handler0,2759644,13349739,False,,7562600.roundup,slurm,,132112168.0,corral-repl,,"""07578d7843ed11e6ae96005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b508dc95993aff03e6'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1467897308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 13:16:58.040475,29338,107.0
,,1319777,deeptools_coverage_matrix,2016-07-08 14:08:27.116433,slurm_normal,1467996021.0,0,1.0,main_w1_handler0,2761073,13361983,False,,7572970.roundup,slurm,,132112168.0,corral-repl,,"""6d593134451511e69db0005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5616ca84f025049e1'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1467995883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-08 16:40:24.887273,29338,138.0
,,8226,deeptools_coverage_matrix,2016-07-08 14:28:07.649350,slurm_normal,1468042606.0,0,1.0,main_w1_handler1,2761106,13362253,False,,7575985.roundup,slurm,,132112168.0,corral-repl,,"""2c4e3880451811e69f4b005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b536f9261fde5edca6'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1468042599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-09 05:36:48.043236,29338,7.0
,,1388890,deeptools_coverage_matrix,2016-07-08 14:16:20.722598,slurm_normal,1468026346.0,0,1.0,main_w2_handler0,2761085,13362109,False,,7575556.roundup,slurm,,132112168.0,corral-repl,,"""86b8c3be451611e6ae6d005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e566e490158d720'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1468026238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-09 01:05:47.802514,29338,108.0
,,8378,deeptools_coverage_matrix,2016-07-08 14:17:30.666873,slurm_normal,1468026311.0,0,1.0,main_w2_handler1,2761088,13362127,False,,7575561.roundup,slurm,,132112168.0,corral-repl,,"""b1f71d96451611e6b44e005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553a2cb0d7482d10c'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1468026305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-09 01:05:14.487955,29338,6.0
,,730620,deeptools_coverage_matrix,2016-07-08 14:21:37.620558,slurm_normal,1468026010.0,0,1.0,main_w1_handler0,2761092,13362164,False,,7575531.roundup,slurm,,132112168.0,corral-repl,,"""44a0942e451711e68b73005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5829e00ffba33d4e5'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1468025875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-09 01:00:11.389442,29338,135.0
,,4669,deeptools_coverage_matrix,2016-07-08 14:23:02.241851,slurm_normal,1468034047.0,0,1.0,main_w2_handler1,2761095,13362199,False,,7575775.roundup,slurm,,132112168.0,corral-repl,,"""75bc7af0451711e6903a005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574eb9d5c6501a115'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1468034042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-09 03:14:08.528655,29338,5.0
,,1113654,deeptools_coverage_matrix,2016-07-08 14:24:21.229264,slurm_normal,1468042262.0,0,1.0,main_w2_handler1,2761097,13362206,False,,7575958.roundup,slurm,,132112168.0,corral-repl,,"""a485b39c451711e6903a005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5999ab6b61f06aeda'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1468042114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-09 05:31:05.329001,29338,148.0
,,1423274,deeptools_coverage_matrix,2016-07-08 14:26:51.758667,slurm_normal,1468042731.0,0,1.0,main_w2_handler0,2761103,13362236,False,,7575980.roundup,slurm,,132112168.0,corral-repl,,"""fdd74fb4451711e6a3c0005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c1f6f3aa1112f97'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,true,,heatmap,,,"""false""","""false""",32.0,,31311709.0,1468042575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-09 05:38:53.134904,29338,156.0
,,1423274,deeptools_coverage_matrix,2016-07-08 14:26:50.871109,slurm_normal,1468042705.0,0,1.0,main_w1_handler1,2761103,13362235,False,,7575977.roundup,slurm,,132112168.0,corral-repl,,"""fdd74fb4451711e6a3c0005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c1f6f3aa1112f97'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1468042549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-09 05:38:28.022520,29338,156.0
,,4754,deeptools_coverage_matrix,2016-07-09 01:01:58.635748,slurm_normal,1468026168.0,0,1.0,main_w2_handler0,2705470,13365539,False,,7575546.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562e2eaaa022837fd'}]","""spearman""","""sacCer3""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,30588639.0,1468026162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-09 01:02:49.601402,54241,6.0
,,409933,deeptools_coverage_matrix,2016-07-07 19:16:50.833119,slurm_normal,1467925518.0,0,1.0,main_w2_handler0,2753613,13356383,False,,7566744.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57fc1a9942a5e3889'}]","""spearman""","""mm9""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,31185807.0,1467925507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 21:05:21.555597,44428,11.0
,,40729,deeptools_coverage_matrix,2016-07-08 14:24:58.974262,slurm_normal,1468026777.0,0,1.0,main_w2_handler0,2761099,13362214,False,,7575588.roundup,slurm,,132112168.0,corral-repl,,"""bb1d03d0451711e68835005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f39bc6b24b39ac7'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,31311709.0,1468026767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-09 01:12:58.800897,29338,10.0
,,409933,deeptools_coverage_matrix,2016-07-07 21:28:16.622648,slurm_normal,1467928067.0,0,1.0,main_w1_handler1,2753613,13357125,False,,7566913.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57fc1a9942a5e3889'}]","""pearson""","""mm9""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""true""","""false""",32.0,,31185807.0,1467928061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 21:47:49.506344,44428,6.0
,,409933,deeptools_coverage_matrix,2016-07-07 19:17:01.992901,slurm_normal,1467928081.0,0,1.0,main_w2_handler1,2753613,13356384,False,,7566914.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57fc1a9942a5e3889'}]","""spearman""","""mm9""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""true""",32.0,,31185807.0,1467928075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 21:48:05.226783,44428,6.0
,,617868,deeptools_coverage_matrix,2016-07-07 22:01:55.040825,slurm_normal,1467928954.0,0,1.0,main_w2_handler1,2378565,13357254,False,,7566962.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c95b3d19527339e7'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,31331148.0,1467928948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.3.0,2.2.3.0,,2016-07-07 22:02:38.294889,66287,6.0
