create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.otu.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-24 01:21:29.750837,slurm_normal,1490318498.0,0,1.0,main_w4_handler0,3031927,15381702,False,,9519139.roundup,slurm,,132112168.0,corral-repl,50859416,gff,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28797951}]",32.0,,36825260,1490318494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_get_group/1.20.0,1.20.0,,2017-03-24 01:21:40.671333,102067.0,4.0
2017-05-09 06:43:57.692876,slurm_normal,1494312247.0,0,1.0,main_w3_handler1,3102232,15786978,False,,9893051.roundup,slurm,,132112168.0,corral-repl,103838,interval,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29513868}]",32.0,,36746733,1494312242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_get_group/1.20.0,1.20.0,,2017-05-09 06:44:09.615558,,5.0
