chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.distance,parameters.input1,parameters.input1.values,parameters.minregions,parameters.returntype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-04 04:35:37.839325,slurm_normal,1483504546.0,0,,1.0,main_w3_handler0,2661970,14685304,False,,907251,bed,8855326.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,"[{'src': 'hda', 'id': 27805437}]","""2""","""1""",32.0,,34272361.0,1483504542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-04 04:35:49.129228,82138.0,4.0
,,2017-01-05 08:02:56.743840,slurm_normal,1483603385.0,0,,1.0,main_w4_handler1,2947184,14694276,False,,23269,interval,8864135.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,"[{'src': 'hda', 'id': 27819433}]","""2""","""1""",32.0,,35190717.0,1483603380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-05 08:03:08.051245,,5.0
,,2017-01-26 03:28:24.111614,slurm_normal,1485401313.0,0,,1.0,main_w4_handler0,2968863,14874255,False,,10003850,interval,9033935.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""100""",,"[{'src': 'hda', 'id': 28088989}]","""2""","""1""",32.0,,35597265.0,1485401307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-26 03:28:36.491120,90158.0,6.0
,,2017-01-06 04:02:50.256168,slurm_normal,1483675409.0,0,,1.0,main_w4_handler1,2908880,14700900,False,,25805660,bed,8870981.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""100""",,"[{'src': 'hda', 'id': 27829115}]","""2""","""1""",32.0,,35023849.0,1483675377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-06 04:03:32.741005,87324.0,32.0
,,2017-01-06 13:37:40.689362,slurm_normal,1483709870.0,0,,1.0,main_w4_handler0,2937914,14702917,False,,5828,bed,8872956.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,"[{'src': 'hda', 'id': 27832910}]","""2""","""1""",32.0,,35233045.0,1483709866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-06 13:37:54.196940,92594.0,4.0
,,2017-01-09 17:46:59.469785,slurm_normal,1483984039.0,0,,1.0,main_w4_handler0,2930236,14718371,False,,8855408,bed,8887321.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""19""","""1""",32.0,,35275455.0,1483984025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:47:24.977765,55351.0,14.0
,,2017-01-08 16:35:33.178228,slurm_normal,1483893346.0,0,,1.0,main_w3_handler1,2908880,14713283,False,,4336375,bed,8882278.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""1000""",,"[{'src': 'hda', 'id': 27848210}]","""2""","""1""",32.0,,35023849.0,1483893338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-08 16:35:47.941853,87324.0,8.0
,,2017-02-22 16:03:52.899714,slurm_normal,1487779446.0,0,,1.0,main_w4_handler1,3005357,15108638,False,,1389148,bed,9263572.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""12500""",,"[{'src': 'hda', 'id': 28459734}]","""2""","""1""",32.0,,35898579.0,1487779439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-02-22 16:04:11.095780,37946.0,7.0
,,2017-01-09 17:14:12.951598,slurm_normal,1483982071.0,0,,1.0,main_w3_handler0,2930236,14718043,False,,8855408,bed,8886963.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""2""","""3""",32.0,,35275455.0,1483982058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:14:35.200828,55351.0,13.0
,,2017-01-09 17:10:28.352128,slurm_normal,1483981845.0,0,,1.0,main_w3_handler0,2930236,14718003,False,,8855408,bed,8886921.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""1""","""1""",32.0,,35275455.0,1483981832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:10:48.526754,55351.0,13.0
,,2017-01-09 17:16:33.169955,slurm_normal,1483982211.0,0,,1.0,main_w3_handler0,2930236,14718102,False,,8855408,bed,8887002.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""3""","""1""",32.0,,35275455.0,1483982201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:16:56.377323,55351.0,10.0
,,2017-01-09 17:10:45.008359,slurm_normal,1483981863.0,0,,1.0,main_w3_handler1,2930236,14718005,False,,8855408,bed,8886926.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""1""","""3""",32.0,,35275455.0,1483981851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:11:05.366523,55351.0,12.0
,,2017-01-09 17:16:40.755347,slurm_normal,1483982218.0,0,,1.0,main_w4_handler1,2930236,14718103,False,,8855408,bed,8887003.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""3""","""3""",32.0,,35275455.0,1483982206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:17:05.846156,55351.0,12.0
,,2017-01-09 17:14:05.756792,slurm_normal,1483982062.0,0,,1.0,main_w4_handler1,2930236,14718042,False,,8855408,bed,8886962.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""2""","""1""",32.0,,35275455.0,1483982050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:14:26.712246,55351.0,12.0
,,2017-01-09 17:25:41.111155,slurm_normal,1483982773.0,0,,1.0,main_w4_handler1,2930236,14718167,False,,8855408,bed,8887086.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""8""","""3""",32.0,,35275455.0,1483982752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:26:17.264576,55351.0,21.0
,,2017-01-09 17:23:54.984518,slurm_normal,1483982653.0,0,,1.0,main_w4_handler1,2930236,14718147,False,,8855408,bed,8887066.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""7""","""1""",32.0,,35275455.0,1483982639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:24:18.269489,55351.0,14.0
,,2017-01-09 17:18:51.103033,slurm_normal,1483982346.0,0,,1.0,main_w4_handler1,2930236,14718113,False,,8855408,bed,8887029.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""4""","""1""",32.0,,35275455.0,1483982336.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:19:11.051005,55351.0,10.0
,,2017-01-09 17:25:31.427729,slurm_normal,1483982746.0,0,,1.0,main_w4_handler0,2930236,14718160,False,,8855408,bed,8887079.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""8""","""1""",32.0,,35275455.0,1483982736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:25:52.294202,55351.0,10.0
,,2017-01-09 17:21:43.625925,slurm_normal,1483982528.0,0,,1.0,main_w4_handler1,2930236,14718133,False,,8855408,bed,8887051.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""6""","""1""",32.0,,35275455.0,1483982513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:22:21.647987,55351.0,15.0
,,2017-01-09 17:24:03.157873,slurm_normal,1483982660.0,0,,1.0,main_w4_handler1,2930236,14718149,False,,8855408,bed,8887068.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""7""","""3""",32.0,,35275455.0,1483982648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:24:23.002549,55351.0,12.0
,,2017-01-09 17:19:06.325366,slurm_normal,1483982367.0,0,,1.0,main_w4_handler0,2930236,14718116,False,,8855408,bed,8887033.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""4""","""3""",32.0,,35275455.0,1483982352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:19:29.773870,55351.0,15.0
,,2017-01-09 17:27:17.563621,slurm_normal,1483982859.0,0,,1.0,main_w3_handler0,2930236,14718195,False,,8855408,bed,8887106.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""9""","""3""",32.0,,35275455.0,1483982843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:27:41.961971,55351.0,16.0
,,2017-01-09 17:27:08.882758,slurm_normal,1483982844.0,0,,1.0,main_w3_handler1,2930236,14718194,False,,8855408,bed,8887105.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""9""","""1""",32.0,,35275455.0,1483982832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:27:30.096595,55351.0,12.0
,,2017-01-09 17:21:52.024936,slurm_normal,1483982553.0,0,,1.0,main_w3_handler0,2930236,14718142,False,,8855408,bed,8887059.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""6""","""3""",32.0,,35275455.0,1483982521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:22:37.592580,55351.0,32.0
,,2017-01-09 17:36:57.835415,slurm_normal,1483983432.0,0,,1.0,main_w3_handler1,2930236,14718269,False,,8855408,bed,8887238.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""14""","""1""",32.0,,35275455.0,1483983423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:37:15.588449,55351.0,9.0
,,2017-01-09 17:29:13.586425,slurm_normal,1483982972.0,0,,1.0,main_w4_handler1,2930236,14718211,False,,8855408,bed,8887129.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""11""","""3""",32.0,,35275455.0,1483982959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:29:38.757711,55351.0,13.0
,,2017-01-09 17:29:03.467865,slurm_normal,1483982960.0,0,,1.0,main_w3_handler0,2930236,14718208,False,,8855408,bed,8887126.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""11""","""1""",32.0,,35275455.0,1483982951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:29:27.152751,55351.0,9.0
,,2017-01-09 17:31:29.306728,slurm_normal,1483983239.0,0,,1.0,main_w4_handler0,2930236,14718228,False,,8855408,bed,8887161.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""12""","""3""",32.0,,35275455.0,1483983226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:34:01.512674,55351.0,13.0
,,2017-01-09 17:35:19.103617,slurm_normal,1483983332.0,0,,1.0,main_w4_handler0,2930236,14718258,False,,8855408,bed,8887227.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""13""","""1""",32.0,,35275455.0,1483983323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:35:36.860241,55351.0,9.0
,,2017-01-09 17:31:21.527546,slurm_normal,1483983097.0,0,,1.0,main_w4_handler0,2930236,14718226,False,,8855408,bed,8887148.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""12""","""1""",32.0,,35275455.0,1483983087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:33:44.735661,55351.0,10.0
,,2017-01-09 17:45:24.197008,slurm_normal,1483983946.0,0,,1.0,main_w4_handler0,2930236,14718354,False,,8855408,bed,8887306.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""18""","""3""",32.0,,35275455.0,1483983932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:45:50.270634,55351.0,14.0
,,2017-01-09 17:45:13.460157,slurm_normal,1483983929.0,0,,1.0,main_w4_handler1,2930236,14718348,False,,8855408,bed,8887300.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""18""","""1""",32.0,,35275455.0,1483983918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:45:35.895549,55351.0,11.0
,,2017-01-09 17:39:02.921790,slurm_normal,1483983556.0,0,,1.0,main_w3_handler1,2930236,14718285,False,,8855408,bed,8887247.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""16""","""1""",32.0,,35275455.0,1483983547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:39:20.382841,55351.0,9.0
,,2017-01-09 17:35:32.272427,slurm_normal,1483983354.0,0,,1.0,main_w4_handler1,2930236,14718261,False,,8855408,bed,8887231.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""13""","""3""",32.0,,35275455.0,1483983340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:35:57.382055,55351.0,14.0
,,2017-01-09 17:37:05.556365,slurm_normal,1483983443.0,0,,1.0,main_w4_handler1,2930236,14718270,False,,8855408,bed,8887239.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""14""","""3""",32.0,,35275455.0,1483983430.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:37:27.177775,55351.0,13.0
,,2017-01-09 17:43:11.856136,slurm_normal,1483983857.0,0,,1.0,main_w3_handler1,2930236,14718336,False,,8855408,bed,8887292.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""17""","""3""",32.0,,35275455.0,1483983799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:44:22.795194,55351.0,58.0
,,2017-01-09 17:39:09.912720,slurm_normal,1483983569.0,0,,1.0,main_w3_handler1,2930236,14718286,False,,8855408,bed,8887248.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""16""","""3""",32.0,,35275455.0,1483983556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:39:35.598751,55351.0,13.0
,,2017-01-09 17:43:04.371206,slurm_normal,1483983801.0,0,,1.0,main_w4_handler1,2930236,14718331,False,,8855408,bed,8887287.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""17""","""1""",32.0,,35275455.0,1483983790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:43:23.252218,55351.0,11.0
,,2017-01-09 17:47:09.754007,slurm_normal,1483984048.0,0,,1.0,main_w4_handler0,2930236,14718373,False,,8855408,bed,8887323.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636869}]","""19""","""3""",32.0,,35275455.0,1483984036.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:47:31.039124,55351.0,12.0
,,2017-01-09 17:51:34.854128,slurm_normal,1483984312.0,0,,1.0,main_w3_handler1,2930236,14718420,False,,9522135,bed,8887375.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636889}]","""1""","""1""",32.0,,35275455.0,1483984300.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:51:57.289421,55351.0,12.0
,,2017-01-09 17:51:50.377692,slurm_normal,1483984329.0,0,,1.0,main_w4_handler1,2930236,14718422,False,,9522135,bed,8887376.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636889}]","""1""","""3""",32.0,,35275455.0,1483984315.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 17:52:13.382129,55351.0,14.0
,,2017-01-09 18:05:46.547758,slurm_normal,1483985257.0,0,,1.0,main_w4_handler0,2930236,14718498,False,,9522135,bed,8887443.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636889}]","""2""","""3""",32.0,,35275455.0,1483985153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 18:08:00.394337,55351.0,104.0
,,2017-01-09 18:05:38.678256,slurm_normal,1483985164.0,0,,1.0,main_w3_handler1,2930236,14718497,False,,9522135,bed,8887442.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636889}]","""2""","""1""",32.0,,35275455.0,1483985149.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 18:06:08.693987,55351.0,15.0
,,2017-01-09 18:11:02.550886,slurm_normal,1483985540.0,0,,1.0,main_w4_handler0,2930236,14718519,False,,9522135,bed,8887468.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636889}]","""3""","""3""",32.0,,35275455.0,1483985469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 18:12:28.556056,55351.0,71.0
,,2017-01-09 18:10:55.165600,slurm_normal,1483985494.0,0,,1.0,main_w4_handler1,2930236,14718516,False,,9522135,bed,8887466.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636889}]","""3""","""1""",32.0,,35275455.0,1483985463.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 18:11:43.379454,55351.0,31.0
,,2017-01-09 18:13:46.594294,slurm_normal,1483985739.0,0,,1.0,main_w3_handler0,2930236,14718536,False,,9522135,bed,8887485.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636889}]","""4""","""3""",32.0,,35275455.0,1483985635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 18:15:42.964828,55351.0,104.0
,,2017-01-09 18:13:36.125945,slurm_normal,1483985671.0,0,,1.0,main_w4_handler0,2930236,14718535,False,,9522135,bed,8887484.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-1""",,"[{'src': 'hda', 'id': 27636889}]","""4""","""1""",32.0,,35275455.0,1483985625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-09 18:14:36.267029,55351.0,46.0
,,2017-01-26 20:15:40.998309,slurm_normal,1485461748.0,0,,1.0,main_w4_handler0,2970415,14881890,False,,773722,bed,9041263.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""500""",,"[{'src': 'hda', 'id': 28099926}]","""2""","""1""",32.0,,35615593.0,1485461743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-26 20:15:50.687488,,5.0
,,2017-01-26 20:23:48.313286,slurm_normal,1485462236.0,0,,1.0,main_w3_handler0,2970415,14881946,False,,773722,bed,9041316.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""500""",,"[{'src': 'hda', 'id': 28099926}]","""2""","""3""",32.0,,35615593.0,1485462231.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-26 20:23:58.273223,,5.0
,,2017-01-26 20:22:34.521846,slurm_normal,1485462162.0,0,,1.0,main_w3_handler0,2970415,14881935,False,,773722,bed,9041309.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""500""",,"[{'src': 'hda', 'id': 28099926}]","""2""","""2""",32.0,,35615593.0,1485462157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-26 20:22:44.123047,,5.0
,,2017-01-27 14:28:30.537015,slurm_normal,1485527318.0,0,,1.0,main_w4_handler1,2932386,14888834,False,,8621,interval,9048142.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,"[{'src': 'hda', 'id': 28111118}]","""1""","""1""",32.0,,34651844.0,1485527313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-27 14:28:40.766752,12752.0,5.0
,,2017-01-30 14:01:28.657224,slurm_normal,1485785102.0,0,,1.0,main_w3_handler1,2950613,14905102,False,,225699660,bedgraph,9061057.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""50""",,"[{'src': 'hda', 'id': 28137988}]","""2""","""1""",32.0,,35556770.0,1485784892.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cluster/gops_cluster_1/1.0.0,1.0.0,,2017-01-30 14:05:05.299858,4364.0,210.0
