chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,header,header_filetype,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.header,parameters.header.values,parameters.input_bam,parameters.input_bam.values,parameters.input_bam|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-04 18:45:23.728658,slurm_normal,1515091638.0,0,1.0,main_w3_handler1,,,3381198,17946641,False,,465220664,bam,12022991,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer2.len""","""sacCer2""",,,,"[{'src': 'hda', 'id': 33175874}]",,32.0,,42986404.0,1515091527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.1,1.1,,2018-01-04 18:47:44.717816,116257.0,111.0
,,2018-01-04 19:04:28.945721,slurm_normal,1515092790.0,0,1.0,main_w4_handler0,,,3381198,17946862,False,,447935714,bam,12023192,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer2.len""","""sacCer2""",,,,"[{'src': 'hda', 'id': 33176117}]",,32.0,,42986404.0,1515092673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.1,1.1,,2018-01-04 19:06:53.825245,116257.0,117.0
,,2017-11-29 03:32:06.358841,slurm_normal,1512069387.0,0,1.0,main_w3_handler0,,,3344117,17629243,False,,465220611,bam,11713060,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer2.len""","""sacCer2""",,,,"[{'src': 'hda', 'id': 32603402}]",,32.0,,42292766.0,1512069276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.1,1.1,,2017-11-30 19:17:00.761343,117385.0,111.0
,,2017-11-29 05:41:59.201607,slurm_normal,1512069387.0,0,1.0,main_w3_handler1,,,3344117,17629921,False,,465220611,bam,11713061,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer2.len""","""sacCer2""",,,,"[{'src': 'hda', 'id': 32603402}]",,32.0,,42292766.0,1512069276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.1,1.1,,2017-11-30 19:17:03.680605,117385.0,111.0
,,2015-05-20 04:15:25.804544,slurm_normal,1432095515.0,0,1.0,main_w1_handler0,,,1559762,9501071,False,,597967321,bam,3822546.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,19760903,,,32.0,,23188103.0,1432095352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.1,1.1,,2015-05-20 04:18:39.003708,37928.0,163.0
,,2015-06-29 02:00:03.348134,slurm_normal,1435543229.0,0,1.0,main_w1_handler2,,,2322015,9755625,False,,350391,bam,4058924.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,20102394,,,32.0,,23309005.0,1435543225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.1,1.1,,2015-06-29 02:00:31.686963,,4.0
,,2015-05-26 17:52:49.628624,slurm_normal,1432663235.0,0,1.0,main_w1_handler0,1461585059.0,bam,1767181,9537464,False,,1461585059,bam,3851687.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19817235,,19817235,,,32.0,,23062753.0,1432662782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.1,1.1,,2015-05-26 18:00:38.453399,43092.0,453.0
,,2015-06-04 11:01:43.083425,slurm_normal,1433416226.0,0,1.0,main_w2_handler1,,,2329122,9596986,False,,235070404,bam,3908185.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,19912964,,,32.0,,23444108.0,1433416051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.1,1.1,,2015-06-04 11:10:30.564375,47751.0,175.0
,,2015-07-02 14:03:54.921506,slurm_normal,1435845924.0,0,1.0,main_w1_handler2,272630309.0,bam,2072219,9781552,False,,272630309,bam,4083850.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",20214207,,20214207,,,32.0,,22421726.0,1435845859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.1,1.1,,2015-07-02 14:05:27.068144,43904.0,65.0
,,2015-06-12 22:35:29.922543,slurm_normal,1434148570.0,0,1.0,main_w2_handler0,,,2331005,9646859,False,,34698716,bam,3958393.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,,19993411,,,32.0,,23471357.0,1434148559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_split/samtools_split/1.1,1.1,,2015-06-12 22:36:15.810036,64516.0,11.0
