chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.brief,parameters.chromInfo,parameters.dbkey,parameters.gapextend,parameters.gapopen,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.input2,parameters.input2.values,parameters.input2|__identifier__,parameters.out_format1,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-02-10 20:38:47.830411,rodeo_normal,1423600752.0,0.0,,1.0,main_w2_handler0,2201701,8697174,False,,1645,fasta,1645,fasta,2707133.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",18466716,,,18466716,,,"""srspair""",32.0,,21169126,1423600750.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0,5.0.0,,2015-02-10 20:39:14.127136,12978.0,2.0
,,2014-10-29 14:01:26.218592,rodeo_normal,1414591300.0,0.0,,1.0,main_w2_handler1,2101194,8062830,False,,660,fasta,689,fasta,92860.rodeo,slurm,,16332532.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",17366879,,,17366881,,,"""srspair""",2.0,,18008373,1414591295.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0,5.0.0,,2014-10-29 14:01:44.374764,,5.0
,,2014-10-29 13:48:09.311164,rodeo_normal,1414590507.0,0.0,,1.0,main_w2_handler1,2101165,8062753,False,,2581,fasta,2581,fasta,92802.rodeo,slurm,,16332532.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",17366751,,,17366751,,,"""srspair""",2.0,,18008373,1414590504.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0,5.0.0,,2014-10-29 13:48:31.635223,,3.0
,,2014-10-29 13:49:04.559110,rodeo_normal,1414590555.0,0.0,,1.0,main_w1_handler1,2101165,8062761,False,,4161,fasta,2581,fasta,92806.rodeo,slurm,,16332532.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",17366750,,,17366751,,,"""srspair""",2.0,,18008373,1414590553.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0,5.0.0,,2014-10-29 13:49:19.096231,,2.0
,,2014-10-29 14:01:16.218990,rodeo_normal,1414591316.0,0.0,,1.0,main_w1_handler0,2101194,8062821,False,,660,fasta,734,fasta,92862.rodeo,slurm,,16332532.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",17366879,,,17366880,,,"""srspair""",2.0,,18008373,1414591312.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0,5.0.0,,2014-10-29 14:02:00.330391,,4.0
,,2014-10-29 16:39:53.656571,rodeo_normal,1414600843.0,0.0,,1.0,main_w2_handler1,2101351,8063836,False,,87760,fasta,4161,fasta,93690.rodeo,slurm,,16332532.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",17368412,,,17368145,,,"""srspair""",2.0,,18014431,1414600804.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0,5.0.0,,2014-10-29 16:40:47.987561,,39.0
,,2014-09-10 19:50:22.711483,roundup_single,1410378638.0,0.0,,1.0,main_w1_handler0,2046315,7694435,False,,1759,fasta,1759,fasta,1680972,slurm,,132112264.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",16718584,,,16718584,,,"""srspair""",32.0,,16878645,1410378635.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0,5.0.0,,2014-09-10 19:50:40.371044,,3.0
,,2014-09-10 20:00:31.384401,roundup_single,1410379268.0,0.0,,1.0,main_w2_handler0,2046315,7694502,False,,1759,fasta,1759,fasta,1681087,slurm,,132112264.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""50.0""",16718584,,,16718584,,,"""srspair""",32.0,,16878645,1410379265.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0,5.0.0,,2014-09-10 20:01:12.124137,,3.0
,,2014-09-10 20:08:37.204774,roundup_single,1410379748.0,0.0,,1.0,main_w2_handler0,2046315,7694555,False,,1759,fasta,1833,fasta,1681254,slurm,,132112264.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",16718580,,,16719010,,,"""srspair""",32.0,,16878645,1410379745.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0,5.0.0,,2014-09-10 20:09:09.960122,,3.0
,,2014-09-10 20:12:15.708159,roundup_single,1410379945.0,0.0,,1.0,main_w1_handler0,2046315,7694562,False,,1759,fasta,1833,fasta,1681298,slurm,,132112264.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""50.0""",16718580,,,16719010,,,"""srspair""",32.0,,16878645,1410379943.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56/5.0.0,5.0.0,,2014-09-10 20:12:27.625494,,2.0
