bam_input,bam_input_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fastq_input1,fastq_input11,fastq_input11_filetype,fastq_input12,fastq_input12_filetype,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.analysis_type.B,parameters.analysis_type.E,parameters.analysis_type.L,parameters.analysis_type.M,parameters.analysis_type.O,parameters.analysis_type.R,parameters.analysis_type.__current_case__,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.d,parameters.analysis_type.e,parameters.analysis_type.i,parameters.analysis_type.k,parameters.analysis_type.l,parameters.analysis_type.m,parameters.analysis_type.n,parameters.analysis_type.o,parameters.analysis_type.q,parameters.chromInfo,parameters.dbkey,parameters.fastq_input1|__identifier__,parameters.input_type.__current_case__,parameters.input_type.adv_bam_pe_options.N,parameters.input_type.adv_bam_pe_options.__current_case__,parameters.input_type.adv_bam_pe_options.a,parameters.input_type.adv_bam_pe_options.adv_pe_options_selector,parameters.input_type.adv_bam_pe_options.c,parameters.input_type.adv_bam_pe_options.n,parameters.input_type.adv_bam_pe_options.o,parameters.input_type.adv_bam_se_options.__current_case__,parameters.input_type.adv_bam_se_options.adv_se_options_selector,parameters.input_type.adv_bam_se_options.n,parameters.input_type.adv_pe_options.N,parameters.input_type.adv_pe_options.__current_case__,parameters.input_type.adv_pe_options.a,parameters.input_type.adv_pe_options.adv_pe_options_selector,parameters.input_type.adv_pe_options.c,parameters.input_type.adv_pe_options.n,parameters.input_type.adv_pe_options.o,parameters.input_type.adv_se_options.__current_case__,parameters.input_type.adv_se_options.adv_se_options_selector,parameters.input_type.adv_se_options.n,parameters.input_type.bam_input,parameters.input_type.bam_input.values,parameters.input_type.fastq_input1,parameters.input_type.fastq_input1.values,parameters.input_type.fastq_input2,parameters.input_type.fastq_input2.values,parameters.input_type.input_type_selector,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.rg.ID,parameters.rg.SM,parameters.rg.__current_case__,parameters.rg.rg_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2015-03-14 18:21:53.839674,rodeo_normal,1426360191.0,0.0,271645741.0,,,,,fastqsanger,,,,1.0,main_w1_handler1,1876417,8948909,False,,3167791.roundup,slurm,,132112168.0,corral-repl,,,,,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2,,,,,,,,,,,,,,,,,,1.0,do_not_set,,,,15309863,,,,single,0,hg19,,,,cached,,,1,do_not_set,32.0,,,,21721060.0,1426357325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-14 19:09:53.477448,26920.0,2866.0
,,,,2015-03-14 23:35:12.577522,rodeo_normal,1426379349.0,0.0,274954716.0,,,,,fastqsanger,,,,1.0,main_w2_handler1,1876417,8949685,False,,3169068.roundup,slurm,,132112168.0,corral-repl,,,,,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2,,,,,,,,,,,,,,,,,,1.0,do_not_set,,,,15315467,,,,single,0,hg19,,,,cached,,,1,do_not_set,32.0,,,,21721060.0,1426376194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-15 00:29:12.977780,26920.0,3155.0
,,,,2015-03-14 23:33:49.776425,rodeo_normal,1426377535.0,0.0,402514542.0,,,,,fastqsanger,,,,1.0,main_w2_handler1,1876417,8949672,False,,3169054.roundup,slurm,,132112168.0,corral-repl,,,,,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2,,,,,,,,,,,,,,,,,,1.0,do_not_set,,,,15315354,,,,single,0,hg19,,,,cached,,,1,do_not_set,32.0,,,,21721060.0,1426376046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-14 23:58:59.906182,26920.0,1489.0
,,,,2015-03-14 23:37:33.527065,rodeo_normal,1426380176.0,0.0,358257821.0,,,,,fastqsanger,,,,1.0,main_w2_handler0,1876417,8949688,False,,3169080.roundup,slurm,,132112168.0,corral-repl,,,,,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2,,,,,,,,,,,,,,,,,,1.0,do_not_set,,,,15315575,,,,single,0,hg19,,,,cached,,,1,do_not_set,32.0,,,,21721060.0,1426376268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-15 00:42:58.992706,26920.0,3908.0
,,,,2015-03-14 23:36:35.339942,rodeo_normal,1426381234.0,0.0,554183642.0,,,,,fastqsanger,,,,1.0,main_w2_handler1,1876417,8949687,False,,3169078.roundup,slurm,,132112168.0,corral-repl,,,,,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2,,,,,,,,,,,,,,,,,,1.0,do_not_set,,,,15315322,,,,single,0,hg19,,,,cached,,,1,do_not_set,32.0,,,,21721060.0,1426376210.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-15 01:00:37.024966,26920.0,5024.0
,,,,2015-03-15 03:56:30.146092,rodeo_normal,1426393895.0,0.0,282138244.0,,,,,fastqsanger,,,,1.0,main_w1_handler1,1876417,8950433,False,,3170508.roundup,slurm,,132112168.0,corral-repl,,,,,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2,,,,,,,,,,,,,,,,,,1.0,do_not_set,,,,18860420,,,,single,0,hg19,,,,cached,,,1,do_not_set,32.0,,,,21721060.0,1426392011.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-15 04:31:36.709015,26920.0,1884.0
,,,,2015-03-15 04:08:41.829444,rodeo_normal,1426393932.0,0.0,549786552.0,,,,,fastqsanger,,,,1.0,main_w2_handler0,1876417,8950467,False,,3170545.roundup,slurm,,132112168.0,corral-repl,,,,,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2,,,,,,,,,,,,,,,,,,1.0,do_not_set,,,,18860505,,,,single,0,hg19,,,,cached,,,1,do_not_set,32.0,,,,21721060.0,1426392535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-15 04:32:15.838970,26920.0,1397.0
,,,,2015-03-15 04:09:47.664127,rodeo_normal,1426396491.0,0.0,373399419.0,,,,,fastqsanger,,,,1.0,main_w2_handler0,1876417,8950471,False,,3170645.roundup,slurm,,132112168.0,corral-repl,,,,,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2,,,,,,,,,,,,,,,,,,1.0,do_not_set,,,,18860507,,,,single,0,hg19,,,,cached,,,1,do_not_set,32.0,,,,21721060.0,1426393899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-15 05:14:54.063773,26920.0,2592.0
,,,,2015-03-15 04:01:55.048436,rodeo_normal,1426392194.0,0.0,3260.0,,,,,fastqsanger,,,,1.0,main_w1_handler1,2237635,8950459,False,,3170517.roundup,slurm,,132112168.0,corral-repl,,,,,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,2,,,,,,,,,,,,,,,,,,1.0,do_not_set,,,,18860535,,,,single,0,hg19,,,,cached,,,1,do_not_set,32.0,,,,21810768.0,1426392124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-15 04:03:16.984903,,70.0
,,,,2015-03-15 04:09:09.493393,rodeo_normal,1426394605.0,0.0,289318104.0,,,,,fastqsanger,,,,1.0,main_w1_handler0,1876417,8950469,False,,3170547.roundup,slurm,,132112168.0,corral-repl,,,,,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2,,,,,,,,,,,,,,,,,,1.0,do_not_set,,,,18860506,,,,single,0,hg19,,,,cached,,,1,do_not_set,32.0,,,,21721060.0,1426392562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.1,0.1,,2015-03-15 04:43:27.659784,26920.0,2043.0
