chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,filePath,filePath_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFileSource|referencePath,inputFileSource|referencePath_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.filePath,parameters.filePath.values,parameters.flankSetting.__current_case__,parameters.flankSetting.flankdisplay,parameters.flankSetting.noflankdisplay,parameters.hammingThreshold,parameters.inputFileSource.__current_case__,parameters.inputFileSource.inputFileType,parameters.inputFileSource.referenceFileSource.__current_case__,parameters.inputFileSource.referenceFileSource.referencePath,parameters.inputFileSource.referenceFileSource.referencePath.values,parameters.inputFileSource.referenceFileSource.requireReference,parameters.minlength,parameters.multipleruns,parameters.partialmotifs,parameters.period,parameters.prefix,parameters.surfix,processor_count,referencePath,referencePath_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-04 16:19:21.614895,slurm_normal,1491323934.0,0,110299350,fastqsanger,,1.0,main_w3_handler0,3052935,15485753,False,,,,9612068.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28992651}]",1,,true,"""1""",3,fastq,,,,,"""1""","""true""","""true""","""5""","""14""","""14""",32.0,,,,36312818.0,1491322791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-04-04 16:38:56.812047,64939.0,1143.0
,,2017-05-08 20:29:18.223384,slurm_normal,1494275876.0,0,229049064,fasta,,1.0,main_w4_handler0,3062584,15783975,False,,,,9890220.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29523345}]",1,,true,"""0""",2,fasta,,,,,"""5""","""true""","""true""","""6""","""20""","""20""",32.0,,,,37838785.0,1494275362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-05-08 20:38:00.730268,103732.0,514.0
,,2017-04-04 16:17:21.383111,slurm_normal,1491323817.0,0,107792556,fastqsanger,,1.0,main_w3_handler0,3052935,15485723,False,,,,9612048.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28992622}]",1,,true,"""1""",3,fastq,,,,,"""1""","""true""","""true""","""5""","""14""","""14""",32.0,,,,36312818.0,1491322726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-04-04 16:36:59.386156,64939.0,1091.0
,,2017-02-28 23:03:20.345955,slurm_normal,1488326442.0,0,3352217378,fastqsanger,,1.0,main_w3_handler1,2955147,15172356,False,,,,9323507.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916301}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488325578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-03-01 00:00:46.742415,79386.0,864.0
,,2017-02-28 23:03:14.349019,slurm_normal,1488327019.0,0,3082634282,fastqsanger,,1.0,main_w3_handler0,2955147,15172343,False,,,,9323577.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27916288}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488326146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-03-01 00:10:22.953386,79386.0,873.0
,,2017-02-28 23:03:18.812831,slurm_normal,1488327088.0,0,2755523555,fastqsanger,,1.0,main_w4_handler0,2955147,15172352,False,,,,9323599.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916297}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488326368.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-03-01 00:11:29.974839,79386.0,720.0
,,2017-02-28 15:52:41.559884,slurm_normal,1488297408.0,0,759432552,fastq,,1.0,main_w3_handler1,3013626,15168044,False,,,,9319113.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28554460}]",1,,true,"""0""",3,fastq,,,,,"""200""","""true""","""true""","""6""","""20""","""20""",32.0,,,,36333742.0,1488297167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 15:56:50.855943,,241.0
,,2017-02-28 23:03:11.948242,slurm_normal,1488324117.0,0,4311112270,fastqsanger,,1.0,main_w3_handler0,2955147,15172338,False,,,,9323176.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27916283}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488322998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:22:00.964509,79386.0,1119.0
,,2017-02-28 23:03:12.526396,slurm_normal,1488323800.0,0,3204325272,fastqsanger,,1.0,main_w4_handler1,2955147,15172339,False,,,,9323173.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27916284}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488322995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:16:43.288261,79386.0,805.0
,,2017-02-28 23:03:12.971897,slurm_normal,1488323646.0,0,2605847218,fastqsanger,,1.0,main_w4_handler0,2955147,15172340,False,,,,9323174.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27916285}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488322995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:14:10.002130,79386.0,651.0
,,2017-02-28 23:03:14.798092,slurm_normal,1488324706.0,0,2877118274,fastqsanger,,1.0,main_w4_handler1,2955147,15172344,False,,,,9323271.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27916289}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488323968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:31:48.135915,79386.0,738.0
,,2017-02-28 23:03:17.877469,slurm_normal,1488325571.0,0,2840444880,fastqsanger,,1.0,main_w4_handler0,2955147,15172350,False,,,,9323397.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916295}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488324842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:46:13.288236,79386.0,729.0
,,2017-02-28 23:03:13.465116,slurm_normal,1488324889.0,0,2987671694,fastqsanger,,1.0,main_w3_handler1,2955147,15172341,False,,,,9323285.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27916286}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488324125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:34:51.344213,79386.0,764.0
,,2017-02-28 23:03:16.897162,slurm_normal,1488324391.0,0,2930903193,fastqsanger,,1.0,main_w4_handler1,2955147,15172348,False,,,,9323245.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916293}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488323654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:26:36.115105,79386.0,737.0
,,2017-02-28 23:03:11.561464,slurm_normal,1488323963.0,0,3783529702,fastqsanger,,1.0,main_w3_handler0,2955147,15172336,False,,,,9323175.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27916282}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488322998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:19:26.135970,79386.0,965.0
,,2017-02-28 23:03:19.192713,slurm_normal,1488324838.0,0,2779456057,fastqsanger,,1.0,main_w4_handler1,2955147,15172353,False,,,,9323284.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916298}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488324125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:33:59.848982,79386.0,713.0
,,2017-02-28 23:03:15.324027,slurm_normal,1488324683.0,0,3455084726,fastqsanger,,1.0,main_w4_handler0,2955147,15172345,False,,,,9323258.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916290}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488323805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:31:25.772035,79386.0,878.0
,,2017-02-28 23:03:15.906300,slurm_normal,1488325386.0,0,2719740792,fastqsanger,,1.0,main_w3_handler1,2955147,15172346,False,,,,9323386.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916291}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488324709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:43:08.460801,79386.0,677.0
,,2017-02-28 23:03:20.586673,slurm_normal,1488326359.0,0,2912418338,fastqsanger,,1.0,main_w3_handler1,2955147,15172357,False,,,,9323514.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916302}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488325615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:59:22.540764,79386.0,744.0
,,2017-02-28 23:03:16.435729,slurm_normal,1488324915.0,0,3072641643,fastqsanger,,1.0,main_w4_handler0,2955147,15172347,False,,,,9323283.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916292}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488324123.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:35:17.952734,79386.0,792.0
,,2017-02-28 23:03:20.832281,slurm_normal,1488325609.0,0,2952947234,fastqsanger,,1.0,main_w4_handler1,2955147,15172358,False,,,,9323396.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916303}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488324844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:46:51.071343,79386.0,765.0
,,2017-02-28 23:03:13.878256,slurm_normal,1488325654.0,0,2849028295,fastqsanger,,1.0,main_w3_handler0,2955147,15172342,False,,,,9323401.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27916287}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488324919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:47:37.226972,79386.0,735.0
,,2017-02-28 23:03:18.322706,slurm_normal,1488326503.0,0,3199710013,fastqsanger,,1.0,main_w4_handler0,2955147,15172351,False,,,,9323520.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916296}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488325658.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-03-01 00:01:45.372823,79386.0,845.0
,,2017-02-28 23:03:17.392897,slurm_normal,1488326140.0,0,2986822523,fastqsanger,,1.0,main_w3_handler1,2955147,15172349,False,,,,9323450.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916294}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488325391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-02-28 23:55:44.324319,79386.0,749.0
,,2017-02-28 23:03:20.083011,slurm_normal,1488327221.0,0,2782867606,fastqsanger,,1.0,main_w3_handler0,2955147,15172355,False,,,,9323631.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916300}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488326509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-03-01 00:13:41.838728,79386.0,712.0
,,2017-02-28 23:03:19.688027,slurm_normal,1488327124.0,0,2912767812,fastqsanger,,1.0,main_w3_handler0,2955147,15172354,False,,,,9323598.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916299}]",1,,true,"""0""",3,fastq,,,,,"""20""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36343165.0,1488326365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-03-01 00:12:07.653878,79386.0,759.0
,,2017-04-04 18:16:16.178962,slurm_normal,1491332027.0,0,274014935,sam,,1.0,main_w3_handler0,3052935,15486809,False,,,,9613817.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 29068495}]",1,,true,"""1""",0,sam,1.0,,,false,"""5""","""true""","""true""","""5""","""10""","""10""",32.0,,,,36312818.0,1491329822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-04-04 18:53:49.114421,64939.0,2205.0
,,2017-03-01 18:27:01.087084,slurm_normal,1488393984.0,0,3204325272,fastqsanger,,1.0,main_w3_handler0,2955147,15181220,False,,,,9331935.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27916284}]",1,,true,"""0""",3,fastq,,,,,"""40""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36367250.0,1488392865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-03-01 18:46:53.943219,79386.0,1119.0
,,2017-03-01 18:27:00.497635,slurm_normal,1488394035.0,0,4311112270,fastqsanger,,1.0,main_w4_handler0,2955147,15181219,False,,,,9331942.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27916283}]",1,,true,"""0""",3,fastq,,,,,"""40""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36367250.0,1488392891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-03-01 18:47:18.807837,79386.0,1144.0
,,2017-03-01 18:27:07.087019,slurm_normal,1488395641.0,0,2755523555,fastqsanger,,1.0,main_w4_handler0,2955147,15181234,False,,,,9332153.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27916297}]",1,,true,"""0""",3,fastq,,,,,"""40""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36367250.0,1488394933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-03-01 19:14:03.712129,79386.0,708.0
,,2017-03-01 16:51:40.340578,slurm_normal,1488388030.0,0,1913302970,fasta,,1.0,main_w3_handler0,2997065,15180521,False,,,,9330877.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28541202}]",1,,true,"""0""",2,fasta,,,,,"""20""","""true""","""true""","""4""","""30""","""30""",32.0,,,,36316871.0,1488387105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-03-01 17:07:13.753464,100247.0,925.0
,,2017-03-01 18:26:59.984491,slurm_normal,1488393895.0,0,3783529702,fastqsanger,,1.0,main_w4_handler0,2955147,15181218,False,,,,9331940.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 27916282}]",1,,true,"""0""",3,fastq,,,,,"""40""","""true""","""true""","""1""","""0""","""0""",32.0,,,,36367250.0,1488392881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/microsatellite/1.0.0,1.0.0,,2017-03-01 18:45:09.150914,79386.0,1014.0
