chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1_dbkey,parameters.input1_species,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-05 18:14:20.365977,slurm_normal,1507227327.0,0.0,,1.0,main_w3_handler0,3196661,17033615,False,,1123837,maf,11090136.roundup,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 31574019}]",,,32.0,,39382699,1507227322.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2017-10-05 18:15:41.412389,,5.0
,,2018-03-04 05:31:17.568484,slurm_normal,1520141492.0,0.0,7680.0,1.0,main_w4_handler0,3437618,18597923,False,,193402,maf,12692443,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 34195203}]",,,32.0,,44066112,1520141488.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2018-03-04 05:31:36.659769,,4.0
,,2017-11-17 00:34:57.533601,slurm_normal,1510878915.0,0.0,,1.0,main_w3_handler0,3328247,17487871,False,,439396,maf,11545751,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 32365415}]",,,32.0,,42054619,1510878910.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2017-11-17 00:35:16.988299,,5.0
,,2018-01-14 19:45:40.968365,slurm_normal,1515959148.0,0.0,,1.0,main_w4_handler1,3387753,18032262,False,,2075085,maf,12109364,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33308915}]",,,32.0,,43117346,1515959143.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2018-01-14 19:45:49.967105,,5.0
,,2017-12-02 09:27:40.968667,slurm_normal,1512206873.0,0.0,,1.0,main_w4_handler0,3341958,17674112,False,,1153114,maf,11735298,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 32690679}]",,,32.0,,42289873,1512206868.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2017-12-02 09:27:54.440365,,5.0
,,2017-12-14 20:02:50.836213,slurm_normal,1513281804.0,0.0,,1.0,main_w4_handler0,3364685,17811514,False,,67923,maf,11879905,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 32937751}]",,,32.0,,42642103,1513281798.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2017-12-14 20:03:26.241278,,6.0
,,2018-02-15 03:50:20.489970,slurm_normal,1518666633.0,0.0,7680.0,1.0,main_w4_handler1,3390786,18392268,False,,246239,maf,12476914,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 33868974}]",,,32.0,,43171365,1518666629.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2018-02-15 03:50:34.982579,,4.0
,,2018-02-23 01:04:36.643273,slurm_normal,1519347891.0,0.0,7680.0,1.0,main_w3_handler1,3418175,18491316,False,,733021,maf,12586631,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""",,"[{'src': 'hda', 'id': 34025231}]",,,32.0,,43704317,1519347886.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2018-02-23 01:04:53.678658,,5.0
,,2015-03-14 20:41:53.013462,rodeo_normal,1426365739.0,0.0,,1.0,main_w2_handler0,2162947,8949193,False,,46150,maf,3168308.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18858616,,,,32.0,,20305190,1426365728.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-03-14 20:42:22.161526,,11.0
,,2015-03-15 21:57:37.312912,rodeo_normal,1426456677.0,0.0,,1.0,main_w1_handler0,2237933,8953651,False,,2618126,maf,3176010.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18864830,,,,32.0,,21817554,1426456671.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-03-15 21:57:58.624482,,6.0
,,2015-03-25 19:16:46.258344,rodeo_normal,1427311026.0,0.0,,1.0,main_w2_handler1,2249008,9037904,False,,34740,maf,3323069.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18996758,,,,32.0,,22020929,1427311020.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-03-25 19:17:11.730329,,6.0
,,2015-03-25 20:37:31.245277,rodeo_normal,1427315869.0,0.0,,1.0,main_w2_handler0,2249008,9038885,False,,34740,maf,3324260.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18996758,,,,32.0,,22020929,1427315863.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-03-25 20:37:54.883411,,6.0
,,2015-06-19 06:41:41.133582,slurm_normal,1434696138.0,0.0,,1.0,main_w1_handler1,2321451,9690001,False,,184695,maf,3999153.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20064947,,,,32.0,,23304081,1434696131.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-19 06:42:19.268851,64187.0,7.0
,,2015-06-19 06:50:54.373723,slurm_normal,1434696691.0,0.0,,1.0,main_w1_handler1,2321451,9690064,False,,184695,maf,3999199.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20064947,,,,32.0,,23304081,1434696684.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-19 06:51:33.974463,64187.0,7.0
,,2015-04-09 12:12:10.910773,slurm_normal,1428581560.0,0.0,,1.0,main_w1_handler1,2231360,9179334,False,,28346,maf,3458741.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19205754,,,,32.0,,21658075,1428581552.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-04-09 12:12:43.152625,,8.0
,,2015-04-10 23:46:34.649908,slurm_normal,1428709728.0,0.0,,1.0,main_w2_handler0,2265084,9199210,False,,1674013554,maf,3481058.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19213385,,,,32.0,,22388274,1428709608.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-04-10 23:48:50.460834,62197.0,120.0
,,2015-04-13 14:46:57.561816,slurm_normal,1428936478.0,0.0,,1.0,main_w1_handler0,2268712,9218039,False,,173937928,maf,3499972.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19269383,,,,32.0,,22425032,1428936457.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-04-13 14:48:08.486909,,21.0
,,2015-04-22 22:00:16.928732,slurm_normal,1429740109.0,0.0,,1.0,main_w2_handler1,2275017,9306034,False,,5190,maf,3624470.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""",19426313,,,,32.0,,22586300,1429740101.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-04-22 22:01:58.994788,62528.0,8.0
,,2015-04-26 20:17:04.506293,slurm_normal,1430161506.0,0.0,,1.0,main_w1_handler1,2283879,9333931,False,,15934,maf,3676416.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19471083,,,,32.0,,22725870,1430161417.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-04-27 19:05:19.973251,62806.0,89.0
,,2015-04-28 19:53:58.479172,slurm_normal,1430251058.0,0.0,,1.0,main_w2_handler0,2277491,9354728,False,,11494,maf,3691697.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""",19499446,,,,32.0,,22627685,1430250856.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-04-28 19:57:43.050354,,202.0
,,2015-05-20 08:19:19.769337,slurm_normal,1432110019.0,0.0,,1.0,main_w1_handler1,2313325,9502492,False,,19299,maf,3823872.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19763802,,,,32.0,,23200156,1432110009.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-05-20 08:20:24.032082,,10.0
,,2015-05-20 08:15:02.255771,slurm_normal,1432109748.0,0.0,,1.0,main_w2_handler0,2313325,9502468,False,,14977,maf,3823822.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19763763,,,,32.0,,23200156,1432109737.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-05-20 08:15:58.341535,,11.0
,,2015-05-20 10:20:34.125508,slurm_normal,1432117263.0,0.0,,1.0,main_w1_handler1,2313325,9503101,False,,11671,maf,3824486.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19765638,,,,32.0,,23200156,1432117254.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-05-20 10:21:06.558847,,9.0
,,2015-05-20 10:21:28.757800,slurm_normal,1432117302.0,0.0,,1.0,main_w1_handler1,2313325,9503107,False,,16364,maf,3824493.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19765646,,,,32.0,,23200156,1432117298.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-05-20 10:21:46.933083,,4.0
,,2015-07-28 19:00:13.966309,slurm_normal,1438110079.0,0.0,,1.0,main_w2_handler1,2383288,10019604,False,Job output deleted by user before job completed.,10458,maf,4301246.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",20599514,,,,32.0,,24267931,1438110038.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-07-28 19:01:24.296376,61868.0,41.0
,,2015-06-04 01:50:13.809448,slurm_normal,1433382646.0,0.0,,1.0,main_w1_handler1,2329990,9594977,False,,2087,maf,3906219.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19907596,,,,32.0,,23439557,1433382639.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-04 01:50:49.143609,,7.0
,,2015-06-04 14:37:49.080614,slurm_normal,1433428737.0,0.0,,1.0,main_w1_handler1,2330647,9597971,False,,5623409,maf,3909305.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19914277,,,,32.0,,23455116,1433428702.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-04 14:39:04.084437,64497.0,35.0
,,2015-06-10 16:03:49.852883,slurm_normal,1433952264.0,0.0,,1.0,main_w2_handler1,2335402,9628209,False,,261905,maf,3938892.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19966626,,,,32.0,,23547344,1433952258.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-10 16:04:28.831661,,6.0
,,2015-06-11 17:30:20.320792,slurm_normal,1434044629.0,0.0,,1.0,main_w1_handler2,2338241,9634872,False,,257340337,maf,3946700.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19977248,,,,32.0,,23587129,1434044610.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 17:43:53.761160,64699.0,19.0
,,2015-06-11 16:02:39.899875,slurm_normal,1434038606.0,0.0,,1.0,main_w1_handler0,2337101,9634347,False,,2462151,maf,3946112.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976401,,,,32.0,,23587129,1434038595.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 16:03:29.391602,64699.0,11.0
,,2015-06-11 16:03:28.886501,slurm_normal,1434038665.0,0.0,,1.0,main_w1_handler2,2337101,9634354,False,,8814443,maf,3946119.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976427,,,,32.0,,23587129,1434038638.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 16:04:28.912959,64699.0,27.0
,,2015-06-11 16:03:18.176879,slurm_normal,1434038635.0,0.0,,1.0,main_w2_handler1,2337101,9634350,False,,379083,maf,3946116.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976419,,,,32.0,,23587129,1434038627.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 16:03:57.576929,64699.0,8.0
,,2015-06-11 16:04:48.754817,slurm_normal,1434038733.0,0.0,,1.0,main_w1_handler0,2337101,9634365,False,,235486646,maf,3946129.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976482,,,,32.0,,23587129,1434038721.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 16:05:36.146759,64699.0,12.0
,,2015-06-11 16:04:20.556316,slurm_normal,1434038691.0,0.0,,1.0,main_w2_handler0,2337101,9634358,False,,426268,maf,3946123.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976472,,,,32.0,,23587129,1434038683.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 16:04:56.788144,64699.0,8.0
,,2015-06-11 16:03:51.102618,slurm_normal,1434038705.0,0.0,,1.0,main_w2_handler0,2337101,9634355,False,,254367877,maf,3946120.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976442,,,,32.0,,23587129,1434038664.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 16:05:08.847798,64699.0,41.0
,,2015-06-11 16:04:10.674223,slurm_normal,1434038729.0,0.0,,1.0,main_w1_handler1,2337101,9634357,False,,752979,maf,3946130.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976462,,,,32.0,,23587129,1434038723.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 16:05:33.044831,64699.0,6.0
,,2015-06-11 16:04:37.664824,slurm_normal,1434038706.0,0.0,,1.0,main_w1_handler0,2337101,9634362,False,,7544753,maf,3946125.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976479,,,,32.0,,23587129,1434038700.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 16:05:10.336289,64699.0,6.0
,,2015-06-11 17:28:08.822780,slurm_normal,1434044754.0,0.0,,1.0,main_w1_handler0,2338241,9634856,False,,2367302946,maf,3946714.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976858,,,,32.0,,23587129,1434044680.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 17:45:58.958171,64699.0,74.0
,,2015-06-11 17:44:03.921564,slurm_normal,1434044958.0,0.0,,1.0,main_w1_handler1,2338241,9634974,False,,2360008668,maf,3946733.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19977301,,,,32.0,,23587129,1434044863.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 17:49:22.424229,64699.0,95.0
,,2015-06-11 17:27:10.162563,slurm_normal,1434044661.0,0.0,,1.0,main_w1_handler0,2338241,9634851,False,,256938040,maf,3946706.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976794,,,,32.0,,23587129,1434044647.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 17:44:24.015880,64699.0,14.0
,,2015-06-11 17:31:16.915884,slurm_normal,1434044747.0,0.0,,1.0,main_w1_handler0,2338241,9634878,False,,236785510,maf,3946721.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19977256,,,,32.0,,23587129,1434044735.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 17:45:49.424484,64699.0,12.0
,,2015-06-11 17:29:22.251952,slurm_normal,1434044712.0,0.0,,1.0,main_w2_handler0,2338241,9634863,False,,236319811,maf,3946715.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976866,,,,32.0,,23587129,1434044698.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 17:45:15.747947,64699.0,14.0
,,2015-06-11 17:44:59.426770,slurm_normal,1434044854.0,0.0,,1.0,main_w1_handler0,2338241,9634982,False,,2563193963,maf,3946725.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19977293,,,,32.0,,23587129,1434044753.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 17:47:36.500440,64699.0,101.0
,,2015-06-11 17:26:04.537720,slurm_normal,1434044847.0,0.0,,1.0,main_w1_handler1,2338241,9634838,False,,2573128123,maf,3946728.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19976787,,,,32.0,,23587129,1434044774.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-11 17:47:32.526199,64699.0,73.0
,,2015-06-18 13:22:31.508664,slurm_normal,1434633787.0,0.0,,1.0,main_w2_handler0,2347753,9682124,False,,12183,maf,3991558.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20052900,,,,32.0,,23701252,1434633781.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-06-18 13:23:09.728977,,6.0
,,2015-07-06 07:23:24.513572,slurm_normal,1436167437.0,0.0,,1.0,main_w2_handler0,2336351,9794317,False,,109692,maf,4096322.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20235069,,,,32.0,,23559610,1436167428.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-07-06 07:23:58.630044,,9.0
,,2015-07-31 22:11:22.252955,slurm_normal,1438380709.0,0.0,,1.0,main_w1_handler0,2384438,10044532,False,,10708,maf,4324846.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20655571,,,,32.0,,24250018,1438380701.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-07-31 22:11:52.999931,66645.0,8.0
,,2015-07-13 14:14:28.971778,slurm_normal,1436796913.0,0.0,,1.0,main_w2_handler1,2374387,9851540,False,,74544,maf,4146609.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20333087,,,,32.0,,23757222,1436796906.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-07-13 14:15:18.624003,,7.0
,,2015-07-16 13:03:48.432538,slurm_normal,1437051872.0,0.0,,1.0,main_w1_handler1,2366020,9881068,False,,84898359,maf,4171213.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20376927,,,,32.0,,24114875,1437051863.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-07-16 13:04:33.931014,65643.0,9.0
,,2015-08-10 05:47:54.531746,slurm_normal,1439185703.0,0.0,,1.0,main_w1_handler0,2404951,10089834,False,,109670,maf,4365706.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20729908,,,,32.0,,24607853,1439185695.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-08-10 05:48:25.500015,,8.0
,,2015-08-18 20:51:00.730281,slurm_normal,1439931093.0,0.0,,1.0,main_w1_handler0,2411985,10143901,False,,64131286,maf,4414811.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20815303,,,,32.0,,24737507,1439931086.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-08-18 20:51:41.436261,,7.0
,,2015-08-24 16:27:38.957587,slurm_normal,1440433876.0,0.0,,1.0,main_w1_handler2,1430054,10189942,False,,116522521,maf,4458965.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20889090,,,,32.0,,24811376,1440433680.0,ok,1023996.0,CONVERTER_maf_to_fasta_0,1.0.1,,2015-08-24 16:31:22.255957,34356.0,196.0
