create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.callsummits,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.infile,parameters.maxgap,parameters.minlen,parameters.notrackline,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-29 18:35:06.474535,slurm_normal,1454092547.0,0,1.0,main_w2_handler1,2582720,11633591,False,238270681,bedgraph,,5897097.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg18.len""","""5.0""","""hg18""",23084659,"""30""","""200""","""True""",32.0,,27913689,1454092523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-29 18:35:53.230295,26816.0,24.0
2016-01-29 18:35:17.703773,slurm_normal,1454092574.0,0,1.0,main_w2_handler1,2582720,11633592,False,364166518,bedgraph,,5897099.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg18.len""","""5.0""","""hg18""",23084666,"""30""","""200""","""True""",32.0,,27913689,1454092539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-29 18:36:21.475573,26816.0,35.0
2016-01-29 18:37:22.505130,slurm_normal,1454092670.0,0,1.0,main_w1_handler0,2582720,11633648,False,219034858,bedgraph,,5897125.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg18.len""","""5.0""","""hg18""",23084673,"""30""","""200""","""True""",32.0,,27913689,1454092651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-29 18:37:53.350103,26816.0,19.0
2016-01-29 18:34:21.825251,slurm_normal,1454092498.0,0,1.0,main_w2_handler0,2582720,11633582,False,235673894,bedgraph,,5897088.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg18.len""","""5.0""","""hg18""",23084610,"""30""","""200""","""True""",32.0,,27913689,1454092473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-29 18:35:07.120525,26816.0,25.0
2016-01-29 18:37:50.227232,slurm_normal,1454092738.0,0,1.0,main_w2_handler1,2582720,11633652,False,319598150,bedgraph,,5897141.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg18.len""","""5.0""","""hg18""",23084680,"""30""","""200""","""True""",32.0,,27913689,1454092712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-29 18:39:04.782323,26816.0,26.0
2016-01-29 18:37:42.777873,slurm_normal,1454092708.0,0,1.0,main_w2_handler0,2582720,11633651,False,247976059,bedgraph,,5897136.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg18.len""","""5.0""","""hg18""",23084677,"""30""","""200""","""True""",32.0,,27913689,1454092684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-29 18:38:33.860680,26816.0,24.0
2016-01-29 18:34:50.228376,slurm_normal,1454092528.0,0,1.0,main_w1_handler0,2582720,11633589,False,185775232,bedgraph,,5897095.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg18.len""","""5.0""","""hg18""",23084654,"""30""","""200""","""True""",32.0,,27913689,1454092505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-29 18:35:29.446132,26816.0,23.0
2016-01-29 18:34:40.287317,slurm_normal,1454092533.0,0,1.0,main_w2_handler1,2582720,11633586,False,385213142,bedgraph,,5897092.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg18.len""","""5.0""","""hg18""",23084635,"""30""","""200""","""True""",32.0,,27913689,1454092496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-29 18:35:40.385986,26816.0,37.0
2016-01-29 18:37:34.085373,slurm_normal,1454092701.0,0,1.0,main_w2_handler1,2582720,11633649,False,316787926,bedgraph,,5897129.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg18.len""","""5.0""","""hg18""",23084676,"""30""","""200""","""True""",32.0,,27913689,1454092670.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-29 18:38:25.896499,26816.0,31.0
2016-01-29 18:37:14.047226,slurm_normal,1454092670.0,0,1.0,main_w2_handler0,2582720,11633646,False,280186574,bedgraph,,5897124.roundup,slurm,,132112168.0,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/hg18.len""","""5.0""","""hg18""",23084668,"""30""","""200""","""True""",32.0,,27913689,1454092646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-29 18:37:59.322178,26816.0,24.0
