chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.aligned_reads_only,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.pf_reads_only,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-04-17 20:59:37.061269,slurm_normal_16gb,1460927350.0,0,1.0,main_w1_handler2,2664438,12494411,False,,72234,bam,6686990.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50afe079ed4c48a4e'}]","""false""",0,hg19,,cached,"""LENIENT""",32.0,,,,29194818,1460927301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-04-17 21:09:37.570331,25195,49.0
,,2016-09-22 07:23:47.840500,slurm_normal_16gb,1474529161.0,0,1.0,main_w4_handler0,2826905,13913628,False,,689955185,sam,8135937.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56a13a3afa80e2e93'}]","""false""",0,Arabidopsis_thaliana_TAIR10,,cached,"""LENIENT""",32.0,,,,33063720,1474529058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-09-22 07:26:04.695071,90649,103.0
,,2016-09-22 07:23:48.496463,slurm_normal_16gb,1474529164.0,0,1.0,main_w4_handler0,2826905,13913629,False,,384183297,sam,8135938.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57bff93f9d3f49472'}]","""false""",0,Arabidopsis_thaliana_TAIR10,,cached,"""LENIENT""",32.0,,,,33063720,1474529078.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-09-22 07:26:07.023334,90649,86.0
,,2016-09-22 07:23:47.341146,slurm_normal_16gb,1474529698.0,0,1.0,main_w3_handler1,2826905,13913627,False,,540425956,sam,8136058.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c35b91bca56a877a'}]","""false""",0,Arabidopsis_thaliana_TAIR10,,cached,"""LENIENT""",32.0,,,,33063720,1474529661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-09-22 07:34:59.123513,90649,37.0
,,2016-06-05 15:50:18.741169,slurm_normal_16gb,1465142428.0,0,1.0,main_w1_handler0,2728339,13074046,False,,1293715547,bam,7259469.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5999d79fbf2d19311'}]","""false""",0,hg19,,cached,"""LENIENT""",32.0,,,,30647430,1465142355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-06-05 16:00:31.493911,65917,73.0
38.0,len,2016-06-08 16:01:51.449857,slurm_normal_16gb,1465401762.0,0,1.0,main_w2_handler1,2731882,13110265,False,,1806714,bam,7295678.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/main/files/016/152/dataset_16152657.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b501f2b2ed1eba8731'}]","""false""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b501bd179ee5e6a735'}]",history,"""LENIENT""",32.0,11009.0,fasta,,30724481,1465401755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-06-08 16:02:45.102560,85449,7.0
,,2016-08-07 19:50:18.943103,slurm_normal_16gb,1470599631.0,0,1.0,main_w2_handler0,2787267,13613792,False,,528237675,bam,7825997.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f2bc0d6e6f190288'}]","""false""",0,hg38,,cached,"""LENIENT""",32.0,,,,32023678,1470599502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-08-07 19:53:52.896805,88275,129.0
,,2016-10-27 00:32:28.633175,slurm_normal,1477528418.0,0,1.0,main_w4_handler1,2841432,14184982,False,,314744220,bam,8397729.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5524f90121b973ee2'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477528359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-27 00:33:40.933096,91484,59.0
,,2016-10-27 00:41:08.144702,slurm_normal,1477529209.0,0,1.0,main_w3_handler0,2841432,14185060,False,,314063385,bam,8397788.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2dd7a6f142bcbc4'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477528884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-27 00:46:54.329125,91484,325.0
,,2016-10-27 17:58:07.805973,slurm_normal,1477591154.0,0,1.0,main_w4_handler1,2841432,14193252,False,,314063385,bam,8405522.roundup,slurm,,132112168.0,corral-repl,,"""true""","""false""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2dd7a6f142bcbc4'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477591093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-27 17:59:15.305178,91484,61.0
,,2016-10-28 18:26:48.924294,slurm_normal,1477696835.0,0,1.0,main_w4_handler1,2841432,14202016,False,,683959123,bam,8415028.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b556a5cc664859b3e8'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477696734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-28 23:20:39.186871,91484,101.0
,,2016-10-28 18:26:49.271966,slurm_normal,1477696840.0,0,1.0,main_w3_handler1,2841432,14202017,False,,429822600,bam,8415029.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54374c92ff4e8cebe'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477696740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-28 23:20:44.715638,91484,100.0
,,2016-10-28 18:26:49.790504,slurm_normal,1477696907.0,0,1.0,main_w3_handler0,2841432,14202018,False,,475726432,bam,8415052.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5065cacb52ac124c0'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477696813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-28 23:21:51.628920,91484,94.0
,,2016-10-28 05:34:47.333192,slurm_normal,1477633702.0,0,1.0,main_w3_handler1,2841432,14197492,False,,244930346,bam,8409311.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54af4b7acf9f79544'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477633666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-28 05:48:24.857188,91484,36.0
,,2016-10-28 05:34:45.892719,slurm_normal,1477633229.0,0,1.0,main_w3_handler0,2841432,14197488,False,,294577054,bam,8409281.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c53f1c63982341ba'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477633208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-28 05:40:30.978270,91484,21.0
,,2016-10-28 05:34:47.045749,slurm_normal,1477633552.0,0,1.0,main_w3_handler1,2841432,14197491,False,,197908210,bam,8409301.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529c48210a8475b52'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477633537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-28 05:45:53.066467,91484,15.0
,,2016-10-28 05:34:46.329628,slurm_normal,1477633805.0,0,1.0,main_w4_handler1,2841432,14197489,False,,402591143,bam,8409329.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5666eb6bb69e6607f'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477633778.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-28 05:50:07.939816,91484,27.0
,,2016-10-28 05:34:46.677373,slurm_normal,1477633184.0,0,1.0,main_w3_handler1,2841432,14197490,False,,236884865,bam,8409275.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5550d4a7db7643c35'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477633148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-28 05:39:45.797560,91484,36.0
,,2016-10-28 05:34:45.403639,slurm_normal,1477633621.0,0,1.0,main_w3_handler0,2841432,14197487,False,,590130631,bam,8409304.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50737ba0858b55dcf'}]","""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,33423812,1477633574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-10-28 05:47:04.091482,91484,47.0
,,2016-11-17 15:20:16.067963,slurm_normal,1479396109.0,0,1.0,main_w4_handler1,2889764,14367949,False,,1150414177,bam,8573836.roundup,slurm,,132112168.0,corral-repl,,"""true""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b543f76b5d2ad21519'}]","""false""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c86b6f873d5952fe'}]",history,"""LENIENT""",32.0,476.0,fasta,,32555782,1479396020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-11-17 15:21:53.494535,86177,89.0
,,2016-11-21 09:35:51.166506,slurm_normal,1479721360.0,0,1.0,main_w4_handler0,2848881,14396057,False,,5863710420,bam,8601203.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56ebd84aa9eebf3b4'}]","""false""",0,hg19,,cached,"""LENIENT""",32.0,,,,34301240,1479720954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-11-21 09:42:45.561135,61799,406.0
,,2017-01-16 08:22:10.162322,slurm_normal,1484555051.0,0,1.0,main_w3_handler0,2952876,14775388,False,,1823507282,bam,8937808.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 27893825}]","""false""",0,Arabidopsis_thaliana_TAIR10,,cached,"""LENIENT""",32.0,,,,35318487,1484554934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2017-01-16 08:24:13.418030,66482,117.0
,,2017-01-16 15:25:57.482308,slurm_normal,1484580424.0,0,1.0,main_w3_handler0,2947936,14779352,False,,359598460,bam,8941391.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",,"[{'src': 'hda', 'id': 27836930}]","""false""",1,,"[{'src': 'hda', 'id': 27826811}]",history,"""LENIENT""",32.0,2927607333.0,fasta,,35170344,1484580361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2017-01-16 15:27:07.177459,17286,63.0
,,2016-12-25 01:09:08.804447,slurm_normal,1482628488.0,0,1.0,main_w3_handler1,2891478,14643943,False,,4970634859,bam,8819003.roundup,slurm,,132112168.0,corral-repl,,"""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27228956}]","""true""",0,hg19canon,,cached,"""LENIENT""",32.0,,,,35064299,1482628174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-25 01:14:50.348635,51941,314.0
,,2016-12-27 00:24:43.571137,slurm_normal,1482799040.0,0,1.0,main_w4_handler0,2870448,14649004,False,,14988197727,bam,8823022.roundup,slurm,,132112168.0,corral-repl,,"""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27035477}]","""true""",0,Araly1,,cached,"""LENIENT""",32.0,,,,35079581,1482798287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-27 00:37:21.778834,51941,753.0
,,2016-12-27 00:19:34.855494,slurm_normal,1482798650.0,0,1.0,main_w4_handler1,2862853,14648994,False,,11818558564,bam,8823014.roundup,slurm,,132112168.0,corral-repl,,"""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27735892}]","""true""",0,hg19canon,,cached,"""LENIENT""",32.0,,,,35079556,1482797983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-27 00:30:51.817157,92713,667.0
,,2016-12-27 00:19:33.530678,slurm_normal,1482798589.0,0,1.0,main_w4_handler1,2862853,14648991,False,,10989486411,bam,8823012.roundup,slurm,,132111800.0,corral-repl,,"""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27733392}]","""true""",0,hg19canon,,cached,"""LENIENT""",32.0,,,,35079556,1482797980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-27 00:29:51.844244,92713,609.0
,,2016-12-27 00:19:34.010583,slurm_normal,1482798783.0,0,1.0,main_w3_handler1,2862853,14648992,False,,15419439420,bam,8823011.roundup,slurm,,132112168.0,corral-repl,,"""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27733501}]","""true""",0,hg19canon,,cached,"""LENIENT""",32.0,,,,35079556,1482797977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-27 00:33:06.016282,92713,806.0
,,2016-12-27 00:19:34.453387,slurm_normal,1482798141.0,0,1.0,main_w4_handler1,2862853,14648993,False,,2626845291,bam,8823013.roundup,slurm,,132112168.0,corral-repl,,"""true""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27733659}]","""true""",0,hg19canon,,cached,"""LENIENT""",32.0,,,,35079556,1482797980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-27 00:22:22.980710,92713,161.0
,,2016-12-29 12:24:03.253870,slurm_normal,1483014254.0,0,1.0,main_w3_handler0,2931971,14662146,False,,6566366,bam,8835134.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767290}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:17.039910,80465,7.0
,,2016-12-29 12:24:09.656970,slurm_normal,1483014284.0,0,1.0,main_w3_handler0,2931971,14662159,False,,88298278,bam,8835148.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767303}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:47.686323,80465,9.0
,,2016-12-29 12:24:07.553375,slurm_normal,1483014266.0,0,1.0,main_w4_handler1,2931971,14662154,False,,12903283,bam,8835139.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767298}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:29.419257,80465,6.0
,,2016-12-29 12:24:04.054118,slurm_normal,1483014257.0,0,1.0,main_w3_handler1,2931971,14662147,False,,35672561,bam,8835133.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767291}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:19.808670,80465,10.0
,,2016-12-29 12:24:10.226614,slurm_normal,1483014278.0,0,1.0,main_w3_handler1,2931971,14662160,False,,136992088,bam,8835144.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767304}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:39.934172,80465,12.0
,,2016-12-29 12:24:06.342222,slurm_normal,1483014275.0,0,1.0,main_w3_handler0,2931971,14662151,False,,17093217,bam,8835143.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767295}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:38.470997,80465,9.0
,,2016-12-29 12:24:10.814017,slurm_normal,1483014292.0,0,1.0,main_w3_handler0,2931971,14662161,False,,20409822,bam,8835150.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767305}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:53.408645,80465,11.0
,,2016-12-29 12:24:06.861614,slurm_normal,1483014261.0,0,1.0,main_w4_handler1,2931971,14662152,False,,30899442,bam,8835136.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767296}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:23.649778,80465,11.0
,,2016-12-29 12:24:08.380215,slurm_normal,1483014278.0,0,1.0,main_w4_handler1,2931971,14662156,False,,16205238,bam,8835145.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767300}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:40.544246,80465,6.0
,,2016-12-29 12:24:07.207741,slurm_normal,1483014254.0,0,1.0,main_w3_handler1,2931971,14662153,False,,3946491,bam,8835135.roundup,slurm,,132111800.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767297}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:17.265918,80465,4.0
,,2016-12-29 12:24:05.205571,slurm_normal,1483014256.0,0,1.0,main_w3_handler0,2931971,14662149,False,,64642786,bam,8835138.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767293}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:19.014121,80465,6.0
,,2016-12-29 12:24:04.592133,slurm_normal,1483014257.0,0,1.0,main_w3_handler0,2931971,14662148,False,,19288582,bam,8835137.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767292}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:21.349320,80465,7.0
,,2016-12-29 12:24:05.733772,slurm_normal,1483014269.0,0,1.0,main_w3_handler0,2931971,14662150,False,,25727183,bam,8835142.roundup,slurm,,132111800.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767294}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:30.461694,80465,6.0
,,2016-12-29 12:24:09.163912,slurm_normal,1483014282.0,0,1.0,main_w3_handler0,2931971,14662158,False,,26216240,bam,8835146.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767302}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:44.485663,80465,7.0
,,2016-12-29 12:24:08.761764,slurm_normal,1483014268.0,0,1.0,main_w4_handler0,2931971,14662157,False,,67337579,bam,8835140.roundup,slurm,,132112168.0,corral-repl,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27767301}]","""false""",1,,"[{'src': 'hda', 'id': 27767180}]",history,"""LENIENT""",32.0,472979.0,fasta,,34931652,1483014260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/1.136.0,1.136.0,,2016-12-29 12:24:31.517579,80465,8.0
