create_time,destination_id,end_epoch,excl,excl_filetype,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,incl,incl_filetype,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.add_bed.__current_case__,parameters.add_bed.add_bed_select,parameters.add_bed.excl.values,parameters.add_bed.incl.values,parameters.add_bed.overlap,parameters.allow_beyond,parameters.bedpe,parameters.chrom,parameters.chromInfo,parameters.chromfirst,parameters.dbkey,parameters.genome.values,parameters.inputA.values,parameters.maxtries,parameters.no_overlap,parameters.seed.__current_case__,parameters.seed.seed,parameters.seed.seed_choose,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-21 08:17:13.585918,slurm_normal,1498033079.0,30099.0,bed,0,,1.0,1326717,interval,main_w4_handler1,3151229,16151331,False,,,,45732,bed,10230082.roundup,slurm,,132112168.0,corral-repl,,1,not_be,"[{'src': 'hda', 'id': 30107738}]",,1e-09,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","[{'src': 'hda', 'id': 30006947}]","[{'src': 'hda', 'id': 30006704}]","""1000""","""false""",1,,False,32.0,,38542542,1498033074.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-06-21 08:18:00.070533,30225.0,5.0
2017-04-07 19:20:58.042545,slurm_normal,1491593135.0,,,0,,1.0,12887317,bed,main_w4_handler1,3060724,15525851,False,,,,92239,bed,9652312.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","[{'src': 'hda', 'id': 29103126}]","[{'src': 'hda', 'id': 29126160}]","""1000""","""false""",1,,False,32.0,,37191961,1491593122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-04-07 19:25:38.913334,46988.0,13.0
2017-04-27 17:04:28.333031,slurm_normal,1493312677.0,,,0,,1.0,1971,gg,main_w4_handler0,2884034,15693044,False,,,,24521,bed,9806380.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 29386242}]","[{'src': 'hda', 'id': 29386694}]","""1000""","""true""",1,,False,32.0,,36585820,1493312672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-04-27 17:05:32.805321,94032.0,5.0
2017-04-27 17:10:25.790718,slurm_normal,1493313036.0,,,0,,1.0,1971,gg,main_w3_handler1,2884034,15693100,False,,,,67339,bed,9806470.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 29386242}]","[{'src': 'hda', 'id': 29386864}]","""1000""","""true""",1,,False,32.0,,36585820,1493313031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-04-27 17:10:41.499215,94032.0,5.0
2017-06-02 00:40:20.676070,slurm_normal,1496364739.0,,,0,,1.0,19630,bed,main_w3_handler0,3117322,15994397,False,,,,19630,bed,10088879.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 29857206}]","[{'src': 'hda', 'id': 29857206}]","""1000""","""false""",1,,False,32.0,,38065754,1496364735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-06-02 00:52:21.934479,106205.0,4.0
2017-06-07 09:22:42.707189,slurm_normal,1496827382.0,,,0,,1.0,193475,bed,main_w3_handler1,3141778,16038502,False,,,,193475,bed,10128706.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 29929252}]","[{'src': 'hda', 'id': 29929252}]","""1000""","""false""",1,,False,32.0,,38468027,1496827376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-06-07 09:23:08.211806,,6.0
2017-06-07 09:28:24.468801,slurm_normal,1496827727.0,,,0,,1.0,193914,bed,main_w4_handler0,3141778,16038554,False,,,,193914,bed,10128765.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 29929339}]","[{'src': 'hda', 'id': 29929339}]","""1000""","""false""",1,,False,32.0,,38468027,1496827723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-06-07 09:28:50.485415,,4.0
2017-06-07 09:37:30.886096,slurm_normal,1496828309.0,,,0,,1.0,21515643,interval,main_w3_handler1,3141778,16038677,False,,,,12465301,bed,10128880.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 29929495}]","[{'src': 'hda', 'id': 29929503}]","""1000""","""false""",1,,False,32.0,,38468027,1496828301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-06-07 09:38:34.911275,,8.0
2017-06-07 09:41:02.902008,slurm_normal,1496828501.0,,,0,,1.0,157536,interval,main_w3_handler1,3141778,16038710,False,,,,99415,bed,10128914.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 29929498}]","[{'src': 'hda', 'id': 29929543}]","""1000""","""false""",1,,False,32.0,,38468027,1496828497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-06-07 09:41:41.769720,,4.0
2017-04-24 18:06:23.279416,slurm_normal,1493057226.0,,,0,,1.0,1971,gg,main_w4_handler1,2806818,15665073,False,3399815.0,bed,,37861,bed,9780866.roundup,slurm,,132112168.0,corral-repl,,2,be,,"[{'src': 'hda', 'id': 29340768}]",,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 28678346}]","[{'src': 'hda', 'id': 29339228}]","""1000""","""false""",1,,False,32.0,,37530228,1493057221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-04-24 18:07:10.685911,89286.0,5.0
2017-04-24 18:10:10.176869,slurm_normal,1493057429.0,,,0,,1.0,1971,gg,main_w4_handler1,2806818,15665111,False,,,,37861,bed,9780898.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 28678346}]","[{'src': 'hda', 'id': 29339228}]","""1000""","""false""",1,,False,32.0,,37530228,1493057425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-04-24 18:10:31.618626,89286.0,4.0
2017-04-27 17:25:08.860807,slurm_normal,1493313916.0,,,0,,1.0,67394,bed,main_w3_handler0,2884034,15693289,False,,,,67339,bed,9806636.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","[{'src': 'hda', 'id': 29386871}]","[{'src': 'hda', 'id': 29386864}]","""1000""","""true""",1,,False,32.0,,36585820,1493313912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-04-27 17:25:19.827149,94032.0,4.0
2017-04-27 16:27:11.626339,slurm_normal,1493310467.0,,,0,,1.0,1971,gg,main_w4_handler0,2884034,15692571,False,,,,404518,bed,9805964.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 29386242}]","[{'src': 'hda', 'id': 29386222}]","""1000""","""true""",1,,False,32.0,,36585820,1493310455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-04-27 16:27:48.834579,94032.0,12.0
2017-04-27 16:50:37.976727,slurm_normal,1493311846.0,,,0,,1.0,1971,gg,main_w3_handler1,2884034,15692840,False,,,,18544,bed,9806233.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","[{'src': 'hda', 'id': 29386242}]","[{'src': 'hda', 'id': 29386546}]","""1000""","""true""",1,,False,32.0,,36585820,1493311842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-04-27 16:51:07.572098,94032.0,4.0
2017-04-28 07:52:51.538700,slurm_normal,1493365980.0,,,0,,1.0,4636997,bed,main_w4_handler0,2884034,15698651,False,,,,67339,bed,9811629.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","[{'src': 'hda', 'id': 29394071}]","[{'src': 'hda', 'id': 29386864}]","""1000""","""true""",1,,False,32.0,,36585820,1493365974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-04-28 07:53:02.960246,94032.0,6.0
2017-04-28 07:39:43.632885,slurm_normal,1493365191.0,,,0,,1.0,4636997,bed,main_w4_handler1,2884034,15698580,False,,,,67339,bed,9811538.roundup,slurm,,132112168.0,corral-repl,,0,no,,,,"""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","[{'src': 'hda', 'id': 29394071}]","[{'src': 'hda', 'id': 29386864}]","""1000""","""false""",1,,False,32.0,,36585820,1493365186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,2.26.0.0,,2017-04-28 07:39:53.756925,94032.0,5.0
