create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.genome,parameters.genome.values,parameters.inputA,parameters.inputA.values,parameters.inputB,parameters.inputB.values,parameters.m,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-14 20:25:31.828398,slurm_normal,1452803160.0,0,1.0,565,tabular,main_w1_handler2,2559676,11507234,False,,88918,bed,1592375,bed,5775221.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22903104,,22904360,,22904375,,"""True""","""1e-09""","""False""","""False""","""""",32.0,,27240485,1452803155.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.22.0,2.22.0,,2016-01-14 20:26:04.682467,50494.0,5.0
2016-01-14 20:45:24.220729,slurm_normal,1452804343.0,0,1.0,321,tabular,main_w2_handler0,2559676,11507321,False,,88699,bed,895045,bed,5775305.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22905043,,22905147,,22904370,,"""False""","""1e-09""","""False""","""False""","""""",32.0,,27240485,1452804337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.22.0,2.22.0,,2016-01-14 20:45:45.978541,50494.0,6.0
2016-01-14 20:29:11.391865,slurm_normal,1452803374.0,0,1.0,321,tabular,main_w1_handler1,2559676,11507259,False,,88918,bed,622141,bed,5775242.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22905043,,22904360,,22904373,,"""False""","""1e-09""","""False""","""False""","""""",32.0,,27240485,1452803371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.22.0,2.22.0,,2016-01-14 20:29:39.371110,50494.0,3.0
2016-01-14 20:36:49.870854,slurm_normal,1452803829.0,0,1.0,321,tabular,main_w1_handler2,2559676,11507273,False,,88918,bed,1592375,bed,5775265.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22905043,,22904360,,22904375,,"""True""","""1e-09""","""False""","""False""","""""",32.0,,27240485,1452803826.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.22.0,2.22.0,,2016-01-14 20:37:11.919316,50494.0,3.0
2016-01-14 18:15:55.625950,slurm_normal,1452795382.0,0,1.0,565,tabular,main_w2_handler0,2559676,11506721,False,,88918,bed,313670,bed,5774247.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22903104,,22902754,,22902644,,"""False""","""1e-09""","""False""","""False""","""""",32.0,,27240485,1452795378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.22.0,2.22.0,,2016-01-14 18:16:26.924290,50494.0,4.0
2016-01-14 18:35:18.255492,slurm_normal,1452796537.0,0,1.0,565,tabular,main_w1_handler2,2559676,11506770,False,,39598,bed,39598,bed,5774534.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22903104,,22890853,,22890853,,"""False""","""1e-09""","""False""","""False""","""""",32.0,,27240485,1452796534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.22.0,2.22.0,,2016-01-14 18:35:42.587061,50494.0,3.0
2016-01-14 18:54:36.407262,slurm_normal,1452797748.0,0,1.0,565,tabular,main_w2_handler0,2559676,11506912,False,,88918,bed,815304,bed,5774815.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22903104,,22904360,,22904378,,"""False""","""1e-09""","""False""","""False""","""""",32.0,,27240485,1452797744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.22.0,2.22.0,,2016-01-14 18:55:50.862212,50494.0,4.0
2016-01-14 18:54:30.813904,slurm_normal,1452797730.0,0,1.0,565,tabular,main_w1_handler2,2559676,11506907,False,,88918,bed,622141,bed,5774810.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22903104,,22904360,,22904373,,"""False""","""1e-09""","""False""","""False""","""""",32.0,,27240485,1452797727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.22.0,2.22.0,,2016-01-14 18:55:38.099154,50494.0,3.0
2016-01-14 18:54:28.683771,slurm_normal,1452797716.0,0,1.0,565,tabular,main_w2_handler0,2559676,11506905,False,,88918,bed,1948054,bed,5774804.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22903104,,22904360,,22904371,,"""False""","""1e-09""","""False""","""False""","""""",32.0,,27240485,1452797711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.22.0,2.22.0,,2016-01-14 18:55:20.621487,50494.0,5.0
2016-01-14 18:54:24.976035,slurm_normal,1452797699.0,0,1.0,565,tabular,main_w1_handler2,2559676,11506899,False,,88918,bed,23873,bed,5774797.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22903104,,22904360,,22904365,,"""False""","""1e-09""","""False""","""False""","""""",32.0,,27240485,1452797696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.22.0,2.22.0,,2016-01-14 18:55:04.052856,50494.0,3.0
