chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-02 08:28:11.450831,slurm_normal,1514881710.0,0,,1.0,main_w4_handler1,3379587,17928047,False,,12003821,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,42941004,1514881694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.3k.0,4.3k.0,,2018-01-02 08:28:32.579785,119266.0,16.0
,,2018-01-02 10:41:23.194915,slurm_normal,1514889698.0,0,,1.0,main_w4_handler1,3379970,17928624,False,,12004461,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,42946172,1514889687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.3k.0,4.3k.0,,2018-01-02 10:41:40.118185,,11.0
,,2017-10-24 21:50:18.695965,slurm_normal,1508881840.0,0,,1.0,main_w3_handler1,3298727,17203379,False,,11263064,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,41498159,1508881830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.3k.0,4.3k.0,,2017-10-24 21:50:42.819742,,10.0
,,2017-10-25 03:33:40.620221,slurm_normal,1508902447.0,0,,1.0,main_w3_handler1,3298871,17205478,False,,11265431,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,41440167,1508902427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.3k.0,4.3k.0,,2017-10-25 03:34:08.979189,111535.0,20.0
,,2018-01-02 13:30:13.093620,slurm_normal,1514899830.0,0,,1.0,main_w3_handler0,3379909,17929424,False,,12005403,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,42945569,1514899815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.3k.0,4.3k.0,,2018-01-02 13:30:33.547527,119282.0,15.0
,,2018-01-02 15:23:51.334664,slurm_normal,1514906650.0,0,,1.0,main_w3_handler0,3336239,17930141,False,,12006194,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,42248763,1514906635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.3k.0,4.3k.0,,2018-01-02 15:24:11.722194,104534.0,15.0
,,2017-10-25 12:23:42.123981,slurm_normal,1508934252.0,0,,1.0,main_w4_handler1,3267059,17211240,False,,11271699,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,41511987,1508934234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.3k.0,4.3k.0,,2017-10-25 12:24:14.953846,112309.0,18.0
,,2017-10-25 12:22:28.062482,slurm_normal,1508934186.0,0,,1.0,main_w4_handler0,3299400,17211217,False,,11271676,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,41187464,1508934169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.3k.0,4.3k.0,,2017-10-25 12:23:12.720811,112305.0,17.0
,,2017-10-25 12:13:02.962036,slurm_normal,1508933620.0,0,,1.0,main_w3_handler1,3268470,17211000,False,,11271472,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,41511790,1508933603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.3k.0,4.3k.0,,2017-10-25 12:13:45.677996,112312.0,17.0
,,2017-10-25 12:11:23.601097,slurm_normal,1508933519.0,0,,1.0,main_w3_handler1,3268367,17210961,False,,11271443,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,41511767,1508933497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.3k.0,4.3k.0,,2017-10-25 12:12:04.912545,112306.0,22.0
