chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs11,inputs11_filetype,inputs12,inputs12_filetype,inputs13,inputs13_filetype,inputs14,inputs14_filetype,inputs15,inputs15_filetype,inputs16,inputs16_filetype,inputs17,inputs17_filetype,inputs18,inputs18_filetype,inputs19,inputs19_filetype,inputs1_filetype,inputs2,inputs20,inputs20_filetype,inputs21,inputs21_filetype,inputs22,inputs22_filetype,inputs23,inputs23_filetype,inputs24,inputs24_filetype,inputs25,inputs25_filetype,inputs26,inputs26_filetype,inputs27,inputs27_filetype,inputs28,inputs28_filetype,inputs29,inputs29_filetype,inputs2_filetype,inputs3,inputs30,inputs30_filetype,inputs31,inputs31_filetype,inputs32,inputs32_filetype,inputs33,inputs33_filetype,inputs34,inputs34_filetype,inputs35,inputs35_filetype,inputs36,inputs36_filetype,inputs3_filetype,inputs4,inputs4_filetype,inputs5,inputs5_filetype,inputs6,inputs6_filetype,inputs7,inputs7_filetype,inputs8,inputs8_filetype,inputs9,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.cluster,parameters.dbkey,parameters.filler,parameters.genome.values,parameters.header,parameters.inputs,parameters.tag.__current_case__,parameters.tag.beds,parameters.tag.inputs.values,parameters.tag.tag_select,parameters.zero,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tag|beds_0|input,tag|beds_0|input1,tag|beds_0|input1_filetype,tag|beds_0|input_filetype,tag|beds_10|input,tag|beds_10|input1,tag|beds_10|input1_filetype,tag|beds_10|input_filetype,tag|beds_1|input,tag|beds_1|input1,tag|beds_1|input1_filetype,tag|beds_1|input_filetype,tag|beds_2|input,tag|beds_2|input1,tag|beds_2|input1_filetype,tag|beds_2|input_filetype,tag|beds_3|input,tag|beds_3|input1,tag|beds_3|input1_filetype,tag|beds_3|input_filetype,tag|beds_4|input,tag|beds_4|input1,tag|beds_4|input1_filetype,tag|beds_4|input_filetype,tag|beds_5|input,tag|beds_5|input1,tag|beds_5|input1_filetype,tag|beds_5|input_filetype,tag|beds_6|input,tag|beds_6|input1,tag|beds_6|input1_filetype,tag|beds_6|input_filetype,tag|beds_7|input,tag|beds_7|input1,tag|beds_7|input1_filetype,tag|beds_7|input_filetype,tag|beds_8|input,tag|beds_8|input1,tag|beds_8|input1_filetype,tag|beds_8|input_filetype,tag|beds_9|input,tag|beds_9|input1,tag|beds_9|input1_filetype,tag|beds_9|input_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-08-15 20:56:37.903335,slurm_normal,1471294644.0,0,1.0,789348151,gff3,main_w2_handler0,2791233,13661175,False,,187950.0,187950.0,,,,,,,,,,,,,,,,,,,,,bed,829061.0,,,,,,,,,,,,,,,,,,,,,bed,558279.0,,,,,,,,,,,,,,,bed,2010405.0,bed,,,,,,,,,,,bed,7877169.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbf72131064ec4d1'}]","""false""",,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e50e2fa70c190a53'}, {'src': 'hda', 'id': 'bbd44e69cb8906b548c2246a292e32aa'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a20cc3c493b74b4a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a8547d30df0288ca'}]",tag,"""true""",32.0,,32176148,1471294615.0,ok,1023996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.24.0,2.24.0,,2016-08-15 20:57:27.403204,57124.0,29.0
,,2016-08-11 17:48:24.638265,slurm_normal,1470938120.0,0,1.0,3924,tabular,main_w1_handler0,2778624,13645780,False,,50796995.0,50796995.0,,,,,,,,,,,,,,,,,,,,,bed,72962566.0,,,,,,,,,,,,,,,,,,,,,bed,64059592.0,,,,,,,,,,,,,,,bed,94965200.0,bed,,,,,,,,,,,bed,7860204.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59b63d1629f794511'}]","""false""",,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c0356c0f86781c57'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5001ffddeb59f1852'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5892564fc39c7fb43'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d19ec8f4b8eab9ea'}]",tag,"""false""",32.0,,32145206,1470938051.0,ok,1023996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.24.0,2.24.0,,2016-08-11 17:55:22.665986,35589.0,69.0
,,2016-08-11 19:20:50.443898,slurm_normal,1470943338.0,0,1.0,3924,tabular,main_w1_handler0,2778624,13646310,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7860770.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59b63d1629f794511'}]","""false""",,1,"[{'__index__': 0, 'custom_name': 'CF01', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5d19ec8f4b8eab9ea'}]}}, {'__index__': 1, 'custom_name': '', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5001ffddeb59f1852'}]}}, {'__index__': 2, 'custom_name': '', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5892564fc39c7fb43'}]}}, {'__index__': 3, 'custom_name': '', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5001ffddeb59f1852'}]}}]",,custom,"""false""",32.0,,32145206,1470943260.0,ok,1023996.0,94965200.0,94965200.0,bed,bed,,,,,72962566.0,72962566.0,bed,bed,64059592.0,64059592.0,bed,bed,72962566.0,72962566.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.24.0,2.24.0,,2016-08-11 19:22:19.812673,35589.0,78.0
,,2016-09-28 19:43:46.231698,slurm_normal,1475092173.0,0,1.0,7614874,interval,main_w3_handler1,2836441,13968584,False,,2260502.0,2260502.0,521763.0,bed,640009.0,bed,618847.0,bed,1072415.0,bed,665060.0,bed,634546.0,bed,1030626.0,bed,1203644.0,bed,1687245.0,bed,1063718.0,bed,bed,863714.0,985848.0,bed,837097.0,bed,1074686.0,bed,977975.0,bed,340252.0,bed,510846.0,bed,,,,,,,,,bed,1162161.0,,,,,,,,,,,,,,,bed,1005598.0,bed,515003.0,bed,592744.0,bed,107359.0,bed,519002.0,bed,489040.0,bed,bed,8187957.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5306599ca3b8f06c4'}]","""false""",,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f0e5c18fbcda4c9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b536ffe0ae09a2aeef'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5db35b5f6e37965c5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c20d232fbd7668f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b588e982125909f574'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b67943f7ca7282dd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b535c81dc8fd481dc0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fdfd963aa0b6c257'}, {'src': 'hda', 'id': 'bbd44e69cb8906b513f2f50b5acb6bcb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ec7b63b30164f73d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5894fad1847021a79'}, {'src': 'hda', 'id': 'bbd44e69cb8906b569d084441705ed31'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f4152784b6364322'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57e78b8fe8fc738f4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55c4558fdd3f10f81'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5debe899cf551f777'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d82e49460c0775f5'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c70fdae40d172c1a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52b7e8d2eb6573d3b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fc3c47eeaed23db0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c60d0c4ecf8bc416'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bca0ccf55be20e88'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56dd566e1d6404c5c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51dbd6878bbc2a020'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a28da7d4a24e4209'}]",tag,"""false""",32.0,,32849595,1475092105.0,ok,1023996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.24.0,2.24.0,,2016-09-28 19:49:58.206816,89789.0,68.0
,,2016-08-11 19:31:13.680790,slurm_normal,1470943959.0,0,1.0,3924,tabular,main_w1_handler0,2778624,13646359,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7860829.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59b63d1629f794511'}]","""false""",,1,"[{'__index__': 0, 'custom_name': 'CF01', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5d19ec8f4b8eab9ea'}]}}, {'__index__': 1, 'custom_name': 'CF02', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c0356c0f86781c57'}]}}, {'__index__': 2, 'custom_name': 'CF03', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c0356c0f86781c57'}]}}, {'__index__': 3, 'custom_name': 'CF04', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5001ffddeb59f1852'}]}}]",,custom,"""false""",32.0,,32145206,1470943884.0,ok,1023996.0,94965200.0,94965200.0,bed,bed,,,,,50796995.0,50796995.0,bed,bed,50796995.0,50796995.0,bed,bed,72962566.0,72962566.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.24.0,2.24.0,,2016-08-11 19:32:42.340258,35589.0,75.0
,,2016-08-11 20:05:07.902371,slurm_normal,1470945994.0,0,1.0,360014400,bed,main_w1_handler1,2778624,13646763,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7861211.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b587b2b80f71f69e88'}]","""false""",,1,"[{'__index__': 0, 'custom_name': 'CF02', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c0356c0f86781c57'}]}}, {'__index__': 1, 'custom_name': 'CF01', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5d19ec8f4b8eab9ea'}]}}, {'__index__': 2, 'custom_name': 'CF03', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5892564fc39c7fb43'}]}}, {'__index__': 3, 'custom_name': 'CF04', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5001ffddeb59f1852'}]}}]",,custom,"""false""",32.0,,32145206,1470945922.0,ok,1023996.0,50796995.0,50796995.0,bed,bed,,,,,94965200.0,94965200.0,bed,bed,64059592.0,64059592.0,bed,bed,72962566.0,72962566.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.24.0,2.24.0,,2016-08-11 20:06:37.404419,35589.0,72.0
,,2016-09-28 15:21:44.580243,slurm_normal,1475076261.0,0,1.0,137006,interval,main_w4_handler0,2821524,13966482,False,,22064.0,22064.0,,,,,,,,,,,,,,,,,,,,,bed,88412.0,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bed,8185803.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b588533a95e0ca117a'}]","""false""",,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5603a24c27db83b90'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c35c3c92214148ce'}]",tag,"""true""",32.0,,33079710,1475076207.0,ok,1023996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.24.0,2.24.0,,2016-09-28 15:24:25.014597,77568.0,54.0
,,2016-08-19 13:05:24.757700,slurm_normal,1471612188.0,0,1.0,116963244,gtf,main_w4_handler1,2765594,13686860,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7901423.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b515b7641cc517b236'}]","""false""",,1,"[{'__index__': 0, 'custom_name': 'adult', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5f1311127951f7503'}]}}, {'__index__': 1, 'custom_name': 'liver', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b59f479dfd643418d8'}]}}]",,custom,"""true""",32.0,,32383149,1471611960.0,ok,1023996.0,1767943690.0,1767943690.0,bed,bed,,,,,579033318.0,579033318.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.24.0,2.24.0,,2016-08-19 13:09:49.867664,78643.0,228.0
,,2016-08-19 14:53:59.075419,slurm_normal,1471618859.0,0,1.0,116963244,gtf,main_w4_handler1,2765594,13687314,False,,579033318.0,579033318.0,,,,,,,,,,,,,,,,,,,,,bed,1767943690.0,,,,,,,,,,,,,,,,,,,,,bed,1629576619.0,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,bed,7901621.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b515b7641cc517b236'}]","""false""",,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59f479dfd643418d8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f1311127951f7503'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a62ffc5dcb88a24'}]",tag,"""true""",32.0,,32384683,1471618468.0,ok,1023996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.24.0,2.24.0,,2016-08-19 15:01:00.329177,78643.0,391.0
,,2016-08-16 14:07:33.009593,slurm_normal,1471356499.0,0,1.0,789348151,gff3,main_w2_handler1,2791233,13668109,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7884550.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbf72131064ec4d1'}]","""false""",,1,"[{'__index__': 0, 'custom_name': '', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5e50e2fa70c190a53'}]}}, {'__index__': 1, 'custom_name': '', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b548c2246a292e32aa'}]}}, {'__index__': 2, 'custom_name': '', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5a20cc3c493b74b4a'}]}}, {'__index__': 3, 'custom_name': '', 'input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5a8547d30df0288ca'}]}}]",,custom,"""true""",32.0,,31065733,1471356466.0,ok,1023996.0,187950.0,187950.0,bed,bed,,,,,829061.0,829061.0,bed,bed,558279.0,558279.0,bed,bed,2010405.0,2010405.0,bed,bed,,,,,,,,,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.24.0,2.24.0,,2016-08-16 14:08:23.404650,57124.0,33.0
