chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,left_input,left_input_filetype,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.bridges_compute_resource,parameters.__workflow_invocation_uuid__,parameters.additional_params.__current_case__,parameters.additional_params.bfly_opts,parameters.additional_params.max_reads_per_graph,parameters.additional_params.min_contig_length,parameters.additional_params.min_kmer_cov,parameters.additional_params.normalize_reads,parameters.additional_params.use_additional,parameters.chromInfo,parameters.dbkey,parameters.inputs.__current_case__,parameters.inputs.group_pairs_distance,parameters.inputs.input.values,parameters.inputs.left_input.values,parameters.inputs.library_type,parameters.inputs.paired_or_single,parameters.inputs.path_reinforcement_distance,parameters.inputs.right_input.values,parameters.input|__identifier__,parameters.left_input|__identifier__,parameters.right_input|__identifier__,processor_count,right_input,right_input_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-17 06:00:19.834401,pulsar_bridges_normal,1487318373.0,0.0,11.0,main_w3_handler2,2943711,15064130,False,,,,15064130,amqp_pulsar_bridges,255079614.0,fastqsanger,,3170684436.0,corral-repl,,0,no,,,0,,,,,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,500,,"[{'src': 'hda', 'id': 28393953}]",undefined,paired,75,"[{'src': 'hda', 'id': 28393954}]",,,,64.0,237206550.0,fastqsanger,,35991596.0,1487311249.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/nate/trinity_psc/trinity_psc/0.0.1,0.0.1,,2017-02-17 08:00:11.245794,97527,7124.0
,,2017-02-17 09:46:25.444989,pulsar_bridges_normal,1487325917.0,0.0,11.0,main_w4_handler2,2999617,15065384,False,,,,15065384,amqp_pulsar_bridges,24143463.0,fastqsanger,,3170684436.0,corral-repl,,0,no,,,0,,,,,,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,500,,"[{'src': 'hda', 'id': 28396505}]",FR,paired,75,"[{'src': 'hda', 'id': 28396506}]",,,,64.0,24144275.0,fastqsanger,,36106967.0,1487324802.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/nate/trinity_psc/trinity_psc/0.0.1,0.0.1,,2017-02-17 10:05:47.133916,94149,1115.0
,,2017-04-02 16:21:48.084854,pulsar_bridges_normal,1491152974.0,0.0,11.0,main_w4_handler2,3055991,15462496,False,,,,15462496,amqp_pulsar_bridges,101188024.0,fastq,,3170684436.0,corral-repl,,0,no,,,0,,,,,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,500,,"[{'src': 'hda', 'id': 29027120}]",undefined,paired,75,"[{'src': 'hda', 'id': 29027120}]",,,,64.0,101188024.0,fastq,,37052909.0,1491152611.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/nate/trinity_psc/trinity_psc/0.0.1,0.0.1,,2017-04-02 17:09:49.853075,103415,363.0
,,2017-04-02 18:00:24.956009,pulsar_bridges_normal,1491158010.0,0.0,11.0,main_w3_handler2,3055991,15462858,False,,,,15462858,amqp_pulsar_bridges,101368466.0,fastq,,3170684436.0,corral-repl,,0,no,,,1,None,20000000,200,1,false,yes,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,500,,"[{'src': 'hda', 'id': 29027691}]",undefined,paired,75,"[{'src': 'hda', 'id': 29027709}]",,,,64.0,101188024.0,fastq,,37052909.0,1491157659.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/nate/trinity_psc/trinity_psc/0.0.1,0.0.1,,2017-04-02 18:33:40.996621,103415,351.0
,,2017-02-17 10:20:27.977885,pulsar_bridges_normal,1487591040.0,0.0,16.0,main_w4_handler2,2999617,15065608,False,,17735483814.0,fastqsanger,15065608,amqp_pulsar_bridges,,,,3170682452.0,corral-repl,,0,no,,,0,,,,,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,"[{'src': 'hda', 'id': 28396766}]",,F,single,40,,,,,80.0,,,,36106967.0,1487327154.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/nate/trinity_psc/trinity_psc/0.0.1,0.0.1,,2017-02-20 12:22:06.313011,94149,263886.0
,,2017-02-17 10:36:14.768244,pulsar_bridges_normal,1487332112.0,0.0,11.0,main_w4_handler2,2943711,15065708,False,,,,15065708,amqp_pulsar_bridges,218164062.0,fastqsanger,,3170682452.0,corral-repl,,0,no,,,0,,,,,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,500,,"[{'src': 'hda', 'id': 28396056}]",undefined,paired,75,"[{'src': 'hda', 'id': 28396057}]",,,,80.0,212620782.0,fastqsanger,,35991596.0,1487327795.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/nate/trinity_psc/trinity_psc/0.0.1,0.0.1,,2017-02-17 11:48:46.887581,97527,4317.0
,,2017-04-02 19:30:09.944572,pulsar_bridges_normal,1491190833.0,0.0,11.0,main_w4_handler2,3045941,15463196,False,,,,15463196,amqp_pulsar_bridges,8071868898.0,fastqsanger,,3170684436.0,corral-repl,,0,no,,,0,,,,,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,500,,"[{'src': 'hda', 'id': 28960953}]",undefined,paired,75,"[{'src': 'hda', 'id': 28960957}]",,,,64.0,8071868898.0,fastqsanger,,36875989.0,1491163797.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/nate/trinity_psc/trinity_psc/0.0.1,0.0.1,,2017-04-03 03:41:01.575833,102851,27036.0
,,2017-04-02 21:11:47.949680,pulsar_bridges_normal,1491192180.0,0.0,11.0,main_w3_handler2,3056076,15465673,False,,,,15465673,amqp_pulsar_bridges,3870173478.0,fastqsanger,,3170684436.0,corral-repl,,0,no,,,0,,,,,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,500,,"[{'src': 'hda', 'id': 29028976}]",undefined,paired,75,"[{'src': 'hda', 'id': 29028977}]",,,,64.0,3817538984.0,fastqsanger,,37055810.0,1491169089.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/nate/trinity_psc/trinity_psc/0.0.1,0.0.1,,2017-04-03 04:03:17.483209,103420,23091.0
,,2017-02-18 20:13:26.246958,pulsar_bridges_normal,1487473854.0,0.0,11.0,main_w4_handler2,3000069,15076168,False,,,,15076168,amqp_pulsar_bridges,3063998434.0,fastq,,3170684436.0,corral-repl,,0,no,,,0,,,,,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,500,,"[{'src': 'hda', 'id': 28412510}]",undefined,paired,75,"[{'src': 'hda', 'id': 28412495}]",,,,64.0,3063998434.0,fastq,,36150365.0,1487449328.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/nate/trinity_psc/trinity_psc/0.0.1,0.0.1,,2017-02-19 03:13:33.356421,62817,24526.0
,,2017-04-02 21:53:40.212021,pulsar_bridges_normal,1491203549.0,0.0,11.0,main_w3_handler2,3056176,15465873,False,,,,15465873,amqp_pulsar_bridges,6706009239.0,fastqsanger,,3170684436.0,corral-repl,,0,no,,,0,,,,,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,500,,"[{'src': 'hda', 'id': 29031606}]",FR,paired,75,"[{'src': 'hda', 'id': 29031607}]",,,,64.0,6629462211.0,fastqsanger,,36764295.0,1491177176.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/nate/trinity_psc/trinity_psc/0.0.1,0.0.1,,2017-04-03 07:13:06.429573,98160,26373.0
