create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.max_diff_rate,parameters.max_group_ratio,parameters.min_identical_bases,parameters.min_mean_quality,parameters.optical_duplicate_pixel_distance,parameters.read_name_regex,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-07-14 08:23:13.919239,slurm_normal,1500020690.0,0,,1.0,main_w3_handler0,3191684,16342665,False,,39912660,bam,10408363.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 30473871}]","""51021.down.sorted.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39303295,1500020680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-14 08:24:52.746247,108941.0,10.0
2017-07-14 08:23:12.626838,slurm_normal,1500020687.0,0,,1.0,main_w3_handler0,3191684,16342661,False,,43930980,bam,10408362.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 30473886}]","""52776.down.sorted.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39303295,1500020680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-14 08:24:50.827023,108941.0,7.0
2017-07-14 08:23:11.749528,slurm_normal,1500020668.0,0,,1.0,main_w3_handler0,3191684,16342658,False,,42916588,bam,10408357.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 30473899}]","""52778.down.sorted.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39303295,1500020654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-14 08:24:33.563209,108941.0,14.0
2017-07-14 08:23:09.067529,slurm_normal,1500020647.0,0,,1.0,main_w3_handler0,3191684,16342652,False,,37483141,bam,10408350.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 30473918}]","""52784.down.sorted.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39303295,1500020631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-14 08:24:09.606943,108941.0,16.0
2017-07-14 08:23:08.237828,slurm_normal,1500020605.0,0,,1.0,main_w4_handler1,3191684,16342650,False,,36943918,bam,10408341.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 30473923}]","""52786.down.sorted.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39303295,1500020598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-14 08:23:29.001832,108941.0,7.0
2017-07-14 08:23:13.632737,slurm_normal,1500020669.0,0,,1.0,main_w4_handler1,3191684,16342664,False,,39344528,bam,10408356.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 30473878}]","""51022.down.sorted.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39303295,1500020654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-14 08:24:30.309734,108941.0,15.0
2017-07-14 08:23:09.883839,slurm_normal,1500020614.0,0,,1.0,main_w4_handler0,3191684,16342654,False,,37201230,bam,10408342.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 30473911}]","""52782.down.sorted.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39303295,1500020607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-14 08:23:37.647149,108941.0,7.0
2017-07-14 08:23:11.356004,slurm_normal,1500020646.0,0,,1.0,main_w3_handler1,3191684,16342657,False,,42658899,bam,10408349.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 30473902}]","""52779.down.sorted.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39303295,1500020631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-14 08:24:07.688923,108941.0,15.0
2017-07-17 18:35:05.806298,slurm_normal,1500330351.0,0,,1.0,main_w4_handler0,3146894,16362861,False,,29636631631,bam,10425706.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29982114}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,38175230,1500316533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-17 22:25:55.829225,104814.0,13818.0
2017-07-24 21:30:35.934485,slurm_normal,1500932219.0,0,,1.0,main_w3_handler1,3103128,16408273,False,,2165553823,bam,10473198.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30496517}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39478276,1500931842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-24 21:37:02.471247,105518.0,377.0
2017-07-24 20:57:31.054321,slurm_normal,1500931050.0,0,,1.0,main_w4_handler1,3103128,16408094,False,,5835852221,bam,10473028.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30569919}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39478276,1500929859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-24 21:17:34.626104,105518.0,1191.0
2017-07-24 21:30:00.894030,slurm_normal,1500932165.0,0,,1.0,main_w4_handler1,3103128,16408270,False,,2194080520,bam,10473195.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30485716}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39478276,1500931811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-24 21:36:06.431399,105518.0,354.0
2017-07-24 21:29:42.295192,slurm_normal,1500932248.0,0,,1.0,main_w4_handler1,3103128,16408269,False,,2366955541,bam,10473194.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30498399}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39478276,1500931792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-07-24 21:37:31.954368,105518.0,456.0
2017-10-06 02:54:11.989988,slurm_normal,1507259513.0,0,,1.0,main_w3_handler0,3274747,17036298,False,,5183417050,bam,11093198.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31566050}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,41075505,1507258455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-10-06 03:11:59.169318,112727.0,1058.0
2017-10-06 02:41:01.885420,slurm_normal,1507259537.0,0,,1.0,main_w4_handler1,3274747,17036261,False,,7000420075,bam,11093149.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31566049}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,41075505,1507257667.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-10-06 03:12:20.951361,112727.0,1870.0
2017-08-08 15:16:53.466208,slurm_normal,1502205478.0,0,,1.0,main_w3_handler1,3213186,16530000,False,,122725779,bam,10599301.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30786286}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39768627,1502205423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-08-08 15:18:01.319621,105586.0,55.0
2017-08-08 15:17:12.976940,slurm_normal,1502205492.0,0,,1.0,main_w4_handler1,3213186,16530006,False,,125652646,bam,10599305.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30787249}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39768627,1502205443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-08-08 15:18:16.356930,105586.0,49.0
2017-08-08 15:17:12.842628,slurm_normal,1502205492.0,0,,1.0,main_w3_handler0,3213186,16530005,False,,124878821,bam,10599306.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30787213}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39768627,1502205443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-08-08 15:18:18.639137,105586.0,49.0
2017-08-08 15:16:53.664247,slurm_normal,1502205466.0,0,,1.0,main_w4_handler1,3213186,16530001,False,,124132831,bam,10599300.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30787207}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39768627,1502205423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-08-08 15:17:46.908031,105586.0,43.0
2017-08-08 15:17:33.081272,slurm_normal,1502205510.0,0,,1.0,main_w4_handler1,3213186,16530012,False,,151900955,bam,10599317.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30786309}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39768627,1502205472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-08-08 15:18:32.599631,105586.0,38.0
2017-08-08 15:17:33.382118,slurm_normal,1502205520.0,0,,1.0,main_w3_handler0,3213186,16530013,False,,138022447,bam,10599322.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30787254}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,39768627,1502205485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-08-08 15:18:45.667040,105586.0,35.0
2017-08-27 00:49:19.943271,slurm_normal,1503794976.0,0,,1.0,main_w3_handler0,3102496,16666144,False,,81028061,bam,10738306.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""","[{'src': 'hda', 'id': 30461973}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,40095139,1503794969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-08-27 00:49:39.403035,90083.0,7.0
2017-09-01 15:29:13.689645,slurm_normal,1504279853.0,0,,1.0,main_w4_handler1,3235427,16711799,False,,304031937,bam,10784263.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31059834}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,40057407,1504279762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-09-01 15:30:58.049537,110523.0,91.0
2017-09-01 15:29:14.128922,slurm_normal,1504280143.0,0,,1.0,main_w3_handler0,3235427,16711802,False,,145080712,bam,10784281.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31060186}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,40057407,1504279937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-09-01 15:39:09.905532,110523.0,206.0
2017-09-01 15:29:14.633816,slurm_normal,1504280050.0,0,,1.0,main_w3_handler0,3235427,16711805,False,,144445447,bam,10784291.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31060190}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,40057407,1504280023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,2.7.1.0,,2017-09-01 15:36:11.091145,110523.0,27.0
