create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.label,parameters.makerelabund,parameters.method,parameters.otu.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-23 21:08:18.148545,slurm_normal,1516741715.0,0,1.0,main_w3_handler1,3397277,18138235,False,,12217964,slurm,,132112168.0,corral-repl,403053,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[""0.03""]","""false""","""totalgroup""","[{'src': 'hda', 'id': 33467134}]",32.0,,42668866,1516741708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_normalize_shared/mothur_normalize_shared/1.36.1.0,1.36.1.0,,2018-01-23 21:08:44.666680,112430,7.0
